Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_601066.SS_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent,ssx_300059.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601111.SS_2021-09-15_2023-09-15_Close_percent,ssx_603259.SS_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601688.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,7699.0,7656.0,7521.0,7583.0,6710.6943359375,899312,-73277.27407407408,899312,-0.0814814814814814,0.0,0.0,0.0,44800.81658384264,7586.666666666667,50.0,1000.0,7583.0,7583.0,7583.0,0.0,0.0,0.0,0.0,7586.666666666667,7721.666666666667,7451.666666666667,3.558875219683656,0.4864197530864186,0.0,0.0,7521.0,7656.0,7588.5,1.7802980350784652,0.4592592592592592,0.0,0.0,0.0,0.0,0.0,7583.0,7583.0,7583.0,7583.0,0.0,0.0,0.0,4.712715230060082,1.0,-354.1139999999996,48.98597100576764,48.98597100576764,0.0,7588.5,7588.5,7588.5,7588.5,0.0,0.0,0.0,0.0,0.0,7229.29625,7253.018,4.0,4.0,0.0,7521.0,8999.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,45.92592592592592,45.92592592592592,-54.07407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7583.0,4.898597100576763,0.0,0.0,0.0,6967.333984375,2,-0.002723614152040013,0.014860620639189932,-0.005460956647689912,0.04214988287247215,0.015648443038015478,0.09648411429456843,-0.015506405188228276,0.13025650005624145,-0.014493428583670608,-0.008851399520937492
2021-09-16,7600.0,7982.0,7533.0,7873.0,6967.333984375,1501173,699041.129043966,2400485,0.2912082887599656,435340170.0,5054780.494986254,5054780.494986254,101463.69001948887,7717.575857101101,100.0,1000.0,7728.0,8018.0,7438.0,7.505175983436853,0.75,0.0,0.0,7691.333333333334,7983.333333333334,7399.333333333334,7.5929617751581855,0.8110730593607296,0.0,0.0,7521.0,7982.0,7751.5,5.965320910973085,0.7635574837310195,0.0,0.0,23.133903133903004,4.626780626780601,18.507122507122403,7728.0,7728.0,7627.615384615385,7604.481481481482,0.5261872313420403,0.1403926886227135,0.3857945427193266,0.0074694217328234,2.340471672539984,-499.1139999999996,69.04438664546647,59.015178825617056,10.029207819849418,7751.5,7751.5,7751.5,7751.5,0.0,0.0,0.0,0.0,66.66666666666639,7229.29625,7253.018,8.0,4.0,4.0,7521.0,8999.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,58.21917808219179,76.35574837310195,61.140837149513935,-23.644251626898047,0.0,0.0,0.3042140767945709,0.0608428153589142,0.2433712614356567,5.086555125091299,1.0173110250182598,4.069244100073039,7726.23732038386,3.824343927205587,3.753028448353213,3.824343927205587,-3.8243382218011135,7859.37890625,3,1.993572597341981,1.1982649714469318,-0.6245092379802202,-0.7067034305538016,2.8963419285350085,3.4834365148155086,1.2311922475018378,-1.7145279972780116,-1.039268734542972,2.2664349645370976
2021-09-17,8105.0,8937.0,8013.0,8881.0,7859.37890625,4149734,4345777.068437905,6550219,0.6634552323270267,970710413.1428572,15976204.739870071,10515492.617428165,588710.9040205871,8283.160924237802,100.0,1000.0,8112.333333333333,9224.881559504029,6999.78510716264,27.428562916646097,0.8454531896169386,0.0,0.0,7997.666666666667,8500.333333333334,7495.0,12.5703330137957,1.378647214854111,1.0,0.0,7521.0,8937.0,8229.0,17.454904055553275,0.96045197740113,0.0,0.0,121.40537820309872,27.982500142044227,93.4228780610545,8112.333333333333,8112.333333333333,7820.443786982249,7699.03840877915,0.9612837183794356,0.0793767788903126,0.8819069394891229,0.0455665081722247,4.17829097650021,-883.4473333333326,122.21071591574868,80.08035785566092,42.13035806008776,8229.0,8229.0,8229.0,8229.0,0.0,0.0,0.0,0.0,100.0,7229.29625,7253.018,12.0,4.0,8.0,7521.0,8999.0,1.0,0.0,100.0,0.0,0.0,0.0,100.0,81.79611650485435,96.045197740113,72.77562401304696,-3.9548022598870056,0.0,0.0,1.5768901485757127,0.3640522820022739,1.2128378665734387,25.08640964326824,5.831130748668256,19.255278894599986,8179.637507559287,12.8032516194589,12.04749790740376,17.11723592245813,-12.80324617530188,7701.85498046875,4,-4.888446557920744,-2.535832679376142,-0.853370822601434,1.578937871536354,-1.844588426968216,-1.819251572692849,-3.18559592461402,-5.715864675623521,-0.172351340789632,-1.583703118577958
2021-09-20,8867.0,8833.0,8544.0,8703.0,7701.85498046875,2394431,4586048.691275275,4155788,0.512714157767523,771150537.2653062,2576875.2576290565,7869286.830828462,483309.8127060808,8392.961702544724,100.0,979.9572120256728,8260.0,9350.865711258724,7169.134288741277,26.41321334766885,0.7030497408745355,0.0,0.0,8171.583333333334,8620.833333333334,7722.333333333334,10.995421124017172,1.0914487108143194,1.0,0.0,7521.0,8937.0,8229.0,17.142857142857142,0.8347457627118644,0.0,0.0,182.8157318532876,58.94914648429291,123.8665853689947,8260.0,8260.0,7956.221665908057,7773.405934054769,1.1791241018236245,0.2402163440214236,0.9389077578022006,0.0978281233096118,5.718033073684635,-1031.1139999999996,142.63802195801668,95.71977388124986,46.918248076766815,8229.0,8229.0,8229.0,8229.0,0.0,0.0,0.0,0.0,72.42755509283356,7229.29625,7253.018,12.0,4.0,8.0,7533.0,8999.0,0.0,0.0,86.95063473896033,0.0,0.0,0.0,98.708094627004,75.91939546599497,83.47457627118644,85.29184079480046,-16.52542372881356,0.0,0.0,2.3518099196696287,0.7616038095357449,1.5902061101338838,27.33880475031773,10.132665548998151,17.20613920131958,8356.024637213623,-2.004278797432724,-2.024636946899072,14.769879994725033,2.004279570437589,7872.65380859375,0,-4.888446557920744,-2.535832679376142,1.4615318616593242,1.578937871536354,-1.844588426968216,-1.819251572692849,-3.18559592461402,-5.715864675623521,3.5966014881625483,-1.583703118577958
2021-09-21,8677.0,8936.0,8703.0,8896.0,7872.65380859375,1144873,5337832.249215189,5300661,0.529047037131011,692551958.9416912,2666059.9035875592,6568480.099018236,-22602.070324292337,8444.25515236614,100.0,1001.6889989866004,8387.2,9487.594402021385,7286.805597978617,26.239851250033,0.7311898347834888,0.0,0.0,8306.266666666666,8712.266666666666,7900.266666666667,9.775751641331032,1.2262725779967163,1.0,0.0,7521.0,8937.0,8229.0,16.882869133918348,0.971045197740113,0.0,0.0,244.241898025336,96.00769679250156,148.2342012328345,8387.2,8387.2,8100.802948076048,7856.561050050712,1.2258407387074852,0.2697088658124691,0.956131872895016,0.1619971100571486,7.046801539483519,-1158.3140000000003,160.23409416056631,108.62263793711315,51.61145622345316,8229.0,8229.0,8229.0,8229.0,0.0,0.0,0.0,0.0,73.00701069673316,7229.29625,7253.018,20.0,4.0,16.0,7589.16,8999.0,0.0,0.0,88.67610407885361,0.0,0.0,0.0,97.72037613486243,76.64562669071235,97.1045197740113,92.20809792843691,-2.8954802259887007,0.0,0.0,3.1087634458559896,1.231035736799794,1.877727709056196,22.50566635476428,12.607265710151378,9.898400644612902,8547.12249942064,2.2176261059404734,2.1933943700849667,17.315046815244628,-2.217632356856001,7864.68896484375,1,-4.888446557920744,-2.535832679376142,-0.5464376820530532,1.578937871536354,-1.844588426968216,-1.819251572692849,-3.18559592461402,-5.715864675623521,1.013294724046219,-1.583703118577958
2021-09-22,8942.0,8999.0,8852.0,8887.0,7864.68896484375,754096,4942829.582548522,4546565,0.4558284077067373,592646412.807164,2066315.164117036,5668047.112037996,24626.09065736036,8476.829816718324,100.0,1000.6755995946402,8470.5,9541.87030635226,7399.129693647741,25.296506849708024,0.6943772370442465,0.0,0.0,8407.333333333334,8770.166666666666,8044.5,8.631353580207747,1.1610013780431796,1.0,0.0,7521.0,8999.0,8260.0,17.448792869370166,0.9242219215155616,0.0,0.0,288.8664795216655,134.57945333833436,154.28702618333114,8470.5,8470.5,8221.756340679733,7932.889861158067,1.2694223883506697,0.2864009598383811,0.9830214285122884,0.2306402333457972,8.191804248380112,-1241.6139999999996,171.75730811082087,119.14508296606444,52.61222514475644,8260.0,8260.0,8260.0,8260.0,0.0,0.0,0.0,0.0,70.5772811918062,7229.29625,7253.018,20.0,4.0,16.0,7643.0736,8999.0,0.0,0.0,88.09115234299652,0.0,0.0,0.0,96.87864519760832,73.36152219873149,92.42219215155616,91.00042939891796,-7.577807848443843,157.45000000000073,0.0,3.641377664097506,1.7131041222593364,1.9282735418381696,16.31971624505184,13.34975581713147,2.9699604279203697,8629.850076477715,-0.1011690647481966,-0.101220275188929,17.19636027957272,0.1011710148019631,7888.58349609375,2,-2.0957135156785967,1.3978486347405408,1.2422304606256347,3.030308834685428,1.0019317758029302,1.0086446717891704,-0.6711435169794413,-0.6496125200570049,-0.3780493865914565,1.057903681287215
2021-09-23,8900.0,8998.0,8728.0,8914.0,7888.58349609375,743547,5223725.115881856,5290112,0.4508199084989251,510850606.5489977,-2269527.01039746,4345118.091632087,1496.0921803572105,8502.70119719812,92.7996309562485,1003.7157977705212,8533.857142857143,9573.182434199796,7494.53185151449,24.35769134505774,0.682879633695707,0.0,0.0,8474.857142857143,8824.42857142857,8125.285714285715,8.249612298563806,1.1281160604822245,1.0,0.0,7521.0,8999.0,8260.0,17.319249376433365,0.942489851150203,0.0,0.0,322.6906789330742,172.20169845728233,150.48898047579186,8533.857142857143,8533.857142857143,8328.255365190544,8005.564686257469,1.2022080451940036,0.352565701233365,0.8496423439606385,0.2993154674397158,9.29876233249012,-1304.9711428571427,180.5217488361474,127.913178090362,52.6085707457854,8260.0,8260.0,8260.0,8260.0,0.0,0.0,0.0,0.0,60.3257566549167,7229.29625,7253.018,28.000000000000004,4.0,24.000000000000004,7724.429184,8999.0,0.0,0.0,88.33965484952957,0.0,0.0,0.0,96.20449984677182,72.90322580645162,94.2489851150203,94.59189901352924,-5.751014884979703,308.94285714285616,0.0,4.0308296988345145,2.176649237574372,1.8541804612601425,10.996572312012544,12.879119116107685,-1.8825468040951403,8708.43640085933,0.3038145605941178,0.3033539768026116,17.55241988658842,-0.3038204226106273,7743.44873046875,3,0.7046582504545853,-2.508179078460884,-1.8081678995771284,0.5514672511058194,-1.9852110545524653,0.0582264132535925,-0.1333363850911411,2.0144705945267987,-2.607500895103413,-1.350594503859213
2021-09-27,9057.0,8980.0,8707.0,8750.0,7743.44873046875,661279,4770761.112218852,4628833,0.3894993292796639,422379126.1848552,-805030.8568697931,3609382.5275603896,-9907.223905163424,8519.417868526712,87.25467960445374,985.2494088503544,8560.875,9543.530299431088,7578.219700568912,22.95688932337145,0.5962316084335446,0.0,0.0,8517.041666666666,8857.041666666668,8177.041666666667,7.983992877025973,0.8425857843137239,0.0,0.0,7521.0,8999.0,8260.0,17.264590360214346,0.8315290933694182,0.0,0.0,332.43111233023865,204.2475812318736,128.18353109836505,8560.875,8560.875,8393.139155161229,8060.70804283099,1.1783955196596123,0.4134227718137542,0.7649727478458581,0.3599921635151552,10.379813810627777,-1331.9889999999996,184.2592344103918,134.95643513036572,49.30279928002608,8260.0,8260.0,8260.0,8260.0,0.0,0.0,0.0,0.0,47.682965803771424,7229.29625,7253.018,28.000000000000004,4.0,24.000000000000004,7800.90343296,8999.0,0.0,0.0,77.72971597095464,0.0,0.0,0.0,94.4603372150476,69.41668024277843,83.15290933694182,89.94136220117275,-16.847090663058186,332.875,0.0,4.124093200793885,2.5661380302182746,1.5579551705756105,5.9614768701679495,11.495590666919735,-5.534113796751788,8717.178928451287,-1.839802557774284,-1.8569374154839835,15.389687458789393,1.8398076878677607,7699.2001953125,0,1.4990651111957618,1.6189978719937983,-0.7843181149374772,-1.149428104206763,1.4976956842803446,3.99299823538496,0.7947075245154309,-0.4772077564563091,-1.2206033591736087,3.2112594607841203
2021-09-28,8890.0,8890.0,8572.0,8700.0,7699.2001953125,1105660,4555192.1814012425,3523173,0.3411080099640704,354141679.5870188,-3235623.9712027204,2753756.715215001,-18484.285098881373,8536.080366399197,79.40429189993196,985.2494088503544,8576.333333333334,9506.907349733963,7645.759316932704,21.70097593534058,0.5664464429949362,0.0,0.0,8539.666666666666,8877.222222222223,8202.111111111111,7.905590902585324,0.7374917709019086,0.0,0.0,7521.0,8999.0,8260.0,17.233471957713085,0.7976995940460081,0.0,0.0,332.2855132843679,229.8551676423725,102.43034564199542,8576.333333333334,8576.333333333334,8440.348515905654,8108.063002621287,1.1238976337890132,0.4920249883886651,0.631872645400348,0.4104814624012867,11.468560872566062,-1347.4473333333335,186.39764596278505,140.67212522285678,45.72552073992824,8260.0,8260.0,8260.0,8260.0,0.0,0.0,0.0,0.0,32.00392927308454,7229.29625,7253.018,28.000000000000004,4.0,24.000000000000004,7872.7892269824,8999.0,0.0,0.0,74.78082787455239,0.0,0.0,0.0,92.65890166037582,65.68541758587813,79.76995940460081,85.72395128552098,-20.23004059539919,315.16666666666606,0.0,4.098210795561678,2.8725525832869554,1.2256582122747224,4.753020001615659,10.147076533858922,-5.394056532243263,8713.78887613353,-0.5714285714285672,-0.5730674708985362,14.730317816167736,0.5714318864428236,7566.455078125,1,-1.3633426367332504,-1.6456407608933148,1.3229590312053006,1.515158416493108,-0.8187127566539232,-4.128717417171458,-0.4005368588131546,0.408985485621713,-0.1604178477833642,-3.1431864865917163
2021-09-29,8603.0,8768.0,8512.0,8550.0,7566.455078125,1878952,3234054.0564012425,1644221,0.2123049927799287,263286753.93173045,-1239840.0810664669,2310023.737850393,-38713.78128078818,8545.198132018631,68.98986814635316,985.2494088503544,8573.7,9456.66140345997,7690.738596540031,20.596974549143763,0.4865792548195597,0.0,0.0,8546.7,8876.1,8217.3,7.708238267401465,0.5050091074681241,0.0,0.0,7521.0,8999.0,8260.0,17.238765060592275,0.696211096075778,348.2,0.0,316.4188984959019,247.1679138130784,69.25098468282354,8573.7,8573.7,8457.217974997093,8140.799076501191,1.099595825669283,0.5588066497196429,0.5407891759496402,0.4471723365169359,12.521215218785292,-1344.8140000000003,186.033366690248,155.89961363224347,30.13375305800446,8266.0,8260.0,8263.0,8260.0,0.0,0.0,0.0,0.0,12.333891898211167,7229.29625,7253.018,28.000000000000004,4.0,24.000000000000004,7940.361873363456,8999.0,0.0,0.0,66.61585483648189,0.0,0.0,0.0,90.04596199438768,50.581626076161925,69.62110960757781,77.51465944970681,-30.3788903924222,267.39999999999964,0.0,3.88682849831364,3.075407766292292,0.8114207320213476,8.707855029341168,9.859232232955373,-1.1513772036142047,8691.491063224596,-1.7241379310344862,-1.739174271186883,12.752208888302777,1.724141648743199,7570.8798828125,2,2.7212932489260595,2.104693874466108,-0.1577279889833107,3.269217598310931,0.9667417194861656,1.8075828196042352,3.723407054767733,0.5828482181619279,1.7120505953568994,3.1602681174788074
