Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_NST.AX_2021-09-15_2023-09-15_Close_percent,asx_NCM.AX_2021-09-15_2023-09-15_Close_percent,asx_EVN.AX_2021-09-15_2023-09-15_Close_percent,ssx_601328.SS_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,jpx_9843.T_2021-09-15_2023-09-15_Close_percent,ssx_200596.SZ_2021-09-15_2023-09-15_Close_percent,asx_TCL.AX_2021-09-15_2023-09-15_Close_percent,ssx_601288.SS_2021-09-15_2023-09-15_Close_percent,ssx_601939.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,12576.0,12741.0,12334.0,12646.0,11803.525390625,2027643,1081077.4717444717,2027643,0.5331695331695332,0.0,0.0,0.0,-703288.1407581662,12573.666666666666,50.0,1000.0,12646.0,12646.0,12646.0,0.0,0.0,0.0,0.0,12573.666666666666,12980.666666666666,12166.666666666666,6.473847458975107,0.5888615888615896,0.0,0.0,12334.0,12741.0,12537.5,3.218408983077653,0.7665847665847666,0.0,0.0,0.0,0.0,0.0,12646.0,12646.0,12646.0,12646.0,0.0,0.0,0.0,-33.42784015861015,1.0,6829.276000000002,-350.6638878956068,-350.6638878956068,0.0,12537.5,12537.5,12537.5,12537.5,0.0,0.0,0.0,0.0,0.0,19411.10137402344,19138.5511796875,4.0,4.0,0.0,11726.0,12741.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,76.65847665847666,76.65847665847666,-23.34152334152334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12646.0,-35.06638878956068,0.0,0.0,0.0,11060.5546875,2,-0.09155681064575757,-0.05532868355891656,-0.04477351352558033,-0.0786032138883417,-0.041768209765549826,0.024217299419434336,-0.07467966321395325,-0.013462454692733446,-0.07511409523276481,-0.04220607214264998
2021-09-16,12501.0,12581.0,11777.0,11850.0,11060.5546875,6204203,-3996491.650146076,-4176560,-0.4854915471142288,-4938545588.0,-4645786.090493816,-4645786.090493816,-1101543.5236825848,12193.559169555248,0.0,1000.0,12248.0,13044.0,11452.0,12.998040496407576,0.25,0.0,0.0,12321.5,12927.0,11716.0,9.828348821166252,0.1106523534269199,0.0,0.0,11777.0,12741.0,12259.0,7.870672762900065,0.0757261410788381,0.0,0.0,-63.4985754985737,-12.69971509971474,-50.79886039885896,12248.0,12248.0,12523.538461538465,12587.037037037036,0.0308353919390542,0.1203454163127462,-0.0895100243736919,-0.0122939071643207,2.150208096859629,7227.276000000002,-371.1000552700768,-360.8819715828418,-10.218083687235035,12259.0,12259.0,12259.0,12259.0,0.0,0.0,0.0,0.0,-66.66666666666667,19411.10137402344,19138.5511796875,4.0,8.0,-4.0,11726.0,12741.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,5.721003134796239,7.572614107883817,42.11554538318024,-92.42738589211618,0.0,0.0,-0.5044759565871679,-0.1008951913174335,-0.4035807652697343,14.256325962978496,2.8512651925956995,11.405060770382798,12259.521106526352,-6.294480468132213,-6.501309205528116,-6.294480468132213,6.2944813395759525,10944.814453125,3,1.2422192810971069,0.1627308912983096,1.259444530514486,0.6607873750457003,3.559043006716678,2.5754871350932405,0.2807767207542184,-1.224788726696275,0.3355821277446864,1.1437764877063188
2021-09-17,11951.0,12186.0,11726.0,11726.0,10944.814453125,8478920,-12475411.650146076,-12655480,-0.7465493592661208,-4383237086.857143,-1209823.8926655753,-2927804.991579696,-479246.9097513532,12034.123286887829,0.0,1000.0,12074.0,12889.241477518572,11258.758522481428,13.504082781490368,0.2865663060598682,0.0,0.0,12174.111111111111,12731.111111111111,11617.111111111111,9.150565407467576,0.0977458607620185,0.0,0.0,11726.0,12741.0,12233.5,8.406493291369886,0.0,0.0,0.0,-122.41627908864211,-34.64302789750022,-87.7732511911419,12074.0,12074.0,12400.840236686392,12523.256515775034,0.0774472992379469,0.2147509715149777,-0.1373036722770308,-0.0341908409633924,3.257432487462766,7401.276000000002,-380.0344601021316,-367.266134422605,-12.768325679526528,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,-73.77641824249172,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12741.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,4.205069124423963,0.0,28.077030255453494,-100.0,0.0,0.0,-0.9775115516833768,-0.2762184633906222,-0.7012930882927546,27.645957738557023,7.810203701787966,19.83575403676906,12025.405789107132,-1.0464135021097,-1.0519269039116708,-7.275027676735723,1.0464234176772609,11399.37109375,4,2.830186797409965,3.096983514328116,3.316330571704654,0.221731661382293,2.7002622448917606,-1.1166828283065229,0.0804604287959733,-0.9252636200509272,-0.3367120732845876,-0.3305730381984091
2021-09-20,11855.0,12311.0,11748.0,12213.0,11399.37109375,6306803,-8364227.456540393,-6348677,-0.3633844849792952,-3318287065.734695,656124.8226716452,-1733161.720162582,173207.30231113953,12049.6161461563,30.27637150505268,1041.5316390926146,12108.75,12824.958593916605,11392.541406083395,11.829604111350957,0.5727790764349157,0.0,0.0,12153.25,12711.75,11594.75,9.19095715137926,0.5534914950760967,0.0,0.0,11726.0,12741.0,12233.5,8.382368122225662,0.4798029556650246,0.0,0.0,-128.33281290890957,-53.380984899782085,-74.95182800912747,12108.75,12108.75,12371.94173873464,12500.27455164355,0.1370471755913348,0.2492469583478184,-0.1121997827564836,-0.0540059342595908,4.37009624604656,7366.526000000002,-378.25014649343103,-370.0121374403116,-8.23800905311947,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,-19.84803435744984,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12720.7,0.0,0.0,37.796186011150525,0.0,0.0,0.0,-98.626828572637,24.12753123653598,47.98029556650246,18.51763655812876,-52.01970443349754,0.0,0.0,-1.0266399540163396,-0.4263027615157657,-0.6003371925005738,30.5833181562526,12.364826592680894,18.218491563571703,12095.72084526342,4.153163909261459,4.06923596469273,-3.4240075913332224,-4.153168996804808,11476.841796875,0,1.186630708029398,1.8082419486251808,2.1108171013550816,0.221731661382293,2.7002622448917606,-1.1166828283065229,0.0804604287959733,0.0,-0.3367120732845876,-0.3305730381984091
2021-09-21,12200.0,12542.0,12083.0,12296.0,11476.841796875,3091388,-8586484.110135164,-3257289,-0.3288712034776098,-2807591027.201168,4201898.952832838,-249396.55191372707,282941.0532836973,12080.091256945529,39.42660076106357,1048.609926658707,12146.2,12804.07828661539,11488.321713384612,10.832660200151302,0.613850846765806,0.0,0.0,12184.0,12722.6,11645.4,8.841103086014451,0.6039732640178239,0.0,0.0,11726.0,12741.0,12233.5,8.356523027778234,0.5615763546798029,0.0,0.0,-124.8847090597319,-67.68172973177205,-57.20297932795985,12146.2,12146.2,12360.258394313929,12485.14310337366,0.2138891072741635,0.2611864528630449,-0.0472973455888813,-0.0702018315278178,5.445021435329438,7329.076000000001,-376.3271955683709,-371.2751490659234,-5.052046502447524,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,39.98699609882969,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12700.806,0.0,0.0,41.831433304546174,0.0,0.0,0.0,-97.2692254107825,27.80575539568345,56.1576354679803,34.71264367816092,-43.8423645320197,0.0,0.0,-1.000266541005736,-0.5410955174137598,-0.4591710235919762,25.955664726201217,15.08299421938496,10.872670506816256,12167.088135200229,0.6796037009743738,0.6773048047342911,-2.767673572671203,-0.6796050631905075,11648.583984375,1,-0.982535794999592,-0.7708806088828624,-0.808625838207476,0.221731661382293,2.7002622448917606,-1.3297244268419917,0.0804604287959733,0.0,-0.3367120732845876,-0.3305730381984091
2021-09-22,12329.0,12627.0,12248.0,12480.0,11648.583984375,1908697,-8158412.2235916285,-1348592,-0.2911882709234552,-2356335130.7438583,2482059.7507095155,296894.70861092146,49571.34145596427,12105.404756420125,44.01618401558268,1064.30155210643,12201.833333333334,12851.888117349436,11551.77854931723,10.65503463713546,0.7139563260715693,0.0,0.0,12228.611111111111,12740.611111111111,11716.611111111111,8.37380460213979,0.7454969618055554,0.0,0.0,11726.0,12741.0,12233.5,8.318422095040361,0.7428571428571429,0.0,0.0,-106.08195294929646,-75.36177437527694,-30.720178574019528,12201.833333333334,12201.833333333334,12378.680179804092,12484.762132753389,0.2606821036833501,0.2808978542598023,-0.0202157505764521,-0.0803050173521883,6.465946184615983,7273.442666666668,-373.4705822226431,-371.6410545920434,-1.8295276305996708,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,69.0040388416257,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12681.30988,0.0,0.0,49.632094977777726,0.0,0.0,0.0,-95.61308827846126,31.81386514719848,74.28571428571429,59.47454844006569,-25.714285714285715,-59.10000000000037,0.0,-0.8496914224019834,-0.6028146984114046,-0.2468767239905788,19.5112627369172,15.968647922891408,3.542614814025788,12280.144000127166,1.496421600520503,1.4853356704987777,-1.3126680373240496,-1.4964237595987695,11188.427734375,2,-0.3243144915045093,-0.5949739735990818,-1.6042856500930895,1.1111159201954877,0.9250727410245788,0.8229539266821035,4.569241151757581,0.0,1.0067188840157255,1.976938710540196
2021-09-23,12347.0,12442.0,11909.0,11987.0,11188.427734375,1958702,-9543835.589445287,-3307294,-0.3183787779090056,-2157664410.0661645,-7129517.404893648,-940840.6436398402,-48812.852694538975,12105.879260997124,40.92103494178533,1064.30155210643,12171.142857142857,12791.473118095086,11550.812596190628,10.193459533476377,0.3515767577901237,0.0,0.0,12212.047619047618,12727.047619047618,11697.047619047618,8.434294003189668,0.2815071659731861,0.0,0.0,11726.0,12741.0,12233.5,8.339397638442216,0.2571428571428571,0.0,0.0,-129.46917305708303,-86.18325411163816,-43.28591894544486,12171.142857142857,12171.142857142857,12318.421690603462,12447.890863660545,0.2649968330346026,0.3341846105741094,-0.0691877775395067,-0.0933694824295893,7.505129797910207,7304.133142857145,-375.0464508362883,-372.12753976979263,-2.918911066495639,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,-33.3082535339717,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12662.2036824,0.0,0.0,35.78501816707633,0.0,0.0,0.0,-94.27185086847612,29.034852546916888,25.714285714285715,52.05254515599344,-74.28571428571429,-50.29999999999927,0.0,-1.040089236603494,-0.6902696060498225,-0.3498196305536715,14.149690998290987,15.604856537971326,-1.455165539680339,12176.508758430904,-3.950320512820515,-4.030463371631932,-5.211133955400915,3.9503192028939935,11439.5068359375,3,1.4008521135334036,-0.0422552144131742,1.05264079398097,-1.1236004233790453,1.213822388244708,0.8229539266821035,-2.299091812965486,0.4409415138285908,-0.3389855933206291,-0.6722669091062272
2021-09-27,12200.0,12469.0,12130.0,12256.0,11439.5068359375,2009989,-10059673.47440104,-1297305,-0.3144989986946316,-1772185631.3424268,2091354.7288069737,-507669.8761474383,-32268.88851278254,12117.13502388806,44.949945658767305,1064.30155210643,12181.75,12764.724056026507,11598.775943973493,9.571269415749118,0.5636820791872629,0.0,0.0,12221.166666666666,12714.166666666666,11728.166666666666,8.067969506457375,0.5353279242731581,0.0,0.0,11726.0,12741.0,12233.5,8.332136187329407,0.5221674876847291,0.0,0.0,-124.8583720240731,-93.91827769412517,-30.94009432994796,12181.75,12181.75,12308.818353587543,12433.676725611616,0.3044871150700018,0.3479722236128524,-0.0434851085428505,-0.1035282884691161,8.48738324449898,7293.526000000002,-374.50180423630457,-372.42432282810665,-2.077481408197912,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,23.23324234152284,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12643.479608752,0.0,0.0,44.82965686964932,0.0,0.0,0.0,-92.34904159685684,34.06072488858297,52.2167487684729,50.73891625615764,-47.783251231527096,10.024999999999636,0.0,-1.004195096747871,-0.7530547041894322,-0.2511403925584388,9.75441003036677,14.434767236450416,-4.680357206083645,12203.989353011017,2.244097772586961,2.2192883773271888,-3.0839791238336245,-2.244096378180928,11270.5654296875,0,1.484007771103677,1.1260248482902568,1.108029421489675,0.4464329451691071,2.0309484233126938,0.5062770120895976,-4.081629990105995,-0.5693867364386591,0.3401385826175129,0.5058984294170443
2021-09-28,12149.0,12206.0,11924.0,12075.0,11270.5654296875,2967083,-9849242.055961324,-4264388,-0.2817818628822707,-1595736544.4363658,-2228754.638815294,-722805.4714809202,1287.4154572248226,12112.992406848718,40.90477436389072,1064.30155210643,12169.888888888889,12723.60236830216,11616.175409475618,9.099729413615457,0.4143158940347312,0.0,0.0,12204.185185185186,12673.74074074074,11734.62962962963,7.6949923068285635,0.3624388704843035,0.0,0.0,11726.0,12741.0,12233.5,8.34025691825909,0.3438423645320197,0.0,0.0,-134.26178008055467,-101.98697817141104,-32.27480190914362,12169.888888888889,12169.888888888889,12272.84629918946,12407.108079270016,0.3022625089153696,0.3860519107707595,-0.0837894018553899,-0.1139180031406964,9.41262564722495,7305.387111111113,-375.1108385375957,-372.7228245736054,-2.3880139639903177,12233.5,12233.5,12233.5,12233.5,0.0,0.0,0.0,0.0,-50.90673575129555,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12625.13001657696,0.0,0.0,40.67796550169536,0.0,0.0,0.0,-90.76333310690347,39.18005046804696,34.38423645320197,37.4384236453202,-65.61576354679804,36.66666666666606,0.0,-1.0821359757869868,-0.8188709585089432,-0.2632650172780436,8.609846122548904,13.269783013670114,-4.659936891121211,12160.795161922642,-1.476827676240211,-1.4878413459598503,-4.51526174284359,1.476824208184098,11180.9609375,1,4.28737323815264,2.7157265697038184,6.442571829819698,-0.6726400581019334,-0.888450437281918,2.1238911847341058,0.0098021916164583,1.981588887552676,-0.6825896247906087,-1.1864348598197123
2021-09-29,11894.0,12158.0,11891.5,11979.0,11180.9609375,3025550,-10888033.144141436,-7289938,-0.2866857855980599,-1409267438.0883136,-354534.712696865,-681886.4982826919,-67872.76503281952,12104.747807651203,37.481967501247205,1064.30155210643,12150.8,12688.43987947324,11613.16012052676,8.849456488021193,0.3402276258149573,0.0,0.0,12184.716666666667,12633.966666666667,11735.466666666667,7.373991735548493,0.2710443331478384,0.0,0.0,11726.0,12741.0,12233.5,8.353359449583566,0.2492610837438423,481.05,0.0,-147.75719345722246,-111.14102122857334,-36.61617222864912,12150.8,12150.8,12227.639176237237,12375.39636969446,0.3155539786999765,0.4043820339173319,-0.0888280552173554,-0.1253024678143529,10.295781686143602,7324.476000000002,-376.0909986590178,-375.5480591028733,-0.5429395561445176,12176.5,12233.5,12205.0,12233.5,0.0,0.0,0.0,0.0,-66.48579595760326,19411.10137402344,19138.5511796875,4.0,12.0,-8.0,11726.0,12607.14741624542,0.0,0.0,38.634299008404426,0.0,0.0,0.0,-89.44177832095443,42.3742499949344,24.926108374384235,37.17569786535304,-75.07389162561576,-1.2249999999985448,0.0,-1.193959280520972,-0.893888622911349,-0.300070657609623,7.768979346897921,12.169622280315677,-4.400642933417756,12100.28641719987,-0.7950310559006191,-0.7982082789443012,-5.2743950656333976,0.7950310279152006,11506.7099609375,2,-2.905584171569089,-1.8910406707710763,-4.191609300361378,0.0,1.956944567321031,0.4520808609345437,-0.500054814589916,1.0108359228088233,-0.3389855933206291,-0.5025178816412392
