Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600036.SS_2021-09-15_2023-09-15_Close_percent,ssx_601166.SS_2021-09-15_2023-09-15_Close_percent,asx_RIO.AX_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,ssx_600019.SS_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,60276.0,60938.0,58950.0,59512.0,48360.875,497697,-216302.92152917504,497697,-0.4346076458752514,0.0,0.0,0.0,113922.35717585942,59800.0,50.0,1000.0,59512.0,59512.0,59512.0,0.0,0.0,0.0,0.0,59800.0,61788.0,57812.0,6.648829431438127,0.4275653923541248,0.0,0.0,58950.0,60938.0,59944.0,3.34050275574674,0.2826961770623742,0.0,0.0,0.0,0.0,0.0,59512.0,59512.0,59512.0,59512.0,0.0,0.0,0.0,21.05136420600766,1.0,-11052.332000000002,228.0727965366994,228.0727965366994,0.0,59944.0,59944.0,59944.0,59944.0,0.0,0.0,0.0,0.0,0.0,48679.81325,49341.8705,4.0,4.0,0.0,45101.0,60938.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.269617706237423,28.269617706237423,-71.73038229376257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59512.0,22.80727965366993,0.0,0.0,0.0,47137.87890625,2,-0.0892225212375112,0.1096989980035375,0.034810002270263526,-0.005296150689520109,-0.04644842497596355,0.023273769468093203,0.06487774146849744,0.014860620639189932,-0.016112578069345497,-0.07370376615061412
2021-09-16,58900.0,59525.0,57606.0,58007.0,47137.87890625,585237,-556954.1612373564,-87540,-0.5143011127523528,-880781685.0,-452012005.392687,-452012005.392687,98711.0779763072,59032.2461959824,0.0,1000.0,58759.5,60264.5,57254.5,5.122575923893158,0.25,0.0,0.0,59089.66666666667,61043.16666666667,57136.16666666667,6.611985175072912,0.2228905383499689,0.0,0.0,57606.0,60938.0,59272.0,5.670572418077077,0.1203481392557022,0.0,0.0,-120.05698005697197,-24.0113960113944,-96.04558404557756,58759.5,58759.5,59280.461538461546,59400.51851851852,0.0399379551711386,0.2314317680525808,-0.1914938128814421,-0.0049392611994219,1.9944389595212668,-10299.832000000002,212.5444194128611,220.30860797478024,-7.7641885619191555,59272.0,59272.0,59272.0,59272.0,0.0,0.0,0.0,0.0,-66.66666666666701,48679.81325,49341.8705,4.0,8.0,-4.0,45101.0,60938.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,10.263629383158433,12.034813925570228,20.152215815903823,-87.96518607442977,0.0,0.0,-0.202114363731595,-0.040422872746319,-0.161691490985276,1.385066416107933,0.2770132832215865,1.108053132886346,58832.15865149585,-2.52890173410405,-2.561427996985799,-2.52890173410405,2.5288957111507955,44465.15625,3,3.1986534529700634,2.2541086365454674,1.3618716156501307,1.3262539934940634,0.9175127519102376,0.761694781764561,0.1813230690095366,1.1982649714469318,-0.0808567381525904,-0.9687029527514426
2021-09-17,57800.0,57933.0,54501.0,54718.0,44465.15625,1017884,-1446119.730001925,-1105424,-0.6883603101277336,-1233215798.0,-791843864.3303167,-621927934.8615018,-72514.1458391981,57426.11145975837,0.0,1000.0,57412.333333333336,61415.94181680033,53408.72484986634,13.946858631305686,0.1635118862821309,0.0,0.0,57965.55555555556,60411.8888888889,55519.22222222223,8.440644827387919,-0.1637598219557621,0.0,1.0,54501.0,60938.0,57719.5,11.211876658325446,0.0337113562218424,0.0,0.0,-475.1209162263258,-114.23330005438068,-360.8876161719451,57412.333333333336,57412.333333333336,58578.54437869823,59053.66529492456,0.0503816831414398,0.4667287631151564,-0.4163470799737165,-0.0237609070756327,3.1043743746203387,-8952.665333333338,184.7446691820781,208.4539617105462,-23.709292528468097,57719.5,57719.5,57719.5,57719.5,0.0,0.0,0.0,0.0,-100.00000000000033,48679.81325,49341.8705,4.0,12.0,-8.0,45101.0,60938.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,8.336705787130716,3.3711356221842474,14.5585224179973,-96.62886437781576,0.0,0.0,-0.8045578777430444,-0.1932498737456641,-0.6113080039973804,8.647201717436047,1.951050970064479,6.6961507473715685,57990.29314382397,-5.670005344182593,-5.837096998044622,-8.055518214813818,5.670010442272201,42683.8828125,4,11.478257884147894,2.8825895632038936,-1.084803945693665,-0.4301120691335995,4.697592421981497,0.1096437851641667,5.0862784509143495,-2.535832679376142,1.6764324819191927,3.665448789519303
2021-09-20,53000.0,52936.0,51272.0,52526.0,42683.8828125,475319,-1205032.448751925,-1580743,-0.4677672222990955,-1205884862.2857144,-1439881847.769603,-894579239.1642023,-76755.3295825352,56470.09120244769,0.0,959.940056288607,56190.75,61661.47671132456,50720.02328867544,19.471983240389427,0.1650582095049765,0.0,0.0,56535.333333333336,58786.083333333336,54284.583333333336,7.962277277926488,-0.3906660742715396,0.0,1.0,51272.0,60938.0,56105.0,17.202119565942795,0.1297330850403476,0.0,0.0,-922.7508272851992,-275.9368055005444,-646.8140217846549,56190.75,56190.75,57647.38370505235,58570.13453233755,0.1155539667470626,0.7033943731822616,-0.587840406435199,-0.0582350749275122,4.144745310525892,-7731.082000000002,159.53642109145284,196.22457655577284,-36.688155464320005,56105.0,56105.0,56105.0,56105.0,0.0,0.0,0.0,0.0,-111.98399234416472,48679.81325,49341.8705,4.0,16.0,-12.0,45101.0,60809.26,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.239156460079194,12.973308504034762,9.459752683929745,-87.02669149596524,0.0,0.0,-1.5754630489635175,-0.4696925087892348,-1.1057705401742828,6.390852891510922,2.839011354353768,3.551841537157154,57228.663545014606,-4.005994371139298,-4.088443783583173,-11.738808979701576,4.005998376537804,42564.4296875,0,3.7328096109586255,2.8825895632038936,-1.084803945693665,-0.4301120691335995,3.6032501667742167,0.1096437851641667,5.0862784509143495,-2.535832679376142,1.6764324819191927,4.162406178238996
2021-09-21,52301.0,54206.0,52057.0,52379.0,42564.4296875,289579,-1407832.074159091,-1870322,-0.4912671298059861,-1039696755.244898,762519899.5783534,-480304454.47856337,-19851.67223417312,56107.381859425936,11.687133988727354,957.2535545889834,55428.4,61193.98071316325,49662.81928683676,20.803706089886216,0.2355513562547137,0.0,0.0,55804.4,58034.8,53574.0,7.993634910508854,-0.2678891678622667,0.0,1.0,51272.0,60938.0,56105.0,17.438713727980602,0.1145251396648044,0.0,0.0,-1274.6688393423246,-475.6832122689004,-798.9856270734242,55428.4,55428.4,56836.863135044296,58111.53197438662,0.2298461014169005,0.6764735471436866,-0.446627445726786,-0.1021301900269927,5.177057610838618,-6968.732000000004,143.8047821540998,185.74061767543824,-41.93583552133845,56105.0,56105.0,56105.0,56105.0,0.0,0.0,0.0,0.0,-74.1627603373987,48679.81325,49341.8705,4.0,20.0,-16.0,45101.0,60427.7696,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,16.866543665436655,11.452513966480447,9.265652697566486,-88.54748603351955,0.0,0.0,-2.1934868967215504,-0.8144513863756979,-1.3790355103458525,1.7911222799439508,2.6294335394718047,-0.8383112595278539,56409.83644979583,-0.2798614019723588,-0.2802537461782606,-11.985817986288485,0.2798553391328795,42615.625,1,-0.3401381667985816,2.8825895632038936,-1.084803945693665,-0.4301120691335995,-0.4934922561434405,0.1096437851641667,5.0862784509143495,-2.535832679376142,1.6764324819191927,-0.5862040836891254
2021-09-22,54399.0,55111.0,51730.0,52442.0,42615.625,794876,-1867924.452745308,-1075446,-0.5102793353493938,-884014763.3527699,122925965.81101958,-359658370.4206468,145.6348291841192,55453.116112184405,33.20261480946128,957.2535545889834,54930.66666666666,60645.24191091905,49216.09142241428,20.80650241851202,0.2822526994311853,0.0,0.0,55352.72222222222,57774.88888888888,52930.55555555556,8.751752648921203,-0.100850936948095,0.0,1.0,51272.0,60938.0,56105.0,17.596727996504686,0.1210428305400372,0.0,0.0,-1530.836297913091,-686.7138293977386,-844.1224685153521,54930.66666666666,54930.66666666666,56160.73034503748,57691.56664295057,0.3145539479924575,0.6834991286241785,-0.368945180631721,-0.1501325242362073,6.29439936682037,-6470.998666666666,133.5336978921661,177.0394643782262,-43.50576648606011,56105.0,56105.0,56105.0,56105.0,0.0,0.0,0.0,0.0,-57.62298625729112,48679.81325,49341.8705,4.0,20.0,-16.0,45101.0,60061.538816,0.0,0.0,1.0784319505116002,0.0,0.0,0.0,-99.90985096769776,17.731405210812127,12.104283054003725,12.176701841506311,-87.89571694599627,-876.0500000000029,0.0,-2.653483666663689,-1.1822578424332963,-1.4712258242303928,5.5393541430989135,3.211417660197226,2.327936482901687,55693.49226609258,0.1202772103323868,0.1202049352436063,-11.879956983465522,-0.1202772194432384,41843.6328125,2,-4.203384106516253,2.9681705937382645,3.590245297036361,2.997855529874087,-2.67475211934547,0.8781592698958605,-0.0956934591944502,1.3978486347405408,1.8488137008711192,-2.4105968826433326
2021-09-23,53950.0,53628.0,50302.0,51492.0,41843.6328125,595856,-2037401.234465092,-1671302,-0.4786623105615508,-838593111.4452314,-812443442.7109905,-435122549.135704,-9838.02640164869,54942.74654030779,28.1807538680478,939.912666048128,54439.42857142857,60251.71996685139,48627.13717600575,21.35324175123059,0.2464486576026046,0.0,0.0,54846.2380952381,57397.52380952381,52294.95238095238,9.303411876145516,-0.1573623009873641,0.0,1.0,50302.0,60938.0,55620.0,19.53731014285864,0.1118841669800677,0.0,0.0,-1789.8753461048473,-907.3461327391605,-882.5292133656869,54439.42857142857,54439.42857142857,55442.46413810864,57232.33948421349,0.3427540541517636,0.767447283810686,-0.4246932296589224,-0.2017800107236073,7.45153861219641,-5979.760571428575,123.39664752611542,169.37620482792468,-45.97955730180927,55620.0,55620.0,55620.0,55620.0,0.0,0.0,0.0,0.0,-75.77274909210573,48679.81325,49341.8705,4.0,28.000000000000004,-24.000000000000004,45101.0,59709.95726336,0.0,0.0,0.9177129114006846,0.0,0.0,0.0,-99.83764525737436,20.776058838447884,11.188416698006767,11.581737906163648,-88.81158330199322,-1682.0428571428563,0.0,-3.127384556066509,-1.5712831851599391,-1.5561013709065703,5.480063890092581,3.6651469061762976,1.814916983916284,55119.60499113558,-1.8115251134586785,-1.82813411961682,-13.476273692700635,1.811523795556212,41850.12890625,3,-1.040987824745642,1.668518818306964,1.153611245626735,-0.5518642961335729,-0.6003846832946635,0.0,1.0516321811082605,-2.508179078460884,-0.9209012155496624,0.7242738047048363
2021-09-27,51610.0,53241.0,51251.0,51500.0,41850.12890625,702408,-2564030.750042981,-968894,-0.51706094108056,-717991343.5244842,79610425.8493639,-361589266.99498,-10684.952205662086,54525.53704685113,39.08199685259218,939.912666048128,54072.0,59846.0795803314,48297.92041966861,21.35700392192409,0.2772805202788369,0.0,0.0,54490.125,56971.25,52009.0,9.106695938025467,-0.102574436999345,0.0,1.0,50302.0,60938.0,55620.0,19.670069536913743,0.1126363294471606,0.0,0.0,-1971.790550857884,-1120.2350163629053,-851.5555344949789,54072.0,54072.0,54835.93119378424,56807.72174464212,0.4128548821922382,0.793841790480682,-0.3809869082884438,-0.2533955304415836,8.533225951479565,-5612.332000000002,115.81449546868544,162.68099115801976,-46.86649568933432,55620.0,55620.0,55620.0,55620.0,0.0,0.0,0.0,0.0,-63.756555609283616,48679.81325,49341.8705,4.0,28.000000000000004,-24.000000000000004,45101.0,59145.4798275584,0.0,0.0,1.0514448385964528,0.0,0.0,0.0,-99.7668520531237,21.17179583855157,11.26363294471606,11.51877756557552,-88.73636705528394,-2125.7874999999985,0.0,-3.470990369445428,-1.951224622017037,-1.519765747428391,6.820673249865542,4.296252174914146,2.524421074951396,54768.06139864927,0.0155363940029573,0.0155351872301423,-13.462831025675492,-0.0155246887360647,40631.1953125,0,-2.6727522362141087,-1.2680116992191586,-0.6561319095852838,-1.004462887566547,-1.1476981577953609,0.0,3.7460858691548538,1.6189978719937983,-1.9134603455977413,0.0
2021-09-28,50710.0,51999.0,49553.0,50000.0,40631.1953125,582105,-2933379.466314445,-1550999,-0.5293990458179448,-740157937.3067008,-617692684.3095318,-393602194.159299,-16845.385688718543,54104.45568160469,34.825924011696884,912.5365689787652,53619.55555555556,59635.04741582664,47604.06369528447,22.43767893241261,0.1991471653830445,0.0,0.0,54048.70370370371,56525.92592592593,51571.48148148149,9.16662954879514,-0.3171862151454007,0.0,1.0,49553.0,60938.0,55245.5,21.232924969331258,0.039262187088274,0.0,0.0,-2211.5042804979166,-1338.4888691899075,-873.0154113080089,53619.55555555556,53619.55555555556,54091.9417793559,56303.44605985381,0.4052961935759283,0.8442516009488318,-0.4389554073729035,-0.3074232578319701,9.596453429642631,-5159.887555555557,106.47797990600264,156.43621213001788,-49.95823222401525,55245.5,55245.5,55245.5,55245.5,0.0,0.0,0.0,0.0,-90.15838494633832,48679.81325,49341.8705,4.0,36.0,-32.0,45101.0,58614.8710379049,0.0,0.0,0.8262589332988313,0.0,0.0,0.0,-99.71137387474948,20.89814215288996,3.926218708827404,8.79275611718341,-96.0737812911726,-1955.477777777778,0.0,-3.927831128039588,-2.346545923221547,-1.5812852048180406,6.134182402775728,4.663838220486463,1.4703441822892644,54475.03997207686,-2.9126213592233,-2.9558802241544058,-15.98333109288883,2.912616103239671,39412.26171875,1,5.587298893184737,-2.276597864833164,-2.7093090220165834,-1.988953498183136,2.9859758539713823,-0.1108593400830955,0.2162154999087135,-1.6456407608933148,-0.5306143139394379,2.253472022673833
2021-09-29,48600.0,49499.0,46561.0,48500.0,39412.26171875,621155,-2734643.69368,-2172154,-0.4437832221399272,-767525731.9771721,-1298830082.6685772,-494183070.66032994,-35589.164563106795,53507.92938518739,31.350830612287623,912.5365689787652,53107.6,59588.57783980165,46626.62216019835,24.406969397229965,0.1445289496514453,0.0,0.0,53462.5,55985.8,50939.2,9.43951367781156,-0.4833353148654528,0.0,1.0,46561.0,60938.0,53749.5,27.071454933003945,0.1348681922515128,2759.0,0.0,-2493.7699743127887,-1569.545090214484,-924.2248840983048,53107.6,53107.6,53231.64304407037,55725.41301838316,0.370112319398896,0.910811386833497,-0.540699067434601,-0.3653692686313622,10.678488908106043,-4647.932000000001,95.91340988964272,141.7518358359005,-45.83842594625774,53043.0,53749.5,53396.25,53749.5,0.0,0.0,0.0,0.0,-130.17909649826254,48679.81325,49341.8705,4.0,40.0,-36.0,45101.0,57889.92135487251,0.0,0.0,0.6714045004749067,0.0,0.0,0.0,-99.66947419196308,27.76815030607765,13.486819225151285,9.55889029289825,-86.51318077484872,-2352.449999999997,0.0,-4.475103618326029,-2.772257462242444,-1.7028461560835857,6.05304057637863,4.9416786916648965,1.111361884713734,54407.249142745175,-3.0000000000000027,-3.0459207484708983,-18.50383116010217,2.9999944239272764,40302.08203125,2,0.4707493594965513,-1.0016817589493598,-2.261021486227577,-0.2708616942583717,0.5950539326084794,0.1107365782432339,6.717227848673133,2.104693874466108,0.1421132424381426,1.3018574658669309
