Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_600036.SS_2021-09-15_2023-09-15_Close_percent,ssx_300999.SZ_2021-09-15_2023-09-15_Close_percent,ssx_300059.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,ssx_600519.SS_2021-09-15_2023-09-15_Close_percent,ssx_601166.SS_2021-09-15_2023-09-15_Close_percent,ssx_000858.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601888.SS_2021-09-15_2023-09-15_Close_percent,ssx_002352.SZ_2021-09-15_2023-09-15_Close_percent,ssx_002594.SZ_2021-09-15_2023-09-15_Close_percent
2021-09-15,235486.0,235441.0,230939.0,234620.0,233331.859375,1003659,637597.676588183,1003659,0.6352732119058196,0.0,0.0,0.0,-99168.2943689422,233666.66666666663,50.0,1000.0,234620.0,234620.0,234620.0,0.0,0.0,0.0,0.0,233666.66666666663,238168.66666666663,229164.66666666663,3.853352353780314,0.6058788686509711,0.0,0.0,230939.0,235441.0,233190.0,1.9188474980820047,0.8176366059529098,0.0,0.0,0.0,0.0,0.0,234620.0,234620.0,234620.0,234620.0,0.0,0.0,0.0,-8.898769753449923,1.0,26786.109999999982,-102.46933401824458,-102.46933401824458,0.0,233190.0,233190.0,233190.0,233190.0,0.0,0.0,0.0,0.0,0.0,260378.32575,256500.996,4.0,4.0,0.0,230939.0,256918.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,81.76366059529099,81.76366059529099,-18.236339404709017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234620.0,-10.246933401824451,0.0,0.0,0.0,234814.65625,2,0.034810002270263526,0.14959822488628127,0.09648411429456843,-0.016112578069345497,-0.04246703206438507,-0.005296150689520109,0.0026562904931878902,0.1348238415955345,0.11330508766595464,0.00845918701042007
2021-09-16,232001.0,236234.0,230800.0,236111.0,234814.65625,1776410,2333588.674011812,2780069,0.8393995523175187,2648627310.0,100028597.00181828,100028597.00181828,-91555.2602329074,234123.53775511804,100.0,1000.0,235365.5,236856.5,233874.5,1.266965634300694,0.75,0.0,0.0,234024.16666666663,238992.16666666663,229056.16666666663,4.245715364153988,0.7100275093934524,0.0,0.0,230800.0,236234.0,233517.0,2.3087495830952287,0.9773647405226352,0.0,0.0,118.94017094018636,23.78803418803728,95.15213675214908,235365.5,235365.5,234849.38461538465,234730.44444444444,0.1474884759830546,0.1292717690344393,0.0182167069486152,0.0012412025296223,2.032851024832132,26040.609999999982,-99.61744964568727,-101.04339183196592,1.4259421862786468,233517.0,233517.0,233517.0,233517.0,0.0,0.0,0.0,0.0,66.66666666666667,260378.32575,256500.996,8.0,4.0,4.0,230939.0,256918.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,53.45209339774557,97.73647405226352,89.75006732377726,-2.263525947736474,0.0,0.0,0.0506709605657211,0.0101341921131442,0.0405367684525768,5.810534939787379,1.162106987957476,4.648427951829904,235313.50399920545,0.6354956951666546,0.6334849356377958,0.6354956951666546,-0.6354883893574623,238682.296875,3,1.3618716156501307,-1.4274967958231457,3.4834365148155086,-0.0808567381525904,-1.3820200367187994,1.3262539934940634,0.755671469354894,-2.7194959581425024,0.6982085021886348,3.886648536425057
2021-09-17,238764.0,242277.0,237512.0,240000.0,238682.296875,3774580,2500731.6708638584,6554649,0.3815203027444884,4367300782.857142,805090566.3676488,452559581.6847336,73460.36754973745,237467.07271281804,100.0,1000.0,236910.3333333333,241446.2052696012,232374.4613970655,3.829188767284263,0.8405813380622973,0.0,0.0,235992.66666666663,240893.0,231092.3333333333,4.152953905347338,0.9088837494048024,0.0,0.0,230800.0,242277.0,236538.5,4.844448884317695,0.8016032064128257,0.0,0.0,521.0050892444269,123.2314451993152,397.7736440451117,236910.3333333333,236910.3333333333,235641.7869822485,235120.7818930041,0.3986962736446598,0.1407037469414942,0.2579925267031656,0.0064955251374897,3.0616233709051546,24495.776666666643,-93.70774335254312,-98.59817567215832,4.890432319615201,236538.5,236538.5,236538.5,236538.5,0.0,0.0,0.0,0.0,100.0,260378.32575,256500.996,12.0,4.0,8.0,230939.0,256918.0,1.0,0.0,100.0,0.0,0.0,0.0,100.0,57.13575953297727,80.16032064128257,86.55348509627902,-19.83967935871744,0.0,0.0,0.2215904034725095,0.0524254343850172,0.1691649690874922,21.288008513403145,5.18728729304661,16.100721220356533,237314.59026974707,1.6471066574619495,1.633688990803961,2.293069644531576,-1.6471035866186412,231095.203125,4,-1.084803945693665,-0.1319534441757213,-1.819251572692849,1.6764324819191927,-2.926010883292548,-0.4301120691335995,-2.5126899529660847,-3.3725567754884054,0.6250055605476916,-1.6414342386142948
2021-09-20,235500.0,239493.0,231668.0,232371.0,231095.203125,1063579,1628257.0892664143,5491070,0.2137317351576264,2584251500.877551,-3173910917.7597528,-756263918.1300951,28362.84100872751,237054.3295675408,84.12761413224229,968.2125,235775.5,241332.90595961825,230218.0940403817,4.714150503015131,0.193697021169758,0.0,0.0,235622.16666666663,241253.66666666663,229990.66666666663,4.7801105300647295,0.2113409689543943,0.0,0.0,230800.0,242277.0,236538.5,4.867766158909641,0.1368824605733205,0.0,0.0,221.49463960537105,142.88408408052638,78.61055552484467,235775.5,235775.5,235138.58898497955,234917.0943453741,0.3720899039685424,0.3279422989810733,0.044147604987469,0.0078486095951323,4.189636118522852,25630.609999999982,-98.04900887741294,-98.46088397347198,0.4118750960590347,236538.5,236538.5,236538.5,236538.5,0.0,0.0,0.0,0.0,-34.40510737086477,260378.32575,256500.996,12.0,16.0,-4.0,230800.0,256918.0,0.0,0.0,39.09381477690371,0.0,0.0,0.0,89.5556079601294,40.52958991569125,13.688246057332057,63.86168025029272,-86.31175394266795,0.0,0.0,0.0942863013960706,0.0607976077872279,0.0334886936088426,16.95656852869067,7.5411435401754225,9.415424988515248,235142.8710204664,-3.178749999999997,-3.2303691004214485,-0.958571306793965,3.178741720410642,238582.859375,0,-1.084803945693665,-0.1319534441757213,-1.819251572692849,1.6764324819191927,-2.926010883292548,-0.4301120691335995,-2.5126899529660847,-3.3725567754884054,0.6250055605476916,-1.6414342386142948
2021-09-21,231784.0,240160.0,231435.0,239900.0,238582.859375,900885,2475450.3757993653,6391955,0.2905760700438373,3184038881.466472,210162784.3731441,-514657242.5042853,-4619.147166722989,237066.0328202792,86.02740918518732,999.5833333333331,236600.4,242566.5687002632,230634.23129973683,5.043244812995385,0.7765258716078931,0.0,0.0,235930.7333333333,242180.9333333333,229680.5333333333,5.298334737229371,0.817531172335822,0.0,0.0,230800.0,242277.0,236538.5,4.850794842274147,0.7928901280822515,0.0,0.0,584.915288582124,231.29032498084592,353.6249636012781,236600.4,236600.4,235871.1137565212,235286.19846793904,0.4608103191743606,0.4158371263432127,0.0449731928311479,0.012781731172583,5.395903611605937,24805.709999999992,-94.89338256095078,-97.74738369096774,2.854001130016954,236538.5,236538.5,236538.5,236538.5,0.0,0.0,0.0,0.0,39.3088571258724,260378.32575,256500.996,12.0,16.0,-4.0,231259.08,256918.0,0.0,0.0,63.026998441038046,0.0,0.0,0.0,82.84630689492636,55.3937090985856,79.28901280822515,57.71252650227992,-20.71098719177485,0.0,0.0,0.2485973645674022,0.0983575591432628,0.1502398054241394,12.387505322308716,8.510415896602082,3.877089425706634,236330.4198949757,3.24007729019542,3.1886937507872304,2.250447532179689,-3.2400742848608246,241402.296875,1,-1.084803945693665,-0.1319534441757213,-1.819251572692849,1.6764324819191927,-2.926010883292548,-0.4301120691335995,-2.5126899529660847,-3.3725567754884054,0.6250055605476916,-1.6414342386142948
2021-09-22,240601.0,244900.0,240194.0,242735.0,241402.296875,814903,2540559.497771316,7206858,0.2721828950980281,3059211899.114119,3897782558.1695,367830717.6304717,38819.42450586455,237550.01783298136,87.42062289753214,1011.3958333333334,237622.8333333333,244734.0947701125,230511.5718965541,5.9853351102868215,0.8594416203169475,0.0,0.0,237043.88888888888,243036.72222222225,231051.0555555556,5.056306966126769,0.9748264130303792,0.0,0.0,230800.0,244900.0,237850.0,5.933773199404939,0.8464539007092199,0.0,0.0,1089.134711129911,402.85920221065896,686.275508919252,237622.8333333333,237622.8333333333,236927.0962555179,235837.961544388,0.634862612518131,0.3839429506312057,0.2509196618869253,0.0222338775323549,6.515425949127575,23783.276666666643,-90.98209933450543,-96.61983629822404,5.637736963718581,237850.0,237850.0,237850.0,237850.0,0.0,0.0,0.0,0.0,129.84939212484124,260378.32575,256500.996,24.0,16.0,8.0,231668.0,256918.0,0.0,0.0,68.10872615209195,0.0,0.0,0.0,78.54895136271949,55.564873293325306,84.64539007092199,59.20754964549307,-15.354609929078014,712.8833333333314,0.0,0.4618148426986469,0.1710490158543396,0.2907658268443073,8.023960719293013,8.413124861140268,-0.3891641418472549,237730.05616593373,1.1817423926636206,1.1748143449537451,3.4587844173557203,-1.1817435281754456,246620.484375,2,3.590245297036361,1.9326472500616632,1.0086446717891704,1.8488137008711192,2.8653678728808245,2.997855529874087,3.971275482376484,4.561124559381312,-5.534604449968853,3.104422861990741
2021-09-23,244900.0,251068.0,244895.0,247982.0,246620.484375,829495,2540693.872467574,8036353,0.2499819080697186,3243947379.9549594,4044288211.502178,980573633.2757562,27560.5556416899,238401.3969035897,88.60298684337127,1011.3958333333334,239102.7142857143,248895.920660648,229309.50791078064,8.191631286319335,0.9533390482310684,0.0,0.0,238606.4285714285,244625.0,232587.8571428572,5.044768881212043,1.278886779017327,1.0,0.0,230800.0,251068.0,240934.0,8.476691726627946,0.8477402802447207,0.0,0.0,1890.3307292385143,700.3535076162301,1189.977221622284,239102.7142857143,239102.7142857143,238627.850677746,236737.51994850743,0.711924613057297,0.3398562266698189,0.3720683863874781,0.0386246198962701,7.621432156544418,22303.395714285696,-85.32086612009834,-95.00569770134894,9.684831581250592,240934.0,240934.0,240934.0,240934.0,0.0,0.0,0.0,0.0,148.79595080154752,260378.32575,256500.996,28.000000000000004,16.0,12.000000000000004,231435.0,256918.0,0.0,0.0,74.96659644482827,0.0,0.0,0.0,76.19715830275187,56.891508216467344,84.77402802447207,82.9028103012064,-15.225971975527926,2001.9142857143013,0.0,0.7984922413860205,0.2965376609606758,0.5019545804253447,4.4666204072718685,7.623823970366589,-3.15720356309472,239849.3402575456,2.1616165777494034,2.138584959053169,5.695166652459305,-2.1616146853408083,247235.09375,3,1.153611245626735,-0.2836597619242553,0.0582264132535925,-0.9209012155496624,0.1642518140447322,-0.5518642961335729,-0.2526708483368907,1.4782417363839642,1.8772427761714283,-1.1003263340812597
2021-09-27,249000.0,252935.0,247434.0,248600.0,247235.09375,974181,1979490.529620819,9010534,0.1777289702050316,2866532591.104251,1243988848.0682747,1018204378.246116,20358.27384250316,239385.8329273246,89.74288526173885,1011.3958333333334,240289.875,251397.5455675628,229182.20443243723,9.245225640541678,0.8740714558220551,0.0,0.0,239987.66666666663,245941.54166666663,234033.79166666663,4.961817482287285,1.2232544631297553,1.0,0.0,230800.0,252935.0,241867.5,9.211790550891918,0.8041563135306077,0.0,0.0,2545.805322010332,1069.4438704950503,1476.3614515152815,240289.875,240289.875,240162.02749655425,237616.22217454392,0.7648210045112691,0.3624895472709639,0.4023314572403051,0.0593835708563542,8.694814050452447,21116.234999999982,-80.77942401575842,-93.22741349065012,12.4479894748917,241867.5,241867.5,241867.5,241867.5,0.0,0.0,0.0,0.0,127.10640768615616,260378.32575,256500.996,32.0,16.0,16.0,233005.64,256918.0,0.0,0.0,75.63127594462688,0.0,0.0,0.0,74.61090062457112,55.99205545345501,80.41563135306076,83.2783498161516,-19.58436864693924,2581.637500000012,0.0,1.071393736804838,0.4515088761295083,0.6198848606753298,2.505286230492883,6.600116422391848,-4.094830191898964,241654.51611269955,0.2492116363284502,0.2489016190891035,5.958571306793958,-0.2492126217972412,249721.375,0,-0.6561319095852838,-5.017917959948733,3.99299823538496,-1.9134603455977413,-9.504140866377412,-1.004462887566547,-9.999010957812644,-3.935219897551448,-1.5744711493390326,-0.2899527458253175
2021-09-28,252000.0,254641.0,249373.0,251100.0,249721.375,1074135,1609619.4419215024,10084669,0.1318082414630916,2840647578.0893583,893828987.9763718,1002657454.462398,13229.612716612775,240469.38008849943,90.76920376428374,1011.3958333333334,241491.0,253974.50346123503,229007.4965387649,10.33869043669127,0.8848679190837238,0.0,0.0,241289.5555555556,247167.22222222225,235411.88888888888,4.87187823205499,1.334552638046088,1.0,0.0,230800.0,254641.0,242720.5,9.872417605625056,0.8514743509080995,0.0,0.0,3229.7719650992367,1501.509489415888,1728.2624756833488,241491.0,241491.0,241844.7924970844,238615.02053198512,0.7956155725935669,0.3788254423171865,0.4167901302763803,0.0841154541504251,9.738209870182311,19915.109999999982,-76.18456202114015,-91.33376332737124,15.149201306231078,242720.5,242720.5,242720.5,242720.5,0.0,0.0,0.0,0.0,116.61268852608552,260378.32575,256500.996,36.0,16.0,20.0,234998.576,256918.0,0.0,0.0,78.15780804401933,0.0,0.0,0.0,73.7750248858577,51.70975944790253,85.14743509080995,83.44569815611426,-14.85256490919005,4514.666666666657,0.0,1.3535493104744856,0.6319169629985038,0.7216323474759818,1.5980622120852217,5.599705580330523,-4.001643368245301,243222.9157640542,1.0056315366049784,1.000608708693029,7.024124115591168,-1.00563443979118,255091.71875,1,-2.7093090220165834,3.290104849265461,-4.128717417171458,-0.5306143139394379,1.7757482504549102,-1.988953498183136,1.645737585867252,1.0673080169590463,3.4188058005856874,2.2336699029173417
2021-09-29,251179.0,256500.0,250000.0,256500.0,255091.71875,786956,2396575.4419215024,10871625,0.1843692168660329,3041921124.076593,1026677476.2502604,1005326345.7721604,27725.625251948542,241308.7141392133,91.40580263844043,1033.1462813620071,242991.9,257869.7796190856,228114.02038091444,12.245576596656557,0.95396589923579,0.0,0.0,242593.9333333333,248533.8333333333,236654.03333333333,4.896989729614008,1.6705640386762963,1.0,0.0,230800.0,256500.0,243650.0,10.576484236717356,1.0,6453.4,0.0,4159.605979313084,2033.1287873953272,2126.4771919177574,242991.9,242991.9,244099.43980522524,239939.8338259121,0.8172235063969139,0.4028989898353697,0.4143245165615442,0.1147296349496119,10.796619731183643,18414.209999999992,-70.44292116966963,-87.7752730108629,17.332351841193272,243650.0,243650.0,243650.0,243650.0,0.0,0.0,0.0,0.0,117.45507663985262,260378.32575,256500.996,40.0,16.0,24.0,237355.66688,256918.0,0.0,0.0,82.40199023751492,0.0,0.0,0.0,73.85580828164031,56.66372246026649,100.0,88.5210221479569,-0.0,6799.049999999988,0.0,1.7336037593203797,0.8522543222628789,0.8813494370575006,-1.1687099283683533,4.246022478590748,-5.414732406959102,245234.05605890293,2.1505376344086,2.12773984472836,9.325718182593135,-2.1505342704444104,247891.46875,2,-2.261021486227577,2.3150732193016523,1.8075828196042352,0.1421132424381426,0.1130581541313517,-0.2708616942583717,-0.8020616822461335,1.063074744323444,0.584971613555652,4.399250496913439
