Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_PLS.AX_2021-09-15_2023-09-15_Close_percent,asx_MIN.AX_2021-09-15_2023-09-15_Close_percent,jpx_8604.T_2021-09-15_2023-09-15_Close_percent,ssx_688041.SS_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,jpx_8308.T_2021-09-15_2023-09-15_Close_percent,jpx_4452.T_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent,jpx_8725.T_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,1919.0,1995.0,1919.0,1971.0,1791.3099365234375,3709942,1366820.7368421052,3709942,0.3684210526315789,0.0,0.0,0.0,385440.91255694855,1961.6666666666667,50.0,1000.0,1971.0,1971.0,1971.0,0.0,0.0,0.0,0.0,1961.6666666666667,2037.6666666666667,1885.6666666666667,7.748513169073916,0.5614035087719293,0.0,0.0,1919.0,1995.0,1957.0,3.8559107052257735,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,1971.0,1971.0,1971.0,1971.0,0.0,0.0,0.0,10.231547867970264,1.0,-183.0999999999999,102.41064936517697,102.41064936517697,0.0,1957.0,1957.0,1957.0,1957.0,0.0,0.0,0.0,0.0,0.0,1783.93625,1786.092,4.0,4.0,0.0,1894.0,1995.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68.42105263157895,68.42105263157895,-31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,10.241064936517708,0.0,0.0,0.0,1771.3154296875,2,-0.1771564586608763,-0.10412529296281312,-0.07499651869309354,-0.12192523300805393,0.014860620639189932,-0.1674830195060067,0.027807015014052285,0.015648443038015478,-0.08946212419547492,-0.07597638864810889
2021-09-16,1976.0,1987.0,1936.0,1949.0,1771.3154296875,2628105,78533.97213622276,1081837,0.0123908787890375,-57818310.0,8732.527809961932,8732.527809961932,350603.0639998983,1959.869826883056,0.0,988.8381532217148,1960.0,1982.0,1938.0,2.2448979591836733,0.25,0.0,0.0,1959.5,2023.0,1896.0,6.481245215616228,0.4173228346456692,0.0,0.0,1919.0,1995.0,1957.0,3.877551020408163,0.3947368421052631,0.0,0.0,-1.7549857549859098,-0.350997150997182,-1.403988603988728,1960.0,1960.0,1967.6153846153843,1969.3703703703704,0.263463773731112,0.2285935683843472,0.0348702053467648,-0.0021800481988838,1.9466666666666668,-172.0999999999999,96.258179987695,99.33441467643598,-3.076234688740982,1957.0,1957.0,1957.0,1957.0,0.0,0.0,0.0,0.0,-66.66666666666666,1783.93625,1786.092,4.0,8.0,-4.0,1894.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,10.236220472440946,39.47368421052632,53.94736842105263,-60.526315789473685,0.0,0.0,-0.0891140529678964,-0.0178228105935792,-0.0712912423743171,-2.377548255348473,-0.4755096510696946,-1.9020386042787785,1943.4879176783445,-1.1161846778285134,-1.1224607645159423,-1.1161846778285134,1.1161947147316482,1784.947998046875,3,4.8979665789806575,-0.6486087595384902,0.6137075018965135,-0.12192523300805393,1.1982649714469318,-0.0666515731605272,0.6775686848759648,2.8963419285350085,0.0256268652699418,4.0899757612646965
2021-09-17,1894.0,1994.0,1894.0,1964.0,1784.947998046875,4621937,1927308.7721362228,5703774,0.1758495972381185,-39654400.71428572,-37862.91331967528,-14565.192754856676,6237.098059106924,1955.988760385052,0.0,988.8381532217148,1961.3333333333333,1979.6878665305808,1942.978800136085,1.871638327387648,0.5726432712292171,0.0,0.0,1956.555555555556,2032.222222222222,1880.888888888889,7.734681128968125,0.5491923641703387,0.0,0.0,1894.0,1995.0,1944.5,5.149558123725357,0.693069306930693,0.0,0.0,-1.913393560117356,-0.6634764328212168,-1.2499171272961394,1961.3333333333333,1961.3333333333333,1967.0591715976327,1968.9725651577503,0.3518570231778833,0.4244624406590339,-0.0726054174811505,-0.0042363223767007,2.965774946921444,-173.43333333333317,97.0039338516322,98.55758773483473,-1.5536538832025144,1944.5,1944.5,1944.5,1944.5,0.0,0.0,0.0,0.0,-100.00000000000192,1783.93625,1786.092,4.0,8.0,-4.0,1894.0,1995.0,0.0,1.0,42.33870967741935,0.0,0.0,0.0,-98.49624060150376,36.563876651982376,69.3069306930693,59.06722251172486,-30.69306930693069,0.0,0.0,-0.0971772585345321,-0.0336937001817698,-0.0634835583527622,0.1652839136347919,-0.3473509381287973,0.5126348517635892,1952.6043987101912,0.7696254489481857,0.7666789406850505,-0.3551496702181689,-0.7696296284044735,1727.6915283203125,4,1.7167264899171926,8.529187490370546,-0.3528621284122266,-0.12192523300805393,-2.535832679376142,0.4663455592147301,-1.0232864961685522,-1.844588426968216,0.6153883227760986,0.3198265736159555
2021-09-20,1954.0,1995.0,1901.0,1901.0,1727.6915283203125,1930024,-2715.227863777196,3773750,-0.0002106459409317,-51359702.32653061,19481.62302644941,-3216.25416108798,-26338.53510651972,1952.4468275995896,0.0,957.1188030929123,1946.25,2000.8645584986275,1891.6354415013725,5.612286037110083,0.0857331703859039,0.0,0.0,1950.5,2030.75,1870.25,8.228659318123558,0.1915887850467289,0.0,0.0,1894.0,1995.0,1944.5,5.18946692357097,0.0693069306930693,0.0,0.0,-7.041338210176491,-1.939048788292272,-5.102289421884219,1946.25,1946.25,1956.896222121074,1963.9375603312503,0.5021013050210131,0.5419155054191551,-0.0398142003981419,-0.0123564637250148,4.016917265093735,-158.3499999999999,88.56759326584255,96.06008911758668,-7.492495851744138,1944.5,1944.5,1944.5,1944.5,0.0,0.0,0.0,0.0,-133.33333333333334,1783.93625,1786.092,4.0,16.0,-12.0,1894.0,1995.0,1.0,0.0,14.524366886571611,0.0,0.0,0.0,-97.36983098728754,25.85669781931464,6.930693069306931,38.57043599096752,-93.06930693069307,0.0,0.0,-0.3585316739392087,-0.0986612949332576,-0.2598703790059511,-3.815245493138919,-1.0409298491308216,-2.774315644008097,1930.03110475452,-3.20773930753564,-3.2603146425982388,-3.551496702181633,3.207738813075437,1762.227294921875,0,9.606997336293858,5.30460330042493,-0.3528621284122266,-0.12192523300805393,-2.535832679376142,0.4663455592147301,-1.0232864961685522,-1.844588426968216,0.6153883227760986,8.663105738712034
2021-09-21,1865.0,1957.0,1870.0,1939.0,1762.227294921875,2532048,1481588.7721362226,6305798,0.0960694716797956,-30277198.56559768,-118540.4068169324,-32047.29232504908,-11295.8176091263,1947.447959165324,0.0,957.1188030929123,1944.8,1993.9918692468584,1895.6081307531413,5.05881008297596,0.4410471680706625,0.0,0.0,1944.8,2026.4,1863.2,8.391608391608395,0.464460784313725,0.0,0.0,1870.0,1995.0,1932.5,6.427396133278486,0.552,0.0,0.0,-7.947376460676423,-3.140714322769102,-4.806662137907321,1944.8,1944.8,1954.1429571793703,1962.0903336400468,0.5249489890558339,0.6863290669634577,-0.1613800779076238,-0.0204022993667815,5.071251832050544,-156.89999999999986,87.75658593881083,94.39938848183152,-6.642802543020679,1932.5,1932.5,1932.5,1932.5,0.0,0.0,0.0,0.0,-107.75047258979154,1783.93625,1786.092,4.0,16.0,-12.0,1894.0,1995.0,0.0,1.0,40.09006941655671,0.0,0.0,0.0,-92.89706686065536,37.25490196078432,55.2,43.81254125412541,-44.8,0.0,0.0,-0.4050464101687176,-0.1599383179803496,-0.245108092188368,-5.673018620521455,-1.9673476034089483,-3.705671017112506,1930.746369704376,1.9989479221462323,1.9792312754223216,-1.6235413495687467,-1.9989544450182424,1776.7685546875,1,-0.9661830745521768,0.1750504741171141,3.111816942400779,-0.12192523300805393,-2.535832679376142,0.9593944871941176,1.893719018133197,-1.844588426968216,1.006198915787266,-1.4051508910433768
2021-09-22,1965.0,1995.0,1952.0,1955.0,1776.7685546875,2497872,-667742.9487940101,8803670,-0.037262591054719,-20242462.770512298,103287.91867637732,-4980.250124763799,71225.95162123894,1950.2197961584072,17.759754166735704,965.0166374660358,1946.5,1992.044849690534,1900.955150309466,4.679666035503105,0.5933146124946663,0.0,0.0,1948.555555555556,2023.722222222222,1873.388888888889,7.715116610594727,0.5428677014042878,0.0,0.0,1870.0,1995.0,1932.5,6.421782686873876,0.68,0.0,0.0,-7.290313819778476,-3.970634222170977,-3.3196795976074984,1946.5,1946.5,1954.2748099210053,1961.565123740784,0.6855990589816838,0.6301461939169888,0.055452865064695,-0.0264293567780555,6.034596696617664,-158.5999999999999,88.70742211533079,93.45072742074808,-4.74330530541728,1932.5,1932.5,1932.5,1932.5,0.0,0.0,0.0,0.0,87.7922077922071,1783.93625,1786.092,4.0,16.0,-12.0,1870.0,1995.0,1.0,0.0,47.24492278182826,0.0,0.0,0.0,-88.0106753717688,36.20689655172414,68.0,43.376897689768974,-32.0,-1.4833333333333485,0.0,-0.3716580057192061,-0.2022822555281209,-0.1693757501910851,-7.228773735483405,-3.01963282982384,-4.209140905659565,1934.5164770588167,0.8251676121712181,0.8217817176814357,-0.8117706747843734,-0.8251636895835048,1824.936767578125,2,-2.8708239925753816,-2.2358660643291586,-0.1814692412915803,-0.12192523300805393,1.3978486347405408,1.0362629561688834,1.062386593535976,1.0019317758029302,1.277039311712613,-2.540418832623331
2021-09-23,1951.0,2008.0,1948.0,2008.0,1824.936767578125,3333753,2666010.05120599,12137423,0.1254375677891274,7890590.339560885,8098.980338375398,-2800.3783809072665,110989.5893052685,1956.1458222381968,33.65144442908283,965.0166374660358,1955.2857142857144,2015.539598909404,1895.0318296620248,6.16317954797731,0.9374347483445116,0.0,0.0,1954.1904761904764,2027.190476190476,1881.1904761904764,7.471124323797432,0.8685583822570139,0.0,0.0,1870.0,2008.0,1939.0,7.05779206546358,1.0,0.0,0.0,-2.4645204251171435,-3.669411462760211,1.2048910376430673,1955.2857142857144,1955.2857142857144,1962.5402237793123,1965.0047442044288,0.7082888108685698,0.6441764616089147,0.064112349259655,-0.0255393027218481,6.975464288128073,-167.38571428571413,93.6214073973456,93.4751102745477,0.1462971227978897,1939.0,1939.0,1939.0,1939.0,0.0,0.0,0.0,0.0,137.02784670526563,1783.93625,1786.092,28.000000000000004,16.0,12.000000000000004,1870.0,1995.0,0.0,0.0,63.00569173808152,0.0,0.0,0.0,-79.66200632329048,43.51145038167939,100.0,74.39999999999999,-0.0,-2.2428571428570194,0.0,-0.1254205839647961,-0.186909921215456,0.0614893372506598,-6.332205329096133,-3.6821473296782985,-2.650057999417834,1934.876191022252,2.710997442455243,2.674900839215333,1.8772196854388576,-2.71100097778897,1844.9310302734373,3,0.4651130598487043,-2.4657018973418445,-0.1814692412915803,-0.12192523300805393,-2.508179078460884,1.0362629561688834,1.062386593535976,-1.9852110545524653,1.277039311712613,-0.225219637743379
2021-09-27,1830.0,2049.0,1896.0,2030.0,1844.9310302734373,3670432,5424831.489114487,15807855,0.2176539437577773,18299006.576766472,-22926.456613281487,-5675.532414103584,130591.85498211755,1961.376774451312,45.30851543882571,965.0166374660358,1964.625,2039.5845724374144,1889.665427562585,7.630929305838481,0.9360683890945548,0.0,0.0,1958.875,2041.875,1875.875,8.474251802692873,0.9284638554216867,0.0,0.0,1870.0,2049.0,1959.5,9.111153528026977,0.8938547486033519,0.0,0.0,3.099443293493323,-2.315640511509504,5.415083805002827,1964.625,1964.625,1972.918650890188,1969.819207596694,0.6991708946912512,0.6608093057789878,0.0383615889122633,-0.0178171138131038,8.09771484360417,-176.7249999999999,98.8450137032272,94.14634820313265,4.698665500094563,1959.5,1959.5,1959.5,1959.5,0.0,0.0,0.0,0.0,119.5140470766896,1783.93625,1786.092,32.0,16.0,16.0,1875.52,1995.0,0.0,0.0,67.3642090620167,0.0,0.0,0.0,-71.52973618022813,57.335052818700206,89.3854748603352,85.7951582867784,-10.614525139664805,1.099999999999909,0.0,0.1573465870136804,-0.1180586195696287,0.2754052065833091,-4.734049842572594,-3.8925278322571577,-0.8415220103154359,1936.114065514293,1.0956175298804771,1.089659122421338,2.9934043632673824,-1.0956139988261953,1858.5634765625,0,2.336461815937355,-2.6724044719912,-1.208613131542819,-0.12192523300805393,1.6189978719937983,-4.068999674678608,0.4588517489122097,1.4976956842803446,-0.2310660225469547,0.1116096968667506
2021-09-28,2030.0,2060.0,2003.0,2045.0,1858.5634765625,3154140,6918897.80490396,18961995,0.2464148251995578,22443734.208656978,106621.77328843996,8361.63079871436,63520.34961631308,1969.75949329896,52.62105542294445,972.1473022748982,1973.555555555556,2060.4276766997914,1886.68343441132,8.803615474587565,0.9112046736249454,0.0,0.0,1967.4444444444443,2047.555555555556,1887.3333333333333,8.143671994126626,0.9840499306518716,0.0,0.0,1870.0,2060.0,1965.0,9.627294223623466,0.9210526315789472,0.0,0.0,8.61993403264978,-0.1285256026776473,8.748459635327428,1973.555555555556,1973.555555555556,1984.008089214774,1975.388155182124,0.8426771471506185,0.6704427233845799,0.1722344237660386,-0.0043221797575354,9.13264597845814,-185.6555555555556,103.84001093772328,95.22342184030938,8.616589097413893,1965.0,1965.0,1965.0,1965.0,0.0,0.0,0.0,0.0,181.47058823529449,1783.93625,1786.092,36.0,16.0,20.0,1885.9288,1995.0,0.0,0.0,69.96268244739274,0.0,0.0,0.0,-64.11280856727873,60.39760597620983,92.10526315789474,93.83024600607664,-7.894736842105263,9.41111111111104,0.0,0.4363665950935628,-0.0071735766369904,0.4435401717305532,-4.683105248108532,-4.050643315427433,-0.6324619326810996,1940.9872146271769,0.738916256157629,0.7361996441068719,3.754439370877738,-0.7389135997697593,1892.4388427734373,1,1.4354029454092796,3.652385780305977,-0.986502551034917,-0.12192523300805393,-1.6456407608933148,-0.1912369960947302,0.5650660824618967,-0.8187127566539232,0.1280633775813129,2.011165981424128
2021-09-29,1980.0,2080.0,1990.0,2067.0,1892.4388427734373,6451063,11506320.38268174,25413058,0.3332333713961127,39512255.89313455,4882.916195361911,7975.10695389742,92706.64195502667,1983.941122542557,62.83309245367543,972.1473022748982,1982.9,2082.577279256609,1883.2227207433912,10.053686949075487,0.9218614343570368,0.0,0.0,1975.2666666666669,2056.3666666666663,1894.1666666666667,8.211549495426757,1.0655569256062496,1.0,0.0,1870.0,2080.0,1975.0,10.590549195622572,0.938095238095238,82.4,0.0,14.601857728197956,2.817551063497474,11.784306664700482,1982.9,1982.9,1996.776075489424,1982.174217761226,0.8438906920741285,0.6805570097372003,0.1633336823369281,0.0146515545518221,10.17761192122554,-195.0,109.06650260081652,95.96296108871378,13.103541512102751,1975.0,1975.0,1975.0,1975.0,0.0,0.0,0.0,0.0,146.4226289517465,1783.93625,1786.092,40.0,16.0,24.0,1896.0,1995.0,0.0,0.0,73.31817148491555,0.0,0.0,0.0,-56.723909572601286,63.11257512713824,93.8095238095238,91.76675394258456,-6.190476190476191,26.649999999999864,0.0,0.7366586447022844,0.1415928676308645,0.5950657770714198,2.944732870533732,-2.6515680782352,5.596300948768931,1948.2976753958976,1.0757946210268932,1.0700491204866047,4.87062404870624,-1.8226639357828844,1912.580810546875,2,3.883493005975837,5.599127722667134,1.6681031069352483,-0.12192523300805393,2.104693874466108,1.1930618946151412,1.1664264969380014,0.9667417194861656,1.2446044414031832,3.192710057359648
