Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,jpx_7269.T_2021-09-15_2023-09-15_Close_percent,jpx_7267.T_2021-09-15_2023-09-15_Close_percent,jpx_8830.T_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,jpx_8604.T_2021-09-15_2023-09-15_Close_percent,jpx_9434.T_2021-09-15_2023-09-15_Close_percent,ssx_600938.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,4760.0,5014.0,4761.0,4870.0,4342.22021484375,162870,-22531.422924901188,162870,-0.1383399209486166,0.0,0.0,0.0,-5518.523907071903,4881.666666666667,50.0,1000.0,4870.0,4870.0,4870.0,0.0,0.0,0.0,0.0,4881.666666666667,5134.666666666667,4628.666666666667,10.365312393308296,0.4769433465085633,0.0,0.0,4761.0,5014.0,4887.5,5.195071868583162,0.4308300395256917,0.0,0.0,0.0,0.0,0.0,4870.0,4870.0,4870.0,4870.0,0.0,0.0,0.0,-3.0843180702932167,1.0,202.0640000000003,-39.83861402379787,-39.83861402379787,0.0,4887.5,4887.5,4887.5,4887.5,0.0,0.0,0.0,0.0,0.0,5062.7,5018.832,4.0,4.0,0.0,4610.0,5014.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,43.08300395256917,43.08300395256917,-56.91699604743083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4870.0,-3.9838614023797847,0.0,0.0,-0.0,4508.95458984375,2,0.0650963858219417,0.0478736471895783,0.1102191657497417,0.0119277019875458,0.0616285760916735,-0.0342323973043468,0.1452433221557323,0.0749965186930935,0.0449564646204677,0.1605885923159077
2021-09-16,5049.0,5096.0,4879.0,5057.0,4508.95458984375,336587,193070.38813500665,499457,0.3865605810610455,62941769.0,6447070.148282614,6447070.148282614,6435.87281895431,4968.600522834466,100.0,1000.0,4963.5,5150.5,4776.5,7.535005540445249,0.75,0.0,0.0,4946.166666666667,5181.166666666667,4711.166666666667,9.502308184789566,0.7358156028368787,0.0,0.0,4761.0,5096.0,4928.5,6.749269668580639,0.8835820895522388,0.0,0.0,14.91737891737921,2.9834757834758423,11.933903133903367,4963.5,4963.5,4898.769230769231,4883.851851851851,0.6237617863047976,0.2513666900034259,0.3723950963013717,0.0074996791581108,1.977102878041024,108.5640000000003,-21.404304046636696,-30.62145903521728,9.217154988580583,4928.5,4928.5,4928.5,4928.5,0.0,0.0,0.0,0.0,66.66666666666667,5062.7,5018.832,8.0,4.0,4.0,4610.0,5014.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,39.03966597077244,88.35820895522389,65.72060645389652,-11.64179104477612,0.0,0.0,0.3054429038776609,0.0610885807755321,0.2443543231021287,7.885472819115594,1.5770945638231189,6.308378255292475,4922.352520035756,3.839835728952768,3.767948500334839,3.839835728952768,3.839841526922641,4452.78173828125,3,-0.266871144927606,0.7062883603171315,0.946184759721362,-1.6145354028339938,-1.386792449302476,-0.5138591435211595,0.408160558980839,-0.6137075018965135,0.853347986617635,0.1605885923159077
2021-09-17,4998.0,5136.0,4920.0,4994.0,4452.78173828125,460183,48197.96220908072,39274,0.0502250450263439,49808440.71428572,1900982.869858296,4174026.509070455,7191.437716926424,4991.650022925263,100.0,1000.0,4973.666666666667,5129.035761262586,4818.297572070748,6.247668169529607,0.5654355790198031,0.0,0.0,4969.666666666667,5198.333333333333,4741.0,9.202495137165464,0.5532069970845485,0.0,0.0,4761.0,5136.0,4948.5,7.539709134776489,0.6213333333333333,0.0,0.0,21.409144406295127,6.668609508039699,14.740534898255428,4973.666666666667,4973.666666666667,4913.420118343195,4892.0109739369,0.7861217638872656,0.4129795077178033,0.3731422561694623,0.017158741062717,2.939480895503787,98.39733333333334,-19.39986035928049,-26.88092614323835,7.48106578395786,4948.5,4948.5,4948.5,4948.5,0.0,0.0,0.0,0.0,53.409090909090914,5062.7,5018.832,8.0,4.0,4.0,4610.0,5014.0,0.0,1.0,73.37760338062179,0.0,0.0,0.0,99.25412892914224,37.55395683453238,62.13333333333333,64.52484874704213,-37.86666666666667,0.0,0.0,0.4376348401578886,0.1363978326520034,0.3012370075058852,17.487393529197146,4.759154356897924,12.728239172299222,4942.356592539597,-1.2457979038955955,-1.2536230240264956,2.546201232032863,-1.2458065487957557,4221.85107421875,4,-0.0637188359807083,1.1689113400263975,0.995891080901984,1.0000066379250967,1.819012051160556,0.3262202529691791,-0.4065013806732196,0.3528621284122266,0.2820368080715099,0.1605885923159077
2021-09-20,4920.0,4920.0,4641.0,4735.0,4221.85107421875,47897,32575.643212664952,-8623,0.0323319572508651,40920760.18367347,-144168737.0816544,-45273561.354504496,-8216.995622629298,4980.891221529995,94.59564344858082,948.137765318382,4914.0,5160.629276445437,4667.370723554563,10.037821589150893,0.1371071541468015,0.0,0.0,4918.583333333334,5159.833333333334,4677.333333333334,9.809735187977568,0.1195164075993079,0.0,0.0,4641.0,5136.0,4888.5,10.073260073260071,0.1898989898989899,0.0,0.0,5.590337944262501,6.45295519528426,-0.8626172510217591,4914.0,4914.0,4885.970869367318,4880.380531423056,0.5352312343589519,0.7287100927251947,-0.1934788583662428,0.0174276939275443,3.934518403458559,158.0640000000003,-31.163644622780843,-27.95160576312397,-3.212038859656868,4888.5,4888.5,4888.5,4888.5,0.0,0.0,0.0,0.0,-107.44960560911528,5062.7,5018.832,8.0,16.0,-8.0,4610.0,5096.0,0.0,0.0,33.68004859697548,0.0,0.0,0.0,95.59938006958907,33.87404580152672,18.98989898989899,56.49381375948541,-81.01010101010101,0.0,0.0,0.1145471732843018,0.1320277007784631,-0.0174805274941612,9.281417518268825,5.663606989172104,3.617810529096719,4878.107455419157,-5.186223468161799,-5.325546521953939,-2.772073921971252,-5.186211173953424,4204.0185546875,0,-0.0637188359807083,1.1689113400263975,0.995891080901984,1.0000066379250967,1.819012051160556,0.3262202529691791,-0.4065013806732196,0.3528621284122266,0.2820368080715099,0.1605885923159077
2021-09-21,4975.0,4879.0,4610.0,4715.0,4204.0185546875,185713,-8156.947865401962,-194336,-0.0068359085400393,34544328.72886297,-5214497.638829807,-35258795.42558582,-3268.472064893924,4942.569745931979,78.29489463966685,948.137765318382,4874.2,5146.2394089098125,4602.160591090187,11.16242291698382,0.2073953354074918,0.0,0.0,4881.8,5128.6,4635.0,10.11102462206564,0.1620745542949755,0.0,0.0,4610.0,5136.0,4873.0,10.7915145049444,0.1996197718631178,0.0,0.0,-8.462462992592009,3.4698715577090065,-11.932334550301016,4874.2,4874.2,4859.667658695423,4868.130121688015,0.6036082684151427,0.8115985874112039,-0.2079903189960612,0.0105621872911999,4.94423459972675,197.8640000000005,-39.0105487627917,-30.163394363057524,-8.847154399734176,4873.0,4873.0,4873.0,4873.0,0.0,0.0,0.0,0.0,-92.98112571621152,5062.7,5018.832,8.0,20.0,-12.0,4610.0,5136.0,0.0,0.0,32.230022695375965,0.0,0.0,0.0,92.43688003542356,34.92786636294609,19.96197718631179,33.695069836514705,-80.03802281368822,0.0,0.0,-0.1738339522785325,0.070855370167064,-0.2446893224455965,7.850939752735083,6.1010735418847,1.7498662108503824,4838.771629946098,-0.4223864836325197,-0.4232810552620591,-3.1827515400410733,-0.4223862760140093,4473.2900390625,1,-1.3132716240420024,-2.06045892035138,-3.190263288322214,-1.2947494417934848,-4.984233520425661,-0.4877350764075743,-2.551019535155106,-3.111816942400779,-2.7499896535601493,0.1605885923159077
2021-09-22,4689.0,5069.0,4742.0,5017.0,4473.2900390625,277457,181056.84724163165,83121,0.1231087138645778,41579712.33902541,18974832.136150826,-24412069.913238496,16986.944333447926,4942.588030563986,82.89263827659748,948.137765318382,4898.0,5168.185121722126,4627.814878277874,11.03246719976013,0.7202193800337878,0.0,0.0,4891.944444444444,5152.111111111111,4631.777777777778,10.636533984441536,0.7403373905616053,0.0,0.0,4610.0,5136.0,4873.0,10.73907717435688,0.7737642585551331,0.0,0.0,4.715114199247182,3.7189200860166416,0.9961941132305404,4898.0,4898.0,4883.872634280742,4879.157520081495,0.7454900454812544,0.7246695321862,0.0208205132950544,0.0113000152825437,5.99937058673453,174.0640000000003,-34.318178950423395,-30.85585846095184,-3.462320489471562,4873.0,4873.0,4873.0,4873.0,0.0,0.0,0.0,0.0,34.4853635505196,5062.7,5018.832,8.0,20.0,-12.0,4610.0,5104.44,0.0,0.0,60.13782631639421,0.0,0.0,0.0,90.03987607772503,45.601436265709154,77.3764258555133,38.77610067724137,-22.62357414448669,0.2833333333328482,0.0,0.0966378761054721,0.0760118713547456,0.0206260047507264,10.206946272749072,6.922248088057575,3.2846981846914964,4858.907649891455,6.405090137857905,6.208322941669486,3.018480492813147,6.405097429333679,4444.75732421875,2,-1.7183493879378062,-0.7078359067941875,-1.5877652895844108,1.4660466542673731,1.8960339341526264,-0.3403731978827693,-1.5706756869614082,0.1814692412915803,-1.6066841832276992,0.1605885923159077
2021-09-23,5018.0,5058.0,4751.0,4985.0,4444.75732421875,179095,274979.6322579183,-95974,0.1666743234993764,34821033.43345035,-171417.4041709707,-20371961.16172724,16629.046845729823,4941.366271831408,72.94199206029313,942.0902451887848,4910.428571428572,5167.875058834306,4652.982084022837,10.485703382539455,0.6448289881964948,0.0,0.0,4897.571428571428,5164.428571428572,4630.714285714285,10.897529387743209,0.663811563169165,0.0,0.0,4610.0,5136.0,4873.0,10.711895964856136,0.7129277566539924,0.0,0.0,12.43298676608083,5.46173342202948,6.971253344051351,4910.428571428572,4910.428571428572,4899.430690545243,4886.997703779162,0.7882856334574944,0.7715867477643138,0.0166988856931805,0.0157925278502214,7.067622526893438,161.63542857142875,-31.867781749486777,-31.00041893074254,-0.8673628187442368,4873.0,4873.0,4873.0,4873.0,0.0,0.0,0.0,0.0,25.32659726474776,5062.7,5018.832,8.0,20.0,-12.0,4610.0,5074.7736,0.0,0.0,57.43871525965185,0.0,0.0,0.0,87.75131791796997,50.353892821031344,71.29277566539923,56.21039290240811,-28.70722433460076,-18.54285714285652,0.0,0.2544095070162664,0.1116913984870498,0.1427181085292166,8.120746162045384,7.161947702855137,0.9587984591902464,4877.101519311181,-0.6378313733306773,-0.6398742088315146,2.361396303901442,-0.63784629645275,4349.353515625,3,-1.7183493879378062,-0.7078359067941875,-1.5877652895844108,1.4660466542673731,1.8960339341526264,-0.3403731978827693,-1.5706756869614082,0.1814692412915803,-1.6066841832276992,0.1605885923159077
2021-09-27,4985.0,5007.0,4807.0,4878.0,4349.353515625,155846,229784.2922579183,-251820,0.1272586308394096,27464382.65724316,320829.5368504806,-17415848.204787564,-4487.463917524949,4937.56577620149,66.08625762574866,921.8688497554448,4906.375,5148.14749119782,4664.60250880218,9.855442814616506,0.4413187996297243,0.0,0.0,4897.541666666667,5156.041666666667,4639.041666666667,10.556316519342186,0.462201805286911,0.0,0.0,4610.0,5136.0,4873.0,10.720745968255589,0.5095057034220533,0.0,0.0,9.802454027661952,6.329877543155974,3.4725764845059777,4906.375,4906.375,4896.1336612305895,4886.331207202928,0.8322659816534768,0.8148246204044248,0.0174413612490519,0.0182864841491824,8.075611515506768,165.6890000000003,-32.666977388298,-31.20873873793697,-1.4582386503610287,4873.0,4873.0,4873.0,4873.0,0.0,0.0,0.0,0.0,-0.1785395465100713,5062.7,5018.832,8.0,20.0,-12.0,4610.0,5069.0,0.0,0.0,49.44713534146815,0.0,0.0,0.0,84.66325957248425,52.6691403834261,50.95057034220533,66.53992395437263,-49.04942965779468,-44.72500000000037,0.0,0.2006096928757547,0.1294750573647908,0.0711346355109639,5.459336281948316,6.8214254186737735,-1.3620891367254575,4877.238809105003,-2.1464393179538632,-2.1698103620071407,0.1642710472279152,-2.1464345887661977,4368.96923828125,0,-1.1611658383305894,-1.0617757584898015,1.318096098068111,1.5928305983911455,-0.0452568127599448,-1.742801843352666,1.5706866612680417,1.208613131542819,0.2524445991732875,0.1605885923159077
2021-09-28,4828.0,4948.0,4808.0,4900.0,4368.96923828125,68073,251178.6636864897,-183747,0.1340533962561607,23754843.13477985,-5964185.506735416,-15984390.367531046,-3038.1275193353736,4935.668151590695,63.48627768100479,926.0265198445428,4905.666666666667,5133.647172655909,4677.686160677425,9.29457794343585,0.487572036823766,0.0,0.0,4896.185185185185,5141.518518518518,4650.851851851851,10.021407444949588,0.5077747584541071,0.0,0.0,4610.0,5136.0,4873.0,10.722293945776991,0.5513307984790875,0.0,0.0,9.38477220664936,6.940856475854652,2.443915730794707,4905.666666666667,4905.666666666667,4896.72848257973,4887.34371037308,0.8425698971071485,0.8505663147120616,-0.007996417604913,0.0201802846795466,9.006400082008268,166.39733333333334,-32.80663125176134,-31.386282350584125,-1.4203489011772137,4873.0,4873.0,4873.0,4873.0,0.0,0.0,0.0,0.0,-10.245949411353632,5062.7,5018.832,8.0,20.0,-12.0,4610.0,5058.0,0.0,0.0,50.95798017747133,0.0,0.0,0.0,82.15920680816555,51.63132137030995,55.133079847908746,59.12547528517111,-44.86692015209125,-23.544444444444707,0.0,0.1920219399902398,0.1419844338898806,0.0500375061003592,-0.5074153440673037,5.355657266125559,-5.863072610192862,4880.305001927314,0.4510045100450943,0.4499905322852271,0.6160164271047153,0.4510031798008782,4360.9443359375,1,0.0645578984603076,1.2682914145572255,2.775373631566538,1.6168566762959955,2.385263791788816,0.9540402604340272,0.7216392480127922,0.986502551034917,-0.2832882660505049,0.1605885923159077
2021-09-29,4866.0,4957.0,4843.0,4891.0,4360.9443359375,195659,220285.13737070028,-379406,0.1064498242810408,20109732.544097017,1281821.945323241,-14065922.33276946,-52.36137334638653,4932.012094282668,67.20372021017891,926.0265198445428,4904.2,5120.660250392537,4687.739749607463,8.827545793097228,0.4695094134464354,0.0,0.0,4896.266666666666,5128.466666666666,4664.066666666667,9.484777517564396,0.4886592018374969,0.0,0.0,4610.0,5136.0,4873.0,10.72550059132988,0.5342205323193916,243.2,0.0,8.232630925722333,7.199211365828188,1.0334195598941447,4904.2,4904.2,4895.847177567463,4887.614546641741,0.8638332187445783,0.8537933161557292,0.0100399025888491,0.021190443769524,9.86952258262188,167.8640000000005,-33.09579689846191,-30.63708044776902,-2.4587164506928936,4873.0,4873.0,4873.0,4873.0,0.0,0.0,0.0,0.0,0.7685321036822229,5062.7,5018.832,8.0,20.0,-12.0,4610.0,5031.12,0.0,0.0,50.29574860467877,0.0,0.0,0.0,79.97717571094061,52.39095214828955,53.42205323193917,53.16856780735108,-46.57794676806083,6.699999999999818,0.0,0.1684386288476643,0.1472752728814373,0.0211633559662269,0.2644166683670446,4.337409146573856,-4.072992478206812,4881.799052540183,-0.1836734693877573,-0.1838423559361146,0.4312114989733162,-0.1836795341435504,4236.11767578125,2,-1.6534315840327736,0.3887257574375127,1.3428569450873482,-2.0116322407705525,-1.1390599141827806,-1.504057947699394,-1.7616510945433248,-1.6681031069352483,-1.0058390574591414,0.1605885923159077
