Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,asx_SGP.AX_2021-09-15_2023-09-15_Close_percent,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,asx_RHCPA.AX_2021-09-15_2023-09-15_Close_percent,asx_WTC.AX_2021-09-15_2023-09-15_Close_percent,asx_RHC.AX_2021-09-15_2023-09-15_Close_percent,asx_GMG.AX_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,asx_PME.AX_2021-09-15_2023-09-15_Close_percent,jpx_4452.T_2021-09-15_2023-09-15_Close_percent
2023-05-26,24050.0,24247.0,24000.0,24190.0,24017.9453125,624573,-15470109.501590991,-3411576,-0.0996624696874735,-85333914.4521725,-24538924.9935556,-15286374.658038467,-12943.24336077877,25203.31005614145,21.077549426746344,835.6740322856716,25561.65,27334.88064207732,23788.41935792268,13.874148516056827,0.1132341818791467,0.0,0.0,24835.43333333333,25408.833333333336,24262.033333333333,4.617596095900627,-0.0628124636670148,0.0,1.0,24000.0,27105.0,25552.5,12.14710317995904,0.0611916264090177,675.0640576834952,6.357749633187895,-513.8232206360371,-356.0973802817267,-157.72584035431044,24930.5,25710.346153846152,24895.17385710688,25408.997077742915,0.7735320596178854,1.220266079823947,-0.4467340202060617,-0.184415159530973,24.829252753201104,-69.65000000000146,-43.92861161001696,-17.919514192553795,-26.009097417463163,24815.0,25747.5,25281.25,25747.5,0.0215943442464403,30.76715522057065,11.970975960152847,23.85486814221612,-125.17615568050672,26016.5,26359.5,16.0,100.0,-84.0,25114.16946018862,25806.142023784247,0.0,0.0,28.863561130051465,0.0,0.0591826809572748,0.0592520171842172,-30.53031749089849,35.25331072835029,6.129032258064516,10.3626963078798,-93.87096774193547,-1356.7999999999993,-7.79844488489099,-2.022209767130565,-1.3912222002906969,-0.6309875668398681,0.1996815555217683,-0.5607861395698585,0.7604676950916268,24603.971727292203,-0.1156164836072393,-0.1156833710238558,-19.1834825604704,0.1156162139515686,23985.1796875,4,0.0,0.0,0.163224285945347,0.203270825123738,-1.6972166774910846,0.8800727615201254,0.6021082417970689,-0.8670467799536112,-0.7402465206946829,0.4074517374925506
2023-05-29,24170.0,24291.0,23999.0,24157.0,23985.1796875,394430,-15437690.597481403,-3806006,-0.1232214616081451,-75002810.95900501,1591663.9200872146,-15785555.675372329,-1260.1907787712078,25092.194204609845,20.16959765322616,834.5340057017349,25432.8,27221.001621742365,23644.59837825764,14.062168709244489,0.1432728881106536,0.0,0.0,24686.666666666664,25241.766666666663,24131.566666666666,4.49716446124764,0.022908785203868,0.0,0.0,23999.0,27105.0,25552.0,12.212575886257117,0.0508692852543464,636.7576519151456,6.690966203666319,-534.6479051444585,-391.80748525427305,-142.84041989018544,24819.25,25651.92307692308,24781.60864832121,25316.256553465664,0.7636087176887988,1.2307146477445514,-0.4671059300557526,-0.2065545824544944,24.46312968402613,222.2000000000008,-51.1268599868684,-24.106139307575308,-27.02072067929309,24763.0,25747.0,25255.0,25747.0,0.0107971721232201,30.81116840558421,12.068054840478116,23.10723584605589,-111.27427595600082,25991.75,26359.5,12.0,100.0,-88.0,25114.16946018862,25517.159299978768,0.0,0.0,28.54316851911136,0.0,0.0,0.039455120638183,-32.38454251757738,38.250780962575405,5.09513060303128,5.608403670152375,-94.90486939696872,-1447.5529411764728,-5.236937078299074,-2.111875837627613,-1.5353529277580802,-0.5765229098695328,-2.959906342898772,-1.0406101802356411,-1.919296162663131,24487.615574103056,-0.136420008267879,-0.1365131450755896,-19.29373246024322,0.1364214322819208,23275.265625,0,-0.2747252747252702,-1.6128898221200387,-0.2452446636055327,-0.5043688459330866,0.3604840094690473,-0.5222906784266002,-1.817266637591587,0.8074956069870041,-0.7181029108007095,1.0325312364721668
2023-05-30,23948.0,24175.0,23442.0,23442.0,23275.265625,1177188,-16614878.597481403,-4983194,-0.2078717266973982,-184529469.3934329,-20952855.448747355,-17169002.879276067,-35380.54614863294,24846.190617754102,19.00964381072002,834.5340057017349,25264.8,27136.292516683443,23393.30748331656,14.815019447479845,0.0130090065146866,0.0,0.0,24513.4,25086.6,23940.2,4.676625845455946,-0.4345778087927439,0.0,1.0,23442.0,27100.0,25271.0,14.478642221588933,0.0,646.381886723631,7.051227086461807,-601.9077245724875,-433.827533117916,-168.08019145457155,24634.83333333333,25560.23076923077,24575.515010117942,25177.42273469043,0.7203583872573419,1.243006470881035,-0.5226480836236934,-0.2317029285752042,24.24983873485918,362.2000000000007,-60.31101474624258,-30.844329128158645,-29.46668561808394,24362.0,25468.5,24915.25,25468.5,0.00539858606161,31.61032703693644,11.125440474472338,27.237743393967467,-133.89009679014345,25733.25,26258.5,8.0,100.0,-92.0,25114.16946018862,25243.89062598259,0.0,0.0,22.671198345552327,0.0,0.0,0.0197275603190914,-36.11584001932807,34.20309860504274,0.0,3.74138762036528,-100.0,-1500.0117647058796,-8.625998830637302,-2.390664568471322,-1.7064152559007286,-0.6842493125705935,4.375077766078143,0.0425274090271158,4.332550357051027,24173.371386003146,-2.9598046114997723,-3.004490787019165,-21.682480288654283,2.9598029772942454,23283.208984375,1,-0.2739726027397324,1.1337807764663523,-0.5096836968537275,0.0193054158760048,-0.4823808523184141,-1.0737733838853956,0.5949533573068777,1.1029463325814817,-0.1492281068711065,1.535437611124692
2023-05-31,23400.0,24074.0,23263.0,23450.0,23283.208984375,2770942,-18107975.58145181,-2212252,-0.2739570644040989,-155001325.76579958,-4097523.513664306,-11994934.842459766,-33896.83140228369,24466.38894741273,16.0533250670468,834.5340057017349,25098.4,26993.78211450943,23203.01788549057,15.103609110616054,0.065153647018916,0.0,0.0,24344.93333333333,24949.43333333333,23740.43333333333,4.966125737319759,-0.2402260821615631,0.0,1.0,23263.0,27100.0,25181.5,15.287827112485258,0.0487359916601511,662.843698051268,7.293112827122325,-647.1066403685509,-476.48335456804296,-170.62328580050792,24453.416666666668,25464.73076923077,24402.35885471518,25049.46549508373,0.7803696191120126,1.3304034257381114,-0.5500338066260988,-0.2573724986006993,24.17994423777176,450.59999999999854,-68.05455960933561,-37.843512254661874,-30.21104735467373,24266.5,25379.0,24822.75,25379.0,0.002699293030805,32.562958836072546,10.178181889534596,26.797872932221143,-126.94798664467608,25705.5,26215.0,4.0,96.0,-92.0,25114.16946018862,24883.51250078607,0.0,0.0,22.862410876107266,0.0102422885077543,0.0034140961692511,0.0011380320564168,-39.00022184322376,35.31895859583539,5.94216714331109,3.679099248780804,-94.0578328566889,-1564.7470588235265,-8.494946735864518,-2.583315162934529,-1.8817952373074889,-0.7015199256270401,23.58178815018338,4.750379557258369,18.83140859292501,23969.15598829412,0.0341267809913725,0.0341209591299573,-21.65575304022451,-0.0341278999903948,23779.65234375,2,0.546448087431699,2.2935655583286803,3.306289573479944,-0.4826254897338629,0.2133600075785295,1.6963696014077811,2.094761495699061,1.3542175347837857,1.738413059026357,2.499001304368278
2023-06-01,23304.0,24075.0,23455.0,23950.0,23779.65234375,2108381,-16849748.21048407,-103871,-0.1448731804766923,17740363.629314616,2837722.404062643,-8112806.464094936,45900.45207106447,24289.9107133019,30.50249451735557,852.3279077422837,24983.65,26865.30600203712,23101.993997962883,15.063099283228173,0.2253350243400091,0.0,0.0,24242.13333333333,24839.83333333333,23644.43333333333,4.931084173010067,0.2556187608053089,0.0,0.0,23263.0,27100.0,25181.5,15.358044160881215,0.1790461297888975,659.0593282461411,7.406173391019713,-635.2584218000084,-508.2383680144361,-127.02005378557232,24320.166666666668,25372.346153846152,24332.765184759,24968.02360655901,0.777536494148872,1.269755097116661,-0.4922186029677886,-0.2781040607874103,24.04531717875847,301.34999999999854,-70.70665823615967,-44.59583378212134,-26.11082445403833,24266.5,25379.0,24822.75,25379.0,0.0013496465154025,33.44438072666345,9.516984554298071,25.02922045933071,-98.90281091201186,25705.5,26215.0,12.0,92.0,-80.0,25114.16946018862,24559.410000628857,0.0,0.0,33.86882846585388,0.6111236017614994,0.2071219634230842,0.0701786865307782,-38.049564812781576,38.13403428877351,26.261467889908257,10.73454501107313,-73.73853211009174,-1692.0176470588267,-6.258561978942424,-2.5442879733305293,-2.014293784512097,-0.5299941888184323,29.142036413937188,9.628710928594131,19.513325485343053,23967.85823921124,2.1321961620469176,2.109782896463664,-19.985300013363627,-2.1321947490492192,24047.732421875,3,1.098901098901095,-2.1126666638058964,-0.5454232745695862,0.0960600149729629,-0.8953617419865338,-0.7320911224336726,-0.8660267816631091,-1.292057934107916,-3.875314761010984,-1.2097569732883784
2023-06-02,24254.0,24549.0,23740.0,24220.0,24047.732421875,1655014,-16540839.540521152,1551143,-0.11582807717603,79042280.25369824,18550628.57474317,-6246850.248122362,63612.5966338899,24172.74220279249,41.48999814606179,861.93661484418,24874.55,26665.445583221528,23083.65441677847,14.399420960150264,0.3172562358932812,0.0,0.0,24175.566666666666,24797.166666666668,23553.966666666667,5.142382046887564,0.5357410982410975,0.0,0.0,23263.0,27100.0,25181.5,15.42540468068769,0.2494136043784206,674.0533954215271,7.437784644107468,-597.1977557215214,-526.0302455558531,-71.16751016566832,24231.416666666668,25271.5,24315.41669479608,24912.6144505176,0.7955467934593529,1.142757740925432,-0.347210947466079,-0.2921015525847898,24.01775588428246,-186.54999999999927,-72.84494576383334,-50.88395408702675,-21.960991676806582,24266.5,25184.0,24725.25,25379.0,0.0006748232577012,32.86582457188991,13.651478777670825,22.92049801940665,-65.68011468594946,25978.0,26215.0,8.0,88.0,-80.0,23263.0,24559.410000628857,1.0,0.0,38.93576310720889,0.9391069352354005,0.5201576085015511,0.2435645560312953,-35.60075401257111,36.31042071162749,40.43092522179975,24.211520085006374,-59.56907477820025,-1615.126470588235,-4.211983389361281,-2.3971701440958704,-2.0908690564288515,-0.3063010876670189,29.37246082876108,13.577460908627522,15.79499992013356,23977.62993127258,1.127348643006254,1.1210414268022717,-19.083255378858745,-1.1273507040798307,24594.8125,4,0.0,-0.9195374883511676,0.2712322733378585,0.4807692307692264,-1.4966851396644358,-0.1038215140334557,-0.4040377571639197,-0.6643635208712055,-0.8110335492814897,-0.8508939995278553
2023-06-05,24550.0,24948.0,24206.0,24771.0,24594.8125,777154,-16134457.125426812,2328297,-0.0937147020132797,128923647.93174136,41293617.48121994,-961726.119344836,36337.87093414749,24155.29110672429,46.39469068348443,881.5454948928647,24793.1,26441.588871664724,23144.61112833528,13.297964931087488,0.493296891359151,0.0,0.0,24162.5,24786.6,23538.4,5.16585618210035,0.9875020028841544,0.0,0.0,23263.0,27100.0,25181.5,15.47608003839778,0.3930153765962992,680.8480558793743,7.3456357730437025,-516.618057161777,-524.1478078770378,7.529750715260889,24238.33333333333,25200.884615384617,24385.50643405822,24902.12449122,0.8898218540792012,1.0661522750482242,-0.1763304209690229,-0.2962501151634202,24.08184738758765,-31.099999999998545,-72.19177641931334,-56.31130696779282,-15.880469451520526,24266.5,25184.0,24725.25,25379.0,50.00033741162885,31.35252861486168,16.733817838330463,21.159654605314195,-19.6415134384227,25978.0,26215.0,4.0,84.0,-80.0,23288.72,24559.410000628857,0.0,0.0,47.73634489167121,1.0,0.850076845665633,0.5257854725300893,-30.3640564332184,45.23528038157468,66.60777385159011,44.43338898776605,-33.3922261484099,-1469.932352941174,0.336195722618276,-2.0745943075817745,-2.0876141066594363,0.0130197990776617,23.6256088583728,15.58709049857658,8.038518359796221,23985.37413644192,2.2749793559042164,2.249487597845423,-17.242416143258055,-2.274975737950868,24713.958984375,0,-6.0111151801215215,-0.4555738925547814,-2.0502099233675324,-0.009663899739607,0.7438365662843012,-1.7458981840270695,-1.4084560138055764,-1.108759654441613,-4.810933561833608,-0.9240653623367052
2023-06-06,24848.0,25026.0,24277.0,24891.0,24713.958984375,1175070,-15382977.112075675,3503367,-0.0520386159572333,130650041.08434977,4748695.822376539,-215599.0735294796,23372.572172218912,24150.355750192048,53.16705103085113,881.5454948928647,24714.15,26174.32167141487,23253.978328585134,11.816483038379776,0.5605579478982206,0.0,0.0,24195.8,24861.1,23530.5,5.499301531670779,1.0224710656846547,1.0,0.0,23263.0,27100.0,25181.5,15.525518781750536,0.4242898097471983,687.663250291437,7.188190819173883,-438.02577986098913,-506.9234022738282,68.89762241283904,24249.08333333333,25130.0,24463.27467497234,24901.30045483333,0.9083167440831674,1.046892280468923,-0.1385755363857554,-0.2920982531262063,24.19754334421932,-106.15000000000146,-70.9862181452874,-60.78732479177216,-10.198893353515238,24266.5,25184.0,24725.25,25379.0,75.00016870581442,29.768347565842863,16.246696440844303,19.528732081405543,-3.081355573972083,25978.0,26215.0,4.0,80.0,-76.0,23355.091200000003,24559.410000628857,0.0,0.0,49.44518452900162,1.0,0.9797023117451332,0.7833122553041055,-25.65666348946303,48.404101222528936,80.63397721644378,62.55755876327789,-19.36602278355621,-1245.1705882352944,0.5209595347710201,-1.759047808187739,-2.0219008469650968,0.2628530387773578,21.471582019328384,16.763988802726942,4.707593216601442,24007.84823443829,0.4844374470146517,0.4832678246856403,-16.841507416811442,-0.4844374575939554,25059.484375,1,1.3520604402194607,1.3605346911082847,2.132016194316492,-0.1835521283843348,0.420717008558654,2.242610358882544,1.091269812901075,2.4543045572685145,3.25452355488666,-0.7961774649830886
2023-06-07,24891.0,25472.0,24846.0,25239.0,25059.484375,1335285,-15041690.21111721,4838652,-0.0123048279665078,178368489.50087124,23792299.0223061,4483998.350206445,24361.04123952578,24216.07370251936,59.50067481273663,881.5454948928647,24664.3,25973.51703319294,23355.08296680706,10.616291832267212,0.7194823262413614,0.0,0.0,24270.033333333333,24938.13333333333,23601.93333333333,5.50555486120746,1.22516589332934,1.0,0.0,23263.0,27100.0,25181.5,15.556898026702562,0.5149856658848059,681.4969252622933,6.872143673842871,-343.69820328788046,-474.2783624766387,130.58015918875822,24301.666666666668,25069.884615384617,24582.617032668903,24926.315235956787,1.0198284504845716,0.97059151164086,0.0492369388437116,-0.2792906068261064,24.346979140440894,-210.29999999999927,-68.27020344127418,-64.26898310648127,-4.0012203347929045,24367.5,25181.5,24774.5,25379.0,87.50008435290721,27.933350762757687,19.81473251377129,18.261821267621155,60.25346813041418,25978.0,26215.0,16.0,76.0,-60.0,23455.345728000004,24559.410000628857,0.0,0.0,54.129221575543966,1.0,1.0,0.943259719136922,-20.102102064563883,50.14085426604715,89.4522408329561,78.89799730033,-10.547759167043912,-929.3352941176454,2.5642067620286086,-1.3788568427959536,-1.893292046131268,0.5144352033353146,20.595109802753218,17.530213002732197,3.064896800021021,24050.18008910189,1.398095697239965,1.388412488652868,-15.67887211011626,-1.3980980985015492,25100.193359375,2,0.0,1.6091934440603666,-0.5446153357336954,0.2796463786566647,-1.0034295154151636,-0.608272368287885,0.3510496458616927,-1.6327639196626365,-0.7299267858667235,0.513423157123114
2023-06-08,25570.0,25426.0,25126.0,25280.0,25100.193359375,809768,-15020096.397783875,5648420,0.015869722747739,157630203.57217538,4334574.841189082,5538834.63182609,19984.006007430955,24257.067748016805,63.1188306871288,882.9775391612828,24653.7,25939.15697711068,23368.24302288932,10.428105940371465,0.7436098644887101,0.0,0.0,24340.9,24933.8,23748.0,4.871635806399924,1.2919547984483055,1.0,0.0,23263.0,26410.0,24836.5,12.764818262573163,0.6409278678106133,643.3472327360639,6.5641669766586,-262.6073874167814,-431.94416746466726,169.33678004788584,24370.5,25012.26923076923,24689.906719950613,24952.514107367395,1.0534053060755717,0.9606064086367292,0.0927988974388424,-0.2603099558592339,24.327127997530464,-15.700000000000728,-63.11321507800365,-66.40060571403535,3.2873906360317022,24367.5,25181.5,24774.5,25379.0,93.7500421764536,26.22942515989288,19.17280032967965,17.670198302049055,80.17650158061083,25978.0,26215.0,12.0,72.0,-60.0,23616.678069760004,24559.410000628857,0.0,0.0,54.66219745467741,1.0,1.0,0.9932341039150442,-15.552780536344535,55.16628583818844,91.30828429153463,87.13150078031151,-8.691715708465368,-615.7970588235294,3.377770507892369,-1.0524285700703997,-1.7251193509190943,0.6726907808486948,16.151381609652308,17.25444672411622,-1.103065114463913,24167.721736143907,0.1624470066167394,0.1623152041871023,-15.541894961913671,-0.1624494094364195,25830.958984375,3,-5.716104012346435,3.7383238524305966,1.1250034842121297,-0.1063658998760246,3.346397548689751,-0.4836745037145959,2.3653871000935,1.1851481392476018,1.1342209207640934,0.3771316311967752
