Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,ssx_601919.SS_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,asx_IEL.AX_2021-09-15_2023-09-15_Close_percent,asx_PLS.AX_2021-09-15_2023-09-15_Close_percent,asx_MIN.AX_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,17300.0,17675.0,17211.0,17506.0,15047.6181640625,1000628,271722.2586206897,1000628,0.271551724137931,0.0,0.0,0.0,-161203.60281805793,17464.0,50.0,1000.0,17506.0,17506.0,17506.0,0.0,0.0,0.0,0.0,17464.0,17928.0,17000.0,5.313788364635822,0.5452586206896551,0.0,0.0,17211.0,17675.0,17443.0,2.650519821775392,0.6357758620689655,0.0,0.0,0.0,0.0,0.0,17506.0,17506.0,17506.0,17506.0,0.0,0.0,0.0,-15.387621259520971,1.0,3352.279999999999,-160.71699104624156,-160.71699104624156,0.0,17443.0,17443.0,17443.0,17443.0,0.0,0.0,0.0,0.0,0.0,20822.11675,20764.164,4.0,4.0,0.0,16168.0,17675.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,63.57758620689656,63.57758620689656,-36.422413793103445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17506.0,-16.071699104624148,0.0,0.0,0.0,14651.357421875,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,17700.0,17660.0,16798.0,17045.0,14651.357421875,3627318,-1276831.133490679,-2626690,-0.2758958582253724,-1672193598.0,-5085520.486486158,-5085520.486486158,-256339.09108698304,17231.73816418774,0.0,1000.0,17275.5,17736.5,16814.5,5.337038001794449,0.25,0.0,0.0,17315.833333333336,17978.833333333336,16652.833333333332,7.657731363395756,0.2957516339869282,0.0,0.0,16798.0,17675.0,17236.5,5.076553500622269,0.2816419612314709,0.0,0.0,-36.77492877492841,-7.354985754985683,-29.41994301994273,17275.5,17275.5,17435.076923076922,17471.85185185185,0.099572437284888,0.1944878118014406,-0.0949153745165525,-0.0051433258597052,2.1326887814635773,3582.779999999999,-171.76775841536306,-166.2423747308023,-5.525383684560751,17236.5,17236.5,17236.5,17236.5,0.0,0.0,0.0,0.0,-66.66666666666748,20822.11675,20764.164,4.0,8.0,-4.0,16168.0,17675.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,18.62745098039216,28.164196123147093,45.870891165021824,-71.8358038768529,0.0,0.0,-0.2104810015947486,-0.0420962003189497,-0.1683848012757989,17.531537799439572,3.5063075598879148,14.025230239551655,17203.2061294814,-2.633382840169085,-2.668677372037997,-2.633382840169085,2.633378504605276,14456.234375,3,0.3851056882939332,-0.368323785612958,5.542723018994352,-1.039268734542972,4.0899757612646965,-0.6245092379802202,0.4564785488119298,4.8979665789806575,-0.6486087595384902,-0.408160558980839
2021-09-17,17380.0,17277.0,16608.0,16818.0,14456.234375,3537844,-2593607.151427899,-6164534,-0.3176186445436264,-1548036025.1428573,-5417663.978400404,-5251592.2324432805,-142637.0740238112,17088.445227467277,0.0,986.6823115283074,17123.0,17695.47765604141,16550.52234395859,6.686651358306491,0.2336140574384812,0.0,0.0,17177.55555555556,17842.55555555556,16512.555555555555,7.74266161269876,0.229657477025898,0.0,0.0,16608.0,17675.0,17141.5,6.2313846872627465,0.1968134957825679,0.0,0.0,-83.27636950998567,-22.539262505985683,-60.73710700399999,17123.0,17123.0,17340.14201183432,17423.418381344305,0.1792100852020362,0.3725175154684568,-0.1933074302664205,-0.0160346689151185,3.275369101031485,3735.279999999999,-179.0790036378838,-170.5212510331628,-8.557752604721003,17141.5,17141.5,17141.5,17141.5,0.0,0.0,0.0,0.0,-96.54771140419,20822.11675,20764.164,4.0,12.0,-8.0,16168.0,17675.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,22.907268170426068,19.6813495782568,37.14104396943348,-80.3186504217432,0.0,0.0,-0.4779565507027701,-0.1292682703957138,-0.3486882803070563,26.60705250684322,8.126456549278977,18.480595957564244,16954.365107522364,-1.3317688471692568,-1.3407164179159992,-3.930081115046269,1.3317745329431006,14311.8251953125,4,2.8350549038644743,-1.4678973090459664,-1.1247004635723243,-0.172351340789632,0.3198265736159555,-0.853370822601434,0.82544723535635,1.7167264899171926,8.529187490370546,0.4065013806732196
2021-09-22,16325.0,17187.0,16362.0,17034.0,14641.900390625,943885,-1184097.9640510525,-8722692,-0.0938887123904176,-966494203.8538111,7341996.111814469,-1306636.2265288767,21679.164550114023,16931.699193744527,16.847233264082377,999.3546494573188,16946.333333333332,17545.324336790163,16347.3423298765,7.0692696959833725,0.5731786171751626,0.0,0.0,16935.5,17593.333333333332,16277.666666666666,7.768691013945063,0.5748669875855087,0.0,0.0,16168.0,17675.0,16921.5,8.892779165601212,0.5746516257465163,0.0,0.0,-166.7656667160045,-89.1620372565464,-77.60362945945809,16946.333333333332,16946.333333333332,17123.928546996576,17290.69421371258,0.3694104579343308,0.5569206258379756,-0.1875101679036448,-0.0670398488423312,6.619800399982769,3911.946666666666,-187.5488614912958,-178.70838076986422,-8.84048072143159,16921.5,16921.5,16921.5,16921.5,0.0,0.0,0.0,0.0,-19.58808063102534,20822.11675,20764.164,4.0,20.0,-16.0,16168.0,17543.0272,0.0,0.0,37.12922015197367,0.0,0.0,0.0,-97.94291860539398,44.99619964530023,57.46516257465163,39.92479539924796,-42.53483742534837,-102.58333333333212,0.0,-0.9644821928766116,-0.5144959055656064,-0.4499862873110051,15.699367332774678,14.19856243333691,1.5008048994377674,16844.9788930694,2.460150375939852,2.430376017697178,-2.696218439392206,-2.460141269512164,14838.7421875,2,-2.074072096082901,0.5454583601518124,-2.030944492654484,-0.3780493865914565,-2.540418832623331,1.2422304606256347,-2.0037639968696084,-2.8708239925753816,-2.2358660643291586,1.5706756869614082
2021-09-27,17338.0,17279.0,16688.0,16925.0,14548.2080078125,1008482,-937204.4549781778,-8877346,-0.0647507697911167,-734830613.8517797,-11046652.295231843,-196954.0228672188,-8266.912050238045,16949.91456460266,20.942376273353943,1012.789674391317,16983.25,17543.613944236244,16422.886055763756,6.599018965583663,0.4480248501004176,0.0,0.0,16972.416666666668,17583.166666666668,16361.666666666666,7.196971556790685,0.4611816073134123,0.0,0.0,16168.0,17675.0,16921.5,8.873448839297543,0.5023224950232249,0.0,0.0,-150.27815619491955,-110.05031673495976,-40.227839459959824,16983.25,16983.25,17111.428131281573,17261.706287476492,0.4831905696666865,0.5970792933198502,-0.1138887236531636,-0.0865781802651401,8.677053351773681,3875.029999999999,-185.7789808172102,-180.4261619252356,-5.352818891974579,16921.5,16921.5,16921.5,16921.5,0.0,0.0,0.0,0.0,-2.4482622791870936,20822.11675,20764.164,4.0,20.0,-16.0,16168.0,17435.22506752,0.0,0.0,37.6752847611542,0.0,0.0,0.0,-92.80167114777566,49.41851708122687,50.232249502322496,60.11944260119443,-49.767750497677504,-142.70000000000073,0.0,-0.8705869147127571,-0.6360308631498732,-0.2345560515628838,7.042665915004857,12.179883405240387,-5.137217490235532,16959.684276058222,-1.9579447372994216,-1.977366403607305,-3.3188621044213384,1.957943443024732,14630.7265625,0,-2.745665536498308,-2.8368852488815293,10.00466344114649,-1.2206033591736087,0.1116096968667506,-0.7843181149374772,-1.5225297086812333,2.336461815937355,-2.6724044719912,-1.5706866612680417
2021-09-28,17095.0,17349.0,16800.0,17021.0,14630.7265625,1916683,-1310765.6225555912,-6960663,-0.0799700283017369,-603568873.5872399,2606534.30953371,153482.01868289738,-8873.935725671086,16962.397850973844,30.862013943270057,1012.789674391317,16987.444444444445,17516.293182416204,16458.595706472686,6.226348403390518,0.5317250975054295,0.0,0.0,16981.777777777777,17585.666666666668,16377.888888888889,7.112198696642161,0.532474701011959,0.0,0.0,16168.0,17675.0,16921.5,8.871257857110153,0.5660252156602521,0.0,0.0,-146.3600810234566,-117.31226959265912,-29.04781143079745,16987.444444444445,16987.444444444445,17097.516111084406,17243.876192107862,0.5291078962391569,0.6146237996444767,-0.0855159034053197,-0.0940147353486009,9.695628988716347,3870.8355555555536,-185.57788828012448,-180.9985759646677,-4.579312315456747,16921.5,16921.5,16921.5,16921.5,0.0,0.0,0.0,0.0,23.31642066420717,20822.11675,20764.164,4.0,20.0,-16.0,16168.0,17384.5360648192,0.0,0.0,41.69277701603934,0.0,0.0,0.0,-90.41913686664452,51.02362450021,56.60252156602522,59.83189559831896,-43.39747843397478,-39.94444444444525,0.0,-0.8487655524367678,-0.6785778010072522,-0.1701877514295156,9.256114796918425,11.595129683575998,-2.339014886657573,16974.87560581648,0.5672082717872895,0.5656057027497496,-2.77047869301954,-0.5672076907560495,14956.5029296875,1,1.2658249071425018,1.0344899593718253,5.946215104067164,-0.1604178477833642,2.011165981424128,1.3229590312053006,0.1199789963419561,1.4354029454092796,3.652385780305977,-0.7216392480127922
2021-09-29,17050.0,17497.0,17005.0,17400.0,14956.5029296875,923201,-751591.0331246968,-6037462,-0.0434096599962329,-467360008.93191993,9406185.651878629,1181560.2001490896,31428.14283026346,16980.43479773183,34.855433174834445,1035.3410689388943,17028.7,17588.151195369177,16469.248804630824,6.570685905197417,0.8318430660917456,0.0,0.0,17013.666666666668,17606.36666666667,16420.966666666667,6.967339981583441,0.8259096788707032,0.0,0.0,16168.0,17675.0,16921.5,8.84976539606664,0.8175182481751825,592.7,0.0,-111.38882462389302,-116.12758059890592,4.738755975012907,17028.7,17028.7,17144.052093994498,17255.44091861839,0.5770404422257055,0.619190628608561,-0.0421501863828555,-0.0953429675172948,10.689708033026834,3829.579999999998,-183.5999900279409,-183.54113140707875,-0.0588586208621393,16914.0,16921.5,16917.75,16921.5,0.0,0.0,0.0,0.0,85.18848322944494,20822.11675,20764.164,4.0,20.0,-16.0,16168.0,17384.5360648192,1.0,0.0,54.23514404284077,0.0,0.0,0.0,-86.49096476040783,56.34239248648607,81.75182481751825,62.86219862862199,-18.248175182481752,44.94999999999709,0.0,-0.6455287068538825,-0.6719679821765783,0.0264392753226957,5.382629278720915,10.35262960260498,-4.970000323884066,17051.293689842943,2.2266611832442385,2.2022330394648293,-0.6055066834228295,-2.226658845654981,15047.6181640625,2,4.843307030080879,3.4843173735210087,9.070922010454652,1.7120505953568994,3.192710057359648,-0.1577279889833107,-2.2822922663032585,3.883493005975837,5.599127722667134,1.7616510945433248
2021-09-30,17310.0,17614.0,17162.0,17506.0,15047.6181640625,1641312,105377.17926468374,-4396150,0.0055592684773697,-375740140.22736,3772835.3902244056,1440687.719156621,30555.35555170185,17019.131250449307,40.96232725669282,1035.3410689388943,17072.090909090908,17671.960261258046,16472.22155692377,7.027485448167411,0.8616696613533564,0.0,0.0,17010.0,17601.5,16418.5,6.954732510288066,0.91927303465765,0.0,0.0,16168.0,17675.0,16921.5,8.827272582045124,0.8878566688785667,578.63,0.0,-74.26446334647335,-107.75495714841942,33.49049380194607,17072.090909090908,17072.090909090908,17199.736387226112,17274.000850572585,0.6134520219027262,0.6249555545330194,-0.0115035326302932,-0.0911366632416809,11.656476653391996,3786.1890909090894,-181.1607110635985,-184.58479281243825,3.424081748839712,16891.0,16921.5,16906.25,16921.5,0.0,0.0,0.0,0.0,105.17597386587728,20822.11675,20764.164,4.0,20.0,-16.0,16194.58,17384.5360648192,0.0,0.0,57.01983235211853,0.0,0.0,0.0,-82.6960890664695,57.08831426872596,88.78566688785666,75.71333775713337,-11.214333112143333,132.93636363636324,0.0,-0.4299204566961202,-0.6235584770804866,0.1936380203843664,6.302485603649215,9.542600802813828,-3.240115199164613,17053.186327970547,0.6091954022988455,0.6073473089761805,0.0,-0.6092014610858172,14915.2451171875,3,-0.4491049487917564,-2.346572478990325,-4.474000771277787,-2.264426629296736,-2.355710419987404,0.0787397997889201,-0.1468005441072932,-3.535354693378281,-3.4156514270728024,-0.3164486468708247
2021-10-08,17050.0,17439.0,16821.0,16821.0,14458.8125,1204866,-1783176.2306271996,-5128258,-0.0685525677656547,-233013372.34617984,-5129201.089581746,737580.1521558983,-35698.84494822684,17084.707198248187,58.98596460768325,1024.2104697426073,17121.823529411766,17669.19424379274,16574.452815030792,6.3938366546145415,0.2252104273134434,0.0,0.0,17231.8,17767.0,16696.6,6.211771260112127,0.1162182361733943,0.0,0.0,16168.0,17800.0,16984.0,9.53169501599266,0.4001225490196078,569.47871283,2.6865095393149554,-61.74098978851544,-61.46235973679467,-0.2786300517207678,17202.25,17121.823529411766,17183.2434765682,17244.984466356716,1.0270305562810134,0.9780621572212066,0.0489683990598067,-0.0573336853367189,17.579956578786877,-87.82352941176578,-156.9354799417166,-172.97255032528224,16.037070383565634,17300.0,16984.0,17142.0,16984.0,0.0,0.0,12.448395772307586,18.19882132676555,-30.177443694051465,20822.11675,20764.164,4.0,20.0,-16.0,16644.847453194157,17384.5360648192,0.0,0.0,38.321615413021625,0.6720752031744235,0.8158412953653885,0.0,-69.07049221969307,45.03824574885767,40.01225490196079,59.68137254901961,-59.98774509803921,152.37647058823495,1.1789473684210527,-0.3580228785300798,-0.3558312779794381,-0.0021916005506417,-1.2613458086278473,3.073227516647898,-4.334573325275745,17097.0870668574,-2.2943773234200715,-2.321107816972834,-3.912944133439966,2.294380381882661,14517.263671875,4,-0.4629661993834162,-0.1792155738094436,2.7777892612903514,-0.8967001728913573,0.4801916232819252,-3.794465403813121,0.1473514952314332,1.5037616798488926,-1.7781923780213162,-1.545253888357081
2021-10-11,16855.0,16972.0,16718.0,16889.0,14517.263671875,1058859,-1416327.443225625,-4069399,-0.0523196359818406,-189439688.86815417,-6836604.307089047,1097784.5642712885,-23363.66505848455,17150.65877670242,63.824493525161536,1028.3509080008855,17108.88888888889,17651.425682884936,16566.352094892845,6.342162808110671,0.2973511738537558,0.0,0.0,17221.366666666665,17722.866666666665,16719.86666666667,5.8241602969953785,0.1686274509803908,0.0,0.0,16168.0,17800.0,16984.0,9.538901155994283,0.4417892156862745,537.9308415469999,2.5291886804592125,-80.63999722272638,-65.29788723398102,-15.342109988745364,17190.166666666668,17108.88888888889,17137.975249403862,17218.61524662659,1.0750759039470053,0.9801269666022632,0.0949489373447419,-0.0591285378156781,18.52089032654752,154.1111111111095,-151.17617449545216,-169.15013768254084,17.973963187088685,17259.0,16984.0,17121.5,16984.0,0.0,0.0,12.038894237742293,18.9341229509013,-75.42561477689986,20822.11675,20764.164,4.0,20.0,-16.0,16644.847453194157,17800.0,0.0,1.0,40.527473912881966,0.7107610149151237,0.7409984702932878,0.770689438875429,-67.57336021104497,43.258411870611575,36.648122392211405,46.958687856227336,-63.3518776077886,81.16111111110877,-0.8512386990724433,-0.468330327774326,-0.3783310879384157,-0.0899992398359103,-2.52454937087197,1.953672139143925,-4.478221510015895,17095.82224453312,0.4042565840318701,0.4034416626138792,-3.524505883697016,-0.4042598372100059,14823.271484375,0,-0.7680447333301146,1.073344206471333,-0.1785752543662795,0.4169293607366171,-2.533172968797359,0.1523222435647966,0.6493379777905233,0.0,-3.034477611164036,-4.782615202179002
