Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,asx_STO.AX_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,asx_S32.AX_2021-09-15_2023-09-15_Close_percent,asx_RIO.AX_2021-09-15_2023-09-15_Close_percent,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,jpx_5401.T_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,6661.0,6852.0,6617.0,6846.0,6810.06591796875,3878072,3680042.791489362,3878072,0.948936170212766,0.0,0.0,0.0,-1135275.346564506,6771.666666666667,50.0,1000.0,6846.0,6846.0,6846.0,0.0,0.0,0.0,0.0,6771.666666666667,7006.666666666667,6536.666666666667,6.940684223480186,0.6581560283687937,0.0,0.0,6617.0,6852.0,6734.5,3.432661408121531,0.9744680851063828,0.0,0.0,0.0,0.0,0.0,6846.0,6846.0,6846.0,6846.0,0.0,0.0,0.0,-28.231786803254693,1.0,2839.2960000000003,-293.15531502599407,-293.15531502599407,0.0,6734.5,6734.5,6734.5,6734.5,0.0,0.0,0.0,0.0,0.0,9900.579720703125,10302.714899414064,4.0,4.0,0.0,6183.0,6852.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,97.44680851063828,97.44680851063828,-2.5531914893617023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6846.0,-29.3155315025994,0.0,0.0,0.0,6664.8330078125,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,6899.0,6831.0,6682.0,6700.0,6664.8330078125,14486122,-7306076.577638156,-10608050,-0.3978435741660187,-2114973812.0,22628.55441918824,22628.55441918824,-1445813.1202849797,6744.84664135001,0.0,1000.0,6773.0,6919.0,6627.0,4.311235789162852,0.25,0.0,0.0,6754.666666666667,6946.666666666667,6562.666666666667,5.68495854717726,0.3576388888888881,0.0,0.0,6617.0,6852.0,6734.5,3.46965893990846,0.3531914893617021,0.0,0.0,-11.64672364672424,-2.329344729344848,-9.317378917379392,6773.0,6773.0,6823.538461538461,6835.185185185185,0.0662068077923556,0.0525941931060769,0.0136126146862787,-0.0041652972538708,1.9405769562964243,2912.2960000000003,-300.6925136825968,-296.92391435429545,-3.768599328301377,6734.5,6734.5,6734.5,6734.5,0.0,0.0,0.0,0.0,-66.66666666666667,9900.579720703125,10302.714899414064,4.0,8.0,-4.0,6183.0,6852.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,4.511278195488722,35.319148936170215,66.38297872340425,-64.68085106382979,0.0,0.0,-0.1703936810953966,-0.0340787362190793,-0.1363149448763173,18.14435668243604,3.628871336487207,14.515485345948829,6786.754446696283,-2.132632193981887,-2.155701371107454,-2.132632193981887,2.132621209628013,6542.478515625,3,5.318076650868235,-2.236415440910605,3.559043006716678,-4.15431752431391,0.9175127519102376,3.1986534529700634,-0.7067034305538016,0.7585559671714179,-0.408160558980839,1.386792449302476
2021-09-17,6900.0,6784.0,6577.0,6577.0,6542.478515625,10272362,-17578438.577638157,-20880412,-0.6138461125576049,-1993334771.1428573,-153148.8084240022,-65260.12700240698,-497517.8694911943,6709.388869038581,0.0,981.641791044776,6707.666666666667,6927.57169667331,6487.761636660024,6.556826417730244,0.2029020512565815,0.0,0.0,6718.444444444445,6915.444444444445,6521.444444444445,5.864452750305956,0.141003948110545,0.0,0.0,6577.0,6852.0,6714.5,4.099786314167867,0.0,0.0,0.0,-30.450889197327346,-7.953653622941347,-22.497235574386,6707.666666666667,6707.666666666667,6785.609467455622,6816.060356652949,0.0918792683153761,0.1232810435624034,-0.0314017752470273,-0.0144436272006381,2.884809274928855,2977.6293333333333,-307.4381343980951,-300.42865436889537,-7.009480029199722,6714.5,6714.5,6714.5,6714.5,0.0,0.0,0.0,0.0,-100.00000000000126,9900.579720703125,10302.714899414064,4.0,12.0,-8.0,6183.0,6852.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,2.9702970297029703,0.0,44.25531914893617,-100.0,0.0,0.0,-0.4467520474287637,-0.1166133984610162,-0.3301386489677475,22.9055240385842,7.484201876906606,15.421322161677594,6699.723968297696,-1.8358208955223887,-1.8528812077706287,-3.929301782062522,1.8358223235912448,6321.6435546875,4,1.3706028201954863,1.0937510357490936,2.7002622448917606,3.4187975240349004,4.697592421981497,11.478257884147894,1.578937871536354,5.9620083156586645,0.4065013806732196,-1.819012051160556
2021-09-22,6549.0,6589.0,6416.0,6524.0,6489.75634765625,5820557,-17706083.213175967,-28050634,-0.3731690169328485,-1308958697.2386508,225889.0343312504,-117420.697969016,157831.86027966367,6587.375908986642,23.289922484675746,946.5671641791046,6557.333333333333,6915.557968009522,6199.1086986571445,10.925924197118398,0.4534742587378668,0.0,0.0,6565.444444444444,6768.777777777777,6362.11111111111,6.194046269187163,0.3980874316939905,0.0,0.0,6183.0,6852.0,6517.5,10.202318015453436,0.5097159940209267,0.0,0.0,-92.44930428663338,-44.650531030778055,-47.79877325585532,6557.333333333333,6557.333333333333,6640.18215802614,6732.631462312774,0.2431314202622633,0.2923198578875767,-0.0491884376253133,-0.0851058418492836,5.783457998384817,3127.9626666666672,-322.95994533018575,-310.50980097390243,-12.450144356283316,6517.5,6517.5,6517.5,6517.5,0.0,0.0,0.0,0.0,-24.304042604696,9900.579720703125,10302.714899414064,4.0,20.0,-16.0,6183.0,6794.4816,0.0,0.0,30.716441300975703,0.0,0.0,0.0,-97.24263033349044,26.6016713091922,50.97159940209268,33.482810164424514,-49.02840059790732,-33.0,0.0,-1.3731526046559437,-0.6610350687648899,-0.7121175358910535,16.70849701018034,13.21666786380816,3.491829146372181,6499.747032163066,2.8697571743929284,2.829350864261216,-4.703476482617585,-2.8697527492132053,6623.0537109375,2,0.252030246738073,-1.9385967141119664,0.9250727410245788,-1.5197510711024904,-2.67475211934547,-4.203384106516253,3.030308834685428,1.2399613414915225,1.5706756869614082,-1.8960339341526264
2021-09-27,6700.0,6943.0,6556.0,6926.0,6889.646484375,7090439,-7025572.838498965,-15149155,-0.116415013480405,-594872926.0528865,815979.0952295056,71047.16190249476,404762.80155606335,6616.413345186315,41.126775517019134,966.0092242649416,6616.0,7010.336151018392,6221.663848981608,11.92068171155962,0.8930656613645617,0.0,0.0,6602.541666666667,6823.416666666667,6381.666666666667,6.69060525933826,1.2322203357857002,1.0,0.0,6183.0,6943.0,6563.0,11.487303506650544,0.9776315789473684,0.0,0.0,-55.36268560692679,-53.117651598924006,-2.245034008002783,6616.0,6616.0,6686.473616101556,6741.836301708483,0.3581590500251645,0.2991925745427606,0.0589664754824039,-0.1071025744588168,7.766903151914905,3069.2960000000003,-316.90265325912605,-312.6795726517512,-4.223080607374925,6563.0,6563.0,6563.0,6563.0,0.0,0.0,0.0,0.0,96.22756386839052,9900.579720703125,10302.714899414064,32.0,20.0,12.0,6183.0,6770.022336,1.0,0.0,60.81514300042925,0.0,0.0,0.0,-85.83012768289392,48.3294007563802,97.76315789473684,73.24541735504681,-2.236842105263158,-76.8125,0.0,-0.8211811015479128,-0.7875152241919814,-0.0336658773559314,14.753740600024509,13.775133170473488,0.9786074295510208,6632.611303278972,4.025232802643441,3.946330682739685,1.1685655857434971,-4.025224391540732,7033.88525390625,0,-1.2257472317223943,-1.9667155441057675,2.0309484233126938,0.8849673268448299,-1.1476981577953609,-2.6727522362141087,-1.149428104206763,-0.6881716387347296,-1.5706866612680417,0.0452568127599448
2021-09-28,6940.0,7092.0,6936.0,7071.0,7033.88525390625,14859073,3832980.507654881,-290082,0.0509647627818876,-202095995.90247425,277688.9244705911,96877.3822235068,596490.3589801452,6698.719150033207,54.01049020640399,966.0092242649416,6666.555555555556,7135.608607386688,6197.502503724423,14.07182608536873,0.9311286781586186,0.0,0.0,6650.37037037037,6864.037037037037,6436.703703703704,6.425707284473152,1.4843127058415664,1.0,0.0,6183.0,7092.0,6637.5,13.635227253787562,0.976897689768977,0.0,0.0,-20.58727656152314,-46.61157659144384,26.02430002992069,6666.555555555556,6666.555555555556,6745.631521316702,6766.218797878225,0.4538068392564391,0.2906290593734294,0.1631777798830097,-0.0983096797141686,8.76317779865396,3018.7404444444446,-311.68282770546654,-312.56882321327504,0.8859955078085022,6637.5,6637.5,6637.5,6637.5,0.0,0.0,0.0,0.0,153.21831125173026,9900.579720703125,10302.714899414064,36.0,20.0,16.0,6198.2,6770.022336,0.0,0.0,66.5905088816087,0.0,0.0,0.0,-78.17507538877543,53.84899288705712,97.6897689768977,88.81814054664846,-2.31023102310231,16.222222222222626,0.0,-0.3042656050079103,-0.6908653003551671,0.3865996953472568,23.203888623269407,15.660884261032672,7.543004362236735,6715.476273038681,2.09356049667917,2.071946664187508,3.286590709903603,-2.0935583539499163,7107.4970703125,1,-0.4036215326557055,-5.637974291965918,-0.888450437281918,-1.190471676205533,2.9859758539713823,5.587298893184737,1.515158416493108,0.0471359681643974,-0.7216392480127922,-2.385263791788816
2021-09-29,7084.0,7159.0,6986.0,7145.0,7107.4970703125,11591836,13548681.2012965,11301754,0.1560902937328831,-50682873.05926363,87307.13581524101,95814.02151147727,432395.50034826825,6751.863475713058,60.76868151274872,976.1187819789292,6714.4,7243.944105811782,6184.8558941882175,15.773385732508704,0.9065761428312924,0.0,0.0,6695.0,6904.6,6485.4,6.261389096340563,1.5734732824427462,1.0,0.0,6183.0,7159.0,6671.0,14.535922792803529,0.985655737704918,232.2,0.0,12.796161027456948,-34.73002906766368,47.52619009512063,6714.4,6714.4,6807.072825729517,6794.27666470206,0.4818346027075845,0.3014375896165807,0.1803970130910038,-0.0786368443097858,9.725319828670385,2970.8960000000006,-306.74292246721217,-314.0785573734104,7.335634906198209,6671.0,6671.0,6671.0,6671.0,0.0,0.0,0.0,0.0,137.69854873728718,9900.579720703125,10302.714899414064,40.0,20.0,20.0,6233.952,6770.022336,0.0,0.0,69.09403403684296,0.0,0.0,0.0,-71.15547009431474,61.19849143104958,98.5655737704918,98.0061668807088,-1.4344262295081966,102.39999999999964,0.0,0.1883373559680922,-0.5150247690905153,0.7033621250586076,25.011858847206923,17.531079178267525,7.480779668939398,6813.240396550192,1.046528072408437,1.041089875972645,4.367513876716322,-1.046531379871027,7078.64892578125,2,3.844211102156336,1.2640306457038122,1.956944567321031,0.2941015553858364,0.5950539326084794,0.4707493594965513,3.269217598310931,-0.6096075836304209,1.7616510945433248,1.1390599141827806
2021-09-30,7150.0,7180.0,7022.0,7116.0,7078.64892578125,6327050,14750019.808891436,4974704,0.1583855116311338,-69654526.90794025,71170.60873550865,93349.6802338804,95631.6988832356,6775.923432075918,63.68526501496353,972.1569282802042,6750.909090909091,7306.103703501144,6195.714478317038,16.447995525215685,0.8287954356999239,0.0,0.0,6728.433333333334,6930.333333333334,6526.533333333334,6.0013970562736265,1.4597985801551907,1.0,0.0,6183.0,7180.0,6681.5,14.768381362779422,0.9358074222668004,224.78,0.0,36.49206043731283,-20.485611166668377,56.97767160398121,6750.909090909091,6750.909090909091,6854.60008330959,6818.108022872278,0.5040185978722058,0.3182581960425317,0.185760401829674,-0.0531658056431988,10.655008983536757,2934.3869090909093,-300.5152977434672,-314.0588667135071,13.543568970039928,6681.5,6681.5,6681.5,6681.5,0.0,0.0,0.0,0.0,118.1898985673952,9900.579720703125,10302.714899414064,40.0,20.0,20.0,6289.45488,6770.022336,0.0,0.0,66.97590860649143,0.0,0.0,0.0,-65.60486105749384,64.65188690995141,93.58074222668004,96.61202832468985,-6.41925777331996,184.30909090909063,0.0,0.5352226792960043,-0.3049752794132114,0.8401979587092157,20.922794987361605,18.20942234008634,2.713372647275264,6823.738133003764,-0.4058782365290447,-0.4067041578242225,3.9439088518843146,0.4058833123090011,7046.81689453125,3,-1.959755924236404,-1.991452147317915,-0.698596419486023,-4.1297848847842005,-3.395600314904982,-1.0810798414113665,-0.3976084692384205,1.4057162385518325,-0.3164486468708247,3.037558456850149
2021-10-08,7353.0,7333.0,7176.0,7250.0,7211.9453125,8652201,15900342.819813857,-9706454,0.1206289968574916,-95609488.4972916,-160589.1957433721,-6252410.016582879,-123315.64767855302,6908.330453830373,69.01182627601376,961.6218257908392,6950.294117647059,7669.461206047287,6231.12702924683,20.694580005592467,0.7083701320506967,0.0,0.0,7057.961995442708,7669.576009114584,6446.347981770834,17.331179002289648,0.6569928094063567,0.0,0.0,3445.0,7565.0,5505.0,59.278066945960816,0.9235436893203884,508.1087903501172,3.4054542837497968,146.87305544400897,88.30718413488052,58.56587130912845,7111.25,6950.294117647059,7150.485313213764,7003.612257769755,1.090217447614238,0.8932005293040174,0.1970169183102205,0.1685466883791882,19.65625296882986,-426.29411764705856,-227.00200543958823,-277.20284619430345,50.200840754715216,5505.0,5505.0,5505.0,5505.0,0.0,0.0,12.768403628913331,56.67678982066677,81.9423649076214,9900.579720703125,10302.714899414064,56.00000000000001,20.0,36.00000000000001,3527.4,7380.0,0.0,0.0,60.94543322416328,0.7887398086584583,0.8374957516009914,0.0,-34.32243728261233,85.12054385099147,92.35436893203884,94.07766990291265,-7.645631067961165,138.23716681985297,14.317250078839482,2.097104323287873,1.2654277065466255,0.8316766167412477,9.379250091096951,12.522325676682382,-3.1430755855854304,7224.677247833122,-1.131869630437743,-1.138324024507931,5.901256208004679,1.1318711713031178,7478.5390625,4,0.4150561944424851,-1.513066812943876,-1.6848338093467987,0.5555534713668635,-3.9983483970155618,-2.444283078227912,-5.148510397141308,-1.0282115698235117,-1.545253888357081,-2.84081406000874
2021-10-11,7288.0,7580.0,7216.0,7518.0,7478.5390625,8308517,21378485.89673693,-1397937,0.1525721899501354,236146517.85946435,628680.184442061,-6125751.399772831,209196.99293036203,6998.796193873231,76.81413124382611,997.1686739717971,6981.833333333333,7727.560495236398,6236.106171430268,21.36192963366065,0.8594925155323507,0.0,0.0,7120.928662109375,7730.24267578125,6511.6146484375,17.113330088926425,0.8258347329792861,0.0,0.0,3445.0,7580.0,5512.5,59.22513188990476,0.985006045949214,493.69791131510544,2.815576660459036,165.3109807672863,103.70794346136168,61.60303730592463,7194.083333333333,6981.833333333333,7207.0260342578,7041.715053490514,1.1339234028244094,0.8286796511814195,0.3052437516429899,0.2028704200110135,20.69856275070213,-323.83333333333303,-210.31433055762764,-265.9396798445436,55.62534928691596,5512.5,5512.5,5512.5,5512.5,0.0,0.0,15.90337796137036,53.45144315593857,108.79885486221951,9900.579720703125,10302.714899414064,56.00000000000001,20.0,36.00000000000001,3608.152,7380.0,0.0,0.0,68.31806002712973,0.8841544106433771,0.8394012881460888,0.8363480366931801,-29.16762357491332,86.05527522853467,98.5006045949214,95.0746351885984,-1.4993954050785974,144.5150037977428,15.236051502145925,2.347595429686453,1.481861251174591,0.8657341785118622,9.85241307772706,11.988343156891318,-2.13593007916426,7258.841341375352,3.696551724137942,3.6298676275402286,9.81595092024541,-3.6965581191794414,7518.3291015625,0,0.7224167402672634,-1.4905143351958683,-7.602342113301404,-1.955314122018379,-1.852591115181795,-5.263157894736835,1.6949146009157232,-1.0177469776478034,-4.782615202179002,-4.870871478689665
