Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,asx_BSL.AX_2021-09-15_2023-09-15_Close_percent,ssx_601919.SS_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,12970.0,13260.0,12884.0,13140.0,13140.0,3111999,1125616.6595744682,3111999,0.3617021276595745,0.0,0.0,0.0,-179169.39615158833,13094.666666666666,50.0,1000.0,13140.0,13140.0,13140.0,0.0,0.0,0.0,0.0,13094.666666666666,13470.666666666666,12718.666666666666,5.74279604928215,0.5602836879432632,0.0,0.0,12884.0,13260.0,13072.0,2.861491628614917,0.6808510638297872,0.0,0.0,0.0,0.0,0.0,13140.0,13140.0,13140.0,13140.0,0.0,0.0,0.0,-5.22337159842424,1.0,797.2999999999993,-57.20620206209232,-57.20620206209232,0.0,13072.0,13072.0,13072.0,13072.0,0.0,0.0,0.0,0.0,0.0,13866.6105,13812.7545,4.0,4.0,0.0,12205.0,13260.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68.08510638297872,68.08510638297872,-31.91489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13140.0,-5.720620206209237,0.0,0.0,0.0,12710.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,13120.0,13255.0,12600.0,12710.0,12710.0,4787515,-2053878.0350820203,-1675516,-0.2600005563737237,-2058631450.0,-1976965.085226887,-1976965.085226887,-334694.70373279485,12949.416242189076,0.0,1000.0,12925.0,13355.0,12495.0,6.653771760154739,0.25,0.0,0.0,12974.833333333332,13490.333333333332,12459.333333333332,7.946152166373364,0.2431296475913364,0.0,0.0,12600.0,13260.0,12930.0,5.106382978723404,0.1666666666666666,0.0,0.0,-34.301994301993545,-6.86039886039871,-27.441595441594835,12925.0,12925.0,13073.846153846154,13108.148148148148,0.2171749692676931,0.3863490019317451,-0.169174032664052,-0.0063915049467275,2.115301167475979,1012.2999999999992,-72.63243239364866,-64.9193172278705,-7.713115165778163,12930.0,12930.0,12930.0,12930.0,0.0,0.0,0.0,0.0,-66.66666666666616,13866.6105,13812.7545,4.0,8.0,-4.0,12205.0,13260.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,10.66925315227934,16.666666666666668,42.3758865248227,-83.33333333333333,0.0,0.0,-0.2616845180136262,-0.0523369036027252,-0.2093476144109009,4.130247194043294,0.8260494388086589,3.304197755234635,12946.529700540554,-3.2724505327245024,-3.327192785510213,-3.2724505327245024,3.272450532724505,13007.0,3,1.386792449302476,-0.7067034305538016,-0.7142902455951656,5.542723018994352,-1.039268734542972,5.318076650868235,0.3851056882939332,2.8963419285350085,1.1982649714469318,-0.408160558980839
2021-09-17,12750.0,13128.0,12561.0,13007.0,13007.0,4051634,268487.1324664806,2376118,0.0224653842849641,-1592636200.2857144,-1161531.3722809118,-1569248.2287538992,-61992.7974939135,12932.211308765762,45.92157829298493,1023.3674272226594,12952.333333333334,13311.837930738646,12592.828735928022,5.551194339325916,0.5760305529626286,0.0,0.0,12949.444444444443,13482.11111111111,12416.777777777776,8.226865159380502,0.5540258656654169,0.0,0.0,12561.0,13260.0,12910.5,5.396711017319916,0.6380543633762518,0.0,0.0,-37.09356255225066,-12.9070315987691,-24.18653095348156,12952.333333333334,12952.333333333334,13063.562130177515,13100.655692729766,0.3951127323869381,0.5950863622379469,-0.1999736298510087,-0.0123638931212605,3.2581269988665778,984.9666666666652,-70.6712682274663,-66.83663422773576,-3.834633999730542,12910.5,12910.5,12910.5,12910.5,0.0,0.0,0.0,0.0,-34.96557000765095,13866.6105,13812.7545,4.0,8.0,-4.0,12205.0,13260.0,0.0,1.0,42.65490356996307,0.0,0.0,0.0,-98.4768059081468,34.79349186483104,63.80543633762518,49.519069795756856,-36.19456366237482,0.0,0.0,-0.2831427939353891,-0.098498081669258,-0.184644712266131,5.404254588299839,1.741690468706895,3.662564119592944,12962.383655963407,2.3367427222659387,2.309858888024152,-1.0121765601217692,-2.3367427222659387,12224.0,4,-1.819012051160556,1.578937871536354,4.046719933027376,-1.1247004635723243,-0.172351340789632,1.3706028201954863,2.8350549038644743,-1.844588426968216,-2.535832679376142,0.4065013806732196
2021-09-22,12760.0,12865.0,12607.0,12800.0,12800.0,1181877,-1367231.728734495,1997921,-0.0833855586135273,-1115770073.2877972,7454836.670821076,-2241411.6020016894,50158.61066791903,12824.85318920099,39.720055107748045,976.2391817466562,12714.833333333334,13351.736692477316,12077.929974189352,10.018273027209409,0.5668599603408693,0.0,0.0,12746.833333333334,13240.166666666666,12253.5,7.740484564793864,0.5538851351351355,0.0,0.0,12205.0,13260.0,12732.5,8.297395430533891,0.5639810426540285,0.0,0.0,-130.00752661507795,-67.30780751806805,-62.699719097009904,12714.833333333334,12714.833333333334,12845.19672064919,12975.204247264268,0.5977767989013553,0.8019589044645403,-0.204182105563185,-0.0671488622980946,6.594779692459964,1222.466666666665,-87.71187150069713,-76.81525275499713,-10.896618745699996,12732.5,12732.5,12732.5,12732.5,0.0,0.0,0.0,0.0,3.3962264150943464,13866.6105,13812.7545,4.0,16.0,-12.0,12205.0,13172.68,0.0,0.0,44.59263658480687,0.0,0.0,0.0,-92.03164085986243,36.17221873035826,56.39810426540284,25.813586097946285,-43.60189573459716,-61.83333333333394,0.0,-1.001969018271825,-0.5175971230436264,-0.4843718952281987,-8.662695894361518,-1.16203673103305,-7.500659163328468,12707.434140192432,3.159252095422316,3.110374505133251,-2.587519025875196,-3.159252095422304,12932.0,2,-1.8960339341526264,3.030308834685428,-0.928478917399488,-2.030944492654484,-0.3780493865914565,0.252030246738073,-2.074072096082901,1.0019317758029302,1.3978486347405408,1.5706756869614082
2021-09-27,12891.0,13153.0,12611.0,13008.0,13008.0,1890626,317834.09945199324,5358940,0.0160867373589926,-775456292.8645042,931701.9865377924,-1135989.9379105824,26274.437401117382,12838.221556810458,51.99930402272642,976.2391817466562,12778.625,13374.03321081003,12183.21678918997,9.318814986902426,0.6926199503429287,0.0,0.0,12785.25,13260.625,12309.875,7.436303552922313,0.7342887194320273,0.0,0.0,12205.0,13260.0,12732.5,8.255974332136674,0.7611374407582938,0.0,0.0,-93.12709381858804,-79.85487338864998,-13.27222042993806,12778.625,12778.625,12881.543214192616,12974.670308011204,0.6707355974735769,0.7762158943495737,-0.1054802968759968,-0.0839374938263107,8.552555516604453,1158.6749999999993,-83.13482525309777,-78.6890322235672,-4.445793029530577,12732.5,12732.5,12732.5,12732.5,0.0,0.0,0.0,0.0,51.1697591333411,13866.6105,13812.7545,4.0,16.0,-12.0,12205.0,13133.9728,1.0,0.0,50.89149974978259,0.0,0.0,0.0,-85.5040630585576,46.85384455830541,76.11374407582939,67.14060031595577,-23.886255924170616,-95.66250000000036,0.0,-0.7177607723957868,-0.6147499616250631,-0.1030108107707237,-12.831252319991307,-5.184335813477992,-7.646916506513318,12767.013964323458,0.5876894525208787,0.5859692942268069,-1.0045662100456654,-0.5876894525208769,13321.0,0,0.0452568127599448,-1.149428104206763,0.8784156316324214,10.00466344114649,-1.2206033591736087,-1.2257472317223943,-2.745665536498308,1.4976956842803446,1.6189978719937983,-1.5706866612680417
2021-09-28,13007.0,13373.0,13007.0,13321.0,13321.0,2045657,1782211.5147525398,7404597,0.0817408943563115,-573206730.8838608,5510601.239601752,-305166.0407215406,60333.84484384493,12875.323714385222,57.41431328703795,976.2391817466562,12838.888888888889,13495.650942498663,12182.126835279112,10.230823855453032,0.8670363630642732,0.0,0.0,12835.074074074077,13298.296296296296,12371.851851851852,7.218068544814995,1.0245062764851671,1.0,0.0,12205.0,13373.0,12789.0,9.097360450021636,0.9554794520547946,0.0,0.0,-51.17240879895871,-74.11838047071173,22.94597167175301,12838.888888888889,12838.888888888889,12949.151950470674,13000.324359269633,0.7726456602805676,0.7489690823352999,0.0236765779452676,-0.080792845021932,9.532974726278022,1098.4111111111106,-78.81089673832884,-78.70257272520739,-0.1083240131214466,12789.0,12789.0,12789.0,12789.0,0.0,0.0,0.0,0.0,137.0431682159684,13866.6105,13812.7545,36.0,16.0,20.0,12223.96,13133.9728,0.0,0.0,58.835355038351736,0.0,0.0,0.0,-81.39586132636947,54.20617233456807,95.54794520547944,80.19054729598129,-4.452054794520548,-22.766666666666424,0.0,-0.3936240926363595,-0.5705247878273225,0.1769006951909629,-13.127337557088426,-6.772936162200079,-6.354401394888347,12806.883192150302,2.406211562115624,2.377718456387079,1.3774733637747394,-2.406211562115616,13399.0,1,-2.385263791788816,1.515158416493108,2.2854521844210893,5.946215104067164,-0.1604178477833642,-0.4036215326557055,1.2658249071425018,-0.8187127566539232,-1.6456407608933148,-0.7216392480127922
2021-09-29,13200.0,13650.0,13259.0,13399.0,13399.0,1981740,1219620.3638573992,9386337,0.0512770407712263,-469237809.3290236,5218621.009819653,308588.0760052587,60826.74787440029,12922.0388000588,61.66757077258944,981.9554685251444,12894.9,13602.814938393029,12186.985061606973,10.9797662392578,0.8560456014279848,0.0,0.0,12895.166666666668,13351.166666666666,12439.166666666668,7.072417313980675,1.0524488304093575,1.0,0.0,12205.0,13650.0,12927.5,11.205980659020232,0.8262975778546713,478.2,0.0,-11.496545506666736,-61.594013477902735,50.097467971236,12894.9,12894.9,13018.359342705957,13029.855888212622,0.8350887476416391,0.7162090377887276,0.1188797098529115,-0.0705623917794083,10.50540404198306,1042.3999999999996,-74.79210464006654,-80.65656190053785,5.864457260471312,12927.5,12927.5,12927.5,12927.5,0.0,0.0,0.0,0.0,162.2418879056046,13866.6105,13812.7545,40.0,16.0,24.0,12269.9216,13133.9728,0.0,0.0,60.54804265010437,0.0,0.0,0.0,-77.63381587245699,50.16327830224793,82.62975778546713,84.76381568892532,-17.370242214532873,127.10000000000036,0.0,-0.0882323304670392,-0.4740662963552659,0.3858339658882266,-13.469328848363425,-8.112214699432748,-5.357114148930675,12845.4944155928,0.5855416260040602,0.5838339937145776,1.971080669710812,-0.5855416260040585,13688.0,2,1.1390599141827806,3.269217598310931,3.866333358477249,9.070922010454652,1.7120505953568994,3.844211102156336,4.843307030080879,0.9667417194861656,2.104693874466108,1.7616510945433248
2021-09-30,13399.0,13849.0,13398.0,13688.0,13688.0,2280671,1871963.0667398823,11667008,0.0718174007611214,-308044705.2820203,3341955.0649786843,611924.7749026013,60795.18950550754,12985.296010669288,65.67435732204912,981.9554685251444,12967.0,13781.56826266769,12152.43173733231,12.563711925159094,0.9425657326979224,0.0,0.0,12950.2,13413.7,12486.7,7.158190607094871,1.2959007551240551,1.0,0.0,12205.0,13849.0,13027.0,12.67833731780674,0.9020681265206812,475.48,0.0,42.77367838907958,-40.72047510450628,83.49415349358586,12967.0,12967.0,13121.380982289656,13078.607303900577,0.8711909716934844,0.7041943725360812,0.1669965991574031,-0.0515525623541183,11.49631557120982,970.2999999999992,-69.76778058017408,-80.33826725459623,10.570486674422156,13027.0,13027.0,13027.0,13027.0,0.0,0.0,0.0,0.0,160.6326763781777,13866.6105,13812.7545,44.0,16.0,28.0,12352.726304,13133.9728,0.0,0.0,66.16507498705384,0.0,0.0,0.0,-73.09846266467994,60.01156456560131,90.20681265206812,89.46150521433822,-9.793187347931871,238.39999999999964,0.0,0.327050712626892,-0.3138428945588343,0.6408936071857263,-12.601145402605308,-9.01000084006726,-3.591144562538048,12871.435094650957,2.1568773789088835,2.133945928342129,4.170471841704715,-2.1568773789088738,13600.0,3,3.037558456850149,-0.3976084692384205,-1.7874792191934432,-4.474000771277787,-2.264426629296736,-1.959755924236404,-0.4491049487917564,1.2885613935376767,1.708924253856864,-0.3164486468708247
2021-10-08,13570.0,13789.0,13435.0,13531.0,13531.0,1352468,-354781.61947551824,5880162,-0.0093863734511752,-119272121.56138976,-2277170.3286140594,471598.5075291483,-43720.26455699804,13355.944897329877,69.52911924450999,936.923891572642,13219.058823529413,14190.692613315096,12247.425033743728,14.700498768584252,0.6605240470997786,0.0,0.0,13553.033333333336,14001.633333333337,13104.433333333332,6.619920263852391,0.4754421162134042,0.0,0.0,12205.0,14178.0,13191.5,14.925419625852154,0.6720729853015712,464.31906168,2.8434949764267503,169.98290101376915,103.23011643514974,66.75278457861941,13436.25,13219.058823529413,13470.393653522657,13300.410752508888,1.1023387223355832,0.8796107361481714,0.2227279861874117,0.1011879276180148,17.633899733523133,-419.0588235294126,-26.60575630588609,-54.944063865153744,28.33830755926766,13592.5,13191.5,13392.0,13191.5,0.0,0.0,21.34832152614145,13.424326843804057,56.90531194847585,13866.6105,13812.7545,56.00000000000001,16.0,40.00000000000001,13234.688437253317,13133.9728,0.0,0.0,55.6819759605215,0.7345770818055125,0.8112133136789691,0.0,-52.37871456778911,44.240247350174926,67.20729853015712,73.6779861463085,-32.79270146984288,509.341176470587,9.050612508059316,1.2780274547664243,0.777001792905846,0.5010256618605783,-12.987810685047126,-11.282346048728536,-1.7054646363185917,13444.982594694357,-0.3020925434718546,-0.3025497640475549,2.975646879756466,0.3020925434718577,13794.0,4,-2.84081406000874,-5.148510397141308,-1.6541302246751144,2.7777892612903514,-0.8967001728913573,0.4150561944424851,-0.4629661993834162,-1.859181684524799,-4.879422476269028,-1.545253888357081
2021-10-11,13700.0,13880.0,13366.0,13794.0,13794.0,1668793,755582.5945322638,7548955,0.019145001784744,-39534310.0526198,338807.7490737317,1065592.3237259015,28350.37210141265,13461.994647986265,77.77836269143482,936.923891572642,13251.0,14231.3060746522,12270.6939253478,14.795956149003104,0.7769543176566814,0.0,0.0,13628.633333333337,14074.433333333334,13182.833333333334,6.542108648702856,0.6854718109765207,0.0,0.0,12205.0,14178.0,13191.5,14.88944230624104,0.8053725291434364,469.2871555119999,2.1834599806668264,183.2063262986921,119.22535840785822,63.98096789083392,13519.083333333334,13251.0,13520.179245288402,13336.97291898971,1.155515370705244,0.8390596745027125,0.3164556962025316,0.1207196797795695,18.65611504214852,-319.0,-19.593425178560004,-48.36434480295721,28.77091962439721,13718.5,13191.5,13455.0,13191.5,0.0,0.0,21.067441996073185,12.38959144099117,67.85782731119052,13866.6105,13812.7545,56.00000000000001,16.0,40.00000000000001,13234.688437253317,14178.0,0.0,1.0,60.64393525383362,0.793853997988589,0.7613012077709129,0.7894348898309529,-49.13318222218819,49.09270192521865,80.18575851393189,72.22613643317918,-19.81424148606812,477.105555555554,7.765625,1.3736724773418092,0.8963359297930387,0.4773365475487705,-13.635388588264838,-11.752954556635796,-1.8824340316290424,13474.887706602898,1.9436848717759192,1.925036572759176,4.977168949771693,-1.943684871775929,13730.0,0,-4.870871478689665,1.6949146009157232,-2.662714698191905,-0.1785752543662795,0.4169293607366171,0.7224167402672634,-0.7680447333301146,0.3495186956940301,0.21391724753299,-4.782615202179002
