Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_601939.SS_2021-09-15_2023-09-15_Close_percent,ssx_601766.SS_2021-09-15_2023-09-15_Close_percent,ssx_601398.SS_2021-09-15_2023-09-15_Close_percent,ssx_601328.SS_2021-09-15_2023-09-15_Close_percent,ssx_601998.SS_2021-09-15_2023-09-15_Close_percent,asx_IAG.AX_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,ssx_300999.SZ_2021-09-15_2023-09-15_Close_percent
2021-09-15,1399.0,1399.0,1377.0,1380.0,1161.453857421875,780766,-567829.8181818182,780766,-0.7272727272727273,0.0,0.0,0.0,11314.19876520512,1385.3333333333333,50.0,1000.0,1380.0,1380.0,1380.0,0.0,0.0,0.0,0.0,1385.3333333333333,1407.3333333333333,1363.3333333333333,3.1761308950914344,0.3787878787878805,0.0,0.0,1377.0,1399.0,1388.0,1.5942028985507246,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,1380.0,1380.0,1380.0,1380.0,0.0,0.0,0.0,0.921000415829928,1.0,-18.21599999999989,13.376570733684556,13.376570733684556,0.0,1388.0,1388.0,1388.0,1388.0,0.0,0.0,0.0,0.0,0.0,1367.71,1371.019,4.0,4.0,0.0,1322.0,1399.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.636363636363637,13.636363636363637,-86.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,1.337657073368459,0.0,0.0,0.0,1173.2366943359375,2,-0.04220607214264998,0.0003780472286306915,-0.03549364771794708,-0.0786032138883417,-0.08749198038404397,-0.04657268678452619,0.010498191346270686,-0.014493428583670608,-0.016112578069345497,0.14959822488628127
2021-09-16,1383.0,1400.0,1380.0,1394.0,1173.2366943359375,1574588,62005.38181818184,2355354,0.0263252920020437,22044232.0,2540.34706221564,2540.34706221564,26418.052784876243,1389.3444195649572,100.0,1000.0,1387.0,1401.0,1373.0,2.0187454938716654,0.75,0.0,0.0,1388.3333333333333,1409.3333333333333,1367.3333333333333,3.0252100840336134,0.6349206349206368,0.0,0.0,1377.0,1400.0,1388.5,1.658255227108868,0.7391304347826086,0.0,0.0,1.1168091168090086,0.2233618233618017,0.8934472934472069,1387.0,1387.0,1382.1538461538462,1381.0370370370372,0.4019854586129761,0.332074944071589,0.0699105145413871,0.0019814311594202,1.9854014598540144,-25.21599999999989,18.51688667218876,15.946728702936657,2.570157969252099,1388.5,1388.5,1388.5,1388.5,0.0,0.0,0.0,0.0,66.66666666666667,1367.71,1371.019,8.0,4.0,4.0,1322.0,1399.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,33.333333333333336,73.91304347826087,43.77470355731226,-26.08695652173913,0.0,0.0,0.0808674269304956,0.0161734853860991,0.0646939415443965,7.542552818141325,1.5085105636282652,6.03404225451306,1388.6135344934437,1.0144927536231974,1.0093813169219423,1.0144927536231974,-1.0144903164915462,1143.7794189453125,3,1.1437764877063188,-0.1545690366228456,0.0,0.6607873750457003,0.0,0.970867443209798,0.0423130350401379,-1.039268734542972,-0.0808567381525904,-1.4274967958231457
2021-09-17,1399.0,1400.0,1359.0,1359.0,1143.7794189453125,635694,-573688.6181818182,1719660,-0.1918018761924978,15716586.0,-67721.26211667877,-32590.457527231567,13.32793129977108,1385.799860115919,71.51518801074171,974.8923959827832,1377.6666666666667,1406.4339320138554,1348.899401319478,4.176230149603964,0.1755571577384745,0.0,0.0,1383.111111111111,1410.7777777777776,1355.4444444444443,4.000642673521845,0.0642570281124517,0.0,0.0,1359.0,1400.0,1379.5,2.976046455359303,0.0,0.0,0.0,-0.8129479468511818,0.016099869319205,-0.8290478161703868,1377.6666666666667,1377.6666666666667,1378.5917159763314,1379.4046639231826,0.4378105400342107,0.6108984279547127,-0.1730878879205019,0.0002476739874379,3.1112409791187723,-15.882666666666635,11.663132087516496,14.51886316446327,-2.8557310769467747,1379.5,1379.5,1379.5,1379.5,0.0,0.0,0.0,0.0,-100.0,1367.71,1371.019,8.0,12.0,-4.0,1322.0,1399.0,0.0,1.0,27.08333333333333,0.0,0.0,0.0,94.5945945945946,16.867469879518072,0.0,29.18313570487484,-100.0,0.0,0.0,-0.0589346961129641,0.0011518490862864,-0.0600865451992506,4.526461017738297,2.112100654450272,2.4143603632880257,1381.9848140888528,-2.510760401721668,-2.5428177169326105,-1.521739130434785,2.510770037524111,1123.580322265625,4,-0.3305730381984091,1.0802505177180135,-0.4273394956491074,0.221731661382293,0.854704001739762,0.980395535764643,1.5453081178421115,-0.172351340789632,1.6764324819191927,-0.1319534441757213
2021-09-20,1380.0,1387.0,1322.0,1335.0,1123.580322265625,477141,-859973.2181818181,1242519,-0.2479603095972619,11835447.42857143,-340570.1878480365,-135250.36763416656,-24387.08435394833,1380.5994909735311,59.105409823540974,957.6757532281204,1367.0,1411.5645599103143,1322.4354400896857,6.520052656958965,0.1409703129078409,0.0,0.0,1374.3333333333333,1411.3333333333333,1337.3333333333333,5.38442881397041,-0.0315315315315305,0.0,1.0,1322.0,1400.0,1361.0,5.70592538405267,0.1666666666666666,0.0,0.0,-4.230131424683577,-0.8331463894813514,-3.396985035202226,1367.0,1367.0,1371.8852981338189,1376.1154295585025,0.4350063719243214,0.8455053426134698,-0.4104989706891483,-0.0072975190558124,4.458326007203219,-5.215999999999895,3.830269705033907,11.846714799605929,-8.01644509457202,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,-125.39682539682556,1367.71,1371.019,8.0,16.0,-8.0,1322.0,1400.0,0.0,0.0,17.60416666666667,0.0,0.0,0.0,86.93677960181628,18.24324324324324,16.666666666666668,30.19323671497585,-83.33333333333333,0.0,0.0,-0.3073965551015387,-0.0605578317512785,-0.2468387233502601,0.4846262505241964,1.786605773665057,-1.3019795231408602,1377.3105370330072,-1.7660044150110354,-1.7817843316793258,-3.2608695652173947,1.7659958157240825,1142.9378662109375,0,-0.3305730381984091,1.0802505177180135,-0.4273394956491074,0.221731661382293,0.854704001739762,0.9900925114613984,2.9025960568031763,3.5966014881625483,1.6764324819191927,-0.1319534441757213
2021-09-21,1355.0,1373.0,1331.0,1358.0,1142.9378662109375,173219,-810482.0753246753,1415738,-0.2225738163162917,10713817.36734694,-60616.90692129616,-116592.00245594895,-5442.033747550662,1379.334173484542,61.539086564177495,974.1750358680056,1365.2,1405.704814528646,1324.695185471354,5.933901923329324,0.4111216767218125,0.0,0.0,1370.2666666666669,1408.2666666666669,1332.2666666666669,5.5463656709156375,0.3385964912280704,0.0,0.0,1322.0,1400.0,1361.0,5.713448578962789,0.4615384615384615,0.0,0.0,-5.024447466578522,-1.6714066049007856,-3.3530408616777363,1365.2,1365.2,1369.7490984209237,1374.7735458875022,0.5944955559020743,0.9453453921721507,-0.3508498362700766,-0.0151434571374812,5.765985307782494,-3.41599999999994,2.508474177989971,9.979066675282736,-7.470592497292765,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,-70.35755478662053,1367.71,1371.019,8.0,16.0,-8.0,1322.0,1400.0,0.0,0.0,39.469036967271016,0.0,0.0,0.0,81.35031368806422,28.42105263157895,46.15384615384615,20.94017094017094,-53.84615384615385,0.0,0.0,-0.3654745526351343,-0.1215411759280497,-0.2439333767070846,-6.196621446021971,0.1899603297276511,-6.386581775749622,1374.9044305518114,1.7228464419475564,1.708173728429152,-1.5942028985507228,-1.7228446922494385,1150.512451171875,1,-0.3305730381984091,1.0802505177180135,-0.4273394956491074,0.221731661382293,0.854704001739762,-0.3999933307661081,-1.3286106441003795,1.013294724046219,1.6764324819191927,-0.1319534441757213
2021-09-22,1377.0,1379.0,1358.0,1367.0,1150.512451171875,193079,-838064.7896103896,1608817,-0.2185598202863615,9431516.45772595,179460.22094583046,-57381.55777559307,4263.9078348309085,1378.763460666316,63.95483129268289,974.1750358680056,1365.5,1402.5,1328.5,5.419260344196266,0.5202702702702703,0.0,0.0,1369.888888888889,1405.0555555555557,1334.7222222222222,5.134236353313337,0.4589257503949444,0.0,0.0,1322.0,1400.0,1361.0,5.712193335774442,0.5769230769230769,0.0,0.0,-4.871567471293247,-2.3114387781792782,-2.5601286931139686,1365.5,1365.5,1369.32616020232,1374.1977276736134,0.7514941471867599,0.9238957456590166,-0.1724015984722566,-0.0215523507537778,6.9217294914314165,-3.715999999999896,2.728773432497293,8.77068446815183,-6.041911035654536,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,-9.52380952380966,1367.71,1371.019,8.0,16.0,-8.0,1322.0,1396.88,0.0,0.0,45.5571393662947,0.0,0.0,0.0,77.20393487966398,29.85781990521327,57.69230769230769,40.17094017094017,-42.30769230769231,-3.1833333333331666,0.0,-0.3545026580374535,-0.1681334723499304,-0.1863691856875231,-11.824545064679237,-2.2129407491537263,-9.611604315525508,1373.6868704173853,0.6627393225331346,0.6605528605307498,-0.9420289855072485,-0.6627293735615467,1144.62109375,2,1.976938710540196,-1.2480473176537856,1.489358342570057,1.1111159201954877,1.7241327285447028,2.988048207331161,-0.0874086647238954,-0.3780493865914565,1.8488137008711192,1.9326472500616632
2021-09-23,1377.0,1377.0,1350.0,1360.0,1144.62109375,101985,-864505.3451659451,1506832,-0.2196142498069198,7982171.963765101,-132372.40770701575,-69880.03276416352,757.3756357783349,1378.3377935877609,61.9093922936716,969.186575552661,1364.7142857142858,1399.1852140156702,1330.243357412901,5.051742868411831,0.4316193971762512,0.0,0.0,1368.8095238095236,1402.8095238095236,1334.8095238095236,4.967820490520091,0.3704481792717113,0.0,0.0,1322.0,1400.0,1361.0,5.715482047524337,0.4871794871794871,0.0,0.0,-5.254677817194533,-2.9000865859823293,-2.354591231212204,1364.7142857142858,1364.7142857142858,1367.89136632504,1373.1460441422346,0.7463983318589665,0.939909010489069,-0.1935106786301025,-0.0276737696581751,8.013877393272468,-2.9302857142856737,2.1517991945019244,7.825129429058985,-5.673330234557061,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,-35.22012578616301,1367.71,1371.019,8.0,16.0,-8.0,1322.0,1393.8848,0.0,0.0,42.017381445229205,0.0,0.0,0.0,73.07555896068236,30.67226890756303,48.71794871794872,50.854700854700845,-51.282051282051285,-7.257142857142981,0.0,-0.3826743586096103,-0.2110416496018664,-0.1716327090077438,-17.979050609863364,-5.366162721295654,-12.612887888567707,1372.0969559993862,-0.512070226773953,-0.5133857993851798,-1.449275362318836,0.5120637691381944,1153.037353515625,3,-0.6722669091062272,-0.7704242511417334,-0.6479550374286447,-1.1236004233790453,0.0,0.6160061996606316,-1.310044940957468,-2.607500895103413,-0.9209012155496624,-0.2836597619242553
2021-09-27,1373.0,1384.0,1361.0,1370.0,1153.037353515625,218050,-911907.5190789886,1724882,-0.219497578561141,7153361.68322723,94932.35496445769,-46335.40594578906,1081.074002753991,1377.9876596312804,64.36296922198596,969.186575552661,1365.375,1397.808585987368,1332.941414012632,4.750868587365102,0.5712995473550364,0.0,0.0,1369.1666666666667,1401.7916666666667,1336.5416666666667,4.765672550213025,0.5127713920817357,0.0,0.0,1322.0,1400.0,1361.0,5.7127162867344135,0.6153846153846154,0.0,0.0,-4.697232329599274,-3.2595157347057184,-1.4377165948935553,1365.375,1365.375,1368.215771505803,1372.9130038354024,0.8044268729077689,0.9162530301281316,-0.1118261572203626,-0.0318714961474082,9.041361339467937,-3.5909999999998945,2.6369820764525755,7.176611009983184,-4.539628933530609,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,15.037593984962392,1367.71,1371.019,8.0,16.0,-8.0,1322.0,1391.009408,0.0,0.0,48.20841250357651,0.0,0.0,0.0,70.01745450068815,33.338785896037805,61.53846153846154,55.98290598290598,-38.46153846153846,-8.862499999999955,0.0,-0.3421361962831566,-0.2372605589381245,-0.1048756373450321,-21.65683014013839,-8.624296205064201,-13.032533935074188,1371.837357079634,0.7352941176470562,0.7326040092073605,-0.7246376811594235,-0.7352878442989095,1162.29541015625,0,0.5058984294170443,2.1943647026340614,0.2155234057297832,0.4464329451691071,0.6593459396215167,-0.2083403301492694,-0.4957975533104246,-1.2206033591736087,-1.9134603455977413,-5.017917959948733
2021-09-28,1370.0,1395.0,1369.0,1381.0,1162.29541015625,3099167,-1150304.98061745,4824049,-0.1585820650178757,11001572.442766195,7969.883520313684,-39547.24476252621,26487.13145126664,1379.559529778572,81.46029486679927,969.186575552661,1367.111111111111,1399.228180915804,1334.9940413064182,4.698531018241801,0.7162228524169336,0.0,0.0,1370.5555555555557,1402.4444444444443,1338.6666666666667,4.653425212809067,0.6637630662020912,0.0,0.0,1322.0,1400.0,1361.0,5.705461638491547,0.7564102564102564,0.0,0.0,-3.329464698809716,-3.273505527526518,-0.0559591712831974,1367.111111111111,1367.111111111111,1370.182575889526,1373.5120405883356,0.8475806026067229,0.8871563505883597,-0.0395757479816368,-0.0329799847445846,10.04343667365088,-5.32711111111098,3.911862021518101,6.813861122375953,-2.9019991008578527,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,66.81514476614682,1367.71,1371.019,8.0,16.0,-8.0,1322.0,1391.009408,1.0,0.0,54.0237636452897,0.0,0.0,0.0,67.82977162742675,32.952235772357724,75.64102564102564,61.96581196581197,-24.35897435897436,-4.577777777777783,0.0,-0.2424052065378006,-0.2382894884580597,-0.0041157180797409,9.911220792079556,-4.91719280563545,14.828413597715006,1372.937289091474,0.8029197080291928,0.7997134587121479,0.0724637681159379,-0.8029277293053099,1161.453857421875,1,-1.1864348598197123,-0.4807743737908652,-0.6479550374286447,-0.6726400581019334,-0.8849470014676513,-0.2078967348769538,1.4586034205133274,-0.1604178477833642,-0.5306143139394379,3.290104849265461
2021-09-29,1400.0,1394.0,1370.0,1380.0,1161.453857421875,793843,-1282612.1472841168,4030206,-0.1593795647266909,9316513.093799597,0.0,-35153.106455578854,24308.99062194432,1379.734505353111,72.54713328395765,968.4847749910732,1368.4,1399.8350123270218,1336.9649876729784,4.594418638851461,0.6845076419777397,0.0,0.0,1371.6333333333334,1402.7333333333331,1340.5333333333333,4.534739604850667,0.6345123258306539,0.0,0.0,1322.0,1400.0,1361.0,5.700087693656825,0.7435897435897436,31.2,0.0,-2.299681344785768,-3.078740690978369,0.779059346192601,1368.4,1368.4,1371.692948829599,1373.9926301743849,0.8618160481150069,0.8984890714390498,-0.0366730233240428,-0.0320468294868666,11.01790609583642,-6.6159999999999854,4.858332892734746,5.867390251159308,-1.0090573584245623,1361.0,1361.0,1361.0,1361.0,0.0,0.0,0.0,0.0,59.65559655596452,1367.71,1371.019,8.0,16.0,-8.0,1323.46,1391.009408,0.0,0.0,53.4363480285844,0.0,0.0,0.0,65.94622489198059,37.13050050386295,74.35897435897436,70.51282051282051,-25.64102564102564,0.4500000000000455,0.0,-0.1673721746596192,-0.2241060256983716,0.0567338510387524,8.191629331699984,-2.2954283781683635,10.487057709868347,1373.7913393744177,-0.0724112961622003,-0.0724375258042364,0.0,0.072404375602062,1159.7706298828125,2,-0.5025178816412392,0.9569398599434464,-0.4291851979289873,0.0,0.0,-1.65976504478553,-0.5659601374119347,1.7120505953568994,0.1421132424381426,2.3150732193016523
