Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,asx_RHCPA.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601628.SS_2021-09-15_2023-09-15_Close_percent,asx_BENPG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601066.SS_2021-09-15_2023-09-15_Close_percent,ssx_600309.SS_2021-09-15_2023-09-15_Close_percent,ssx_601319.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,asx_SEK.AX_2021-09-15_2023-09-15_Close_percent
2023-05-26,9943.0,10017.0,9709.0,9903.0,9903.0,1419813,21477924.701687668,-8797913,-0.1225324731799,-105484685.69365354,-7028531.222069385,-3221459.450569114,-24550.243778431897,10422.38482145896,45.712188351127445,1392.7946963355175,10659.55,11530.624617928892,9788.475382071108,16.343553300634504,0.0657375473763616,0.0,0.0,10328.883333333337,10715.533333333336,9942.233333333334,7.486772529460277,-0.0507349454717878,0.0,1.0,9709.0,11642.0,10675.5,18.133973760618414,0.1003621314019658,390.8857465375388,7.994051304270525,-417.0237148463148,-386.95330016316746,-30.070414683147305,10356.416666666666,10823.73076923077,10353.61571198149,10770.639426827804,0.8112468525599179,1.2072181292548727,-0.3959712766949548,-0.4934526126852273,25.082216503915166,-38.54999999999927,-104.56562792674607,-92.5077131823694,-12.057914744376689,10284.5,10678.0,10481.25,12204.5,0.0008582577362969,37.84923854881663,7.687217982044905,24.408812149505003,-152.22902338918655,12407.75,13329.5,12.0,100.0,-88.0,9930.0,10499.0,0.0,1.0,27.633323844307284,0.0,0.1128814718740042,0.3373052165768384,-37.27077864736631,37.6072431954131,13.063973063973064,11.74402215346319,-86.93602693602693,-816.9308823529409,-10.258269143633893,-3.8718566124085503,-3.5194629131309023,-0.3523936992776479,6.184186948222905,-1.7227159479002356,7.906902896123141,10531.746256094724,-0.8708708708708657,-0.8746851121296473,-6.891688604738622,0.8708708708708741,9846.0,4,0.0,0.203270825123738,-1.3123355409208273,-0.3994717963428797,0.0390539746270945,0.5847933004011878,-1.3510266205090744,0.4991739773830232,0.5937854755251095,0.3329117947313307
2023-05-29,9900.0,9988.0,9776.0,9846.0,9846.0,1267319,21047514.475272574,-10065232,-0.1548781197552363,-100735042.45170304,317836.31429813645,-3326268.346007161,-19659.2125424728,10347.83875316904,39.18925669105587,1384.7780046571247,10579.4,11440.09818171062,9718.70181828938,16.271209741773994,0.0739505348190796,0.0,0.0,10255.316666666666,10639.166666666666,9871.466666666664,7.485873181227956,-0.0331726803004628,0.0,1.0,9709.0,11642.0,10675.5,18.271357543906085,0.0708742886704604,372.99717188378486,8.399511590185822,-426.626630371893,-394.8879662049126,-31.73866416698047,10291.833333333334,10769.384615384615,10275.520987061262,10702.147617433156,0.7924370528663012,1.2038465111957632,-0.4114094583294621,-0.5052386279654909,25.16971381458272,147.60000000000036,-108.63721229127236,-94.77982932350469,-13.857382967767665,10257.5,10678.0,10467.75,11994.0,0.0004291288681484,38.86705271006173,7.377823949470025,23.426409824120547,-138.23564746871085,12239.0,13266.0,8.0,100.0,-92.0,9930.0,10499.0,0.0,0.0,26.86727011663457,0.0,0.0273681707473932,0.1689528638996368,-38.61822649762611,40.26939018723017,9.225589225589223,10.336096199123732,-90.77441077441075,-827.3632352941167,-7.296864702005461,-3.986364658967551,-3.612843262298232,-0.3735213966693185,6.854392853662063,-0.0072941875877758,6.861687041249839,10447.762003204738,-0.5755831566192082,-0.5772460203157692,-7.427604362542306,0.5755831566192029,9600.0,0,-0.2747252747252702,-0.5043688459330866,-1.2953426552463585,0.4774588421977341,0.0,0.70588745676298,2.967425128327619,-1.3377976810688068,1.1595209445548562,-0.7098086185219756
2023-05-30,10210.0,10210.0,9476.0,9600.0,9600.0,2444198,19429149.042030063,-12509430,-0.1943353962731917,-172240423.24431688,-1171181.712774497,-3563233.980763125,-68362.1882939098,10236.292432318278,31.28144559936344,1384.7780046571247,10496.5,11398.196733941057,9594.803266058943,17.180902852208924,0.0028816417679264,0.0,0.0,10165.616666666663,10576.866666666663,9754.366666666663,8.090999562249873,-0.1876798378926018,0.0,1.0,9476.0,11332.0,10404.0,17.682084504358595,0.0668103448275862,409.0974546954064,8.784363507456877,-448.91237181932047,-405.6928473277941,-43.21952449152633,10197.916666666666,10701.923076923076,10171.594681359527,10620.507053178848,0.7606157571564472,1.1701980454899248,-0.4095822883334775,-0.5205372085488196,25.4448808705233,52.5,-114.86229555525291,-97.77829392727024,-17.084001627982687,10033.5,10561.5,10297.5,11799.5,0.0002145644340742,40.38031410062719,6.415120674233455,25.70280784604516,-140.96199172173297,12008.75,13266.0,4.0,100.0,-96.0,9930.0,10483.2,0.0,0.0,23.800650776001063,0.0,0.0,0.046749880873799,-40.75959336425375,34.14679710560713,7.903123008285532,10.064228432615929,-92.09687699171448,-883.9514705882357,-10.506199310151953,-4.22684500440076,-3.7356436107187374,-0.4912013936820214,14.81384033013341,2.9569327159564613,11.856907614176947,10239.707343414884,-2.498476538695915,-2.530218286221775,-9.740503948852952,2.498476538695911,9808.0,1,-0.2739726027397324,0.0193054158760048,-0.7672631419734017,-1.4125818434650623,0.8412546005035182,-0.394953503830834,0.7525949830464498,-1.815184224872852,0.0355419388183833,-0.2487521850690655
2023-05-31,9600.0,10015.0,9440.0,9808.0,9808.0,8687642,21861688.802030068,-3821788,-0.0606058499455861,110512428.07629982,-764447.936505671,-2473276.189057001,127164.52974405851,10043.624630143277,21.7141915545396,1384.7780046571247,10426.7,11314.5423508709,9538.8576491291,17.030169677288118,0.1515710253103453,0.0,0.0,10086.35,10514.6,9658.1,8.49167439162829,0.1750145942790422,0.0,0.0,9440.0,11332.0,10386.0,18.14572204053056,0.1945031712473573,425.6877092258657,8.83451987433494,-444.6643074625245,-413.4871393547402,-31.17716810778421,10136.166666666666,10638.76923076923,10115.657038073445,10560.32134553597,0.8225569116246862,1.1783086644161689,-0.3557517527914826,-0.5331039293504156,25.72191765468501,290.2999999999993,-118.04827198097888,-101.131612612814,-16.916659368164858,10015.5,10543.5,10279.5,11340.0,0.0001072822170371,41.84542944690852,5.778955382296012,23.77481818375709,-127.26609021012528,11766.0,13266.0,12.0,96.0,-84.0,9930.0,10442.912,0.0,0.0,30.974598107471465,0.5947407099561567,0.198246903318719,0.075205024688704,-40.41168277671308,36.91929489871726,25.2054794520548,14.111397228643172,-74.79452054794521,-930.1838235294126,-7.024362498815054,-4.21070811117402,-3.8306565108097934,-0.3800516003642249,43.41248501403571,11.048043175572312,32.3644418384634,10196.001615398103,2.1666666666666723,2.14352807200644,-7.784881534411436,-2.1666666666666714,9949.0,2,0.546448087431699,-0.4826254897338629,-0.7614210389860432,1.8659627252996105,-0.2393744463014684,0.1180244763370126,0.9870000923828997,0.810379730039017,0.9601779589686004,2.6881684015527867
2023-06-01,9949.0,10012.0,9803.0,9949.0,9949.0,840344,22195413.931216672,-2981444,-0.0404733731027874,111651867.49397127,4476738.097731405,-2019205.9331449,200313.04512778684,10010.75419291392,20.85505853235169,1404.685600360291,10377.8,11257.731042752765,9497.868957247236,16.957949522109956,0.2563445433982261,0.0,0.0,10049.516666666666,10461.166666666668,9637.866666666669,8.19243379864041,0.3779100368435962,0.0,0.0,9440.0,11194.0,10317.0,16.901462737767158,0.290193842645382,404.0189383032791,8.850101636044428,-425.0207891492228,-415.7938693136367,-9.226919835586044,10072.166666666666,10578.307692307691,10090.017493754453,10515.038282903675,0.8734923612972394,1.158670597694988,-0.2851782363977486,-0.539913959031752,25.854120162062628,56.20000000000073,-116.61521695479308,-104.34637534417652,-12.268841610616562,10015.5,10541.0,10278.25,11052.5,50.00005364110852,43.205893697026895,5.563012783558976,22.88642301828668,-88.42054825222402,11584.0,13266.0,8.0,92.0,-84.0,9930.0,10382.73728,0.0,0.0,35.413629939394866,0.9627491188909044,0.5191632762823538,0.2391367265336909,-38.7496493325726,37.46591011210649,35.84507042253521,22.98455762762517,-64.15492957746478,-945.9808823529402,-7.166184566576467,-4.042027976638573,-3.872930803975551,-0.1690971726630219,33.94247006212295,15.62692855288244,18.31554150924051,10189.44792900506,1.4376019575856436,1.427366441336808,-6.459195186160216,-1.4376019575856418,9985.0,3,1.098901098901095,0.0960600149729629,0.2518890765714303,-1.2319191732820656,-0.0995018136298995,0.5513937606221759,0.0729457651713971,0.3267986145242929,-1.2567378749566558,-0.5524854187608668
2023-06-02,9635.0,10095.0,9635.0,9985.0,9985.0,764648,22594360.713825367,-2216796,-0.0373431942862091,99634076.13768968,-2556731.986482669,-2054553.710580588,14847.64549733822,9986.657587291871,20.964509220410903,1409.7683907525886,10325.5,11167.439308976584,9483.560691023416,16.30796201591368,0.2977882750159904,0.0,0.0,10009.833333333332,10439.433333333332,9580.233333333334,8.583559499825162,0.4710971446306645,0.0,0.0,9440.0,11194.0,10317.0,16.987070844026924,0.3107183580387685,409.6170444729513,8.750566189899194,-401.9152316200052,-413.0181417749104,11.102910154905205,10034.75,10526.23076923077,10073.860956253768,10475.776187873773,0.8488781913521878,1.1132983753116137,-0.2644201839594257,-0.5409486833416921,25.928793093970008,-153.5,-116.15382051399688,-107.431810268173,-8.722010245823881,10015.5,10541.0,10278.25,11052.5,75.00002682055425,44.754371003966966,5.1103872765964695,23.995838385099244,-83.71843751164434,11584.0,13266.0,4.0,88.0,-84.0,9930.0,10326.1730432,0.0,0.0,36.53584448203291,1.0,0.8524966096156872,0.5233022630722534,-37.06819507513742,42.88227325432143,38.38028169014085,33.14361052157694,-61.61971830985915,-902.7720588235296,-4.303239409622388,-3.836615296203463,-3.865667702421133,0.0290524062176702,25.446073856417566,17.590757613589467,7.855316242828099,10177.6315805051,0.3618454115991598,0.3611923260555372,-6.12072207596841,-0.3618454115991625,9857.0,4,0.0,0.4807692307692264,-0.5050503197294489,-1.587308901192614,0.5765414678044607,2.811876475459286,-2.72506761110283,-0.3278700894340005,-1.2411259407376178,0.3803908210101241
2023-06-05,9847.0,10184.0,9776.0,9857.0,9857.0,893061,22055897.463825367,-3109857,-0.0652669634272245,69070378.40373401,5253840.44315002,-1667062.5938919834,-8681.509627110281,9954.3702682767,20.09729417149576,1409.7683907525886,10266.25,11063.773385237051,9468.726614762949,15.536800394244269,0.2434244515110005,0.0,0.0,9973.333333333332,10423.033333333333,9523.633333333331,9.018048128342244,0.3706545104143506,0.0,0.0,9440.0,11194.0,10317.0,17.08510897357847,0.2377423033067275,409.45534002565614,8.708439434591849,-389.4431824832118,-408.3031499165708,18.85996743335897,10008.5,10470.615384615385,10040.497732214726,10429.940914697938,0.8917512360135311,1.1172694943186747,-0.2255182583051436,-0.5393253738642262,25.97033248494163,77.75,-115.2788356563415,-110.11826560933363,-5.160570047007852,9983.0,10541.0,10262.0,11052.5,87.50001341027712,45.54401800324988,6.314908692196316,22.265435704478666,-71.38174166016957,11584.0,13266.0,4.0,84.0,-80.0,9930.0,10273.002660608,0.0,0.0,34.2566958910317,0.8210354201427087,0.9279281796778712,0.7665293551919706,-36.287651423926405,42.83955878380852,30.527086383601755,34.91747949875926,-69.47291361639824,-840.1279411764699,-3.09673613841919,-3.733896343884422,-3.839313430713792,0.1054170868293695,18.64617734232096,17.801841559335763,0.8443357829851905,10152.845051853546,-1.2819228843264918,-1.290210418447657,-7.3241820233170385,1.281922884326491,10137.0,0,-6.0111151801215215,-0.009663899739607,-1.0050247587016798,1.796884662102897,-0.0299984385963512,1.3040019608839517,-0.0710534780424581,0.0,0.1400971536513111,0.3818433179422129
2023-06-06,9601.0,10169.0,9721.0,10137.0,10137.0,794274,22736703.74953965,-2315583,-0.0363544173948405,90974141.48891488,-1974129.8342889228,-1727851.7885699535,11113.959747006124,9932.173121693822,23.677658730374844,1449.8145659996949,10224.7,10955.445126566006,9493.954873433997,14.293722584838784,0.4399927575212647,0.0,0.0,9934.366666666669,10391.766666666666,9476.966666666667,9.208438048390931,0.7215056114269057,0.0,0.0,9440.0,11194.0,10317.0,17.154537541443755,0.3973774230330673,413.3098060230906,8.404183909382315,-352.897352732356,-397.2219904797278,44.32463774737181,9991.25,10420.153846153846,10055.34423495092,10408.241587683277,0.8829100301334482,1.109685751183814,-0.2267757210503659,-0.5300021803079695,25.95187632690774,110.29999999999929,-113.71334841558703,-111.97779693682268,-1.7355514787643642,9969.5,10541.0,10255.25,11052.5,93.75000670513856,46.38879609196314,5.818725914626369,21.48059520434085,-50.65479542671217,11584.0,13266.0,4.0,80.0,-76.0,9930.0,10223.02250097152,0.0,0.0,42.68016803396453,1.0,0.9403451400475696,0.906923309780376,-32.94696486271289,47.98665275665843,60.55603822762815,43.154468767123575,-39.44396177237185,-775.125,-2.0011600928074245,-3.390556894355349,-3.7495621234421033,0.3590052290867538,12.3678805390289,16.71504935527439,-4.347168816245491,10152.44371346452,2.840620878563449,2.801023371696054,-4.691613388491911,-2.840620878563456,9871.0,1,1.3520604402194607,-0.1835521283843348,2.238805160912534,0.609910869444505,-0.2508706911534233,1.8579622143529373,-1.4911267884384216,-1.1437911503623326,-2.665733275665005,2.2146477889915133
2023-06-07,10095.0,10169.0,9805.0,9871.0,9871.0,809271,22220904.650638554,-3124854,-0.0546920256307276,47225537.56192705,1889107.6042512327,-624315.1007559068,1326.633290081911,9922.07224236348,23.597500217353925,1449.8145659996949,10166.5,10810.039431581288,9522.960568418712,12.659999637658748,0.2704103389019184,0.0,0.0,9910.666666666668,10344.866666666669,9476.466666666667,8.762276335261667,0.4543221249808072,0.0,0.0,9440.0,11045.0,10242.5,15.78714405154183,0.2685358255451713,408.3788254207815,7.968302314152974,-341.4623311015421,-386.0700586040907,44.60772750254864,9952.583333333334,10366.807692307691,10026.98358342001,10368.445914521551,0.9385836280514104,1.0633140688346416,-0.1247304407832312,-0.5196241231996981,25.99015702431464,218.5,-111.71458240096624,-113.28769018843722,1.573107787470974,9825.0,10386.0,10105.5,11052.5,96.87500335256928,47.17323288862544,5.44441387555336,20.098772875980675,-57.59315012284865,11584.0,13266.0,12.0,76.0,-64.0,9930.0,10184.0,0.0,0.0,37.73388033322586,0.7380077237593401,0.8530143813006831,0.9070959003420414,-31.5909977561277,46.80394119474265,37.44569939183319,42.84294133435435,-62.55430060816681,-684.6661764705877,-4.489598451862603,-3.293283621447128,-3.658306423043108,0.3650228015959809,7.08493316194473,14.78902611660846,-7.70409295466373,10145.858373756504,-2.624050508039854,-2.659093096451137,-7.192553591575779,2.6240505080398577,9445.0,2,0.0,0.2796463786566647,-1.8351020923279435,-0.533620365249007,-0.298102853543412,0.2944905194825225,1.1194018896451183,0.1615475403196455,-0.1708153820524671,1.1759559257371706
2023-06-08,9993.0,10002.0,9138.0,9445.0,9445.0,2715159,21435268.36591633,-5840013,-0.0623140288926662,-124757786.94691963,-13269499.13430484,-1369350.0783853938,-138413.04114848335,9870.601016124543,19.115545183814604,1449.8145659996949,10107.7,10788.223063532729,9427.176936467273,13.465438498030768,0.0130951208620353,0.0,0.0,9851.366666666669,10309.566666666668,9393.166666666668,9.302262630227274,0.0565619089189569,0.0,0.0,9138.0,10900.0,10019.0,17.432254617766652,0.1742338251986379,453.94094287870337,8.039771301854588,-362.5948659366404,-381.3750200706007,18.78015413396025,9874.25,10299.153846153846,9937.44764750924,10300.04251344588,0.8428683385579937,1.0656739811912226,-0.2228056426332288,-0.5157133504846412,26.04006479286989,-7.700000000000728,-110.90937746382438,-113.99255124811258,3.083173784288192,9674.0,10235.0,9954.5,10901.5,96.06778489756604,48.91252317925371,4.675571001352308,28.162296460771685,-142.88151858832677,11584.0,13266.0,8.0,100.0,-92.0,9930.0,10169.0,0.0,0.0,31.44808660193013,0.405065220759463,0.7143576481729345,0.8359057231737289,-32.55943115375786,47.99985634310186,21.12869924294563,39.71014562080231,-78.87130075705437,-703.9014705882364,-9.051516610495907,-3.520323974035077,-3.6307099332415023,0.1103859592064253,12.331431313621616,14.297507156011092,-1.9660758423894773,10105.64312347568,-4.31567217100598,-4.411566448227866,-11.197818728845432,4.315672171005971,9578.0,3,-5.716104012346435,-0.1063658998760246,0.2538068608636337,-1.539267657844789,-0.397611623742776,-1.6877605220642664,-2.558960012797229,-1.1326863405587773,-1.466578925806331,4.627590616102637
