Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_RHCPA.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601628.SS_2021-09-15_2023-09-15_Close_percent,asx_BENPG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601066.SS_2021-09-15_2023-09-15_Close_percent,ssx_600309.SS_2021-09-15_2023-09-15_Close_percent,ssx_601319.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,asx_SEK.AX_2021-09-15_2023-09-15_Close_percent,ssx_000333.SZ_2021-09-15_2023-09-15_Close_percent
2021-09-15,5500.0,5481.0,5312.0,5429.0,4411.5625,2114573,813297.3076923077,2114573,0.3846153846153846,0.0,0.0,0.0,231858.0510270456,5407.333333333333,50.0,1000.0,5429.0,5429.0,5429.0,0.0,0.0,0.0,0.0,5407.333333333333,5576.333333333333,5238.333333333333,6.250770558500801,0.564102564102565,0.0,0.0,5312.0,5481.0,5396.5,3.11291213851538,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,5429.0,5429.0,5429.0,5429.0,0.0,0.0,0.0,-2.4075683433984163,1.0,203.1716600036625,-36.07341399880741,-36.07341399880741,0.0,5396.5,5396.5,5396.5,5396.5,0.0,0.0,0.0,0.0,0.0,5535.467999973297,5363.587199920655,4.0,4.0,0.0,5379.0,5481.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,69.23076923076923,69.23076923076923,-30.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5429.0,-3.607341399880737,0.0,0.0,0.0,4452.19189453125,2,-0.012184481040389545,0.04214988287247215,-0.05764955040719997,-0.01685938969875431,-0.002723614152040013,0.0025173049382178217,-0.05659721039150574,-0.03697636627408086,0.04696385110542705,0.03331130047344316
2021-09-16,5500.0,5549.0,5366.0,5479.0,4452.19189453125,2834511,1479329.94703657,4949084,0.2989098481732316,141725550.0,393824.5432810104,393824.5432810104,-50174.59004474348,5440.170109593344,100.0,1000.0,5454.0,5504.0,5404.0,1.8335166850018327,0.75,0.0,0.0,5436.0,5612.0,5260.0,6.475349521707138,0.6221590909090909,0.0,0.0,5312.0,5549.0,5430.5,4.3454345434543455,0.7046413502109705,0.0,0.0,3.988603988603245,0.7977207977206491,3.190883190882596,5454.0,5454.0,5436.692307692308,5432.703703703704,0.4710122187689881,0.2285502327360069,0.2424619860329812,0.0017987889114017,2.013210662892192,178.1716600036625,-31.63462883578848,-33.85402141729794,2.219392581509464,5430.5,5430.5,5430.5,5430.5,0.0,0.0,0.0,0.0,66.66666666666667,5535.467999973297,5363.587199920655,8.0,4.0,4.0,5379.0,5481.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,32.10227272727273,70.46413502109705,69.84745212593313,-29.53586497890296,0.0,0.0,0.0734183972868618,0.0146836794573723,0.0587347178294894,2.649149197478318,0.5298298394956636,2.1193193579826546,5450.986019202347,0.920979922637688,0.9167647632963848,0.920979922637688,-0.9209751540695664,4557.8291015625,3,0.0095375290743078,-0.7067034305538016,-0.09733724617206,-0.3497070088387772,1.993572597341981,-0.7594273932977842,0.3853577529628609,0.6814833759020331,1.1889477604144076,0.85688789692054
2021-09-17,5399.0,5700.0,5379.0,5609.0,4557.8291015625,4376737,3374552.510899498,9325821,0.3618504484376763,202761301.42857143,601406.9385480554,497615.74091453286,129951.9298888023,5497.659440957888,100.0,1000.0,5505.666666666667,5657.397422356547,5353.9359109767865,5.511803197549691,0.840515450751903,0.0,0.0,5478.222222222223,5702.555555555556,5253.88888888889,8.190004867759198,0.7914809311540362,0.0,0.0,5312.0,5700.0,5506.0,7.047284615850336,0.7654639175257731,0.0,0.0,17.438494817411083,4.125875601658736,13.312619215752347,5505.666666666667,5505.666666666667,5463.201183431953,5445.762688614542,0.6928168338104013,0.3458017471733176,0.3470150866370836,0.0093985030028441,3.159048731719759,126.50499333699554,-22.46113949888267,-30.05639411115952,7.59525461227685,5506.0,5506.0,5506.0,5506.0,0.0,0.0,0.0,0.0,99.99999999999946,5535.467999973297,5363.587199920655,12.0,4.0,8.0,5379.0,5481.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,50.96582466567608,76.54639175257732,72.0804320014812,-23.45360824742268,0.0,0.0,0.32022135033298,0.0757912136324939,0.2444301367004861,9.64173085983783,2.352210043564097,7.289520816273733,5505.448479864254,2.372695747399156,2.3449847969921223,3.3155277214956813,-2.372701121912712,4463.56884765625,4,0.0,1.578937871536354,0.0972425929100069,-0.7260479334677825,-4.888446557920744,-0.5204169354111343,0.7736872045125125,1.8779352563114031,0.4227540594627328,-3.5026658530707806
2021-09-20,5609.0,5564.0,5380.0,5493.0,4463.56884765625,1640020,3748904.902203846,7685801,0.3418711708663153,146617926.93877554,-757307.8377092963,79307.88137325649,69929.31981593865,5494.8687880239495,81.59491044164056,979.3189516847924,5502.5,5634.359774002536,5370.640225997464,4.7927223626546525,0.4639768835042244,0.0,0.0,5478.416666666667,5692.666666666667,5264.166666666667,7.8216029570587615,0.534033450019447,0.0,0.0,5312.0,5700.0,5506.0,7.051340299863698,0.4664948453608247,0.0,0.0,18.52386803294576,7.005474087916141,11.518393945029617,5502.5,5502.5,5467.785616750114,5449.261748717168,0.717831697063868,0.5744552602164552,0.1433764368474127,0.0163648981545323,4.257211070303554,129.6716600036625,-23.023385619531737,-28.29814198825257,5.274756368720837,5506.0,5506.0,5506.0,5506.0,0.0,0.0,0.0,0.0,0.916830386378042,5535.467999973297,5363.587199920655,12.0,4.0,8.0,5379.0,5481.0,1.0,0.0,58.54574627137804,0.0,0.0,0.0,95.12442958227872,50.55432372505543,46.64948453608248,64.55333710325228,-53.350515463917525,0.0,0.0,0.3399335338829435,0.1286196776825838,0.2113138562003596,5.922563801023803,3.0662807950560387,2.8562830059677644,5502.046954104098,-2.068104831520768,-2.089789616571736,1.1788543009762398,2.0680953981784,4529.17236328125,0,-0.3333412623410794,1.578937871536354,0.0972425929100069,-0.3363716352633474,-4.888446557920744,-0.5204169354111343,0.7736872045125125,1.8779352563114031,3.363826322922023,-3.5026658530707806
2021-09-21,5469.0,5473.0,5380.0,5454.0,4529.17236328125,1294237,4514313.8806984695,6391564,0.3682124926691714,118461759.80466476,-326949.3918038196,-22256.43692101253,-43106.34487319912,5488.619107072565,71.31819231152728,972.3658406133,5492.8,5616.957319558695,5368.642680441305,4.520729666424965,0.3437466267075074,0.0,0.0,5469.866666666667,5659.866666666667,5279.866666666667,6.947152886115444,0.4582456140350874,0.0,0.0,5312.0,5700.0,5506.0,7.063792601223419,0.3659793814432989,0.0,0.0,16.052022341036718,8.814783738540257,7.237238602496461,5492.8,5492.8,5465.664752634712,5449.612730293675,0.7280231797069512,0.6765727783142338,0.0514504013927173,0.0211712499578806,5.242462695313123,139.37166000366233,-24.74563426278308,-27.58764044315868,2.842006180375595,5506.0,5506.0,5506.0,5506.0,0.0,0.0,0.0,0.0,-55.91890124264193,5535.467999973297,5363.587199920655,12.0,4.0,8.0,5379.0,5564.0,0.0,1.0,50.90522844731919,0.0,0.0,0.0,89.8692366621104,52.2167487684729,36.597938144329895,53.26460481099656,-63.402061855670105,0.0,0.0,0.2945534505930239,0.1618064322646718,0.132747018328352,1.6135308962922374,2.7757308153032785,-1.162199919011041,5488.34707092274,-0.7099945385035444,-0.7125269937086287,0.460489961318844,-1.469754760463644,4634.63720703125,1,0.8068333035151767,1.578937871536354,0.0972425929100069,0.622609483267297,-4.888446557920744,-0.5204169354111343,0.7736872045125125,1.8779352563114031,-0.4055419378035054,-3.5026658530707806
2021-09-22,5550.0,5678.0,5499.0,5581.0,4634.63720703125,2473948,4306999.802486179,8865512,0.2923165604897249,146423136.40399835,1172134.580031593,216621.76646950864,48418.50466970964,5504.970053195237,77.00690162773458,972.3658406133,5507.5,5638.525442821868,5376.474557178132,4.758073275419618,0.7804798763394566,0.0,0.0,5489.222222222223,5677.38888888889,5301.055555555556,6.8558589559338605,0.7438736344847934,0.0,0.0,5312.0,5700.0,5506.0,7.044938719927371,0.6932989690721649,0.0,0.0,24.063516202465507,11.864530231325308,12.1989859711402,5507.5,5507.5,5483.408636844756,5459.345120642291,0.8250779619525391,0.5862585344300953,0.2388194275224437,0.0288487540394144,6.232339023018823,124.67166000366252,-22.13562858692796,-26.67897180045356,4.543343213525599,5506.0,5506.0,5506.0,5506.0,0.0,0.0,0.0,0.0,113.70757180156583,5535.467999973297,5363.587199920655,12.0,4.0,8.0,5380.0,5564.0,1.0,0.0,66.31966481270948,0.0,0.0,0.0,86.1623444904087,53.02663438256658,69.3298969072165,50.85910652920962,-30.670103092783503,16.71666666666715,0.0,0.440776607279857,0.2176004672677088,0.2231761400121482,2.308483522729665,2.682281356788556,-0.3737978340588905,5514.692298388227,2.328566189952319,2.301868738289947,2.799778964818578,-2.3285676783913374,4586.47216796875,2,-0.7559786513313327,3.030308834685428,3.731338156296815,-0.5301295134782293,-2.0957135156785967,0.8569169867622719,0.779729676061379,1.7298476747187834,-0.5048765882420412,3.1936759995948734
2021-09-23,5660.0,5671.0,5505.0,5523.0,4586.47216796875,3099001,1880071.308510276,5766511,0.1054263703245823,99828108.63199864,-2678.282452958228,180071.75831576416,25401.45003028045,5515.6336868291255,61.72527217531604,972.3658406133,5509.714285714285,5631.504335909408,5387.924235519163,4.420920718553507,0.5545435126450368,0.0,0.0,5500.238095238095,5685.238095238095,5315.238095238095,6.726981515951691,0.5615186615186635,0.0,0.0,5312.0,5700.0,5506.0,7.042107446587845,0.5438144329896907,0.0,0.0,25.43931890070689,14.579487965201626,10.859830935505268,5509.714285714285,5509.714285714285,5489.499615791717,5464.06029689101,0.8475928677411435,0.6348913975195222,0.2127014702216213,0.0359736902175648,7.213918023613118,122.4573742893772,-21.7424790439177,-25.97375854951986,4.23127950560216,5506.0,5506.0,5506.0,5506.0,0.0,0.0,0.0,0.0,71.97037037037072,5535.467999973297,5363.587199920655,12.0,4.0,8.0,5380.0,5564.0,0.0,0.0,57.448510485209205,0.0,0.0,0.0,81.26478240203937,48.04270462633452,54.381443298969074,53.43642611683848,-45.618556701030926,27.39999999999964,0.0,0.4655753692026712,0.2671954476547014,0.1983799215479698,4.933727041442112,3.132570493719267,1.801156547722845,5517.146719499061,-1.039240279519804,-1.04467808872446,1.731442254558857,1.039240762781347,4446.12890625,3,0.0094964568554445,0.5514672511058194,-1.1122300348265526,-0.0095896150714338,0.7046582504545853,3.358246557482488,-0.589387950175734,-1.4981239390316858,-2.1098468854391683,-1.0744548711475517
2021-09-27,5445.0,5577.0,5319.0,5354.0,4446.12890625,1812052,559661.3240141522,3954459,0.0284886267962654,41818837.68457027,-1993320.2799919648,-130412.81858533996,-87653.61110520118,5506.505019704935,55.462698456395074,942.6121149092176,5490.25,5643.829783825867,5336.670216174133,5.594637177755724,0.0564194824154584,0.0,0.0,5489.791666666667,5683.916666666667,5295.666666666667,7.072217373154718,0.1502468340845667,0.0,0.0,5312.0,5700.0,5506.0,7.0670734483857744,0.1082474226804123,0.0,0.0,12.745838748039205,14.212758121769143,-1.4669193737299384,5490.25,5490.25,5468.653521054529,5455.90768230649,0.7667411142323719,0.7386291107630326,0.0281120034693392,0.036275815227987,8.272562069590268,141.9216600036625,-25.198390349411014,-25.876837524506257,0.6784471750952434,5506.0,5506.0,5506.0,5506.0,0.0,0.0,0.0,0.0,-79.38931297709924,5535.467999973297,5363.587199920655,12.0,32.0,-20.0,5380.0,5678.0,0.0,1.0,40.46408308113269,0.0,0.0,0.0,71.85827631909662,45.45364115454459,10.824742268041238,44.84536082474227,-89.17525773195877,15.037500000000364,0.0,0.233615366868724,0.2604794314975059,-0.0268640646287818,2.544794841983412,3.015015363372096,-0.4702205213886841,5470.155432292083,-3.059931196813326,-3.107724582089056,-1.381469883956532,3.059939242603207,4408.76025390625,0,-0.4223839267695979,-1.149428104206763,-2.9024667307135417,-0.2409715732224953,1.4990651111957618,1.5086474545275763,-0.3944786385463885,-1.992612791380324,-1.473948535876218,-2.2321494025025856
2021-09-28,5354.0,5369.0,5241.0,5309.0,4408.76025390625,2434719,711831.2615141522,1519740,0.0322390296104227,20192953.015345942,-751791.0691131091,-208085.0999013111,-75911.18938884366,5484.432272115895,48.928499673748085,942.6121149092176,5470.111111111111,5654.351158499643,5285.87106372258,6.736245156494023,0.0627684822199524,0.0,0.0,5469.407407407407,5656.185185185185,5282.62962962963,6.82990912415185,0.0705929010509618,0.0,0.0,5241.0,5700.0,5470.5,8.39105441693242,0.1481481481481481,0.0,0.0,-0.9341908729747956,11.183368322820357,-12.117559195795153,5470.111111111111,5470.111111111111,5444.091440892294,5445.025631765268,0.7419529538379128,0.8629515271563789,-0.120998573318466,0.0303124791976849,9.26314619471461,162.0605488925512,-28.77407839739849,-26.19875317704984,-2.575325220348656,5470.5,5470.5,5470.5,5470.5,0.0,0.0,0.0,0.0,-154.63591664715503,5535.467999973297,5363.587199920655,12.0,36.0,-24.0,5380.0,5671.0,0.0,0.0,37.30172163557524,0.0,0.0,0.0,63.48258334712019,45.02412123491809,14.814814814814817,26.67366679394171,-85.18518518518519,2.144444444444161,0.0,-0.0171567764075324,0.2049521899164982,-0.2221089663240306,2.76869269698337,2.965750830094351,-0.197058133110981,5425.268714405345,-0.8404930892790485,-0.8440451496626977,-2.210351814330447,0.840476133996475,4581.4892578125,1,-0.2406076323230479,1.515158416493108,1.0823177301443965,-0.048078459224925,-1.3633426367332504,-2.61754142071348,0.1964692879830352,-0.8321399839340415,0.0968269710149627,-2.285285108672284
2021-09-29,5500.0,5531.0,5352.0,5517.0,4581.4892578125,1758067,2194893.367659404,3277807,0.092075920710995,69547950.58458224,1389793.4492826497,-30543.03888087104,48415.22791904809,5483.122040487547,53.04377733268771,979.542482191402,5474.8,5651.835137755193,5297.764862244808,6.46727324304787,0.6191853790583505,0.0,0.0,5469.133333333333,5655.133333333333,5283.133333333333,6.801808939868597,0.6286738351254484,0.0,0.0,5241.0,5700.0,5470.5,8.38386790385037,0.6013071895424836,201.3,0.0,4.9510758441565486,9.936909827087597,-4.985833982931046,5474.8,5474.8,5455.308142293479,5450.357066449323,0.7998441306624774,0.7822854495734108,0.0175586810890665,0.0278249444003456,10.255605059804555,157.37166000366233,-27.94155958015672,-25.29521379719976,-2.64634578295696,5470.5,5470.5,5470.5,5470.5,0.0,0.0,0.0,0.0,-2.589948201035537,5535.467999973297,5363.587199920655,12.0,36.0,-24.0,5380.0,5653.8,0.0,0.0,54.86165719845214,0.0,0.0,0.0,58.66198314444095,48.41216527539014,60.130718954248366,28.590092012368142,-39.869281045751634,7.899999999999636,0.0,0.0908394768231573,0.18212964729783,-0.0912901704746727,0.554841290729556,2.483568922221392,-1.928727631491836,5444.234332682267,3.917875306084007,3.843074068876007,1.620924663842338,-3.9178588527967406,4625.5029296875,2,0.5568917027290894,3.269217598310931,-0.9946927149960914,0.2883321297041306,2.7212932489260595,-0.3401006543907527,0.590548196011639,-0.4305672876848945,-0.161553897825442,0.0
