Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,ssx_000651.SZ_2021-09-15_2023-09-15_Close_percent,ssx_688981.SS_2021-09-15_2023-09-15_Close_percent,ssx_600050.SS_2021-09-15_2023-09-15_Close_percent,jpx_8766.T_2021-09-15_2023-09-15_Close_percent,ssx_300274.SZ_2021-09-15_2023-09-15_Close_percent,ssx_300122.SZ_2021-09-15_2023-09-15_Close_percent,asx_XRO.AX_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,jpx_8308.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,5512.0,5546.0,5456.0,5496.0,5012.5771484375,671712,-74634.66666666666,671712,-0.111111111111111,0.0,0.0,0.0,50888.325841252285,5499.333333333333,50.0,1000.0,5496.0,5496.0,5496.0,0.0,0.0,0.0,0.0,5499.333333333333,5589.333333333333,5409.333333333333,3.273124015032125,0.4814814814814832,0.0,0.0,5456.0,5546.0,5501.0,1.6375545851528384,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,5496.0,5496.0,5496.0,5496.0,0.0,0.0,0.0,5.828139423768206,1.0,-387.4340000000002,75.84006940499549,75.84006940499549,0.0,5501.0,5501.0,5501.0,5501.0,0.0,0.0,0.0,0.0,0.0,5155.9455,5233.561,4.0,4.0,0.0,5460.0,5546.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,44.44444444444444,-55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5496.0,7.584006940499544,0.0,0.0,-0.0,4979.74365234375,2,0.383450506896145,0.0072020114462687,-0.0108236981398541,0.0755533860010003,0.1215047194765282,-0.1475155753877406,-0.0986984902640162,-0.0027976392910256,-0.0232737694680932,0.1674830195060067
2021-09-16,5575.0,5553.0,5446.0,5460.0,4979.74365234375,964715,-786900.8816199376,-293003,-0.4808652519299288,-34729740.0,-16637.037881654167,-16637.037881654167,44623.59081370545,5491.66950537156,0.0,1000.0,5478.0,5514.0,5442.0,1.3143483023001097,0.25,0.0,0.0,5492.833333333333,5591.333333333333,5394.333333333333,3.586491488909792,0.3333333333333348,0.0,0.0,5446.0,5553.0,5499.5,1.9532676159182183,0.1308411214953271,0.0,0.0,-2.8717948717949184,-0.5743589743589838,-2.2974358974359346,5478.0,5478.0,5490.461538461538,5493.333333333333,0.1781666831975959,0.1836769929872123,-0.0055103097896163,-0.0012793395196506,2.029995588883988,-369.4340000000002,72.31657572790489,74.0783225664502,-1.7617468385453066,5499.5,5499.5,5499.5,5499.5,0.0,0.0,0.0,0.0,-66.66666666666667,5155.9455,5233.561,4.0,8.0,-4.0,5460.0,5546.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,7.106598984771575,13.08411214953271,28.76427829698858,-86.91588785046729,0.0,0.0,-0.0522778192681113,-0.0104555638536222,-0.0418222554144891,3.3707703869431374,0.6741540773886275,2.6966163095545097,5483.425982851487,-0.6550218340611313,-0.6571765163235099,-0.6550218340611313,-0.6550222594376436,5065.47607421875,3,0.383450506896145,-2.0005259699061213,-2.2178850008216955,-1.1848140833159562,0.3508781672516221,-8.146959245028484,-1.957951202834593,1.385058574443519,-0.761694781764561,0.0666515731605272
2021-09-17,5460.0,5686.0,5460.0,5554.0,5065.47607421875,4643631,-1567688.394894274,4350628,-0.2496296045186643,32588982.0,357715.7616528962,170539.361885621,73626.20171793272,5547.124270773719,83.00463007580123,1000.0,5503.333333333333,5580.781523901107,5425.885142765559,2.8145920254793686,0.8271003899202086,0.0,0.0,5517.444444444444,5658.444444444444,5376.444444444444,5.111061884527861,0.62962962962963,0.0,0.0,5446.0,5686.0,5566.0,4.360993337371291,0.45,0.0,0.0,2.4095258967045083,0.0224179998537146,2.387107896850793,5503.333333333333,5503.333333333333,5500.236686390532,5497.827160493827,0.4374157942146893,0.2505081551437241,0.1869076390709652,-1.776883176327936e-05,3.272329419482363,-394.7673333333332,77.27556682899537,75.14407065396524,2.1314961750301222,5566.0,5566.0,5566.0,5566.0,0.0,0.0,0.0,0.0,100.0,5155.9455,5233.561,12.0,8.0,4.0,5460.0,5546.0,0.0,1.0,73.76681614349775,0.0,0.0,0.0,-94.36112777444512,25.53191489361702,45.0,34.17618553132572,-55.0,0.0,0.0,0.0438268760796779,0.0004009241330377,0.0434259519466402,33.96410849621505,7.332144961153912,26.631963535061136,5512.127003897541,1.7216117216117155,1.7069599127793822,1.055312954876264,1.7216231971027156,4997.984375,4,0.383450506896145,0.1308614214756716,0.979860115308938,-0.4796285603511592,0.6826481795192052,-1.9920876082399133,6.507175957530563,1.6910956729860942,-0.1096437851641667,-0.4663455592147301
2021-09-20,5677.0,5554.0,5448.0,5480.0,4997.984375,823950,-1894159.1496112552,3526678,-0.2666324629154774,19223084.571428567,-926269.7979246312,-195063.6913844631,68967.20773979352,5540.962714803624,72.47046835492353,986.6762693554195,5497.5,5567.549982155601,5427.450017844399,2.548430455865443,0.3750891901647639,0.0,0.0,5511.583333333333,5643.833333333333,5379.333333333333,4.79898395802779,0.3805923125393836,0.0,0.0,5446.0,5686.0,5566.0,4.365620736698499,0.1416666666666666,0.0,0.0,0.6167199358797006,0.1412783870589118,0.4754415488207887,5497.5,5497.5,5497.123350022757,5496.5066300868775,0.4917654951770469,0.4917654951770469,0.0,0.0002620903150787,4.436129374971506,-388.9340000000002,76.13369387808639,75.39147645999553,0.7422174180908598,5566.0,5566.0,5566.0,5566.0,0.0,0.0,0.0,0.0,-42.56177508824928,5155.9455,5233.561,12.0,8.0,4.0,5460.0,5546.0,1.0,0.0,45.38412563667232,0.0,0.0,0.0,-90.20612920860532,26.46502835538752,14.166666666666666,24.08359293873313,-85.83333333333333,0.0,0.0,0.0112202163553098,0.0025647825774921,0.0086554337778176,27.76570051553824,11.418856072030778,16.34684444350746,5498.043681222626,-1.3323730644580478,-1.3413287924683104,-0.2911208151382793,-1.3323861021130057,5101.04541015625,0,0.383450506896145,0.1308614214756716,0.979860115308938,-0.4796285603511592,0.6826481795192052,-1.9920876082399133,6.507175957530563,-4.5258918789287605,-0.1096437851641667,-0.4663455592147301
2021-09-21,5220.0,5646.0,5497.0,5593.0,5101.04541015625,1352337,-1503887.3979334028,4879015,-0.1778413011689332,38307512.63265306,776766.4420924666,47893.84198476933,16907.69333977747,5546.992323239729,77.27661044809832,986.6762693554195,5516.6,5615.405667853621,5417.79433214638,3.5821218813624487,0.886617497050804,0.0,0.0,5525.0,5660.6,5389.4,4.908597285067887,0.750737463126843,0.0,0.0,5446.0,5686.0,5566.0,4.350505746293006,0.6125,0.0,0.0,8.219316747929952,1.75688605923312,6.462430688696832,5516.6,5516.6,5511.87360386541,5503.65428711748,0.6033955147280307,0.4681351529209522,0.1352603618070784,0.0038874777262685,5.609928174911898,-408.03400000000056,79.87251216877695,76.28768360175181,3.5848285670251414,5566.0,5566.0,5566.0,5566.0,0.0,0.0,0.0,0.0,93.82284382284377,5155.9455,5233.561,20.0,8.0,12.0,5460.0,5546.0,0.0,0.0,66.54951757236415,0.0,0.0,0.0,-81.08625389292472,36.40287769784173,61.25,40.138888888888886,-38.75,0.0,0.0,0.1493428969034098,0.0319204054426757,0.1174224914607341,25.848779603300738,14.30484077828477,11.543938825015967,5540.214054385044,2.0620437956204274,2.041071487952628,1.7649199417758332,2.06205196782453,5133.87841796875,1,0.383450506896145,0.1308614214756716,0.979860115308938,-0.4796285603511592,-0.7772427225428515,-1.9920876082399133,6.507175957530563,0.8811534144147686,-0.1096437851641667,-0.9593944871941176
2021-09-22,5599.0,5700.0,5595.0,5629.0,5133.87841796875,736873,-1763547.4074572125,5615888,-0.1918313486591107,36624643.39941691,1082954.5932609823,254905.992240012,32628.75063044786,5554.554130555807,79.27068670163372,993.0271268016552,5535.333333333333,5658.435819994741,5412.230846671925,4.447879802291026,0.8804418139996477,0.0,0.0,5544.38888888889,5674.88888888889,5413.888888888889,4.707461998617236,0.8241805023414198,0.0,0.0,5446.0,5700.0,5573.0,4.588702878477659,0.7204724409448819,0.0,0.0,16.953894686170315,4.796287784620559,12.157606901549755,5535.333333333333,5535.333333333333,5529.893049424577,5512.939154738407,0.7238345133343888,0.4689264455375427,0.254908067796846,0.0108696684220344,6.717831220781937,-426.7673333333332,83.53955558826753,77.49632893283777,6.043226655429763,5573.0,5573.0,5573.0,5573.0,0.0,0.0,0.0,0.0,126.31197973217348,5155.9455,5233.561,24.0,8.0,16.0,5448.0,5546.0,0.0,0.0,70.47510398372918,0.0,0.0,0.0,-72.58483537897841,36.03491271820449,72.04724409448819,49.15463692038495,-27.95275590551181,9.58333333333303,0.0,0.3075291457116542,0.0870421534964714,0.2204869922151828,20.156147552452463,15.475102133118307,4.681045419334154,5573.62246424298,0.6436617200071604,0.6415990642437919,2.419941775836976,0.6436525294820683,5319.93505859375,2,0.383450506896145,-1.228436489490818,-0.71878079948101,0.2409609701283983,-0.9333381166051992,0.2984270179030233,0.9878499672134212,0.7854314056021394,-0.8781592698958605,-1.0362629561688834
2021-09-23,5700.0,5857.0,5668.0,5833.0,5319.93505859375,4707810,1748628.306828502,10323698,0.1257912944876092,168591585.77092877,461679.6344797262,289368.265946631,175358.21902635257,5632.937051490005,86.8387940528682,993.0271268016552,5577.857142857143,5815.318546810178,5340.395738904108,8.514431182846696,1.0372301622400049,1.0,0.0,5578.904761904762,5717.7619047619055,5440.047619047619,4.977935590703082,1.4149519890260596,1.0,0.0,5446.0,5857.0,5651.5,7.368421052631578,0.9416058394160584,0.0,0.0,39.87752247611661,11.81253472291977,28.06498775319684,5577.857142857143,5577.857142857143,5576.524887974641,5536.647365498525,0.7942304313673104,0.4145389180171245,0.3796915133501858,0.0270261952273784,7.898029580134445,-469.2911428571433,91.86357636509796,79.54879285173209,12.314783513365882,5651.5,5651.5,5651.5,5651.5,0.0,0.0,0.0,0.0,179.28739693757285,5155.9455,5233.561,28.000000000000004,8.0,20.000000000000004,5463.12,5546.0,0.0,0.0,82.79602723714606,0.0,0.0,0.0,-57.485563035524464,47.864077669902905,94.16058394160584,75.81927601203135,-5.839416058394161,31.671428571428805,0.0,0.720246745794438,0.2136830719560647,0.5065636738383732,36.9318236246407,19.76644643142279,17.16537719321791,5670.191110392472,3.624089536329711,3.559964128961113,6.131732168850079,3.6240951864733546,5135.703125,3,0.383450506896145,0.8467907349628376,0.1447996942166298,0.2403998427096496,-0.9333381166051992,4.133507682112267,-0.2492209837542276,2.83506956510864,-0.0,-1.0362629561688834
2021-09-27,5900.0,5854.0,5629.0,5631.0,5135.703125,746333,1015563.4490507244,9577365,0.0693342267628089,122970035.51793896,-633095.4145133606,157587.7401666322,144769.32709042655,5636.591920028006,82.1508748030936,958.6380509206446,5584.5,5809.38886144049,5359.61113855951,8.054037476604513,0.6033843999701712,0.0,0.0,5594.625,5744.25,5445.0,5.348883973456666,0.6215538847117794,0.0,0.0,5446.0,5857.0,5651.5,7.35965619124362,0.4501216545012165,0.0,0.0,41.26922490441029,17.703872759217873,23.56535214519242,5584.5,5584.5,5584.905674440081,5543.636449535671,0.7987848485491446,0.4986164796802863,0.3001683688688582,0.0413954094939975,9.153794433882338,-475.9340000000002,93.1639133173576,81.25068290993528,11.91323040742232,5651.5,5651.5,5651.5,5651.5,0.0,0.0,0.0,0.0,84.2928386195893,5155.9455,5233.561,28.000000000000004,8.0,20.000000000000004,5494.6304,5546.0,0.0,0.0,57.29825827103109,0.0,0.0,0.0,-49.24320260405303,41.18339639602228,45.01216545012166,70.40666449540522,-54.98783454987834,45.11250000000018,0.0,0.7444432058286752,0.3198350987305869,0.4246081070980882,28.87438187178977,21.588033519496182,7.286348352293587,5658.52148315806,-3.4630550317161,-3.5244401499019418,2.4563318777292675,-3.4630485441010137,5048.14697265625,0,0.383450506896145,1.3980333106203062,1.1472963015931723,-1.2077211076339438,0.1297755019260336,5.235052229164353,1.9159706971306176,0.0533808191507176,-0.0,4.068999674678608
2021-09-28,5660.0,5662.0,5463.0,5535.0,5048.14697265625,737285,811791.2128698197,8840080,0.0527663238315538,95291550.4439477,-4831374.5702136895,-466032.548630908,-38415.51228076874,5632.601883007253,78.09649788728882,942.2947277296691,5579.0,5793.297819763887,5364.702180236113,7.682302196231825,0.397339132874802,0.0,0.0,5590.037037037037,5745.148148148149,5434.925925925926,5.549555757266572,0.3225883476599799,0.0,0.0,5446.0,5857.0,5651.5,7.366911632909123,0.2165450121654501,0.0,0.0,34.23116583934825,21.00933137524395,13.2218344641043,5579.0,5579.0,5577.227878372377,5542.996712533029,0.7288637829640163,0.6605848451844474,0.0682789377795689,0.0504519328115027,10.403985238361953,-470.4340000000002,92.0872902493577,82.45475039209333,9.632539857264362,5651.5,5651.5,5651.5,5651.5,0.0,0.0,0.0,0.0,-30.426773104084013,5155.9455,5233.561,28.000000000000004,8.0,20.000000000000004,5494.6304,5857.0,0.0,1.0,49.49682230692368,0.0,0.0,0.0,-44.75388666997135,41.85173755989841,21.65450121654501,53.60908353609083,-78.34549878345499,61.54444444444471,0.0,0.6175570294304821,0.379379484870566,0.238177544559916,21.91684892626559,21.653796600850068,0.2630523254155221,5625.749488170967,-1.7048481619605704,-1.7195480111880102,0.7096069868995691,-1.7048522901866503,5127.49462890625,1,0.383450506896145,-0.8584555428180067,-1.152581540201112,0.4889978100610079,-0.2916340623661284,-3.065990352629967,-2.3653015285658228,-6.402128069425814,0.1108593400830955,0.1912369960947302
2021-09-29,5525.0,5655.0,5525.0,5622.0,5127.49462890625,891800,1250831.2128698195,9731880,0.0768491606134299,92762271.80909804,400874.6355685131,-369709.52816430567,1447.8628036147184,5630.852125969842,79.34030729813287,942.2947277296691,5583.3,5788.231305563596,5378.368694436404,7.340866711930068,0.5944218841859429,0.0,0.0,5591.1,5743.7,5438.5,5.458675394823913,0.6012450851900397,0.0,0.0,5446.0,5857.0,5651.5,7.3612379775401635,0.4282238442822384,158.4,0.0,35.26708918336681,23.86088293686852,11.406206246498286,5583.3,5583.3,5584.115897084319,5548.848807900952,0.779213786233441,0.6870542819480241,0.0921595042854168,0.0585483029425644,11.559036513727502,-474.7340000000004,92.92901373888488,84.3535219847477,8.57549175413719,5651.5,5651.5,5651.5,5651.5,0.0,0.0,0.0,0.0,8.659184166063168,5155.9455,5233.561,28.000000000000004,8.0,20.000000000000004,5494.6304,5854.0,0.0,0.0,55.420615619756624,0.0,0.0,0.0,-39.08942268168538,45.33093951698603,42.82238442822384,36.496350364963504,-57.17761557177616,65.80000000000018,0.0,0.6355748805617183,0.4306185640087965,0.2049563165529218,16.882207232498434,20.69947872717974,-3.8172714946813073,5624.806463240498,1.571815718157188,1.5595906323738973,2.2925764192139653,1.5718174744078084,5198.6337890625,2,0.383450506896145,3.122532065210251,2.794747677856805,-0.2433121818763197,-1.242955855871671,2.9116044528597627,-1.83740774332081,-1.7812610554189234,-0.1107365782432339,-1.1930618946151412
