Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_IPL.AX_2021-09-15_2023-09-15_Close_percent,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,ssx_600188.SS_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,ssx_601225.SS_2021-09-15_2023-09-15_Close_percent,ssx_601088.SS_2021-09-15_2023-09-15_Close_percent,jpx_9101.T_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent
2023-05-26,1433.0,1436.0,1410.0,1434.0,1403.746826171875,4602465,4155693.918682688,41126959,-0.2042684708956973,-66079715.070321634,-15252.696109584756,-16077.293832254423,-186084.48830865044,1509.6825208261855,12.526720132832835,956.1963360060512,1547.1,1674.531393306351,1419.6686066936488,16.473581967080484,0.0562318002436724,0.0,0.0,1501.0833333333337,1543.7333333333331,1458.4333333333334,5.682562593682337,-0.2864400156311067,0.0,1.0,1410.0,1633.0,1521.5,14.41406502488527,0.1076233183856502,38.6601057135984,6.619622924508374,-21.012171710576467,-1.5280277884309,-19.484143922145567,1511.5833333333333,1541.9615384615386,1494.0282377871,1515.0404094976764,0.6928635953026197,1.3306233062330624,-0.6377597109304427,0.0137734595972804,25.38334046260001,51.90000000000009,2.632539445591606,47.58991756853884,-44.95737812294723,1501.25,1521.5,1511.375,1505.5,0.0976561694039556,27.80836717788444,10.129964396653907,27.90314104415413,-150.0237137218304,1465.75,1471.0,52.0,96.0,-44.0,1581.1029850956827,1512.3969262073692,0.0,0.0,31.53498441293999,0.0531102577029285,0.0691582592426064,0.0573559797530667,-19.946474482184325,32.61655157774522,10.762331838565023,8.301434418375516,-89.23766816143498,-68.28970588235302,-10.93167701863354,-1.3869050342718725,-0.1078727707306204,-1.279032263541252,20.35778976057193,14.805752455716425,5.552037304855505,1460.7482975931284,0.5610098176718203,0.5594420185324189,-13.353474320241688,-0.5610152387248633,1404.7257080078125,4,-3.061223201173874,0.0,4.692252956657697,-1.1253701875616997,4.424305267476228,2.495839173332669,1.197301854974711,0.0,4.751872260258892,0.6738570110613438
2023-05-29,1434.0,1435.0,1415.0,1435.0,1404.7257080078125,3776613,7932306.918682689,44903572,-0.1720344313487596,-56100239.63170426,1059.1500903057847,-17508.855176266927,28453.901843820968,1498.6692757389008,13.904371249777768,956.8631395876452,1539.1,1673.4024943923157,1404.797505607684,17.452081657113354,0.1124420455814108,0.0,0.0,1485.2833333333333,1526.3333333333337,1444.2333333333331,5.527564886609746,-0.1124644742184328,0.0,1.0,1410.0,1633.0,1521.5,14.4889870703658,0.1121076233183856,36.79409514223856,7.228985764762201,-24.16451984038804,-6.055326198822328,-18.10919364156571,1497.9166666666667,1539.8076923076924,1484.9469704352382,1509.1114902756262,0.6651075771749299,1.3704396632366698,-0.7053320860617399,-0.0307095167913389,25.330540470313085,52.90000000000009,-10.447329143467412,37.78623574827431,-48.23356489174172,1495.0,1521.5,1508.25,1505.5,0.0488280847019778,29.15996993740459,9.738257047406345,26.824177191359468,-124.8989564961788,1463.75,1471.0,48.0,92.0,-44.0,1581.1029850956827,1491.9175409658951,0.0,0.0,31.84465337395245,0.0599871592852462,0.0376991389960581,0.0527707460823205,-22.8241398511737,41.1101376034377,11.904761904761903,7.7159543246987,-88.0952380952381,-80.27500000000009,-10.256410256410255,-1.6012415249700735,-0.4065465215785111,-1.1946950033915624,17.876545988063842,15.419911162185908,2.4566348258779342,1454.924160252814,0.0697350069734925,0.0697107034156374,-13.293051359516618,-0.0697335030567387,1344.03369140625,0,0.3300328684995293,-0.2747252747252702,2.813295670142111,-8.199921905505661,1.9520389304973087,-0.5119522535280652,-2.884451271548045,0.1555171432603543,-1.2057481410313642,-3.799188794520703
2023-05-30,1431.0,1422.0,1360.0,1373.0,1344.03369140625,6200305,4332129.821908494,38703267,-0.2107585878220176,-103002906.82717508,-33998.32750163096,-19320.96600307555,-265254.12082136667,1480.6798363441535,13.18073512228655,956.8631395876452,1528.0,1677.79052039431,1378.20947960569,19.60608905684684,-0.0173892165938694,0.0,1.0,1466.2666666666669,1510.5666666666668,1421.9666666666667,6.042557061016649,-0.5526711813393523,0.0,1.0,1360.0,1633.0,1496.5,17.86649214659686,0.0476190476190476,40.61468562801471,8.156419672142125,-31.304798063569024,-11.105220571771667,-20.19957749179736,1479.6666666666667,1534.923076923077,1467.7243595990478,1499.0291576626169,0.5796726959517657,1.318690783807063,-0.7390180878552972,-0.0797706941164342,25.40786637305744,49.0,-26.443358043137767,26.50299636495573,-52.9463544080935,1470.0,1496.5,1483.25,1496.5,0.0244140423509889,31.322536420540647,8.422932114651301,33.10606648398486,-146.11381260130588,1463.75,1471.0,44.0,100.0,-56.0,1581.1029850956827,1475.5340327727165,0.0,0.0,24.458280078648727,0.0,0.0376991389960581,0.0481855124115742,-28.394250413265592,33.59496466546944,5.019305019305019,9.228799587543962,-94.98069498069498,-92.65735294117668,-13.756281407035177,-2.0883381689774128,-0.7429048510582914,-1.3454333179191214,20.23986678871722,16.38390228749217,3.855964501225049,1433.1488286419683,-4.3205574912892,-4.416672242575093,-17.039274924471304,4.320559968083458,1343.0548095703125,1,0.0,-0.2739726027397324,1.677634709046643,0.5774088776614974,1.2514156098066709,0.9507653961975108,0.4644990046449919,-2.647976234792836,-0.3497646762444333,0.392159600449105
2023-05-31,1370.0,1406.0,1370.0,1372.0,1343.0548095703125,8117741,-2883639.9558692826,30585526,-0.2839162293435434,-89447883.13757865,-1330.4193863785504,-19075.53959089559,-273800.15366792626,1463.6425522841726,12.022511678798637,956.8631395876452,1517.1,1678.5322148767036,1355.6677851232962,21.281684117949208,0.0505853645419465,0.0,0.0,1449.6,1493.2,1406.0,6.01545253863135,-0.3899082568807337,0.0,1.0,1360.0,1633.0,1496.5,17.994858611825194,0.0439560439560439,40.153217065213234,8.95178012220536,-36.62205538300077,-16.20858753401749,-20.41346784898328,1462.5833333333333,1529.423076923077,1452.997535045348,1489.6195904283488,0.6075407026563839,1.3427592116538132,-0.7352185089974292,-0.1298426290659009,25.39551163031173,52.90000000000009,-40.854764645228144,14.218391180484502,-55.07315582571265,1437.5,1496.5,1467.0,1496.5,0.0122070211754944,33.33063386916699,7.873226130692319,30.9454646170964,-129.43382956277117,1466.25,1471.0,40.0,100.0,-60.0,1581.1029850956827,1452.427226218173,0.0,0.0,24.360135251264097,0.0,0.0199957197617486,0.0317979992512882,-32.54732977122895,32.65649722142478,4.819277108433735,7.247781344166867,-95.18072289156626,-105.09264705882332,-12.999365884590995,-2.458483737614506,-1.0860206283695344,-1.3724631092449715,24.594516564527105,18.02602514289916,6.568491421627947,1417.8382281395563,-0.0728332119446451,-0.0728597482140713,-17.099697885196374,0.0728316441913961,1347.9493408203125,2,1.9867541527174524,0.546448087431699,9.233863685507572,0.6352087114337621,3.456226815908422,3.222490560307449,0.9166666666666714,-0.9104695203380118,1.829866408724854,1.4435650699379892
2023-06-01,1370.0,1399.0,1360.0,1377.0,1347.9493408203125,2449748,-3197710.212279539,33035274,-0.265758665636605,-74919794.11792457,-13532.004108177656,-19134.68974595301,3015.2415535770024,1456.6595130351975,11.942050610166676,960.3502501546556,1506.5,1675.3271305211292,1337.6728694788708,22.41316037452761,0.1164715955301014,0.0,0.0,1435.4666666666667,1473.4666666666667,1397.4666666666667,5.294445476500092,-0.2692982456140355,0.0,1.0,1360.0,1633.0,1496.5,18.12147361433787,0.0622710622710622,40.03789535869191,9.567325839194824,-39.97179196793468,-20.96122842080093,-19.01056354713375,1446.5,1522.7692307692307,1441.3056065768328,1481.2773985447675,0.6077116512992456,1.326906957250629,-0.719195305951383,-0.1776568297010061,25.419848712426766,38.5,-52.77511555588331,1.396255641764488,-54.1713711976478,1437.5,1496.5,1467.0,1496.5,0.0061035105877472,35.33403899933237,7.316171449587702,30.570159435560328,-117.46599590087555,1479.75,1471.0,36.0,96.0,-60.0,1581.1029850956827,1433.9417809745385,0.0,0.0,25.95992546790778,0.0459421686796627,0.0153140562265541,0.0243363049947869,-35.2554008511738,35.3724060369122,6.827309236947791,5.5552971215621625,-93.1726907630522,-116.42794117647054,-12.292993630573248,-2.698467687902594,-1.4085100402761466,-1.2899576476264474,18.24560983988265,18.069942082295857,0.1756677575867975,1410.2600795266758,0.3644314868804565,0.3637690442824137,-16.797583081571,-0.3644327256879336,1370.464111328125,3,-0.337837696585936,1.098901098901095,0.4423117138770323,-4.566210045662103,0.1193357987026075,0.9210094997733904,-1.160639192598822,-2.105261119967849,-2.318877211777476,0.7989403167519242
2023-06-02,1370.0,1400.0,1368.0,1400.0,1370.464111328125,4650827,1453116.787720461,37686101,-0.2591199331958362,-48935677.67250678,3096.2235318578823,-18624.31313799024,86610.31173951062,1446.3791730908345,18.623874333634618,960.3502501546556,1496.05,1664.0767538221176,1328.0232461778824,22.462719002990223,0.2141824209087447,0.0,0.0,1425.2,1463.0,1387.4,5.304518664047145,0.1666666666666656,0.0,0.0,1360.0,1633.0,1496.5,18.248053206777847,0.1465201465201465,39.23410582282272,9.980398792948034,-40.30595263170972,-24.83017326298269,-15.475779368727023,1434.4166666666667,1517.423076923077,1434.950897872705,1475.2568505044144,0.6320675105485232,1.330801687763713,-0.6987341772151898,-0.2187366093443436,25.44802124960109,-1.0499999999999543,-62.99294562895616,-11.461868393870487,-51.53107723508568,1423.0,1496.5,1459.75,1496.5,0.0030517552938736,37.13520586012884,7.069559739205462,28.771388042945755,-97.8561357151582,1485.75,1471.0,32.0,92.0,-60.0,1581.1029850956827,1419.1534247796308,0.0,0.0,32.98171953780718,0.269020999394425,0.1049877226913624,0.0467658328932217,-35.22512581093118,38.39967449424803,17.204301075268816,9.616962473550094,-82.79569892473118,-121.44852941176464,-9.385113268608414,-2.7321311958611445,-1.673234271393146,-1.0588969244679984,16.771038092897182,17.81016128441612,-1.0391231915189394,1409.0721486186685,1.6702977487291104,1.656501687469536,-15.407854984894264,-1.6702979723340974,1403.746826171875,4,-1.0101005891940955,0.0,-2.221395213779502,-4.296943231441048,-1.4934314877609296,-1.0368256930073445,-0.0665114732291272,1.6200314305213084,-0.5638653612917608,-2.416111540726817
2023-06-05,1402.0,1437.0,1399.0,1434.0,1403.746826171875,2466607,3530259.524562566,40152708,-0.2357882689026182,-29964204.005005818,52379.64539953061,-13653.135456956845,137585.97153542898,1440.9478212772924,22.42624198493689,983.6730419441258,1487.4,1649.393086272219,1325.406913727781,21.78204736751633,0.3351781510284185,0.0,0.0,1418.9,1456.0,1381.8,5.229403058707453,0.7035040431266848,0.0,0.0,1360.0,1633.0,1496.5,18.35417507059298,0.271062271062271,39.11069524054045,10.141713688476267,-37.39618161179874,-27.343374932745903,-10.052806679052836,1429.3333333333333,1512.8076923076924,1434.8046058922887,1472.2007875040874,0.7054908485856906,1.2371048252911814,-0.5316139767054908,-0.2488545347144447,25.40073706806169,10.599999999999907,-69.2343537625847,-23.74568678471256,-45.48866697787215,1421.5,1496.5,1459.0,1496.5,0.0015258776469368,36.861289089383725,13.38887595385142,26.75790197752817,-62.17516768956349,1485.75,1471.0,28.000000000000004,88.0,-60.0,1360.0,1419.1534247796308,1.0,0.0,41.77281155833698,0.743098097053173,0.3526870883757534,0.1576629557645566,-32.144772196724496,47.80912429497336,33.63636363636363,19.22265798286006,-66.36363636363636,-120.95147058823544,-4.080267558528428,-2.540154979484748,-1.8466184130114665,-0.6935365664732811,11.527543407269526,16.553637708986802,-5.026094301717276,1409.809983045032,2.4285714285714244,2.399550555621577,-13.353474320241688,-2.4285725228875634,1420.38818359375,0,-0.6666663916460891,-6.0111151801215215,-0.941695887693058,-0.8541282867191455,-2.295466750780065,-1.0615706413821755,-2.6586905948820174,0.8982027593025208,-2.490840242827659,-2.8833523839045228
2023-06-06,1434.0,1528.0,1428.0,1451.0,1420.38818359375,3910538,1418569.004562566,44063246,-0.2492206141080588,-16186582.575719276,153431.573865284,1483.0291311834133,106262.54995616656,1439.446305527573,27.800120239173538,983.6730419441258,1479.55,1632.3616160506087,1326.7383839493912,20.656499077504485,0.4065843267093496,0.0,0.0,1419.4333333333334,1463.0333333333333,1375.8333333333337,6.143296620717174,0.8620030581039756,0.0,0.0,1360.0,1620.0,1490.0,17.57291068230205,0.35,45.1996257164864,10.118954904528533,-33.33415381429813,-28.54153070905636,-4.7926231052417805,1425.4166666666667,1507.2692307692307,1437.2962049857829,1470.630358800081,0.8252279635258358,1.0486322188449848,-0.2234042553191489,-0.2677098864503032,25.594895148798777,-5.5499999999999545,-73.21973968847624,-35.22327350597277,-37.99646618250347,1444.0,1496.5,1470.25,1496.5,1.8700653144722623,34.80264523356038,26.23394257923149,22.329322468070668,-14.590673924116652,1503.25,1478.5,24.0,84.0,-60.0,1361.54,1419.1534247796308,0.0,0.0,45.61421263278762,1.0,0.6707063654825324,0.3761270588498828,-28.3394982492162,40.19298426351421,41.36363636363637,30.734767025089585,-58.63636363636363,-103.41911764705878,-3.1375166889185584,-2.266657533270032,-1.93062623706318,-0.3360312962068521,9.90549540125498,15.224009247440438,-5.318513846185457,1410.02762505157,1.1854951185495066,1.1785231724622314,-12.32628398791541,-1.1854956400690355,1426.2615966796875,1,2.317879844837023,1.3520604402194607,-0.2870486128263678,-0.9797409498505516,-2.013806223334868,-2.6260492357406378,0.84169634185821,4.078549631329963,0.8942725683582893,0.8917158684665623
2023-06-07,1440.0,1458.0,1429.0,1457.0,1426.2615966796875,3413097,4596280.004562566,47476343,-0.2178207368480243,-10948701.922045097,-29313.55305753104,1437.2362506856714,60472.66370136693,1431.90797378629,29.216965826534945,987.7406079342462,1471.9,1612.6677519888656,1331.1322480111346,19.12735267190237,0.4470759467652127,0.0,0.0,1417.3,1460.5,1374.1,6.096098214915691,0.9594907407407408,0.0,0.0,1360.0,1619.0,1489.5,17.5963040967457,0.3745173745173745,43.57966314483777,9.964136199626994,-29.293144527774302,-28.69185347279994,-0.6012910549743609,1424.0,1501.9615384615386,1440.3275580648933,1469.6207025926676,0.8834459459459459,1.1841216216216215,-0.3006756756756757,-0.2769198949742649,25.69798504717866,-17.90000000000009,-76.61306031672137,-45.5497919265404,-31.06326839018098,1444.0,1496.5,1470.25,1496.5,36.02633330241616,32.89104736743871,24.944590717519446,21.231875776326827,-30.55138819432861,1513.5,1493.5,20.0,80.0,-60.0,1368.1984,1419.1534247796308,0.0,0.0,46.944606952279216,1.0,0.9143660323510576,0.6459198287364477,-24.905162577191938,42.915466401559065,57.73809523809524,44.246031746031726,-42.26190476190476,-91.3779411764706,-1.1533242876526455,-1.993245228248084,-1.9431500353001605,-0.0500951929479229,7.563201957791375,13.691847789510629,-6.128645831719251,1410.6720730604695,0.4135079255685792,0.4126553311016856,-11.963746223564954,-0.4135075998081845,1440.945068359375,2,4.74576072090818,0.0,0.9660201921084592,1.332017760236809,0.7896186217136147,-0.0341241768446138,1.0447273914463011,0.1574764125174681,-4.670914722318358,-0.1285315138175775
2023-06-08,1457.0,1487.0,1450.0,1472.0,1440.945068359375,3619581,5281065.599157161,51095924,-0.199981721501488,-1628356.6474672258,25555.444124610007,7669.335329677927,51377.47258724368,1431.7936269606523,34.41615328925067,987.7406079342462,1465.55,1593.7037748175949,1337.396225182405,17.48883010713997,0.5251650800344372,0.0,0.0,1420.0666666666666,1461.9666666666667,1378.1666666666663,5.901131402281596,1.119729514717581,1.0,0.0,1360.0,1609.0,1484.5,16.990208454163966,0.4497991967871486,42.92169683035399,9.78929559548956,-24.59670540553748,-27.87282385934745,3.276118453809975,1425.5,1497.423076923077,1445.2002414395251,1469.7969468450626,0.9411764705882352,1.0100840336134451,-0.06890756302521,-0.2767814092649808,25.81433404640336,9.450000000000044,-75.05766009517222,-54.1820363199586,-20.875623775213622,1444.0,1496.5,1470.25,1496.5,68.01316665120808,31.791473755948257,28.32471133410512,19.88878736388179,0.9695807362422116,1514.0,1496.5,16.0,76.0,-60.0,1374.590464,1419.1534247796308,0.0,0.0,50.222910424595966,1.0,1.0,0.8616907992778633,-21.009992414528632,47.06983306380844,66.66666666666667,55.25613275613275,-33.333333333333336,-73.5779411764704,1.237964236588721,-1.6734764253208314,-1.8892153133042948,0.2157388879834634,6.0325997927305375,12.15999819015461,-6.127398397424073,1413.792173332456,1.029512697323276,1.0242493093616467,-11.057401812688816,-1.0295076102357683,1424.3037109375,3,-1.067615188158996,-5.716104012346435,-2.565031184403935,1.4666666666666686,-1.2507103108076765,-0.9549809475745406,-2.1445067634444115,1.8927501499705528,1.0243429532055757,0.6418509753492998
