Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_601088.SS_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,ssx_600019.SS_2021-09-15_2023-09-15_Close_percent,ssx_600018.SS_2021-09-15_2023-09-15_Close_percent,jpx_8801.T_2021-09-15_2023-09-15_Close_percent,ssx_601988.SS_2021-09-15_2023-09-15_Close_percent,ssx_600188.SS_2021-09-15_2023-09-15_Close_percent,ssx_601225.SS_2021-09-15_2023-09-15_Close_percent,jpx_6502.T_2021-09-15_2023-09-15_Close_percent,jpx_7741.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,247.0,255.0,245.0,255.0,255.0,2662742,2662742.0,2662742,1.0,0.0,0.0,0.0,-1007464.9807124828,251.66666666666663,50.0,1000.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,251.66666666666663,261.6666666666667,241.66666666666663,7.94701986754968,0.6666666666666662,0.0,0.0,245.0,255.0,250.0,3.92156862745098,1.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,-36.32104716938598,1.0,159.27999999999997,-384.4742686106015,-384.4742686106015,0.0,250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,409.384,401.2,4.0,4.0,0.0,252.0,255.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,-38.44742686106015,0.0,0.0,0.0,265.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,249.0,265.0,249.0,265.0,265.0,1296408,3959150.0,3959150,1.0,12964080.0,8639.255543008065,8639.255543008065,-972916.2535369656,254.28623500835616,100.0,1039.2156862745098,260.0,270.0,250.0,7.6923076923076925,0.75,0.0,0.0,255.66666666666669,268.6666666666667,242.66666666666663,10.16949152542374,0.8589743589743584,0.0,0.0,245.0,265.0,255.0,7.6923076923076925,1.0,0.0,0.0,0.7977207977208138,0.1595441595441628,0.638176638176651,260.0,260.0,256.53846153846155,255.7407407407408,0.1079447322970639,0.0323834196891191,0.0755613126079447,0.0076593137254901,2.09375,154.27999999999997,-372.405136622574,-378.4397026165877,6.034565994013747,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,66.66666666666643,409.384,401.2,8.0,4.0,4.0,252.0,255.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,61.53846153846155,100.0,100.0,-0.0,0.0,0.0,0.3119255834679504,0.06238511669359,0.2495404667743603,-4.255082571343699,-0.8510165142687399,-3.4040660570749592,259.5643623950267,3.9215686274509887,3.846628082779624,3.9215686274509887,-3.9215686274509807,252.0,3,-1.2680271948335644,-0.408160558980839,0.1813230690095366,2.076680216600081,2.381420028556107,0.326794512665387,-6.905074460752189,-1.9071852281278296,-0.4255289968564,-0.9832491901091772
2021-09-17,261.0,265.0,252.0,252.0,252.0,1396084,2563066.0,2563066,0.4786095248125478,8519341.142857144,1396.764091558961,5018.009817283512,-17647.610210876803,254.8199037925638,48.47163291119281,1039.2156862745098,257.3333333333333,268.44888800035534,246.2177786663113,8.639032124628518,0.2600959424383736,0.0,0.0,255.88888888888889,268.8888888888889,242.88888888888889,10.160660008684337,0.3504273504273502,0.0,0.0,245.0,265.0,255.0,7.772020725388602,0.35,0.0,0.0,0.3765878523713581,0.2029528981096018,0.1736349542617563,257.3333333333333,257.3333333333333,255.8402366863905,255.4636488340192,0.1815614282832358,0.0958240871494855,0.0857373411337502,0.0101478134334073,3.194283130236101,156.94666666666666,-378.84200701618863,-378.5738040831214,-0.2682029330672435,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,10.526315789473331,409.384,401.2,8.0,12.0,-4.0,252.0,255.0,0.0,1.0,41.66666666666667,0.0,0.0,0.0,97.15224534501642,41.02564102564103,35.0,78.33333333333333,-65.0,0.0,0.0,0.1474134790175318,0.0793907891583784,0.0680226898591534,-7.482095166912653,-2.1772322447975228,-5.30486292211513,256.2370378792032,-4.9056603773584895,-5.030073847479866,-1.17647058823529,4.905660377358487,261.0,4,6.649388987187919,0.4065013806732196,5.0862784509143495,-1.6313224235276778,2.6346496333641767,-0.6557319212672894,9.94810341618792,6.86213164622572,0.0,2.2894710480952654
2021-09-22,260.0,263.0,255.0,259.0,259.0,1060728,4534017.6,6680357,0.4421076341668112,8526112.008329865,-754.1990029489181,3112.864608558907,-2999.7547892720304,256.50645576374706,67.73264139670421,1031.252347682368,258.5,266.80662386291806,250.193376137082,6.42678828852461,0.5300964632714423,0.0,0.0,257.38888888888886,269.0555555555556,245.7222222222222,9.065400388517189,0.5690476190476184,0.0,0.0,245.0,265.0,255.0,7.7369439071566735,0.7,0.0,0.0,0.98628965315595,0.5413224888875354,0.4449671642684145,258.5,258.5,257.3060332405944,256.3197435874384,0.3053035589672017,0.2267969295184927,0.078506629448709,0.0282709295408371,6.3448298374146885,155.77999999999997,-376.0258762189823,-377.44064669091216,1.4147704719298986,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,47.54098360655826,409.384,401.2,8.0,12.0,-4.0,249.0,255.0,0.0,0.0,55.33346478040124,0.0,0.0,0.0,90.96652956070167,50.0,70.0,73.33333333333333,-30.0,1.3666666666666742,0.0,0.384788795178978,0.2114112929687515,0.1733775022102264,-13.453714480935592,-5.80394533331452,-7.649769147621074,258.7349234734058,0.0,0.0,1.5686274509803866,0.0,259.0,2,-9.990746506697036,1.5706756869614082,-0.0956934591944502,0.160525147718161,-2.438049018270206,0.6514600895060738,-9.99038854100968,-5.96114577195938,-1.5856155783946375,0.7874006423058404
2021-09-27,255.0,264.0,258.0,260.0,260.0,757420,4317414.357575757,7832348,0.3784731557560581,6372285.148977045,1980.4071717145048,2307.2587499077827,2924.4015444015445,256.8574003496428,67.49269291727366,1031.252347682368,258.75,266.012919523167,251.48708047683303,5.613850839162887,0.5860535488526881,0.0,0.0,257.9583333333333,268.83333333333337,247.0833333333333,8.431594249717355,0.5938697318007656,0.0,0.0,245.0,265.0,255.0,7.729468599033816,0.75,0.0,0.0,1.1648198447772984,0.7471483477302249,0.4176714970470735,258.75,258.75,257.9410060479995,256.7761862032222,0.3654377131719994,0.2761084943966218,0.0893292187753776,0.0400679898932006,8.254786415606898,155.52999999999997,-375.4224196195809,-376.9899699765973,1.567550357016387,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,91.22807017543884,409.384,401.2,8.0,12.0,-4.0,249.594,255.0,0.0,0.0,57.14346005740048,0.0,0.0,0.0,88.28326403549795,53.093212206512696,75.0,71.66666666666667,-25.0,1.4375,0.0,0.453632348856298,0.2914199630908309,0.162212385765467,-22.455725302937097,-11.271414940883131,-11.184310362053964,259.30366261895097,0.3861003861003853,0.3853569315990235,1.9607843137254832,-0.3861003861003809,262.0,0,-0.1369866951556844,-1.5706866612680417,3.7460858691548538,1.1326933777080512,-0.6391158765863025,0.0,-1.3402098347175553,-0.7513698683828949,-0.2036699765145186,1.0187687966218135
2021-09-28,254.0,263.0,255.0,262.0,262.0,10361487,12088529.607575756,18193835,0.5553109229428111,8422383.556266038,-154.41799039076147,1999.5491573704649,82628.1476982477,258.35320156546595,30.78978918739752,1031.252347682368,259.1111111111111,266.256860084806,251.9653621374161,5.515586686385424,0.7021403844106179,0.0,0.0,258.1851851851852,268.7407407407408,247.6296296296296,8.176732176158383,0.6807017543859644,0.0,0.0,245.0,265.0,255.0,7.718696397941683,0.85,0.0,0.0,1.4023312826456618,0.8781849347133123,0.5241463479323495,259.1111111111111,259.1111111111111,258.5654666559996,257.1631353733539,0.3736039012112632,0.3028157936133396,0.0707881075979235,0.0474037596571045,9.161470876187003,155.1688888888889,-374.5507600871123,-376.71894665554345,2.1681865684311674,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,63.63636363636381,409.384,401.2,8.0,12.0,-4.0,249.88212,255.0,0.0,0.0,60.58367796790383,0.0,0.0,0.0,87.28698703805729,50.71374087392394,85.0,76.66666666666667,-15.0,1.7777777777777717,0.0,0.5453080514863582,0.3421975807699364,0.2031104707164218,10.3169210965812,-6.953747733390264,17.270668829971463,260.25994603396134,0.7692307692307665,0.7662872745568983,2.7450980392156765,-0.7692307692307736,255.0,1,-4.012762329801859,-0.7216392480127922,0.2162154999087135,-0.1636695597206596,-1.643617797965689,-0.3278659606336305,-9.56256688359369,-3.389825365394429,0.6097572762256362,0.7854811693731847
2021-09-29,260.0,260.0,254.0,255.0,255.0,2342823,10526647.607575756,15851012,0.4365772857071066,4876362.90537089,-512.2025863669598,1720.4656302885287,17109.238520258383,258.1569407633226,27.46084376581686,1003.6998040419994,258.7,265.91387551874857,251.4861244812514,5.577020114996969,0.2435497749868407,0.0,0.0,258.0,268.1,247.9,7.829457364341091,0.3514851485148509,0.0,0.0,245.0,265.0,255.0,7.730962504831853,0.5,10.3,0.0,1.0140302008314848,0.9053539879369468,0.1086762128945378,258.7,258.7,258.01693332430733,257.00290312347585,0.3812719231355803,0.3278938538965991,0.0533780692389812,0.0498669567292731,10.029588833068637,155.57999999999998,-375.5431109394612,-375.7265958031945,0.1834848637333266,257.0,255.0,256.0,255.0,0.0,0.0,0.0,0.0,-57.47126436781638,409.384,401.2,8.0,12.0,-4.0,250.16447760000003,255.0,0.0,0.0,46.510987493642205,0.0,0.0,0.0,84.791608970851,52.47052704576976,50.0,70.0,-50.0,1.25,0.0,0.3945598234523828,0.3526700293064257,0.0418897941459571,7.843284538121773,-3.994341279087856,11.83762581720963,258.3962122785366,-2.6717557251908386,-2.708095860267079,0.0,2.6717557251908346,255.0,2,2.8057787120439883,1.7616510945433248,6.717227848673133,2.614375887886027,1.2041520543285742,0.0,9.996911105541171,6.557374951921773,1.4432981002303364,4.022982968879205
2021-09-30,258.0,258.0,254.0,255.0,255.0,3120964,8966165.607575757,18971976,0.3292423096966406,4179739.633175049,-128.16552834316576,1535.6025144253592,-62594.50763358778,257.8715467926347,24.01149252488805,1003.6998040419994,258.3636363636364,265.56326904480846,251.16400368246423,5.573255418219081,0.266402224072301,0.0,0.0,258.4,267.9,248.9,7.352941176470577,0.3210526315789475,0.0,0.0,245.0,265.0,255.0,7.741027445460942,0.5,9.67,0.0,0.6982498068080645,0.8639331517111705,-0.165683344903106,258.3636363636364,258.3636363636364,257.5527897359524,256.8545399291443,0.3905663211656903,0.3455009764158029,0.0450653447498873,0.048866430560844,10.839993943181888,155.9163636363636,-372.0231376232149,-375.6841514699324,3.6610138467175375,257.0,255.0,256.0,255.0,0.0,0.0,0.0,0.0,-69.74637681159265,409.384,401.2,8.0,12.0,-4.0,250.441188048,255.0,0.0,0.0,46.5109874936422,0.0,0.0,0.0,82.68367220948319,46.70378114215181,50.0,61.66666666666666,-50.0,0.8000000000000114,0.0,0.27184639485083,0.3365053024153066,-0.0646589075644766,7.98807569766761,-1.597857883736763,9.585933581404372,258.38207611920865,0.0,0.0,0.0,0.0,254.0,3,-2.210183329379859,-0.3164486468708247,-1.0452990682705234,-2.181211167618656,-0.0375057792521289,0.326794512665387,0.3094919024175766,-3.859652231198382,1.3598357207766298,0.3421709255318603
2021-10-08,254.0,257.0,252.0,254.0,254.0,3075366,5865827.407575757,19562077,0.1355271245922949,2355401.159919891,-1219.3670607010677,627.147109322472,-53525.70127526287,258.2548224289112,27.45747381672696,1015.353681043948,257.8235294117647,265.6821415963128,249.9649172272165,6.096117140648783,0.2567299847622807,0.0,0.0,258.03333333333336,266.2333333333333,249.8333333333333,6.3557679886319605,0.2540650406504058,0.0,0.0,245.0,271.0,258.0,10.084417065936574,0.3461538461538461,9.71949047,2.9730348253639978,0.1375201467164402,0.5516838093832553,-0.4141636626668151,257.5833333333333,257.8235294117647,256.9518320980618,256.81431195134536,0.9763779527559056,1.0393700787401574,-0.0629921259842518,0.0344881143473199,16.606548533335598,1.176470588235304,-338.0333199020736,-362.56968562023286,24.53636571815929,261.5,258.0,259.75,258.0,0.0,0.0,20.52145288594621,7.687128268432275,-120.03944773175326,409.384,401.2,8.0,12.0,-4.0,252.70500632985863,271.0,0.0,0.0,46.8605155511267,0.1312439867286613,0.2200053110515308,0.0,66.11359324534591,36.62419779283183,22.727272727272727,41.706539074960126,-77.27272727272727,0.1470588235293917,-1.9305019305019304,0.0535484746436148,0.2147241611527722,-0.1611756865091573,2.364419389250453,2.62544596263333,-0.2610265733828765,258.0911129812922,0.3952569169960451,0.3944778291016249,-0.3921568627450966,-0.3952569169960469,253.0,4,5.560455481797021,-1.545253888357081,0.9195497443049874,-0.3283974295419369,-0.1582323181019518,-0.6557319212672894,6.174531351443633,2.635134076781867,0.2036582494611849,-1.0719777517960123
2021-10-11,252.0,256.0,252.0,253.0,253.0,2417266,4657194.407575757,17144811,0.101910558466368,1673591.565645621,-82.73810164044833,683.3845151400983,2638.8015623541123,257.97803701451903,18.908671869978942,1011.3562256067672,257.55555555555554,265.5060194755548,249.60509163555628,6.173785615184935,0.2135037903828407,0.0,0.0,257.33333333333337,265.33333333333337,249.3333333333333,6.217616580310891,0.2291666666666656,0.0,0.0,245.0,271.0,258.0,10.09490940465919,0.3076923076923077,9.147541423,3.1844738532792816,-0.1879123961905406,0.4037645682684961,-0.5916769644590368,257.0833333333333,257.55555555555554,256.34385792912923,256.53177032531977,1.0,1.043103448275862,-0.0431034482758621,0.026968448363223,17.51491261727258,1.444444444444457,-327.4935663328231,-357.3411085364229,29.847542203599858,261.5,258.0,259.75,258.0,0.0,0.0,19.89316745931019,7.451778915217361,-124.92668621700729,409.384,401.2,8.0,12.0,-4.0,252.70500632985863,271.0,0.0,0.0,45.82924758266768,0.0659587250897262,0.1372712393553357,0.188498933570021,62.73687418098908,35.028448160873545,5.2631578947368425,15.39074960127592,-94.73684210526316,-0.1388888888889141,-2.3166023166023164,-0.0732511204956174,0.1571291048230943,-0.2303802253187117,1.2597434993487522,2.3523054699764145,-1.0925619706276624,257.963722262184,-0.3937007874015741,-0.3944778291016249,-0.7843137254901933,0.3937007874015705,252.0,0,-4.7663584884984544,-4.782615202179002,2.668204818375344,0.8183311899920511,-1.9944582656069656,-0.3257300447530156,-9.999995751838682,-6.176260053926782,0.0,-1.2727263247355154
