Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,asx_AMC.AX_2021-09-15_2023-09-15_Close_percent,asx_CBA.AX_2021-09-15_2023-09-15_Close_percent,asx_CPU.AX_2021-09-15_2023-09-15_Close_percent,asx_SUN.AX_2021-09-15_2023-09-15_Close_percent,asx_WBC.AX_2021-09-15_2023-09-15_Close_percent,asx_IAG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601816.SS_2021-09-15_2023-09-15_Close_percent,asx_EDV.AX_2021-09-15_2023-09-15_Close_percent,asx_BXB.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,52972.0,53504.0,52558.0,53460.0,47571.46484375,614565,557396.1627906977,614565,0.9069767441860463,0.0,0.0,0.0,-103179.84244454654,53174.0,50.0,1000.0,53460.0,53460.0,53460.0,0.0,0.0,0.0,0.0,53174.0,54120.0,52228.0,3.5581299131154323,0.6511627906976745,0.0,0.0,52558.0,53504.0,53031.0,1.7695473251028806,0.9534883720930232,0.0,0.0,0.0,0.0,0.0,53460.0,53460.0,53460.0,53460.0,0.0,0.0,0.0,-16.258709870524555,1.0,10726.360296874998,-167.11276737399342,-167.11276737399342,0.0,53031.0,53031.0,53031.0,53031.0,0.0,0.0,0.0,0.0,0.0,64327.604,64514.747,4.0,4.0,0.0,53607.0,53504.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,95.34883720930232,95.34883720930232,-4.651162790697675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53460.0,-16.711276737399338,0.0,0.0,0.0,47748.546875,2,-0.04283829266576736,0.003686934833841726,-0.02611393143396798,-0.10259581611502855,-0.0499893502958125,-0.012889071593843502,-0.04657268678452619,-0.019491839997447004,0.010343040538313144,-0.08162854927816912
2021-09-16,53810.0,54178.0,53298.0,53659.0,47748.546875,2273700,149163.66279069765,2888265,0.0516447288564926,452466300.0,27363328.495403964,27363328.495403964,-94238.01590588962,53597.26195830369,100.0,1000.0,53559.5,53758.5,53360.5,0.7430987966653908,0.75,0.0,0.0,53442.83333333333,54355.83333333333,52529.83333333333,3.4167350159204384,0.6183826213946723,0.0,0.0,52558.0,54178.0,53368.0,3.024673493964656,0.6796296296296296,0.0,0.0,15.874643874652977,3.174928774930595,12.69971509972238,53559.5,53559.5,53490.61538461539,53474.74074074074,0.129513378376599,0.0164689851515922,0.1130443932250068,0.0007270330621025,1.9888059701492533,10626.860296874998,-165.56259379288068,-166.33768058343705,0.7750867905563723,53368.0,53368.0,53368.0,53368.0,0.0,0.0,0.0,0.0,66.66666666666757,64327.604,64514.747,8.0,4.0,4.0,53607.0,53504.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,19.76998904709748,67.96296296296296,81.65590008613265,-32.03703703703704,0.0,0.0,0.0296862474782576,0.0059372494956515,0.0237489979826061,17.947000736817195,3.589400147363439,14.357600589453757,53518.73951760326,0.3722409277964855,0.371549825766948,0.3722409277964855,-0.3722442263058951,47703.1640625,3,-0.2132204644208428,0.4149672220072773,-1.4199743350752527,-0.2430271101805061,-0.079431102935203,-0.8142620917734575,0.970867443209798,0.4149395465384629,-0.1543133927818587,-0.8181861263229138
2021-09-17,53659.0,54244.0,53607.0,53608.0,47703.1640625,1528116,-1374154.4847760214,1360149,-0.3111494422188713,376694840.5714286,7815996.953110889,17589662.724257424,7011.249720514478,53674.21641339368,100.0,999.0495536629456,53575.66666666666,53744.46108468917,53406.87224864416,0.6301159781088512,0.595777258845803,0.0,0.0,53568.44444444444,54389.44444444444,52747.44444444444,3.065237411743232,0.5240898633103301,0.0,0.0,52558.0,54244.0,53401.0,3.146951041206518,0.6227758007117438,0.0,0.0,24.06275923085923,7.352494866116323,16.710264364742905,53575.66666666666,53575.66666666666,53508.67455621302,53484.61179698216,0.1952019527840561,0.0591083076045251,0.136093645179531,0.0017221242114899,2.9287940917223705,10610.693630208334,-165.31072304352062,-165.9953614034649,0.6846383599442731,53401.0,53401.0,53401.0,53401.0,0.0,0.0,0.0,0.0,63.69014084507132,64327.604,64514.747,8.0,4.0,4.0,53607.0,53504.0,0.0,1.0,78.37019085125719,0.0,0.0,0.0,99.43210288959412,14.697523345513604,62.27758007117438,75.19646008114655,-37.72241992882562,0.0,0.0,0.0449900605471291,0.013747811705947,0.031242248841182,21.991948820505915,7.269909881991935,14.72203893851398,53550.03767526197,-0.0950446337054322,-0.0950898297572777,0.2768424990647222,0.0950454316836157,47415.74609375,4,1.099291398991724,1.964272187589856,-0.0291696193618378,-0.9090858712300331,0.952392120036592,0.4615333516217816,0.980395535764643,-0.4166684687934463,0.7704094659136445,-0.8115370586771604
2021-09-20,53608.0,53846.0,52791.0,53285.0,47415.74609375,805130,-1425285.9634490071,555019,-0.2729642747949793,285730293.34693885,-79538087.01700346,-14786253.85616287,-6303.477727111727,53617.64493930333,82.64386539534704,993.0300601949348,53503.0,53794.0910510476,53211.9089489524,1.0881298284118737,0.1255467160267488,0.0,0.0,53503.16666666666,54382.66666666666,52623.66666666666,3.2876558708363057,0.3759711957551653,0.0,0.0,52558.0,54244.0,53401.0,3.1512251649440213,0.4311981020166073,0.0,0.0,4.4373480799549725,6.769465508884053,-2.332117428929081,53503.0,53503.0,53474.2630860264,53469.82573794645,0.1975301993300326,0.1570382689860865,0.0404919303439461,0.0016706052520285,3.911935157368834,10683.360296874998,-166.442843112809,-166.1072318308009,-0.3356112820080739,53401.0,53401.0,53401.0,53401.0,0.0,0.0,0.0,0.0,-49.73544973544885,64327.604,64514.747,8.0,16.0,-8.0,53607.0,53504.0,1.0,0.0,31.661347567806743,0.0,0.0,0.0,95.39452320686976,24.33200682205799,43.119810201660734,57.78678441193269,-56.88018979833927,0.0,0.0,0.0082987891183753,0.0126580071884327,-0.0043592180700573,18.68393794052364,9.552715493698276,9.131222446825364,53464.96667296287,-0.6025220116400498,-0.6043444997949621,-0.3273475495697675,0.6025134273555324,47990.5859375,0,1.9720294676014447,0.6071654331849459,2.012052346897505,2.2222043858585607,0.6410166722452715,2.2411167378857044,0.9900925114613984,-0.4166684687934463,-2.173900701077187,1.1627817665886653
2021-09-21,52500.0,54217.0,53013.0,53931.0,47990.5859375,883677,-961428.9335486748,1438696,-0.1574773673715985,326462443.154519,40397792.40604882,-990242.2906099485,5862.161069861285,53632.50826078848,85.43911213866103,993.0300601949348,53588.6,54018.74527778415,53158.45472221585,1.6053611319726502,0.898005066757727,0.0,0.0,53546.6,54491.0,52602.2,3.527394829923848,0.7035154595510381,0.0,0.0,52558.0,54244.0,53401.0,3.1461915407381422,0.8143534994068802,0.0,0.0,40.5435091659383,13.524274240294904,27.0192349256434,53588.6,53588.6,53544.5303035608,53503.98679439486,0.2746624928565401,0.1988398051570745,0.0758226876994656,0.0032769511101539,4.9489433690839215,10597.760296875,-165.10922644403263,-165.90763075344725,0.7984043094146216,53401.0,53401.0,53401.0,53401.0,0.0,0.0,0.0,0.0,47.32330936297061,64327.604,64514.747,20.0,16.0,4.0,53607.0,53846.0,0.0,1.0,70.07544323016639,0.0,0.0,0.0,92.44184603081426,37.56882676831851,81.43534994068801,62.27758007117438,-18.56465005931198,0.0,0.0,0.0757766132862938,0.0252817284080049,0.0504948848782888,16.54651776673232,10.951475948305085,5.595041818427237,53571.135444928266,1.2123486910012191,1.205058605946796,0.8810325476992231,-1.2123395519569158,47903.3828125,1,0.8778381331624132,0.2443459761477555,0.4662246950412196,-1.412774157033951,-0.2419362431840852,0.434784111079793,-0.3999933307661081,-0.4166684687934463,-2.5835987304159005,-0.7239643187904221
2021-09-22,54000.0,54083.0,53647.0,53833.0,47903.3828125,654289,-1057471.3555670236,784407,-0.1564427773875144,270664905.27530205,16659304.986022996,2539667.1647166405,9524.313980201508,53653.979996677255,86.99390355213889,991.2255888167088,53629.333333333336,54062.197694947405,53196.46897171927,1.6142820904507564,0.7352546025124707,0.0,0.0,53597.88888888888,54457.55555555556,52738.22222222222,3.2078377879725823,0.6367455085950636,0.0,0.0,52558.0,54244.0,53401.0,3.1438018994580075,0.7562277580071174,0.0,0.0,60.55211390093609,22.929842172423143,37.62227172851295,53629.333333333336,53629.333333333336,53588.91025685914,53528.358142958205,0.3346514789215865,0.2293508437883652,0.1053006351332213,0.0055603350270521,5.886340820949793,10557.026963541664,-164.4746160198719,-165.66879496451804,1.1941789446461542,53401.0,53401.0,53401.0,53401.0,0.0,0.0,0.0,0.0,71.78849144634708,64327.604,64514.747,20.0,16.0,4.0,53013.0,53846.0,1.0,0.0,64.18142096636726,0.0,0.0,0.0,89.18501473552473,37.99922450562234,75.62277580071175,66.72597864768683,-24.377224199288257,110.2333333333372,0.0,0.1131215602376959,0.0428496947739431,0.0702718654637528,12.69669053240426,11.30051886512492,1.39617166727934,53631.51754226558,-0.1817136711724232,-0.1818789707421331,0.6977179199401329,0.1817088149612686,47825.0703125,2,0.7010981069712017,0.6123771114106802,0.6976309579242042,1.090257996058071,2.091725686575288,1.1115483656944465,2.988048207331161,1.8672229511001603,0.2963042876889403,1.078154736289946
2021-09-23,54050.0,54103.0,53288.0,53745.0,47825.0703125,502093,-996480.9175302138,282314,-0.1372266489932912,225686463.9502589,-27513329.203952257,-2469165.563394842,-2009.6964800201777,53657.99172382832,80.42153579666822,989.605247170955,53645.857142857145,54054.70560038694,53237.00868532735,1.524249883606265,0.6212464610260036,0.0,0.0,53614.19047619047,54467.47619047619,52760.90476190476,3.1830592114028207,0.5766504827278321,0.0,0.0,52558.0,54244.0,53401.0,3.1428335565787267,0.7040332147093713,0.0,0.0,68.51837557193357,32.047548852325235,36.47082671960834,53645.857142857145,53645.857142857145,53612.9240634962,53544.40568792426,0.3456544858462276,0.2658603549291464,0.0797941309170812,0.0078665829512064,6.827188819726678,10540.503154017852,-164.2171811155186,-165.46142155751812,1.2442404419995228,53401.0,53401.0,53401.0,53401.0,0.0,0.0,0.0,0.0,30.549889512154408,64327.604,64514.747,20.0,16.0,4.0,53013.0,53846.0,0.0,0.0,59.353773656221335,0.0,0.0,0.0,85.76781295534562,40.46542775824543,70.40332147093713,75.8204824041123,-29.59667852906287,85.54285714285652,0.0,0.1279655170164422,0.0598728592224429,0.0680926577939992,8.04064764882091,10.64854462186412,-2.607896973043209,53662.08053825171,-0.1634685044489492,-0.1636022599939224,0.5331088664422001,0.1634801039135851,48752.3046875,3,-0.5945689686974305,0.6161502746646192,-1.164197614164891,-3.6742111272486815,-1.643396381953849,-0.6423051904946391,0.6160061996606316,-1.2685044457623178,-1.7830563355646945,-0.5449436269168615
2021-09-27,54500.0,55026.0,54214.0,54787.0,48752.3046875,695121,-710556.7623578,977435,-0.0893030485107188,296919266.52879333,107994723.2208493,13311389.977211464,12656.137784441114,53746.89893713354,82.30549094995487,989.605247170955,53788.5,54634.65483216726,52942.34516783274,3.146229518083828,1.0900220397267826,1.0,0.0,53746.875,54595.0,52898.75,3.155997441711728,1.1131908621960207,1.0,0.0,52558.0,55026.0,53792.0,4.588341374085539,0.903160453808752,0.0,0.0,157.10141960963665,57.05832300378752,100.04309660584912,53788.5,53788.5,53793.55113065062,53636.44971104099,0.4178662714143756,0.2530613750433423,0.1648048963710333,0.0138794946415842,7.771920920370559,10397.860296874998,-161.99485761122418,-165.02810106423138,3.033243453007202,53792.0,53792.0,53792.0,53792.0,0.0,0.0,0.0,0.0,223.32594457176484,64327.604,64514.747,32.0,16.0,16.0,53056.6,53846.0,0.0,0.0,79.25335202614811,0.0,0.0,0.0,83.95391477137157,51.7703755936824,90.3160453808752,78.78071421750803,-9.683954619124798,96.73750000000292,0.0,0.2929004817731206,0.1064783837325785,0.1864220980405421,6.065955045886427,9.73202670666858,-3.666071660782154,53908.61169991602,1.9387850032561271,1.9202300108965176,2.4822297044519326,-1.938803997445774,48991.66796875,0,-0.8409423354599426,-0.3715214692413013,-2.841689204940991,-0.8938603432186625,-0.5622618808237547,-0.8316760613929404,-0.2083403301492694,1.8711050221582184,1.3100457985293446,0.4574558566605589
2021-09-28,55000.0,55413.0,54795.0,55056.0,48991.66796875,675751,-815527.7914840137,1653186,-0.0944724321905682,280470374.02468,44263641.48924678,17180421.416215878,16794.78767908424,53851.88086279642,83.8295546725731,994.4641336127931,53929.333333333336,55056.7701509767,52801.89651568997,4.181163563342263,0.9996584504937894,0.0,0.0,53895.88888888889,54718.444444444445,53073.333333333336,3.052387009522471,1.2051870863163578,1.0,0.0,52558.0,55413.0,53985.5,5.293964941775657,0.8749562171628722,0.0,0.0,246.1724493302463,94.88114826907928,151.29130106116702,53929.333333333336,53929.333333333336,53987.77403362745,53741.601584297205,0.4683671613390485,0.2569716309624179,0.2113955303766306,0.0230703936095905,8.685317254932535,10257.026963541664,-159.8007258255621,-164.44728159326812,4.646555767706019,53985.5,53985.5,53985.5,53985.5,0.0,0.0,0.0,0.0,181.3658646531804,64327.604,64514.747,36.0,16.0,20.0,53174.764,53846.0,0.0,0.0,81.73888827611687,0.0,0.0,0.0,82.84727056012403,52.05620290002978,87.49562171628722,82.73832952269986,-12.504378283712784,300.7333333333372,0.0,0.4580668273239099,0.1767960724508448,0.2812707548730651,4.238311316228999,8.633283628580665,-4.394972312351666,54122.40126298602,0.490992388705358,0.4897909521131893,2.9854096520763207,-0.4909783912459318,49648.4140625,1,0.3263208931374493,-0.4935347985160234,0.5641042753145484,0.2768496908697244,0.5591181724711873,0.5891508835462673,-0.2078967348769538,-1.4830624849571734,0.4424711152309157,1.6544204184836104
2021-09-29,54236.0,54697.0,53802.0,54696.0,49648.4140625,928622,111019.07555509254,724564,0.0116115816770071,192645474.8782972,-82356168.60250996,6120800.30302412,-2754.184642405814,53904.95526812358,75.05680853275766,994.4641336127931,54006.0,55170.30339688589,52841.69660311411,4.311755719312251,0.7963145181253931,0.0,0.0,53946.13333333334,54775.93333333333,53116.333333333336,3.076402139418083,0.9518357837229848,0.0,0.0,52558.0,55413.0,53985.5,5.286449653742177,0.748861646234676,913.4,0.0,284.43411136968643,132.79174088920072,151.6423704804857,54006.0,54006.0,54096.73187460784,53812.29776323815,0.4436738063036975,0.3220066603757841,0.1216671459279133,0.0326312857120602,9.632857432223252,10180.360296874998,-158.60628722034957,-163.50211713175213,4.895829911402558,54102.0,53985.5,54043.75,53985.5,0.0,0.0,0.0,0.0,64.87060308716292,64327.604,64514.747,36.0,16.0,20.0,53353.82287999999,53846.0,0.0,0.0,69.70346342592913,0.0,0.0,0.0,78.92603724916262,58.17720077245234,74.88616462346761,84.23261057354334,-25.1138353765324,390.6000000000058,0.0,0.5285671179125851,0.2471502815431928,0.2814168363693923,5.288457763029324,7.964318455470398,-2.6758606924410744,54250.44979557936,-0.6538796861377483,-0.6560268443632111,2.3120089786756504,-1.3405260955167222,48127.0859375,2,0.9094290480840924,0.5524927006873668,1.3269253885147947,-0.666295021192937,0.0,0.5531391237104373,-1.65976504478553,0.4175484024434439,-1.1851795343677909,0.5607412044941213
