Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_COH.AX_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,asx_ASX.AX_2021-09-15_2023-09-15_Close_percent,asx_AIA.AX_2021-09-15_2023-09-15_Close_percent,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,asx_PME.AX_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,jpx_4612.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,2460.0,2485.0,2400.0,2406.0,2306.336181640625,3712528,-3188406.4,3712528,-0.8588235294117647,0.0,0.0,0.0,680912.29840629,2430.333333333333,50.0,1000.0,2406.0,2406.0,2406.0,0.0,0.0,0.0,0.0,2430.333333333333,2515.333333333333,2345.333333333333,6.994925250308599,0.3568627450980383,0.0,0.0,2400.0,2485.0,2442.5,3.5328345802161265,0.0705882352941176,0.0,0.0,0.0,0.0,0.0,2406.0,2406.0,2406.0,2406.0,0.0,0.0,0.0,17.378150349782686,1.0,-369.894,181.6673591649944,181.6673591649944,0.0,2442.5,2442.5,2442.5,2442.5,0.0,0.0,0.0,0.0,0.0,2038.7995,2044.7795,4.0,4.0,0.0,2391.0,2485.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0588235294117645,7.0588235294117645,-92.94117647058825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406.0,18.166735916499444,0.0,0.0,0.0,2336.052001953125,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,2400.0,2464.0,2400.0,2437.0,2336.052001953125,3112306,-2702108.5875,6824834,-0.3959229759287918,96481486.0,-21591.70724215421,-21591.70724215421,714545.5258321497,2431.853422075907,100.0,1012.8844555278472,2421.5,2452.5,2390.5,2.5603964484823454,0.75,0.0,0.0,2432.0,2506.5,2357.5,6.126644736842105,0.5335570469798657,0.0,0.0,2400.0,2485.0,2442.5,3.5102209374354736,0.4352941176470588,0.0,0.0,2.472934472934412,0.4945868945868824,1.9783475783475293,2421.5,2421.5,2410.769230769231,2408.2962962962965,0.124782118722387,0.1657262514281703,-0.0409441327057832,0.0025164952202826,1.9600760456273765,-385.394,189.27992943392923,185.4736442994618,3.8062851344674575,2442.5,2442.5,2442.5,2442.5,0.0,0.0,0.0,0.0,66.66666666666667,2038.7995,2044.7795,8.0,4.0,4.0,2391.0,2485.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,24.83221476510068,43.52941176470589,25.294117647058822,-56.47058823529412,0.0,0.0,0.1026839794064178,0.0205367958812835,0.0821471835251342,-1.3053457260887786,-0.2610691452177557,-1.0442765808710228,2416.6959082459325,1.2884455527847116,1.2802157090582078,1.2884455527847116,-1.2884427061869843,2382.063720703125,3,-1.4485343582211954,-0.368323785612958,-0.7067034305538016,1.386792449302476,0.1068040557256466,0.1394732046781968,-0.582525276583084,0.7417412435704307,0.5138591435211595,2.792914653237972
2021-09-17,2405.0,2500.0,2405.0,2485.0,2382.063720703125,8022242,2786793.833552632,14847076,0.1876998429557868,137708076.0,24276.255939424416,1342.2743486351028,198109.23816808683,2448.862795924711,100.0,1012.8844555278472,2442.6666666666665,2507.6658119601925,2377.6675213731405,5.321982420321452,0.8256453076587604,0.0,0.0,2442.444444444445,2523.777777777778,2361.111111111112,6.659994540988073,0.761612021857923,0.0,0.0,2400.0,2500.0,2450.0,4.093886462882097,0.85,0.0,0.0,8.211296986225534,2.0379289129146128,6.173368073310922,2442.6666666666665,2442.6666666666665,2422.189349112426,2413.9780521262005,0.2697838767943095,0.2368834040145156,0.0329004727797938,0.0105020443979761,2.955126964062705,-406.5606666666665,199.67558990871137,190.20762616921164,9.467963739499735,2450.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,99.99999999999784,2038.7995,2044.7795,12.0,4.0,8.0,2391.0,2485.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,47.950819672131146,85.0,45.19607843137255,-15.0,0.0,0.0,0.3401562404013213,0.0844606847852911,0.2556955556160302,7.688744531537569,1.3288935901333094,6.35985094140426,2443.000820456236,1.9696347968814143,1.950488490552349,3.283458021612629,-1.9696358947288248,2310.170654296875,4,-0.0671923022063367,-1.4678973090459664,1.578937871536354,-1.819012051160556,0.1544234637556201,-1.256985398127071,-0.5264919402729618,-1.511555909933989,-0.3262202529691791,1.191311120104828
2021-09-22,2472.0,2512.0,2463.0,2489.0,2385.89794921875,2243016,4472942.942241562,19861367,0.1659611382638492,108589994.76384842,99397.41847583788,13457.382967549209,164288.64682060678,2449.3105587322,84.90451324879515,992.281167139074,2448.5,2515.0006265634643,2381.999373436536,5.431948259217012,0.8045084091151321,0.0,0.0,2448.555555555556,2525.055555555556,2372.055555555556,6.248581930389799,0.764342774146695,0.0,0.0,2391.0,2512.0,2451.5,4.9418011027159485,0.8099173553719008,0.0,0.0,13.854596520648556,6.202976616040347,7.651619904608209,2448.5,2448.5,2436.5680581104416,2422.713461589793,0.527208545362857,0.4186301264094082,0.1085784189534487,0.033781092840516,5.876856581716192,-412.394,202.54053570884813,194.56507230522925,7.975463403618903,2451.5,2451.5,2451.5,2451.5,0.0,0.0,0.0,0.0,143.43434343434248,2038.7995,2044.7795,24.0,4.0,20.0,2391.0,2500.0,1.0,0.0,67.87306167278112,0.0,0.0,0.0,88.14410796764301,47.956989247311824,80.99173553719008,55.131801753986906,-19.00826446280992,1.216666666666697,0.0,0.5718627786695468,0.2564804073141905,0.3153823713553563,4.231834426074476,3.714290791697505,0.5175436343769717,2454.656225547782,1.014610389610393,1.0094977714182107,3.449709060681627,-1.0146075034523818,2314.96337890625,2,0.1902859982490952,0.5454583601518124,3.030308834685428,-1.8960339341526264,0.4803134510114262,-0.9536742965807576,0.2787906576186145,2.062900018149336,0.3403731978827693,2.2222268861387
2021-09-27,2417.0,2474.0,2358.0,2379.0,2280.454345703125,3220549,1251569.641770003,10704924,0.0346616535596687,9431112.806092726,-37819.63882555428,-12966.764402726074,-224487.1537183483,2440.8594651411327,61.163056242374296,977.4893981879326,2435.625,2510.6579094464555,2360.5920905535445,6.1612858667861845,0.1226655715622465,0.0,0.0,2439.708333333333,2526.208333333333,2353.208333333333,7.09101156217444,0.1490847784200376,0.0,0.0,2358.0,2512.0,2435.0,6.32281241981011,0.1363636363636363,0.0,0.0,5.957374188862559,6.938628073573812,-0.9812538847112524,2435.625,2435.625,2424.903757582032,2418.946383393169,0.530071470521459,0.5797949889951534,-0.0497235184736943,0.0400077431038962,7.971935932396946,-399.519,196.2171910499748,195.47471695855668,0.7424740914181314,2435.0,2435.0,2435.0,2435.0,0.0,0.0,0.0,0.0,-117.86748424459228,2038.7995,2044.7795,24.0,32.0,-8.0,2391.0,2512.0,0.0,0.0,42.33263873681842,0.0,0.0,0.0,74.35479800324539,44.71625079404658,13.636363636363637,42.422329354147536,-86.36363636363636,-0.349999999999909,0.0,0.2462797120995245,0.2867784625531372,-0.0404987504536126,4.401987537245519,4.410236633237284,-0.0082490959917649,2441.8203007385,-1.4906832298136607,-1.5019055783715096,-1.122194513715713,1.490694562063851,2231.567138671875,0,-0.4119881748762424,-2.8368852488815293,-1.149428104206763,0.0452568127599448,0.392427296693711,0.5333328247070312,-0.2092060435491021,0.0689680707160818,1.742801843352666,4.671412648038384
2021-09-28,2350.0,2424.0,2296.0,2328.0,2231.567138671875,3261139,-378999.8582299973,7443785,-0.0096267792366092,-15675916.023349091,-219800.50528358345,-38820.98201283325,-117919.1081888888,2433.2779434242016,55.76280094625744,977.4893981879326,2423.6666666666665,2521.5464114785755,2325.7869218547576,8.076997233825523,0.0113050874289425,0.0,0.0,2429.6666666666665,2520.777777777778,2338.555555555556,7.499885672474503,-0.0579268292682932,0.0,1.0,2296.0,2512.0,2404.0,8.91211662769908,0.1481481481481481,0.0,0.0,-2.2141270681381684,5.108077045231416,-7.322204113369584,2423.6666666666665,2423.6666666666665,2409.9954871847963,2412.2096142529344,0.5285226326625312,0.6667258567343499,-0.1382032240718187,0.0316430503813811,9.09850250536571,-387.5606666666665,190.3440521596944,194.90464309201644,-4.5605909323221,2404.0,2404.0,2404.0,2404.0,0.0,0.0,0.0,0.0,-207.1633237822335,2038.7995,2044.7795,24.0,36.0,-12.0,2391.0,2505.84,0.0,0.0,35.35470572206634,0.0,0.0,0.0,66.18452906714693,40.67646293165109,14.814814814814817,20.363355780022445,-85.18518518518519,-6.266666666666424,0.0,-0.0917883360988048,0.2110651028227488,-0.3028534389215537,2.17367838576712,3.9629249837432514,-1.789246597976132,2433.50737283487,-2.1437578814628044,-2.1670701451629526,-3.2418952618453845,2.1437485527111875,2178.845458984375,1,2.991257254690012,1.0344899593718253,1.515158416493108,-2.385263791788816,2.745943417372402,-0.2680962576976213,2.226869915974192,6.728775457247068,-0.9540402604340272,-2.159477593474733
2021-09-29,2275.0,2350.0,2259.0,2273.0,2178.845458984375,5138882,-3936687.396691536,2304903,-0.0884485610934668,-53813429.44858494,-98280.13174850092,-45427.554205685214,-191319.21901149664,2417.1970255841698,49.09327149120557,977.4893981879326,2408.6,2538.1938270134806,2279.0061729865192,10.76092560105295,-0.0231730674405288,0.0,1.0,2416.1,2507.2,2325.0,7.541078597740153,-0.2854006586169048,0.0,1.0,2259.0,2512.0,2385.5,10.504027235738604,0.0553359683794466,92.1,0.0,-12.978532587803784,1.4907551186243762,-14.46928770642816,2408.6,2408.6,2388.9192583871354,2401.897790974939,0.5331179070024453,0.7479216184370072,-0.2148037114345619,0.0135223880389547,10.18458489975349,-372.4939999999999,182.9443064359125,195.04652612211845,-12.102219686205956,2385.5,2385.5,2385.5,2385.5,0.0,0.0,0.0,0.0,-202.18579234972648,2038.7995,2044.7795,24.0,40.0,-16.0,2391.0,2493.2496,0.0,0.0,29.67397307204889,0.0,0.0,0.0,57.21239357296576,34.25103084599137,5.533596837944664,11.328258429707704,-94.46640316205534,-20.94999999999981,0.0,-0.5403449154485358,0.0607830991684918,-0.6011280146170277,4.00464860484239,3.97126970796308,0.0333788968793102,2426.124382665887,-2.362542955326463,-2.3908984998785243,-5.527847049044055,2.362540600901553,2184.596923828125,2,0.4047704467348296,3.4843173735210087,3.269217598310931,1.1390599141827806,0.6997259136279155,1.2032105930266963,1.5836182262744103,2.756202742925865,1.504057947699394,0.8130216254481013
2021-09-30,2400.0,2377.0,2246.0,2279.0,2184.596923828125,7047751,-7433663.083714437,9352654,-0.1441862881996433,-40084867.24164424,13011.24287733775,-39583.67449738291,-102804.46449316115,2401.267210876579,56.28485789068344,977.4893981879326,2396.818181818182,2541.1103555663053,2252.5260080700587,12.040310344997964,0.091737449240159,0.0,0.0,2403.1333333333337,2498.833333333333,2307.4333333333334,7.964601769911507,-0.1485545106234763,0.0,1.0,2246.0,2512.0,2379.0,11.09804665275934,0.1240601503759398,95.99,0.0,-20.785647652068747,-2.9645254355142487,-17.8211222165545,2396.818181818182,2396.818181818182,2372.008603250653,2392.7942509027216,0.5671328503404915,0.752174950949718,-0.1850421006092264,-0.0098905619277829,11.310762752809197,-360.712181818182,175.1665091029798,193.4783683075685,-18.3118592045887,2379.0,2379.0,2379.0,2379.0,0.0,0.0,0.0,0.0,-140.04264549097456,2038.7995,2044.7795,24.0,40.0,-16.0,2391.0,2474.509632,0.0,0.0,30.97691404269781,0.0,0.0,0.0,50.40342911053492,33.800820708511544,12.406015037593985,10.91814223011782,-87.59398496240601,-46.30000000000018,0.0,-0.8686767633375505,-0.1251088733327166,-0.7435678900048339,8.684692796948783,4.913954325760221,3.7707384711885616,2418.165306064858,0.2639683238011336,0.2636205393141466,-5.278470490440568,-0.2639684618307427,2205.685546875,3,-0.6438597445569627,-2.346572478990325,-0.3976084692384205,3.037558456850149,-0.1359906061935731,-1.8944566421126725,-0.7955174757766201,-3.880545026694378,3.013511055063063,0.2458975910056864
2021-10-08,2356.0,2364.0,2287.0,2299.0,2203.768310546875,4167502,109504.94233639304,18207105,0.0015055879931764,-7109988.589823578,-11085.777523322124,-27283.19570469078,-33133.13390874684,2348.267841389301,37.05207516191693,1001.6945829383288,2361.470588235294,2518.5709572722794,2204.370219198309,13.30529965688753,0.3011761887695278,0.0,0.0,2311.833333333333,2406.0333333333333,2217.633333333333,8.149376396799083,0.4318825194621377,0.0,0.0,2218.0,2512.0,2365.0,12.449869224062772,0.2755102040816326,87.21783059,6.540186975755139,-30.366124682403097,-24.17594815342196,-6.190176528981137,2328.583333333333,2361.470588235294,2327.834787990022,2358.200912672425,0.9003115264797508,1.0981308411214954,-0.1978193146417446,-0.1390283895338088,17.249487937831248,127.52941176470586,120.82797786306108,157.23455899710515,-36.40658113404408,2321.0,2365.0,2343.0,2365.0,0.0,0.0,12.837178017026552,18.141261229137204,-48.39228834870126,2038.7995,2044.7795,24.0,52.0,-28.0,2220.92,2380.094232493056,0.0,0.0,42.67010563600264,0.3434894888529561,0.2691090087436803,0.0,26.90539854425052,43.88230551866676,27.551020408163264,35.714285714285715,-72.44897959183673,-75.27647058823504,-6.696428571428571,-1.287681830637185,-1.0220198047720142,-0.2656620258651712,-0.4097386146465925,1.8193643788684024,-2.229102993514995,2366.602365743248,-2.7495769881556664,-2.78808537628068,-4.447215295095597,2.7495715830665546,2185.555419921875,4,-0.8139387875263253,-0.1792155738094436,-5.148510397141308,-2.84081406000874,0.1491183940409399,1.1795563727129093,-1.3436400866479374,-0.7013039513604582,-0.1882613788817622,-2.476499356422736
2021-10-11,2273.0,2316.0,2261.0,2280.0,2185.555419921875,1253609,-277974.2031181524,16953496,-0.0037571213940472,-9496928.934134496,-162331.31702149555,-35775.4950340147,-124949.08093160493,2341.856749808904,38.68498385139412,993.4161153107392,2356.9444444444443,2514.1145182459327,2199.774370642956,13.33676524891828,0.2552191629634658,0.0,0.0,2300.0333333333333,2388.133333333333,2211.9333333333334,7.660758539731301,0.3863034430571321,0.0,0.0,2218.0,2512.0,2365.0,12.473777253977609,0.2108843537414966,83.996047531,6.867295013678549,-31.932662636756504,-25.72729105008888,-6.205371586667631,2311.1666666666665,2356.9444444444443,2320.475589837711,2352.408252474468,0.8923694779116466,1.127710843373494,-0.2353413654618473,-0.1507943632644893,18.12667869246977,58.05555555555566,109.56620446122646,148.25924258616425,-38.693038124937786,2297.5,2365.0,2331.25,2365.0,0.0,0.0,12.26043796698205,19.450060029120003,-73.88580633613782,2038.7995,2044.7795,24.0,52.0,-28.0,2223.7816000000003,2380.094232493056,0.0,0.0,40.7944444326577,0.2946304862204988,0.3095385535110673,0.2546092770818045,23.672728756802773,46.53719421166996,21.08843537414966,32.766439909297056,-78.91156462585035,-70.79444444444425,-8.396946564885496,-1.3574456135820367,-1.089104966534019,-0.2683406470480181,-6.166181969261452,0.2222551092424314,-6.388437078503883,2362.747283460147,-0.8264462809917328,-0.8298802814695527,-5.2369077306733125,0.8264430765174353,2166.384033203125,0,2.893831180580761,1.073344206471333,1.6949146009157232,-4.870871478689665,0.7715211357967746,1.7241394575414404,1.1260510892935542,3.613788017952501,-2.948392053270595,-2.4166717588486506
