Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,jpx_6594.T_2021-09-15_2023-09-15_Close_percent,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,asx_NWS.AX_2021-09-15_2023-09-15_Close_percent,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,jpx_6857.T_2021-09-15_2023-09-15_Close_percent,jpx_6861.T_2021-09-15_2023-09-15_Close_percent,asx_SEK.AX_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,4799.0,5031.0,4799.0,5006.0,4348.21923828125,212034,166337.0172413793,212034,0.7844827586206896,0.0,0.0,0.0,28602.25454266185,4945.333333333333,50.0,1000.0,5006.0,5006.0,5006.0,0.0,0.0,0.0,0.0,4945.333333333333,5177.333333333333,4713.333333333333,9.382582906443783,0.6307471264367822,0.0,0.0,4799.0,5031.0,4915.0,4.63443867359169,0.8922413793103449,0.0,0.0,0.0,0.0,0.0,5006.0,5006.0,5006.0,5006.0,0.0,0.0,0.0,12.346861361499496,1.0,-593.7600000000002,134.57110220658902,134.57110220658902,0.0,4915.0,4915.0,4915.0,4915.0,0.0,0.0,0.0,0.0,0.0,4430.6435,4478.276,4.0,4.0,0.0,4800.0,5031.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.22413793103448,89.22413793103448,-10.775862068965518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5006.0,13.457110220658898,0.0,0.0,0.0,4349.95654296875,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,4860.0,5050.0,4858.0,5008.0,4349.95654296875,504978,450387.1422413793,717012,0.6281444972209381,1009956.0,1482836.8760619273,1482836.8760619273,28735.3981863506,4964.114162663945,100.0,1000.0,5007.0,5009.0,5005.0,0.0798881565807868,0.75,0.0,0.0,4958.666666666666,5170.666666666666,4746.666666666666,8.550685668190376,0.616352201257863,0.0,0.0,4799.0,5050.0,4924.5,5.012981825444378,0.8326693227091634,0.0,0.0,0.1595441595436568,0.0319088319087313,0.1276353276349255,5007.0,5007.0,5006.307692307692,5006.148148148148,0.3095860673935566,0.2133800384824115,0.0962060289111451,7.80313623651618e-05,1.9722222222222223,-594.7600000000002,134.79774445633063,134.6844233314598,0.1133211248708221,4924.5,4924.5,4924.5,4924.5,0.0,0.0,0.0,0.0,66.66666666666895,4430.6435,4478.276,8.0,4.0,4.0,4800.0,5031.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,35.37735849056604,83.26693227091633,86.2455351009754,-16.733067729083665,0.0,0.0,0.0031869644050121,0.0006373928810024,0.0025495715240097,9.998030484415262,1.9996060968830525,7.998424387532209,5006.731098241383,0.0399520575309564,0.0399440788214633,0.0399520575309564,-0.0399543949441465,4314.34375,3,-1.039268734542972,0.0,-0.582525276583084,-0.5455079402019152,-0.2132204644208428,-0.6245092379802202,3.2314385834036727,3.0897669342361667,1.1889477604144076,0.0423130350401379
2021-09-17,4700.0,5079.0,4806.0,4967.0,4314.34375,1456778,711860.1166003537,-739766,0.3274741886752417,-7666880.2857142845,-215509.84432768755,633663.5158671199,-11724.74810339414,4955.102245080405,25.823400808381408,1000.0,4993.666666666667,5031.414367111713,4955.918966221621,1.511822993593712,0.1467776003270825,0.0,0.0,4956.0,5188.333333333333,4723.666666666667,9.375840731772923,0.5236728837876614,0.0,0.0,4799.0,5079.0,4939.0,5.607102329617515,0.6,0.0,0.0,-2.987930292774763,-0.5720589930279675,-2.4158712997467955,4993.666666666667,4993.666666666667,5000.260355029584,5003.248285322359,0.4355207795083781,0.3847715361334612,0.0507492433749169,-0.0013948095138884,2.983993037524282,-581.4266666666672,131.7758477931089,133.7148981520095,-1.9390503589006016,4939.0,4939.0,4939.0,4939.0,0.0,0.0,0.0,0.0,-33.333333333331446,4430.6435,4478.276,8.0,12.0,-4.0,4800.0,5031.0,0.0,1.0,4.333333333333343,0.0,0.0,0.0,62.89592760180995,44.61979913916787,60.0,77.49702340065026,-40.0,0.0,0.0,-0.0597198084600402,-0.0114340473872061,-0.0482857610728341,36.17875650395565,8.835436178297572,27.34332032565808,4994.885705791581,-0.8186900958466414,-0.8220597672583096,-0.7790651218537725,0.8186930746771282,4305.65771484375,4,-0.172351340789632,0.5769839444433273,-0.5264919402729618,-0.6442966035655218,1.099291398991724,-0.853370822601434,-2.436816778120744,-0.71154709047903,0.4227540594627328,1.5453081178421115
2021-09-21,4814.0,5079.0,4813.0,5042.0,4379.48876953125,354581,1104030.3901219957,-713919,0.3864157565514728,-1729715.0058309035,2625634.199237974,441427.3525878216,5418.330312927943,4954.6338651653805,32.62185898731457,997.9867123011878,4996.0,5057.46218349522,4934.5378165047805,2.4604557043722783,0.8742138448724154,0.0,0.0,4954.466666666666,5191.466666666666,4717.466666666666,9.56712461482568,0.6846694796061894,0.0,0.0,4799.0,5079.0,4939.0,5.604483586869495,0.8678571428571429,0.0,0.0,-1.896433311171677,-1.740215716224785,-0.1562175949468915,4996.0,4996.0,5001.050313364377,5002.946746675549,0.6152338779457422,0.5757876520588384,0.0394462258869038,-0.0045336907758179,5.010003365240252,-583.7600000000002,132.30467970917277,132.62953360046907,-0.3248538912963283,4939.0,4939.0,4939.0,4939.0,0.0,0.0,0.0,0.0,95.50865800865988,4430.6435,4478.276,20.0,16.0,4.0,4800.0,5050.0,1.0,0.0,65.98744862823503,0.0,0.0,0.0,38.00834894553902,58.81856540084389,86.78571428571429,67.73809523809524,-13.214285714285714,0.0,0.0,-0.0379063261553174,-0.0347959879231068,-0.0031103382322106,26.52288717673003,15.869697428321194,10.653189748408836,5003.925418281197,1.7147468226750062,1.700210972729188,0.7191370355573268,-1.7147450999871126,4391.64892578125,1,1.013294724046219,3.1918855581289165,-0.861149788023809,-1.737655513428237,0.8778381331624132,-0.5464376820530532,2.202643483390304,2.6766280911785287,-0.4055419378035054,-1.3286106441003795
2021-09-22,5046.0,5098.0,4926.0,5056.0,4391.64892578125,465329,1342105.6924475771,-248590,0.4039525517881099,-551954.8621407745,2439564.2652832726,841054.7351269119,7372.23426153536,4964.7225385565725,42.82496499567399,997.9867123011878,5006.0,5077.749564458609,4934.250435541391,2.8665427270718657,0.8484341708362858,0.0,0.0,4966.5,5192.666666666667,4740.333333333333,9.107688177455632,0.6978629329403092,0.0,0.0,4799.0,5098.0,4948.5,5.972832600878945,0.8595317725752508,0.0,0.0,2.627494016144737,-0.866673769750881,3.4941677858956184,5006.0,5006.0,5009.504111308319,5006.876617292174,0.7179887140432168,0.6067348717713446,0.1112538422718723,-0.002571198275572,5.984003442785824,-593.7600000000002,134.57110220658902,132.95312836815572,1.617973838433301,4948.5,4948.5,4948.5,4948.5,0.0,0.0,0.0,0.0,155.9395248380131,4430.6435,4478.276,24.0,16.0,8.0,4800.0,5050.0,0.0,0.0,69.4922236033984,0.0,0.0,0.0,40.71707099334133,60.94325718496683,85.95317725752508,76.38915432393694,-14.046822742474916,6.350000000000364,0.0,0.0524777065020975,-0.0173412490380659,0.0698189555401635,25.03589507639144,17.702936957935243,7.332958118456197,5023.598732256596,0.2776675922253169,0.2772828078827061,0.9988014382740662,-0.2776615465850653,4442.02783203125,2,-0.3780493865914565,2.8849750785527,0.2787906576186145,-0.5693234272560517,0.7010981069712017,1.2422304606256347,0.9008956070163094,1.9684443513300351,-0.5048765882420412,-0.0874086647238954
2021-09-27,5110.0,5175.0,5089.0,5109.0,4437.6845703125,371020,1622882.7343080423,-20573,0.3780748135075978,3583853.080876165,1437119.292760498,958205.0993292972,6509.11500401603,4995.257201937057,56.69469267046848,997.0109724573268,5032.375,5142.896208371968,4921.853791628032,4.392407496339919,0.846652923582379,0.0,0.0,5001.0,5195.125,4806.875,7.763447310537892,0.7781712813908565,0.0,0.0,4799.0,5175.0,4987.0,7.47162125239077,0.824468085106383,0.0,0.0,16.625591130831708,4.493442085258654,12.132149045573057,5032.375,5032.375,5038.414186202997,5021.788595072166,0.8305151152719923,0.6067760960118777,0.2237390192601146,0.0107922537556416,7.708960814010879,-620.1350000000002,140.54879154352443,134.54192876223982,6.00686278128461,4987.0,4987.0,4987.0,4987.0,0.0,0.0,0.0,0.0,141.35625596943598,4430.6435,4478.276,28.000000000000004,16.0,12.000000000000004,4830.7048,5050.0,0.0,0.0,76.85334299990862,0.0,0.0,0.0,50.42549844569678,67.02753389467048,82.44680851063829,88.34191754644301,-17.5531914893617,28.88749999999981,0.0,0.3310691164328631,0.0894735450193883,0.2415955714134747,22.16575647575624,19.90568406701228,2.260072408743952,5078.716727473594,-0.0977708251857611,-0.0978186520333324,2.057530962844578,0.0977765534792638,4285.6796875,0,-1.2206033591736087,0.7933514358939675,-0.2092060435491021,-2.560186827535972,-0.8409423354599426,-0.7843181149374772,-0.8086142067151769,2.5493099364878447,-1.473948535876218,-0.4957975533104246
2021-09-28,5151.0,5167.0,4900.0,4934.0,4285.6796875,411791,1315967.3447949337,-432364,0.2797381927348177,-7222900.930677572,-6386613.597674548,40102.762203816674,-14467.94113396398,4995.70154290637,51.49531483097109,997.0109724573268,5021.444444444444,5142.609570014143,4900.2793188747455,4.825907242835348,0.1391517607343916,0.0,0.0,5000.925925925926,5203.148148148149,4798.703703703704,8.087391223847433,0.3345238095238079,0.0,0.0,4799.0,5175.0,4987.0,7.487885291969995,0.3590425531914893,0.0,0.0,7.064729070758403,5.007699482358604,2.057029588399799,5021.444444444444,5021.444444444444,5022.35046524869,5015.285736177932,0.7653754826079863,0.6579782124018922,0.107397270206094,0.0126732825075907,8.635346068186543,-609.2044444444446,138.07146584148748,134.9340995488229,3.1373662926645807,4987.0,4987.0,4987.0,4987.0,0.0,0.0,0.0,0.0,-0.7633587786265593,4430.6435,4478.276,28.000000000000004,36.0,-7.9999999999999964,4858.248416,5050.0,0.0,0.0,37.11344544122114,0.0,0.0,0.0,24.11920669102029,57.05154444409458,35.90425531914894,71.65894356698429,-64.09574468085107,48.03333333333285,0.0,0.1408639396115907,0.0997516239378288,0.0411123156737618,19.74284261997117,19.87311577760406,-0.1302731576328852,5044.329523693622,-3.4253278528087683,-3.485367224149627,-1.4382740711146649,3.4253196775046177,4316.08056640625,1,-0.1604178477833642,1.5993916685559952,2.226869915974192,1.515601547270009,0.3263208931374493,1.3229590312053006,3.5650504796830944,2.471436928610288,0.0968269710149627,1.4586034205133274
2021-09-29,4922.0,4978.0,4921.0,4969.0,4316.08056640625,213796,1462248.8184791442,-218568,0.2973211930512578,-5122077.940580777,-2239518.045239387,-213188.438623206,-12588.600817143706,4993.975659122663,49.17468624647115,1004.0834053790952,5016.2,5135.376507752157,4897.023492247843,4.751664915759212,0.3019743954145794,0.0,0.0,4996.433333333333,5184.133333333333,4808.733333333334,7.513359529797915,0.4269223938909605,0.0,0.0,4799.0,5175.0,4987.0,7.4957138870061,0.4521276595744681,187.7,0.0,2.2855382365614787,4.463267233199179,-2.1777289966377005,5016.2,5016.2,5014.142701364276,5011.857163127715,0.7805597766547689,0.7500795137293705,0.0304802629253984,0.0119174185080584,9.464210790764538,-603.96,136.88285315395362,135.1909607651967,1.6918923887568835,4987.5,4987.0,4987.25,4987.0,0.0,0.0,0.0,0.0,-53.85366719943176,4430.6435,4478.276,28.000000000000004,36.0,-7.9999999999999964,4883.58854272,5050.0,0.0,0.0,43.41542143631208,0.0,0.0,0.0,13.888597265303105,58.193655580939655,45.212765957446805,54.52127659574467,-54.7872340425532,52.849999999999454,0.0,0.0456026211875351,0.0889218233877701,-0.0433192022002349,13.864394711794562,18.67137156444216,-4.806976852647599,5026.88640153178,0.7093635995135683,0.7068594513018667,-0.7391130643228161,-0.7093595677465174,4378.61962890625,2,1.7120505953568994,2.909227061053514,1.5836182262744103,0.4224508313165955,0.9094290480840924,-0.1577279889833107,5.199629140463372,4.579141802977276,-0.161553897825442,-0.5659601374119347
2021-09-30,4969.0,5084.0,4951.0,5041.0,4378.61962890625,333493,1580099.7282535804,114925,0.3008813416506375,-960138.8062120952,2711900.999421277,79320.50518124233,6348.850208299973,4995.966980356926,52.55639589289055,1004.0834053790952,5018.454545454545,5132.976043670902,4903.933047238188,4.564014565802321,0.5984332850014829,0.0,0.0,5004.4333333333325,5182.233333333333,4826.633333333333,7.105699613009789,0.602830896137984,0.0,0.0,4799.0,5175.0,4987.0,7.492346430447622,0.6436170212765957,182.23,0.0,4.258701677159479,4.42235412199124,-0.1636524448317606,5018.454545454545,5018.454545454545,5018.27459346208,5014.01589178492,0.8052537592416428,0.7197216241926601,0.0855321350489827,0.0122135199782341,10.292218718873356,-606.2145454545453,136.20807227119994,135.34766385573778,0.8604084154621603,4987.5,4987.0,4987.25,4987.0,0.0,0.0,0.0,0.0,36.21141360063749,4430.6435,4478.276,28.000000000000004,36.0,-7.9999999999999964,4900.0,5050.0,0.0,0.0,53.69540013029162,0.0,0.0,0.0,12.816563001445545,57.88273507413828,64.36170212765957,48.49290780141845,-35.638297872340424,51.13636363636397,0.0,0.0849359429461927,0.0881246472994546,-0.0031887043532618,11.382021211204949,17.21350149379472,-5.831480282589773,5027.047749895389,1.4489836989333815,1.4385862480310152,0.6991610067918597,-1.4489781072847876,4390.78076171875,3,-2.264426629296736,0.7590963103789505,-0.7955174757766201,0.0,-2.165937308430045,0.0787397997889201,1.762975221358758,-4.053402375283753,-0.3870963041537862,-1.6233781410006571
2021-10-01,5139.0,5140.0,4994.0,5055.0,4390.78076171875,298309,1531062.6323631697,413234,0.2758731057902457,-226358.11961036723,2422655.7026439025,292350.9776778478,5660.730938883167,4999.570040793675,55.24029479470271,1006.8719726624332,5021.5,5132.991404750919,4910.008595249081,4.4405617744068175,0.6502357965389427,0.0,0.0,5013.533333333333,5186.733333333333,4840.333333333333,6.909298831163643,0.6197074672825266,0.0,0.0,4799.0,5175.0,4987.0,7.48780244946729,0.6808510638297872,178.607,0.0,6.872904353670492,4.912464168327091,1.9604401853434013,5021.5,5021.5,5023.924656006375,5017.051751652704,0.8333464424483631,0.7137913133760165,0.1195551290723465,0.0137233552496,11.13606679858884,-15.5,135.76037899915468,135.79038954529844,-0.0300105461437567,4987.5,4987.0,4987.25,4987.0,0.0,0.0,0.0,0.0,77.61633253632519,4430.6435,4478.276,28.000000000000004,36.0,-7.9999999999999964,4921.0,5050.0,0.0,0.0,55.39240527109133,0.0,0.0,0.0,12.958378574897806,51.80171296787871,68.08510638297872,59.21985815602837,-31.91489361702128,44.066666666666606,0.0,0.136990900111932,0.0978978978619501,0.0390930022499819,8.557257973870277,15.482252789809833,-6.924994815939556,5027.451050638718,0.2777226740726002,0.2773377371941166,0.9788254095085992,-0.2777389644036674,4366.45947265625,4,2.9120764699379578,2.133651528507372,1.847539385364129,1.8181794730667065,2.012217460134707,2.75807266312043,1.8943184587327693,3.0149051530407576,1.510284132655045,4.238551647129739
