Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,jpx_6857.T_2021-09-15_2023-09-15_Close_percent,asx_TPG.AX_2021-09-15_2023-09-15_Close_percent,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,5734.0,5796.0,5665.0,5719.0,5042.2197265625,1120234,-196682.30534351143,1120234,-0.1755725190839694,0.0,0.0,0.0,-433339.6331436192,5726.666666666667,50.0,1000.0,5719.0,5719.0,5719.0,0.0,0.0,0.0,0.0,5726.666666666667,5857.666666666667,5595.666666666667,4.575087310826542,0.4707379134860039,0.0,0.0,5665.0,5796.0,5730.5,2.290610246546599,0.4122137404580153,0.0,0.0,0.0,0.0,0.0,5719.0,5719.0,5719.0,5719.0,0.0,0.0,0.0,-37.21483800665258,1.0,3611.2359375,-387.0465829257064,-387.0465829257064,0.0,5730.5,5730.5,5730.5,5730.5,0.0,0.0,0.0,0.0,0.0,9192.121662597656,9005.832041015625,4.0,4.0,0.0,5594.0,5796.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,41.221374045801525,41.221374045801525,-58.77862595419848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5719.0,-38.70465829257064,0.0,0.0,0.0,5103.0546875,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,5704.0,5848.0,5704.0,5788.0,5103.0546875,1691607,85252.19465648857,2811841,0.0303189955109441,116720883.0,387324.0061078016,387324.0061078016,-413173.4249385877,5758.752065521012,100.0,1000.0,5753.5,5822.5,5684.5,2.3985400191187973,0.75,0.0,0.0,5753.333333333334,5890.833333333334,5615.833333333334,4.779837775202781,0.6260606060606039,0.0,0.0,5665.0,5848.0,5756.5,3.18067263404884,0.6721311475409836,0.0,0.0,5.504273504273442,1.1008547008546885,4.403418803418754,5753.5,5753.5,5729.615384615385,5724.111111111111,0.0480411302955686,0.0241518250666246,0.0238893052289439,0.0023564543626508,2.0158150851581507,3576.7359375,-383.3489272360643,-385.1977550808854,1.848827844821073,5756.5,5756.5,5756.5,5756.5,0.0,0.0,0.0,0.0,66.66666666666553,9192.121662597656,9005.832041015625,8.0,4.0,4.0,5594.0,5796.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,30.54545454545456,67.21311475409836,54.21724439994994,-32.78688524590164,0.0,0.0,0.0961594455004386,0.0192318891000877,0.0769275564003509,3.920631524602141,0.7841263049204282,3.136505219681713,5748.885045562201,1.206504633677219,1.1992843836058142,1.206504633677219,-1.2065115016114871,5125.09619140625,3,-1.039268734542972,5.318076650868235,-0.408160558980839,-0.2132204644208428,-0.9416850174973206,0.266871144927606,1.386792449302476,3.2314385834036727,-2.318380949694202,0.3851056882939332
2021-09-17,5788.0,5917.0,5759.0,5813.0,5125.09619140625,3924440,-1156659.197748575,6736281,-0.1717059008893148,114062328.2857143,249615.2317273293,318469.61891756544,37360.07703211195,5800.065677188942,100.0,1000.0,5773.333333333333,5852.837351400905,5693.829315265761,2.754180764465555,0.7494632826793315,0.0,0.0,5778.777777777778,5923.111111111112,5634.444444444445,4.995289276855933,0.6185527328714361,0.0,0.0,5665.0,5917.0,5791.0,4.364896073903003,0.5873015873015873,0.0,0.0,11.74831373122015,3.230346506927781,8.51796722429237,5773.333333333333,5773.333333333333,5742.443786982249,5730.6954732510285,0.0998176075833654,0.0456237044762352,0.0541939031071302,0.0070393146362761,3.0577074650787,3556.9026041666666,-381.22322179129424,-383.8729106510216,2.649688859727405,5791.0,5791.0,5791.0,5791.0,0.0,0.0,0.0,0.0,97.6545842217485,9192.121662597656,9005.832041015625,12.0,4.0,8.0,5594.0,5796.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,31.87066974595844,58.73015873015873,55.7215491766862,-41.26984126984127,0.0,0.0,0.2050067707498566,0.0563868654300415,0.1486199053198151,18.93647350672709,4.414595745281761,14.521877761445328,5775.711291570395,0.431928127159642,0.4309979949976394,1.6436439937052016,-0.4319276444409041,4952.29052734375,4,-0.172351340789632,1.3706028201954863,0.4065013806732196,1.099291398991724,0.6099710339211271,0.0637188359807083,-1.819012051160556,-2.436816778120744,-0.9063553699537864,2.8350549038644743
2021-09-21,5690.0,5789.0,5610.0,5700.0,5025.46875,684760,-1756074.1372528805,6612252,-0.2133791508758845,72509255.39358602,392108.1838892459,-601537.5347683274,-17151.962265763163,5778.143568538679,88.86827064214457,980.5608119731636,5727.4,5865.990620173227,5588.809379826772,4.8395649046069,0.4011477112745736,0.0,0.0,5739.6,5898.2,5581.0,5.526517527353819,0.3751576292559901,0.0,0.0,5594.0,5917.0,5755.5,5.639557216188847,0.3281733746130031,0.0,0.0,-1.0396778940330478,1.9988712236413229,-3.0385491176743704,5727.4,5727.4,5719.584013164805,5720.623691058838,0.1390531940749193,0.1532563209820775,-0.0142031269071581,0.0049713294702182,5.242106967150925,3602.8359375,-386.1462841490979,-384.6354256069243,-1.5108585421735938,5755.5,5755.5,5755.5,5755.5,0.0,0.0,0.0,0.0,-51.01345597002221,9192.121662597656,9005.832041015625,12.0,16.0,-4.0,5594.0,5917.0,0.0,0.0,46.752702571587896,0.0,0.0,0.0,89.120729218593,30.204572803850784,32.81733746130031,32.88941307517159,-67.18266253869969,0.0,0.0,-0.0181742052996429,0.0348885859838972,-0.0530627912835402,7.551738081195371,6.441838422695237,1.109899658500134,5705.923702647923,1.4776571123375382,1.4668461290208157,-0.3322259136212646,-1.477664168776073,5248.52880859375,1,1.013294724046219,-0.0280062679848924,2.551019535155106,0.8778381331624132,-0.0368443594731644,1.3132716240420024,4.984233520425661,2.202643483390304,-2.009266116453248,-1.5037579428341843
2021-09-22,5775.0,5989.0,5775.0,5953.0,5248.52880859375,634516,-1335040.1559444694,7246768,-0.150607857132886,85084011.4802166,6155085.135757018,749786.9993367416,38282.00975472329,5787.271759849326,89.79760340456671,1024.0839497677616,5765.0,5975.431303121311,5554.568696878689,7.300305398831272,0.9467016009771606,0.0,0.0,5767.277777777778,5935.111111111112,5599.444444444445,5.820192465153023,1.0532936113869549,1.0,0.0,5594.0,5989.0,5791.5,6.851691240242845,0.9088607594936708,0.0,0.0,17.657414005199826,5.130579779953024,12.526834225246802,5765.0,5765.0,5755.494164985605,5737.836750980405,0.2118500250611758,0.1467480396721938,0.065101985388982,0.0117688500488756,6.38743348013837,3565.2359375,-382.11637533951694,-384.2155838956898,2.0992085561728686,5791.5,5791.5,5791.5,5791.5,0.0,0.0,0.0,0.0,129.638303408795,9192.121662597656,9005.832041015625,24.0,16.0,8.0,5594.0,5917.0,1.0,0.0,70.37099373963666,0.0,0.0,0.0,86.01535059161576,45.00000000000001,90.88607594936708,43.60805214824104,-9.113924050632912,7.58333333333303,0.0,0.3077364304967854,0.0894581548864749,0.2182782756103105,2.464346138212722,5.646339965798735,-3.1819938275860125,5789.7565047473645,4.438596491228064,4.342911933074944,4.09162440986186,-4.438592093399251,5335.81298828125,2,-0.3780493865914565,0.252030246738073,1.5706756869614082,0.7010981069712017,0.2210005030335224,1.7183493879378062,-1.8960339341526264,0.9008956070163094,0.0,-2.074072096082901
2021-09-27,6052.0,6445.0,6001.0,6445.0,5682.306640625,1589633,1342175.8080843077,11027329,0.1061435887258251,178316653.63852647,6703434.0630824845,1676275.2091074404,139662.05845883634,5889.249469714039,93.2709665407594,1090.585105131068,5885.875,6383.019282376857,5388.730717623143,16.892791042176622,1.0623367499338543,1.0,0.0,5863.333333333334,6079.458333333334,5647.208333333334,7.372086412734507,1.84567187198766,1.0,0.0,5594.0,6445.0,6019.5,14.45834306708858,1.0,0.0,0.0,88.4036166663409,27.364669518178363,61.038947148162535,5885.875,5885.875,5900.170378480818,5811.766761814477,0.3597312362186486,0.176517550760857,0.1832136854577915,0.0608935539362787,9.018295141829377,3444.3609375,-369.1611831225463,-381.52209329736826,12.36091017482198,6019.5,6019.5,6019.5,6019.5,0.0,0.0,0.0,0.0,186.9252873563215,9192.121662597656,9005.832041015625,32.0,16.0,16.0,5622.704,5917.0,0.0,0.0,85.08107465408123,0.0,0.0,0.0,83.29413621087528,65.50356152223358,100.0,92.54283339726378,-0.0,42.33749999999964,0.0,1.5211143235682882,0.4725723349714811,1.048541988596807,8.27614273581364,6.525872877002914,1.750269858810725,6014.310976777123,6.493721083939197,6.291584046504184,12.694527015212454,-6.493736813953845,5664.67236328125,0,-1.2206033591736087,-1.2257472317223943,-1.5706866612680417,-0.8409423354599426,-1.313393900417566,1.1611658383305894,0.0452568127599448,-0.8086142067151769,-0.1447195300975892,-2.745665536498308
2021-09-28,6156.0,6586.0,6266.0,6425.0,5664.67236328125,1865052,1330519.2330843078,9162277,0.0916969671026849,147514125.97587985,3483012.806077257,1902117.4087286675,97438.73979493472,5958.198387213454,94.27851410224788,1090.585105131068,5945.777777777777,6524.153109799604,5367.402445755951,19.45499322842144,0.914283075098488,0.0,0.0,5925.814814814815,6153.481481481482,5698.148148148149,7.683894073013864,1.5963071416951355,1.0,0.0,5594.0,6586.0,6090.0,16.684108237404697,0.8377016129032258,0.0,0.0,123.7219510515606,46.636125824854815,77.0858252267058,5945.777777777777,5945.777777777777,5980.913397176077,5857.191446124516,0.4422218509975474,0.1980255053295885,0.2441963456679589,0.1047047237121578,10.380972159877528,3384.4581597222223,-362.7408977000719,-379.4352937865576,16.694396086485654,6090.0,6090.0,6090.0,6090.0,0.0,0.0,0.0,0.0,157.64513491414576,9192.121662597656,9005.832041015625,32.0,16.0,16.0,5672.04176,5917.0,0.0,0.0,83.2454024197086,0.0,0.0,0.0,82.37048869477958,63.34474735465104,83.77016129032258,90.17086184424892,-16.22983870967742,126.8666666666668,0.0,2.112308470528529,0.8005195620828908,1.3117889084456382,9.968191389067025,7.214336579415737,2.753854809651286,6111.821217142869,-0.3103180760279267,-0.3108005609867348,12.344815527190068,0.3103366020002482,5755.48388671875,1,-0.1604178477833642,-0.4036215326557055,-0.7216392480127922,0.3263208931374493,0.5401428439743938,-0.0645578984603076,-2.385263791788816,3.5650504796830944,-1.589592245507646,1.2658249071425018
2021-09-29,6500.0,6533.0,6401.0,6528.0,5755.48388671875,3793205,4836360.217932792,12955482,0.2642362936775735,182254981.55075416,142676.18016954002,1706623.9388887645,55021.76293691307,6067.857969747744,95.62393939248032,1090.585105131068,6004.0,6654.4613747179765,5353.538625282024,21.667600756761374,0.902791019087946,0.0,0.0,5981.966666666667,6200.066666666668,5763.866666666667,7.29191625942417,1.7517958123185051,1.0,0.0,5594.0,6586.0,6090.0,16.522318454363756,0.941532258064516,229.4,0.0,158.199598207485,68.94882030138086,89.25077790610413,6004.0,6004.0,6065.080566841296,5906.880968633811,0.4780177106548374,0.22528257505018,0.2527351356046574,0.1565722343936005,11.55762393941932,3326.2359375,-356.50073157648904,-376.0413103033112,19.540578726822105,6090.0,6090.0,6090.0,6090.0,0.0,0.0,0.0,0.0,130.77493703205306,9192.121662597656,9005.832041015625,40.0,16.0,24.0,5745.1584192,5917.0,0.0,0.0,85.03601395937105,0.0,0.0,0.0,81.92257323821995,66.979760164139,94.15322580645162,92.64112903225806,-5.846774193548387,225.25,0.0,2.67822559905206,1.1760607694767249,1.5021648295753351,20.01192662197452,9.773854587927492,10.238072034047024,6206.6952025925,1.6031128404669248,1.590398688052197,14.14582969050533,-1.603120491595348,5770.47216796875,2,1.7120505953568994,3.844211102156336,1.7616510945433248,0.9094290480840924,0.4706836319418244,1.6534315840327736,1.1390599141827806,5.199629140463372,0.9957372376949252,4.843307030080879
2021-09-30,6599.0,6660.0,6448.0,6545.0,5770.47216796875,1492508,4709637.840574302,14447990,0.2379125013070686,159843217.90064645,1235772.270567394,1659538.7720566276,64696.0960035668,6104.284787957691,95.99787210310905,1093.4251705090137,6053.181818181818,6747.004859902933,5359.358776460703,22.924242573949893,0.8544262385680974,0.0,0.0,6064.4,6290.6,5838.2,7.4599300837675715,1.5623342175066297,1.0,0.0,5594.0,6660.0,6127.0,17.610572951866036,0.8921200750469043,227.66,0.0,184.7652807574823,92.11211239260116,92.65316836488114,6053.181818181818,6053.181818181818,6138.914325788789,5954.149045031307,0.5041193806843741,0.2314479127082939,0.2726714679760801,0.2117342064533316,12.679839268648928,3277.0541193181816,-344.6509963766852,-371.7415402078246,27.09054383113937,6127.0,6127.0,6127.0,6127.0,0.0,0.0,0.0,0.0,116.637783782105,9192.121662597656,9005.832041015625,44.0,16.0,28.0,5812.425745664,5917.0,0.0,0.0,85.31497178115295,0.0,0.0,0.0,81.62461727654544,68.79156536871226,89.21200750469043,89.04513153382156,-10.787992495309568,306.6454545454553,0.0,3.103134962865392,1.561475608154458,1.5416593547109332,16.711720723450956,11.161427815032187,5.550292908418768,6278.245279540274,0.260416666666674,0.2600781700058618,14.443084455324362,-0.260417395739509,5776.6435546875,3,-2.264426629296736,-1.959755924236404,-0.3164486468708247,-2.165937308430045,-2.4008762451636585,2.766748394081432,3.037558456850149,1.762975221358758,-1.436784219386169,-0.4491049487917564
2021-10-01,6545.0,6613.0,6432.0,6552.0,5776.6435546875,866905,4992220.133391981,15314895,0.2416068495905415,137875377.4862684,-657684.5213720073,1448882.1090176606,4813.910706327985,6122.243701031741,91.47089163623636,1094.59460919405,6094.75,6813.987617203105,5375.512382796895,23.601874308317992,0.8178713050202415,0.0,0.0,6139.633333333333,6369.533333333334,5909.733333333334,7.489046577157163,1.3968392054516443,1.0,0.0,5594.0,6660.0,6127.0,17.490463103490708,0.8986866791744841,222.994,0.0,204.03166702021645,114.4960233181242,89.53564370209224,6094.75,6094.75,6202.465967975129,5998.434300954913,0.5159746443067608,0.2613628572095928,0.2546117870971679,0.2663728621911813,13.740326596661513,-375.75,-333.6582105235325,-366.45653895585104,32.79832843231856,6127.0,6127.0,6127.0,6127.0,0.0,0.0,0.0,0.0,95.37057161486632,9192.121662597656,9005.832041015625,48.0,16.0,32.0,5897.1831710976,5917.0,0.0,0.0,85.4353712221912,0.0,0.0,0.0,81.40997739232175,69.81049057586152,89.8686679174484,91.07796707619684,-10.131332082551594,373.0,0.0,3.401415382472988,1.929463563018164,1.4719518194548238,11.011986632833825,11.131539578592514,-0.1195529457586914,6333.475683488935,0.1069518716577455,0.1068947188905156,14.5654834761322,-0.1069476905721273,5756.36572265625,4,2.9120764699379578,2.485903338952113,3.3648805511869995,2.012217460134707,2.522197705945615,1.388697189182082,0.8024681370925464,1.8943184587327693,0.7082021226059823,3.1296577787347672
