Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_6594.T_2021-09-15_2023-09-15_Close_percent,asx_NWS.AX_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_SGP.AX_2021-09-15_2023-09-15_Close_percent,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,jpx_6857.T_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,jpx_6273.T_2021-09-15_2023-09-15_Close_percent
2022-01-20,5421.0,5569.0,5480.0,5530.0,4941.453125,141615,-196173.2355477232,12147253,0.0646977054535841,-1797144.4764540074,-2419588.3204462808,-4314148.564092459,-706.0997215135989,5699.270362354298,53.23964842965903,1030.4033844325268,5681.25,5986.42462214279,5376.07537785721,10.743221021528369,0.252191058781371,0.0,0.0,5571.9333333333325,5759.4333333333325,5384.4333333333325,6.7301594898240005,0.38817777777778,0.0,0.0,5393.0,6099.0,5746.0,12.426842684268427,0.1940509915014164,184.64156947340263,5.675643670565123,-9.154688014978092,20.684412073692982,-29.83910008867108,5624.416666666667,5668.076923076923,5606.018244337412,5615.17293235239,0.8890449438202247,1.1000702247191012,-0.2110252808988765,0.0647513979860569,25.22375607753943,277.75,3.309909601237884,33.6663059473769,-30.35639634613901,5568.5,5741.0,5654.75,5576.0,0.0976406734292741,15.860422652954954,15.354692202505989,19.89108076728637,-87.0943922735779,5383.5,5380.0,56.00000000000001,72.0,-15.999999999999991,5627.62,5828.40445776735,0.0,0.0,45.632401305630346,0.0819781656851423,0.1326475061843449,0.1595828682845955,-1.2587910463412784,55.489909223858966,19.405099150141645,22.52124645892352,-80.59490084985836,-49.25,-6.745362563237774,-0.1630348365983962,0.3669160378181563,-0.5299508744165525,-20.32786125461398,-11.43143051691343,-8.896430737700548,5625.393001641193,-0.7003052612677307,-0.7027689073288101,6.797991502510614,0.7003112799843905,4875.32861328125,3,0.342616577183648,0.4516073748786766,0.5522451994127664,1.6706572770101644,0.567670719992563,1.5671010425883054,0.0,-2.1249116615200165,0.899657125980994,-1.6235835133758911
2022-01-21,5530.0,5791.0,5413.0,5456.0,4875.32861328125,465468,-555741.1085635961,11681785,0.020714741913581,-6461071.265532006,6293665.729974993,-3168838.836113311,-7220.423010030013,5686.510453288617,57.84927524970897,1030.4033844325268,5669.75,5990.289467148736,5349.210532851264,11.307005322941423,0.1665777198961642,0.0,0.0,5558.6,5736.2,5381.0,6.390098226172055,0.2111486486486487,0.0,0.0,5393.0,6099.0,5746.0,12.452048150271176,0.0892351274787535,203.9774125260624,6.10315608558239,-20.443830331382745,12.458763592677837,-32.90259392406058,5582.5,5668.5,5582.938514439348,5603.382344770731,0.91329677861549,1.032556545579164,-0.1192597669636738,0.0426464819448322,25.218743167770555,251.25,-0.4259914388058131,27.27988531522003,-27.705876754025844,5592.0,5746.0,5669.0,5576.0,0.048820336714637,15.440975113905107,21.09110053185592,17.26048401461535,-65.93368419224306,5389.5,5380.0,52.0,100.0,-48.0,5627.62,5802.28019030131,0.0,0.0,42.35891642952921,0.0,0.0850460990001566,0.1302123720579156,-3.2143268632746773,42.00581085634635,8.923512747875353,17.752596789423986,-91.07648725212464,-48.811764705881615,-8.441013592884712,-0.3648480341603251,0.22056322342246,-0.5854112575827851,-17.35230705079691,-12.615605823690126,-4.736701227106783,5619.566254170062,-1.3381555153707092,-1.347189499308321,5.36886828891463,1.3381592427581666,4762.73876953125,4,1.0313664219576992,2.13868695326606,3.76091331511158,2.184457436336615,2.265188484424442,3.9800904043767673,2.338223840027979,0.7237134902005522,3.398519907364971,2.943806139218836
2022-01-24,5600.0,5550.0,5301.0,5330.0,4762.73876953125,1287879,-1543632.2290455238,10393906,-0.050084574504355,-28719883.08474172,-3412471.202651802,-3615756.5387812406,-35970.75939463762,5625.890340802601,45.7034411525038,1030.4033844325268,5655.0,6007.931721441974,5302.068278558026,12.48211216417239,0.0395709987867534,0.0,0.0,5538.033333333334,5717.533333333334,5358.533333333334,6.482445633528148,-0.0794800371402054,0.0,1.0,5301.0,6099.0,5700.0,14.111405835543769,0.0363408521303258,208.4796712734561,6.723609701126208,-39.10690388034527,2.145630098073215,-41.25253397841848,5533.25,5659.115384615385,5544.024896833294,5583.13180071364,0.8513420509291122,1.122505161734343,-0.2711631108052305,0.0158579636683342,25.18286080351376,-106.0,-4.840507999116253,20.820157077128563,-25.66066507624482,5546.0,5700.0,5623.0,5627.5,0.0244101683573185,14.40337175921888,19.28208565950569,19.638020990164485,-130.35876802222563,5429.5,5380.0,48.0,100.0,-52.0,5627.62,5791.0,0.0,0.0,37.43472255982043,0.0,0.0273260552283807,0.0816732201376274,-6.4368905169983615,34.02228577869812,3.6340852130325816,10.65423237034986,-96.36591478696742,-75.60294117647027,-9.981422057084952,-0.7004474419777552,0.0363610903424169,-0.7368085323201722,-0.8189368809301181,-10.256272035138126,9.437335154208007,5596.451142392131,-2.309384164222872,-2.3364682363407496,2.9354963306295945,2.309379586091609,4735.93212890625,0,4.168492116162398,-0.4966849021499513,0.3462059970414088,-0.4962817648889626,0.1318986430794524,-1.6580312811522615,3.6231884057970944,2.405689872939704,1.084323921161797,0.1981382527021935
2022-01-25,5600.0,5600.0,5285.0,5300.0,4735.93212890625,302800,-1817594.1338074289,10091106,-0.0716477848789391,-25914756.92977862,1768494.0554821664,-3706786.5396958366,-31446.38887735003,5556.890680204108,39.028888846558566,1024.6037406177095,5641.05,6025.539518712793,5256.560481287207,13.631842253225662,0.0564898607096251,0.0,0.0,5527.9333333333325,5718.4333333333325,5337.4333333333325,6.892268358277357,-0.0982502187226574,0.0,1.0,5285.0,6099.0,5692.0,14.429937688905431,0.0184275184275184,219.1317041461105,7.284509412502535,-55.6764697220633,-9.41878986595409,-46.25767985610921,5512.5,5639.923076923077,5506.482605012788,5562.159074734851,0.7729357798165137,1.1543250327653998,-0.381389252948886,-0.0139927891821504,25.21822710602857,-101.05000000000018,-10.689501330555078,14.498505195599485,-25.188006526154563,5538.0,5692.0,5615.0,5627.5,0.0122050841786592,13.637128086192789,18.925405645287583,17.583357975125566,-116.86996444164365,5477.5,5401.5,44.0,100.0,-56.0,5627.62,5791.0,0.0,0.0,36.35118428141013,0.0,0.0,0.0374573847428458,-9.435478616761008,28.55891154046235,1.893939393939394,4.817179118282443,-98.1060606060606,-111.44117647058827,-4.4872950081095695,-1.0009866487811194,-0.1711084574822903,-0.8298781912988291,-4.275365881053039,-9.06009080432111,4.784724923268071,5574.238792020758,-0.5628517823639823,-0.5644417619677711,2.3561220548474315,0.562840876272503,4722.5283203125,1,4.440404258757226,0.2965380814104748,2.294977069552118,-0.4938244311920954,0.8490530064649846,3.669730281915932,4.21052631578948,5.340805260812218,1.461632873969705,2.7336562574813854
2022-01-27,5579.0,5334.0,5161.0,5258.0,4698.40185546875,221001,-4311137.063051398,6658226,-0.3279362700380321,-25791215.2749394,-13777313.224827036,-2033828.909487804,-10219.273159172451,5452.877666101971,28.90059203429321,1019.3692465786028,5581.4,5990.849093294876,5171.950906705123,14.671913616471729,0.1050791108150118,0.0,0.0,5476.633333333333,5689.133333333333,5264.133333333333,7.760241997821046,-0.0144313725490193,0.0,1.0,5161.0,6099.0,5630.0,16.805819328483896,0.103411513859275,226.5666803583496,7.503055335615516,-81.1967773256365,-33.34264734972139,-47.85412997591512,5471.333333333333,5613.846153846154,5439.422456843475,5520.619234169111,0.8673116793365584,1.2183828610919143,-0.3510711817553559,-0.0766533852992471,25.348291165892245,-24.39999999999964,-26.911295134614715,0.8582768408531014,-27.769571975467816,5476.0,5630.0,5553.0,5627.5,0.0030512710446648,12.339157003163006,15.864913102424111,18.65644413784677,-158.92570777692842,5522.5,5401.5,36.0,100.0,-64.0,5627.62,5681.192,0.0,0.0,34.75928645249519,0.0,0.0,0.0,-14.621405710811295,26.201054380890124,15.396825396825395,7.459259838777911,-84.60317460317461,-190.75588235294163,-4.3478260869565215,-1.4707911174724797,-0.603523433635361,-0.8672676838371185,18.66111456646465,2.324364146782852,16.336750419681806,5434.031826554036,-0.5108798486281985,-0.5121893014511159,1.5449980687524123,0.5108802575090436,4787.7587890625,3,6.170433204477916,2.4785195568480987,3.135435261997273,4.176903985007556,3.691733492001248,6.969374986288372,5.3500811757996445,8.99923566385361,4.524097402816707,3.0456043539155644
2022-01-28,5499.0,5410.0,5227.0,5358.0,4787.7587890625,379588,-4147271.205127901,7037814,-0.3008240791831071,-16684070.235662345,3422921.6940472303,-788504.1179793266,6090.197287657893,5444.622176328151,32.42225615265056,1019.3692465786028,5561.9,5974.886634166285,5148.913365833714,14.850559491047502,0.2531397106693033,0.0,0.0,5453.633333333333,5669.9333333333325,5237.333333333333,7.932326461258234,0.2789335799044547,0.0,0.0,5161.0,6099.0,5630.0,16.86474046638739,0.2100213219616204,222.21001232251456,7.399989400771516,-81.67743994999728,-43.00960586977657,-38.66783408022071,5454.75,5600.461538461538,5426.895925021402,5508.573364971399,0.8893572181243414,1.107481559536354,-0.2181243414120126,-0.1035096737758967,25.39980045277784,95.10000000000036,-29.98842911202557,-5.807090656584366,-24.181338455441207,5476.0,5630.0,5553.0,5627.5,0.0015256355223324,11.486341289759766,17.4005162187077,17.540187143528776,-114.5302675662031,5522.5,5401.5,32.0,96.0,-64.0,5627.62,5608.36512,0.0,0.0,41.50006565614797,0.4193802103951531,0.139793403465051,0.046597801155017,-15.058183824341851,29.75505733108351,31.26984126984127,17.251227130745203,-68.73015873015873,-243.5147058823532,-3.581068922080259,-1.4827330878331937,-0.7793653644749274,-0.703367723358266,12.686732542699852,4.396837825966252,8.2898947167336,5425.126764850553,1.901863826550021,1.8840044814727008,3.476245654692933,-1.9018580432778835,4800.2685546875,4,-0.6367494888351075,-1.2538047799975374,-3.94883323644369,-0.256412241821792,-4.208649912948658,-4.086260228036849,0.9686137440866248,-2.1952244450939418,-2.9259339028255766,-3.710936029840994
2022-01-31,5150.0,5396.0,5281.0,5372.0,4800.2685546875,192478,-4035131.848606161,7230292,-0.2952466426526259,-13915675.630567726,1194941.759577718,-10224.7946085792,7722.175566665261,5441.04744654256,34.82509122564856,1022.0327720455869,5539.1,5941.006904643349,5137.193095356652,14.51163202120737,0.2921160372346868,0.0,0.0,5432.866666666667,5644.166666666667,5221.566666666668,7.778582209514917,0.3559709733396419,0.0,0.0,5161.0,6099.0,5630.0,16.934158978895486,0.2249466950959488,211.4890110902631,7.230444710038117,-80.00642132293069,-50.4089689604074,-29.59745236252329,5431.0,5588.384615384615,5418.450398095032,5498.456819417963,0.9492201668480232,1.0631120783460284,-0.1138919114980051,-0.1254234021361713,25.354547757281946,32.89999999999964,-32.945309014336104,-12.030577393332914,-20.91473162100319,5476.0,5630.0,5553.0,5627.5,0.0007628177611662,10.694440984456758,16.72335786805181,16.857593360274354,-99.3479549496142,5534.25,5401.5,28.000000000000004,92.0,-64.0,5627.62,5545.7340032,0.0,0.0,42.39738355181409,0.4752071936720814,0.2981958013557448,0.1459964016069319,-15.179885895250049,31.171213654951487,33.492063492063494,26.71957671957672,-66.5079365079365,-256.0323529411762,-5.038006010252785,-1.4550704670515124,-0.9145063849902444,-0.5405640820612679,5.376856988641798,4.592841658501361,0.7840153301404369,5418.973024543867,0.2612915266890558,0.2609507538574362,3.7466203167246137,-0.261286463586643,4822.60791015625,0,-4.657195279050526,-4.216867625902836,1.7549533073020314,-3.324806763335758,0.0568794720638123,-4.362050698103474,-8.132912870752932,-4.504698044720243,-1.5094249579626933,0.5178871989223808
2022-02-01,5490.0,5500.0,5371.0,5397.0,4822.60791015625,367726,-4254627.212947247,7598018,-0.3435056165575924,-10614414.82620091,3402805.349635326,235525.27336752816,2214.237342119577,5428.379577398903,26.94910822778125,1022.0327720455869,5512.45,5875.996682009337,5148.903317990663,13.19002193251048,0.3412170902483512,0.0,0.0,5416.566666666667,5624.166666666666,5208.966666666666,7.665372283796006,0.4528741168914592,0.0,0.0,5161.0,6099.0,5630.0,17.016027356257197,0.2515991471215352,203.2401099812368,7.108971688409909,-75.79116261143372,-55.48540769061267,-20.30575492082105,5416.416666666667,5579.615384615385,5415.150336849642,5490.941499461076,0.9719183078045224,1.013129102844639,-0.0412107950401167,-0.1419934488616607,25.23621547101312,72.55000000000018,-37.18014092809469,-17.56457868120326,-19.61556224689143,5476.0,5630.0,5553.0,5627.5,0.0003814088805831,10.629306677322672,19.59236925745961,16.10067549443171,-58.09222994314584,5534.25,5401.5,24.0,88.0,-64.0,5161.0,5545.7340032,1.0,0.0,44.04784145810594,0.5778910768074228,0.4908261602915524,0.3096051217041161,-14.844643226266925,31.6030943094276,37.46031746031746,34.07407407407408,-62.53968253968254,-256.3000000000002,-3.1407035175879394,-1.3802944835393431,-1.0076640047000645,-0.3726304788392787,1.325279764075196,3.939329279616128,-2.614049515540932,5417.334759739421,0.4653760238272575,0.4642964975515085,4.229432213209727,-0.4653772015929291,4841.373046875,1,0.6937597593659319,-1.4772091643108638,-2.723011098882907,0.0,-0.1707511155399004,-1.880885791687902,-6.065295250613389,-1.1175453103786452,-1.3878655140894836,-1.1200476683472544
2022-02-02,5180.0,5484.0,5282.0,5418.0,4841.373046875,371951,-4125733.3020561575,7969969,-0.2725669319313428,-7982216.851029351,-2851182.0105336453,-461413.06461977534,3158.5887930210256,5420.039777903341,23.14689825297002,1022.0327720455869,5485.4,5787.2975985330095,5183.50240146699,11.007313907208584,0.388372745713262,0.0,0.0,5399.533333333333,5618.133333333333,5180.9333333333325,8.096996036694543,0.5422384873437034,0.0,0.0,5161.0,6077.0,5619.0,16.69887337295366,0.2805676855895196,203.11609898311312,7.024352767711856,-69.94967886183986,-58.37826192485811,-11.571416936981748,5402.5,5573.423076923077,5415.588746565082,5485.538425426922,0.9000718907260963,1.0654205607476634,-0.1653486700215671,-0.1532771859340917,25.06266750337288,71.60000000000036,-40.19809758087864,-22.39880170143843,-17.79929587944021,5476.0,5630.0,5553.0,5627.5,0.0001907044402915,9.89854749957027,18.21329383315732,18.06864565395258,-65.06062401549217,5534.25,5401.5,20.0,84.0,-64.0,5167.78,5545.7340032,0.0,0.0,45.4614520236889,0.8076450454048686,0.6202477719614575,0.4697565778695849,-14.188305231554011,36.3451903790447,40.79365079365079,37.24867724867725,-59.20634920634921,-261.3117647058816,-2.990152193375112,-1.2751652333270438,-1.0611642504254604,-0.2140009829015834,-1.9967509089512832,2.752113241902646,-4.7488641508539295,5417.378890661769,0.3891050583657574,0.3883500026397257,4.634994206257237,-0.3891076585187676,4772.56787109375,2,-2.6946190823383347,0.253166680472944,-2.01992836384683,-0.4950467783503569,-1.5909008515456549,-0.5128090074573777,5.636678778330705,-2.6445646682943504,-0.9288712909073524,-3.619336923966344
2022-02-03,5530.0,5530.0,5182.0,5341.0,4772.56787109375,591174,-4176696.5779182254,7378795,-0.249088947400559,-13344814.15802516,-1589379.776512499,-497912.706828291,-6954.417518776581,5401.75771075974,23.70740335506804,1022.0327720455869,5456.4,5688.776763037957,5224.023236962043,8.51758533237875,0.2516963432760489,0.0,0.0,5382.0,5626.5,5137.5,9.085841694537349,0.4161554192229039,0.0,0.0,5161.0,5994.0,5577.5,15.266476064804635,0.2160864345738295,217.6044890848018,6.905956559850855,-70.71832060945962,-60.84627366177841,-9.872046947681213,5384.5,5552.7307692307695,5404.113554785839,5474.831875395298,0.8978694622928644,1.033479878254988,-0.1356104159621237,-0.1629343354350832,25.00662880833164,112.60000000000036,-44.75503850545973,-27.32425137551109,-17.430787129948644,5380.5,5630.0,5505.25,5627.5,9.535222014577547e-05,9.835232606174424,16.10953212071777,19.30075655351844,-81.8470268455653,5582.5,5466.0,16.0,80.0,-64.0,5174.4244,5545.7340032,0.0,0.0,41.3375029836522,0.4964288726096366,0.6273216649406427,0.579465199064551,-14.695624432513933,41.63653933191647,28.571428571428573,35.608465608465615,-71.42857142857143,-234.4058823529413,-3.886989382760482,-1.2916984889943048,-1.1072710981392293,-0.1844273908550755,-1.6240367119711514,1.8768832511278863,-3.500919963099038,5411.039124248043,-1.421188630490955,-1.431384230527044,3.14793356508305,1.421191366892543,4848.52197265625,3,2.8182804021333965,-0.1586200339398118,1.543405662246343,0.7389154687150068,0.1677753542453786,3.775519699500308,9.749303437000847,0.1153652036562391,0.4843758788582875,3.778981335977619
