Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,jpx_9843.T_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_ORI.AX_2021-09-15_2023-09-15_Close_percent,asx_TCL.AX_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,jpx_4911.T_2021-09-15_2023-09-15_Close_percent,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,asx_TLS.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,18029.0,18357.0,17553.0,17868.0,16174.673828125,849141,-183769.3208955224,849141,-0.2164179104477611,0.0,0.0,0.0,8008.902935003653,17926.0,50.0,1000.0,17868.0,17868.0,17868.0,0.0,0.0,0.0,0.0,17926.0,18730.0,17122.0,8.970210866897244,0.4639303482587065,0.0,0.0,17553.0,18357.0,17955.0,4.499664204163868,0.3917910447761194,0.0,0.0,0.0,0.0,0.0,17868.0,17868.0,17868.0,17868.0,0.0,0.0,0.0,0.5606592534295857,1.0,-172.92599999999948,9.772550258902532,9.772550258902532,0.0,17955.0,17955.0,17955.0,17955.0,0.0,0.0,0.0,0.0,0.0,17713.05675,17769.821,4.0,4.0,0.0,17553.0,19035.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,39.17910447761194,39.17910447761194,-60.82089552238806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17868.0,0.9772550258902556,0.0,0.0,0.0,16147.5166015625,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,18100.0,17985.0,17641.0,17838.0,16147.5166015625,467392,-115834.43717459212,381749,-0.0879844539974251,-14021760.0,-10451184.444748731,-10451184.444748731,7513.531662188577,17888.841521886145,0.0,998.3210208193418,17853.0,17883.0,17823.0,0.3360779700890606,0.25,0.0,0.0,17873.666666666664,18447.666666666664,17299.666666666664,6.422856716584921,0.4689314750290381,0.0,0.0,17553.0,18357.0,17955.0,4.503444799193413,0.3544776119402985,0.0,0.0,-2.39316239316031,-0.478632478632062,-1.914529914528248,17853.0,17853.0,17863.384615384617,17865.777777777777,0.3763066202090592,0.6236933797909407,-0.2473867595818815,-0.0003279256212222,1.906313645621181,-157.92599999999948,8.924856714360136,9.348703486631331,-0.4238467722711974,17955.0,17955.0,17955.0,17955.0,0.0,0.0,0.0,0.0,-66.66666666666436,17713.05675,17769.821,4.0,8.0,-4.0,17553.0,19035.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.1602787456446,35.44776119402985,37.3134328358209,-64.55223880597015,0.0,0.0,-0.0133952320628158,-0.0026790464125631,-0.0107161856502526,-3.709863971055112,-0.7419727942110225,-2.96789117684409,17861.963934495652,-0.167897918065818,-0.168039024585731,-0.167897918065818,0.1678996859601511,16533.146484375,3,-0.6245092379802202,2.5754871350932405,-1.039268734542972,-0.4819301436063057,-1.224788726696275,0.0423130350401379,1.4058433017282963,-0.2132204644208428,-0.582525276583084,-0.5089021217918059
2021-09-17,17800.0,18347.0,17887.0,18264.0,16533.146484375,1105969,591024.0106514947,1487718,0.2439725583927256,55287461.99999999,12644115.7030622,1096465.629156734,25627.56902360781,18015.37544626726,70.69184304262731,998.3210208193418,17990.0,18378.26794871583,17601.73205128417,4.316486367046483,0.8528491096242115,0.0,0.0,17971.11111111111,18507.11111111111,17435.11111111111,5.9651292197353785,0.7732172470978457,0.0,0.0,17553.0,18357.0,17955.0,4.469149527515286,0.8843283582089553,0.0,0.0,29.74203131468312,5.565500280030975,24.176531034652143,17990.0,17990.0,17925.017751479292,17895.27572016461,0.6867833433916717,0.4912492456246228,0.1955340977670489,0.0037957515128898,2.775924581478174,-294.9259999999995,16.66712442118069,11.78817713148112,4.878947289699571,17955.0,17955.0,17955.0,17955.0,0.0,0.0,0.0,0.0,100.00000000000094,17713.05675,17769.821,12.0,8.0,4.0,17553.0,19035.0,1.0,0.0,93.862134088763,0.0,0.0,0.0,-72.7447216890595,37.5980687990344,88.43283582089552,54.353233830845774,-11.567164179104475,0.0,0.0,0.166200464188263,0.031096855707602,0.1351036084806609,-0.3591968181796021,-0.6654175990047385,0.3062207808251364,17959.607049598595,2.388160107635384,2.3600895983479475,2.216252518468776,-2.3881683625281767,16203.640625,4,-0.853370822601434,-1.1166828283065229,-0.172351340789632,2.637894966164496,-0.9252636200509272,1.5453081178421115,1.038147029978603,1.099291398991724,-0.5264919402729618,0.7594881314718691
2021-09-21,18000.0,18267.0,17899.0,18125.0,16407.318359375,375846,573022.5562715419,1646349,0.1900217492625893,43018541.26530612,8420470.086152308,-2953997.2227537995,395.2443565141439,18021.89613724977,68.73632711014847,978.4245659585096,17999.0,18332.447447133727,17665.552552866273,3.7051774780124127,0.6889353196179494,0.0,0.0,17995.0,18471.4,17518.6,5.29480411225342,0.6364399664147771,0.0,0.0,17553.0,18357.0,17955.0,4.466914828601589,0.7114427860696517,0.0,0.0,39.91114437260694,15.63106102449944,24.2800833481075,17999.0,17999.0,17952.527502538425,17912.61635816582,0.7711422845691382,0.6685370741482966,0.1026052104208417,0.0112080199415812,4.41766272759978,-303.9259999999995,17.175740547906127,13.587171209343316,3.5885693385628112,17955.0,17955.0,17955.0,17955.0,0.0,0.0,0.0,0.0,62.27106227106228,17713.05675,17769.821,12.0,8.0,4.0,17584.8384,19035.0,0.0,0.0,62.06580522076238,0.0,0.0,0.0,-44.49936843233577,38.27655310621242,71.14427860696517,67.5787728026534,-28.855721393034827,0.0,0.0,0.2228102448831416,0.0873015280190007,0.1355087168641408,-10.17910500297984,-3.5153086233701405,-6.6637963796097,17999.115446498763,1.2569832402234526,1.2491487894028095,1.4383254980971485,-1.256987482558415,16376.5400390625,1,-0.5464376820530532,-1.3297244268419917,1.013294724046219,-0.6802698583041291,0.0,-1.3286106441003795,3.4631002297741134,0.8778381331624132,-0.861149788023809,-1.2886567651800505
2021-09-22,18000.0,18288.0,18059.0,18091.0,16376.5400390625,210239,421540.30736324494,1436110,0.1306776756177982,35851874.513119526,9857590.646835268,-391679.6488359861,4329.941863533039,18029.984504731947,71.51397776319271,976.589176427884,18014.333333333332,18326.35612452369,17702.310542142972,3.4641614032199577,0.6228542735198704,0.0,0.0,18020.166666666668,18455.33333333333,17585.0,4.829774049444597,0.5813864419762551,0.0,0.0,17553.0,18357.0,17955.0,4.46311270654849,0.6691542288557214,0.0,0.0,48.00100242171538,22.10504930394263,25.89595311777276,18014.333333333332,18014.333333333332,17973.83096368636,17925.829961264644,0.8491189427312775,0.6886930983847284,0.1604258443465491,0.0161150272562382,5.172060336661021,-319.2593333333316,18.042271726771688,14.329687962248045,3.712583764523643,17955.0,17955.0,17955.0,17955.0,0.0,0.0,0.0,0.0,72.21425155427956,17713.05675,17769.821,12.0,8.0,4.0,17600.281632000002,19035.0,0.0,0.0,59.77249058239421,0.0,0.0,0.0,-35.766554782453966,36.23348017621145,66.91542288557214,60.40630182421228,-33.08457711442786,13.616666666668609,0.0,0.2677756205734363,0.1233963465298878,0.1443792740435484,-15.213927129689834,-5.855032324634079,-9.358894805055757,18019.757151124504,-0.1875862068965506,-0.1877623701613373,1.2480411909558953,0.1875889748608017,16656.2578125,2,1.2422304606256347,0.8229539266821035,-0.3780493865914565,0.675673455446173,0.0,-0.0874086647238954,-0.5498796591226807,0.7010981069712017,0.2787906576186145,-0.5089021217918059
2021-09-27,18452.0,18395.0,17968.0,18102.0,16386.5,1099737,390980.3659112543,715317,0.0831080409709747,-6139218.847504012,-2795577.488072148,204519.2580726094,-11338.47460052801,18081.146156336414,53.89873090759578,976.589176427884,18073.5,18443.94297806816,17703.057021931847,4.0992943045691534,0.5384674588092161,0.0,0.0,18072.291666666668,18488.666666666668,17655.916666666668,4.607882693349626,0.535674972480735,0.0,0.0,17553.0,18400.0,17976.5,4.686419343237336,0.6481700118063755,0.0,0.0,77.62535870026841,42.22298537040098,35.40237332986743,18073.5,18073.5,18049.026902994377,17971.40154429411,0.8490620490620491,0.7183261183261184,0.1307359307359307,0.031408978195865,6.680999116112124,-378.4259999999995,21.385951819133364,16.06499289549383,5.320958923639534,17976.5,17976.5,17976.5,17976.5,0.0,0.0,0.0,0.0,43.685180600257794,17713.05675,17769.821,28.000000000000004,8.0,20.000000000000004,17646.7993593856,19035.0,0.0,0.0,55.223698821199285,0.0,0.0,0.0,-18.62068764396132,48.39518671053539,64.81700118063755,77.24414135540323,-35.18299881936245,66.01250000000073,0.0,0.4319382576197255,0.2352389061521563,0.1966993514675691,-9.622169821342611,-8.436817582059268,-1.185352239283343,18106.59641307504,-1.6195652173913055,-1.6328235209961406,1.3096037609133582,1.619558339794395,16420.896484375,0,-0.7843181149374772,0.5062770120895976,-1.2206033591736087,1.4999992933825157,-0.5693867364386591,-0.4957975533104246,1.1722690467180428,-0.8409423354599426,-0.2092060435491021,-0.7595008159276091
2021-09-28,18400.0,18267.0,18000.0,18140.0,16420.896484375,463835,413564.09250301454,1179152,0.0800190879320921,-2744226.155003439,-2763051.5161641533,-166427.08870698593,-16837.268287229854,18086.039144908136,48.10476081567382,978.639247619148,18080.88888888889,18432.63809808891,17729.13967968887,3.890839785163205,0.5840245117331538,0.0,0.0,18079.33333333333,18479.11111111111,17679.555555555555,4.422483621569129,0.5758754863813246,0.0,0.0,17553.0,18400.0,17976.5,4.6845042033331685,0.693034238488784,0.0,0.0,79.13244528132418,49.60487735258562,29.527567928738563,18080.88888888889,18080.88888888889,18063.022764072168,17983.890318790844,0.8684351554126474,0.7727759914255091,0.0956591639871382,0.0375042651128282,7.433153440524894,-385.81488888889,21.803519379963507,16.702606949323794,5.100912430639713,17976.5,17976.5,17976.5,17976.5,0.0,0.0,0.0,0.0,32.129277566540864,17713.05675,17769.821,28.000000000000004,8.0,20.000000000000004,17676.927385010178,19035.0,0.0,0.0,56.51478037090625,0.0,0.0,0.0,-15.22303743811376,48.39206963882185,69.3034238488784,78.04014167650531,-30.696576151121604,86.44444444444525,0.0,0.4400185047761384,0.2761948258769527,0.1638236788991856,-11.33949818139258,-9.01735370192593,-2.3221444794666493,18112.79628668807,0.2099215556292222,0.2097015282011227,1.5222744571300684,-0.2099074504927784,16475.2109375,1,1.3229590312053006,2.1238911847341058,-0.1604178477833642,1.0998335513881583,1.981588887552676,1.4586034205133274,1.9855611341994857,0.3263208931374493,2.226869915974192,1.256284744027596
2021-09-29,18150.0,18416.0,18121.0,18200.0,16475.2109375,1179015,-133978.46681901935,2358167,-0.0211078364439079,7753649.009997051,3377819.620615514,227378.1012177363,4873.408500915492,18115.689904142942,59.29475999874053,978.639247619148,18092.8,18434.065644330043,17751.534355669955,3.772391717479261,0.6570623966711483,0.0,0.0,18095.966666666667,18485.266666666663,17706.666666666664,4.302616236767321,0.6336158917715571,0.0,0.0,17553.0,18416.0,17984.5,4.769853201273435,0.7497103128621089,402.7,0.0,84.19774165928538,56.52345021392557,27.674291445359813,18092.8,18092.8,18084.09618498414,17999.898443324855,0.9081201887260988,0.7524211571889744,0.1556990315371244,0.0433365913440683,8.186156533911756,-397.7259999999988,22.47665084644457,18.11417368127291,4.3624771651716685,18028.5,17984.5,18006.5,17984.5,0.0,0.0,0.0,0.0,86.6469873241876,17713.05675,17769.821,28.000000000000004,8.0,20.000000000000004,17705.85028960977,19035.0,0.0,0.0,58.54719235929631,0.0,0.0,0.0,-11.973793775643504,42.287192553339096,74.97103128621089,69.69715210524228,-25.02896871378911,104.54999999999929,0.0,0.4677678706043454,0.3145094348224313,0.153258435781914,-4.090612910106636,-8.032005543562072,3.9413926334554352,18129.454458357373,0.330760749724357,0.3302149395759457,1.8580702932617044,-0.3307642379737388,16952.267578125,2,-0.1577279889833107,0.4520808609345437,1.7120505953568994,-2.9940215316341323,1.0108359228088233,-0.5659601374119347,1.4469916127327735,0.9094290480840924,1.5836182262744103,0.7633531826876521
2021-09-30,18290.0,18968.0,18279.0,18727.0,16952.267578125,847022,120496.93811566864,3205189,0.0167488173874751,70414641.15142605,28877053.96081801,3092345.6871777643,28426.125117099,18179.538377287936,64.86111860106578,1006.9767686903176,18150.454545454544,18639.163690139983,17661.745400769105,5.385089871568288,1.08986562950091,1.0,0.0,18169.166666666664,18546.966666666667,17791.366666666665,4.158693757739773,1.2382653961531662,1.0,0.0,17553.0,18968.0,18260.5,7.795948010317799,0.8296819787985866,439.2299999999999,0.0,129.2466463239616,71.06808943593279,58.17855688802882,18150.454545454544,18150.454545454544,18183.00446421735,18053.757817893387,0.9393117831074036,0.6604796663190824,0.2788321167883212,0.0544047559027904,9.078493838340073,-455.3805454545436,26.59019252499958,20.07698877134396,6.513203753655624,18381.0,18260.5,18320.75,18260.5,0.0,0.0,0.0,0.0,236.63655617647944,17713.05675,17769.821,44.0,8.0,36.0,17748.459272233184,19035.0,0.0,0.0,71.2551178687572,0.0,0.0,0.0,-2.6325821319271707,50.44047766076741,82.96819787985866,75.74755100498265,-17.031802120141343,146.7363636363625,0.0,0.7158988595485815,0.3947873197676613,0.3211115397809201,-2.3215493783786743,-6.889914310525392,4.568364932146718,18179.13292866692,2.8956043956043898,2.854473869562213,4.807477053951192,-2.895602626483821,16594.701171875,3,0.0787397997889201,-0.4087160261659477,-2.264426629296736,-14.53488733380577,-3.2822700745939244,-1.6233781410006571,-0.6006484123565912,-2.165937308430045,-0.7955174757766201,-0.769225086870307
2021-10-01,18727.0,19035.0,18234.0,18332.0,16594.701171875,433804,-207157.7685010605,2771385,-0.0271569809309245,35876466.70122233,2031101.6034891333,2995868.95229698,15376.377962353235,18199.67721661281,60.64229278004522,985.7370707337484,18165.58333333333,18644.12727651468,17687.039390151982,5.268687874209198,0.6738781454011656,0.0,0.0,18240.4,18663.9,17816.9,4.643538518892129,0.6081463990554883,0.0,0.0,17553.0,19035.0,18294.0,8.158284668351783,0.5256410256410257,475.407,0.0,131.55850443647432,83.1661724360411,48.39233200043323,18165.58333333333,18165.58333333333,18205.92685433776,18074.368349901284,0.9399571122230164,0.6971050750536097,0.2428520371694067,0.0640764645927075,10.103998276602232,-297.5833333333321,28.524215161555304,21.39444329805225,7.129771863503056,18414.5,18294.0,18354.25,18294.0,0.0,0.0,0.0,0.0,138.62870802999194,17713.05675,17769.821,44.0,8.0,36.0,17846.022530454527,19035.0,0.0,0.0,57.12050517336336,0.0,0.0,0.0,-0.8194592270211003,41.721024431794255,52.56410256410256,70.1677772433907,-47.43589743589744,182.17499999999927,0.0,0.727873317006914,0.4614045192155119,0.2664687977914021,-5.504554300869691,-6.612842308594252,1.1082880077245614,18183.85069184686,-2.1092540182623964,-2.131816613149517,2.5968211327512813,2.1092541431530947,16752.2109375,4,2.75807266312043,6.0153638212734535,2.9120764699379578,-2.247992854480202,1.624291084598383,4.238551647129739,0.875686325619597,2.012217460134707,1.847539385364129,0.7633531826876521
