Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,jpx_7203.T_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,jpx_8591.T_2021-09-15_2023-09-15_Close_percent,jpx_8830.T_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,asx_CBA.AX_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent
2022-01-20,6098.0,6098.0,6017.0,6030.0,4832.00537109375,823355,-6730969.221711735,2510439,-0.1471734616595744,-2855031.373214186,-137729.16907044957,281234.7823925294,-3276.986376944128,6071.03672238933,64.66284219437232,1087.4306008686465,6028.3,6208.430064120334,5848.169935879667,5.97614797273969,0.5047188125100098,0.0,0.0,6075.9,6158.7,5993.1,2.7255221448674183,0.2228260869565203,0.0,0.0,5801.0,6218.0,6009.5,6.917373057080768,0.5491606714628298,90.8421649358455,1.9460258310524368,67.41677830820117,82.44218059481395,-15.025402286612774,6085.916666666667,5965.192307692308,6044.5650227294645,5977.148244421263,1.031890660592255,0.955960516324981,0.075930144267274,0.2130701435763429,22.79475469220844,107.69999999999982,54.31072491671068,57.70484248936379,-3.3941175726531085,6109.5,5904.0,6006.75,5791.0,6.249961033037384,36.13912779985143,23.02934082170408,10.076594493218357,18.8632781717884,5682.25,5688.5,60.0,4.0,56.0,6017.0,6207.002904,0.0,0.0,54.87875057571261,0.0,0.0082113829270614,0.0160094950956767,17.30811118166902,43.92999117328757,31.38686131386861,37.44111404462391,-68.61313868613139,141.64411764705892,0.4832527912014664,1.1279087543315365,1.3874568832044478,-0.2595481288729113,3.1917647536061216,-9.91994574730418,13.111710500910302,6012.524297892484,-0.4128819157720897,-0.4137366265961617,11.66666666666667,0.4128922118761267,4823.9921875,3,0.5522451994127664,-1.715161105209063,0.2330958536049081,0.6612065517227848,-0.2944562453685222,-0.0700348281307441,0.7248545500432044,-1.6410316955327886,-2.1249116615200165,0.0
2022-01-21,6011.0,6109.0,6010.0,6020.0,4823.9921875,209913,-6898475.555045068,2300526,-0.1801005741575843,-2747045.4627550165,94324.79169941832,313503.21343546285,-3747.598325465981,6073.57067627668,60.18188789686192,1085.6272333713518,6036.95,6196.910588896126,5876.989411103874,5.299384255166134,0.4470181995547457,0.0,0.0,6069.500000000001,6142.800000000001,5996.200000000001,2.415355465853865,0.1623465211459701,0.0,0.0,5827.0,6218.0,6022.5,6.476780493461103,0.4936061381074169,91.65794844226096,2.102548429615508,60.46333992518521,78.0464124608882,-17.583072535702996,6076.25,5981.076923076923,6040.785788463392,5980.322448538207,1.0505747126436782,0.9586206896551724,0.0919540229885057,0.2027039830682285,22.72176884619013,171.05000000000018,51.725415454129454,57.61984715125365,-5.89443169712419,6106.0,5905.5,6005.75,5791.0,3.124980516518692,36.46092602722465,22.18487300070462,9.362615991258446,8.287101591162244,5682.25,5688.5,56.00000000000001,8.0,48.00000000000001,6017.0,6199.40278784,0.0,0.0,53.96679070176575,0.0,0.0082113829270614,0.0082113829270614,16.17206413693969,33.90661602213375,9.174311926605505,27.02404071519453,-90.8256880733945,128.90294117647045,-1.890482398956976,1.0110381245406674,1.3121731314716918,-0.3011350069310243,-1.2777250305051389,-8.19150160394437,6.913776573439232,6012.9824114942585,-0.1658374792703143,-0.1659751418364052,11.481481481481492,0.1658355688444999,4766.29638671875,4,3.76091331511158,2.4759868629288064,3.816197546650656,-0.0806895229518005,-1.086314417249966,1.644502301396173,1.257482487794519,2.6236168131839577,0.7237134902005522,2.338223840027979
2022-01-24,6060.0,6037.0,5931.0,5948.0,4766.29638671875,242200,-7062988.762592238,2058326,-0.2239085484322693,-4845810.396647157,-3304293.9719240298,-8300.228476158143,-3244.858613907208,6071.04224296569,55.22337268322644,1085.6272333713518,6039.95,6190.603874825692,5889.296125174307,4.988580197706689,0.1948302852934035,0.0,0.0,6054.133333333333,6127.733333333334,5980.533333333334,2.4313967317094627,-0.2210144927536263,0.0,1.0,5850.0,6218.0,6034.0,6.092765668589973,0.266304347826087,93.09215359803486,2.3777112393984585,48.58285868578423,72.1537017058674,-23.57084302008317,6054.583333333333,5991.384615384615,6026.511051776716,5977.928193090932,0.9482370592648162,1.0307576894223556,-0.0825206301575394,0.1888173245748615,22.62923080398457,49.05000000000018,48.0280644682196,56.82111457784899,-8.793050109629391,6025.0,5959.0,5992.0,5791.0,1.562490258259346,35.13444207972437,20.50924938174554,14.28458072050244,-96.19082552491436,5703.0,5688.5,52.0,4.0,48.0,6017.0,6188.0386205696,0.0,0.0,47.80682120284935,0.0,0.0,0.0054742552847076,13.472113933210212,31.817589225166948,5.923344947735192,15.49483939606977,-94.0766550522648,105.67352941176524,-4.1881443298969065,0.8127039522143223,1.212279295620218,-0.3995753434058956,-4.340101981106449,-7.421221679376787,3.0811196982703377,5994.680797097123,-1.196013289036546,-1.203223072282178,10.14814814814815,1.196017707714205,4754.27734375,0,0.3462059970414088,0.2626483520768232,0.2429265816582813,0.3426043989243936,-1.4231818988480427,1.2095327770797013,-0.071898689000406,0.6217585788277233,2.405689872939704,3.6231884057970944
2022-01-25,5943.0,5967.0,5904.0,5933.0,4754.27734375,242386,-7082225.746719223,1815940,-0.2093662590638127,-4672950.339983278,-1260592.6084839883,-251250.1435350899,-3508.0067953269418,6062.258995776183,49.46079645827894,1085.6272333713518,6043.3,6180.732310611425,5905.867689388575,4.548253788871155,0.0987115420337313,0.0,0.0,6036.933333333333,6102.133333333333,5971.733333333334,2.160037104931858,-0.2970347648261786,0.0,1.0,5872.0,6218.0,6045.0,5.7253487333079605,0.176300578034682,90.08293823823138,2.656151824816042,37.52455733085935,65.2278728308658,-27.70331550000645,6041.583333333333,5993.2307692307695,6012.12473611876,5974.6001787879,0.922077922077922,1.1599025974025974,-0.2378246753246753,0.1723277528348443,22.54258388318448,96.69999999999982,44.26767426334665,55.31630044117136,-11.048626177824708,6011.5,5972.0,5991.75,5791.0,0.781245129129673,33.42945860949374,19.56348050968081,15.602183298782167,-158.60176907430957,5703.0,5688.5,48.0,4.0,44.0,6017.0,6167.475530924033,0.0,0.0,46.61309867526446,0.0,0.0,0.0027371276423538,10.844177170588171,30.847173993894213,9.235668789808916,8.111108554716537,-90.76433121019107,79.57058823529405,-2.5619970438495647,0.6280680917207779,1.09543705484033,-0.4673689631195521,-6.84578482462969,-7.306134308427367,0.4603494837976774,5980.1495445158325,-0.2521856086079355,-0.2525041321401744,9.870370370370374,0.252167343227768,4792.7412109375,1,2.294977069552118,1.843301660244009,4.870119732326302,4.145604096306784,0.830467668484772,3.6010126344806537,2.0422848496176584,2.919707871616012,5.340805260812218,4.21052631578948
2022-01-27,5928.0,6021.0,5901.0,5934.0,4755.07763671875,201968,-7116159.970248634,1770129,-0.2538014187279351,-3871438.127334653,-267369.0881723837,-244073.0823373329,-323.74495053201395,6046.303780475843,48.7142647905773,1094.4103291410847,6041.15,6179.766413169564,5902.533586830436,4.589073708468226,0.1135017580171867,0.0,0.0,6017.266666666666,6093.166666666666,5941.366666666667,2.522740114559201,-0.0485287659200713,0.0,1.0,5901.0,6218.0,6059.5,5.247345290217923,0.1041009463722397,92.61717997296742,2.841777867933667,24.022101799722805,51.712191061136295,-27.69008926141349,6017.583333333333,6007.423076923077,5996.053805150118,5972.031703350395,0.8888888888888888,1.1779584462511292,-0.2890695573622404,0.1388247742307391,22.738106382123444,36.85000000000037,33.27806057048498,50.14395415390695,-16.865893583421965,6010.0,5993.0,6001.5,5791.0,0.1953112822824182,31.01165231868456,19.502043820814905,14.94584083255861,-133.18263162852185,5703.0,5688.5,40.0,4.0,36.0,6017.0,6117.415180048466,0.0,0.0,46.92269770000658,0.0183661063380903,0.0897650251348714,0.0578026716079042,7.388665292404696,32.54322245204049,10.96345514950166,14.90713897764705,-89.03654485049834,28.717647058823783,-2.127659574468085,0.402243373662033,0.8679194852782178,-0.4656761116161848,-13.185706980547026,-9.0626855318953,-4.123021448651725,5973.815429759135,-0.7858217689349578,-0.7889256193788441,9.88888888888888,0.7858461903346239,4818.38330078125,3,3.135435261997273,2.633344033500336,3.924908929096219,2.066024290942295,1.7578596264102655,-1.120657298006705,1.749604788430446,4.220775219643926,8.99923566385361,5.3500811757996445
2022-01-28,5913.0,6051.0,5911.0,6013.0,4818.38330078125,205839,-7022062.141677205,1975968,-0.2045187063113704,-995335.3948582746,1360286.437458402,-140717.23863752972,1153.24892146668,6038.77094624303,47.63736960733661,1094.4103291410847,6043.05,6179.003631801417,5907.096368198583,4.499503787041875,0.3894843793364299,0.0,0.0,6009.866666666667,6097.066666666668,5922.666666666667,2.901894662111204,0.5179663608562658,0.0,0.0,5901.0,6218.0,6059.5,5.245695468347937,0.3533123028391167,97.35546197567068,2.841072321042203,23.5945200589922,46.08865686070748,-22.49413680171528,6012.166666666667,6015.192307692308,5998.6609120501,5975.066391991108,0.8636363636363636,1.104020979020979,-0.2403846153846153,0.1239950553687544,23.023221339768096,18.94999999999981,29.27456458413584,46.66931332139114,-17.394748737255306,6005.0,6009.5,6007.25,5791.0,0.0976556411412091,30.13653377262342,19.69217691592473,13.470804105821868,-76.2619707440278,5703.0,5688.5,36.0,8.0,28.0,6017.0,6091.44535844265,0.0,0.0,53.4235688305238,0.5489762461097397,0.2727571071714513,0.1487217073317213,7.254180497260629,38.63403680953403,37.2093023255814,24.23168348957121,-62.7906976744186,7.694117647058192,-1.0694307337940112,0.3948829772103948,0.7733121836646533,-0.3784292064542585,-14.872874117772849,-10.224723249070813,-4.648150868702038,5974.967130613909,1.331311088641729,1.3225270188801377,11.351851851851858,-1.331327664845119,4825.5947265625,4,-3.94883323644369,-3.421167213981363,-4.795735215415533,-1.5659023231332725,-2.395380844067418,-1.4776400536989769,-2.015348325124961,-3.0508498366531,-2.1952244450939418,0.9686137440866248
2022-01-31,6099.0,6099.0,6006.0,6022.0,4825.5947265625,256823,-7190515.93737613,2232791,-0.231527728632269,-522943.6241642354,2589137.265743333,-14872.534424939458,3124.7590615513373,6036.399497807027,52.32196777147479,1094.4103291410847,6044.15,6179.044440211579,5909.25555978842,4.463636415760014,0.4178987660082292,0.0,0.0,6007.4333333333325,6095.133333333333,5919.733333333333,2.919716129461843,0.5830482706195382,0.0,0.0,5901.0,6218.0,6059.5,5.244740782409438,0.3817034700315457,96.9199157781036,2.782561874343453,23.708585418147777,41.61264257219554,-17.904057154047763,6008.833333333333,6021.923076923077,6002.25154096547,5978.542955547322,0.955045871559633,1.0944954128440367,-0.1394495412844036,0.1114729248827057,23.280822045151822,25.850000000000364,25.45002427889601,42.73505250345177,-17.285028224555763,6005.0,6022.5,6013.75,5791.0,0.0488278205706045,29.898426149637945,21.797246503106138,12.58244775193572,-8.632630849905894,5703.0,5688.5,32.0,4.0,28.0,5901.0,6091.44535844265,1.0,0.0,54.11309629788704,0.604557460327426,0.3906332709250852,0.251051801077136,7.337572814126371,39.18286271031221,55.5045871559633,34.55911487701545,-44.4954128440367,13.497058823530097,-0.6598482349059717,0.3965612624084142,0.6979619994134055,-0.3014007370049913,-14.760884853950085,-11.131955570046664,-3.6289292839034193,5975.632088003681,0.1496757026442807,0.1495638002110055,11.518518518518528,-0.1496648425641211,4840.01904296875,0,1.7549533073020314,-0.3799697968337341,0.5932260725813876,-0.8779314945444838,0.2254773875401667,3.421906092172989,2.017351921351917,-1.0964895354385789,-4.504698044720243,-8.132912870752932
2022-02-01,6002.0,6086.0,6002.0,6040.0,4840.01904296875,268322,-7216070.413566606,2501113,-0.1952902664463364,241733.46500208392,-266098.19545173337,105344.96459611224,1186.426870585888,6035.612949688796,57.86029436961896,1094.4103291410847,6046.1,6179.562953661289,5912.637046338712,4.41484440089606,0.4771472163897954,0.0,0.0,6006.666666666667,6100.266666666667,5913.066666666668,3.116537180910097,0.6780626780626742,0.0,0.0,5901.0,6218.0,6059.5,5.243049238351995,0.4384858044164038,95.62792420029324,2.728896128690652,24.96366699106784,38.28284745597,-13.31918046490216,6006.333333333333,6027.769230769231,6008.058996201552,5983.095329210484,0.9865229110512128,0.9928122192273136,-0.0062893081761006,0.1014047617044291,23.484595081986573,3.899999999999636,21.28868205320355,38.59079022868814,-17.30210817548459,6005.0,6034.0,6019.5,5791.0,0.0244139102853022,29.59756103130968,20.48330865568002,12.111025482129287,-9.544731459736775,5703.0,5688.5,28.000000000000004,4.0,24.000000000000004,5904.96,6091.44535844265,0.0,0.0,55.53103375489275,0.7611843365245556,0.6382393476539071,0.4338765752501479,7.799363596814174,41.10158862269322,63.76146788990825,52.158452457150986,-36.23853211009175,26.417647058823604,-0.4942339373970346,0.4172366579083404,0.6418169311123925,-0.224580273204052,-14.219425693983643,-11.74944959483406,-2.469976099149584,5976.074177275644,0.298904018598467,0.2984581887181647,11.851851851851848,-0.2989127190240737,4855.24365234375,1,-2.723011098882907,0.8238626579587276,-1.5345235210213417,-0.1273746677911589,2.146893557108825,0.0,-0.2026917858269428,0.3253836037022779,-1.1175453103786452,-6.065295250613389
2022-02-02,5900.0,6080.0,5900.0,6059.0,4855.24365234375,621027,-6739949.713566606,3122140,-0.1470974802424283,1892844.8271446435,-1565149.3413329856,-22086.51899953476,2755.58699575068,6031.650897824942,48.87239471225779,1094.4103291410847,6042.25,6169.411118271252,5915.088881728748,4.209065108899904,0.5658613270617435,0.0,0.0,6001.366666666667,6106.466666666667,5896.266666666667,3.502535533572905,0.7741833174754177,0.0,0.0,5900.0,6218.0,6059.0,5.262940129918491,0.5,104.06513178026394,2.6559649156759315,27.17817629189085,36.06191322315417,-8.883736931263321,6007.083333333333,6035.192307692308,6015.896073709006,5988.717897417115,0.8861464968152867,1.0,-0.1138535031847133,0.093834018233145,23.85268951035741,7.75,17.427241838157336,34.49262544218222,-17.06538360402488,6004.5,6045.0,6024.75,5791.0,0.0122069551426511,27.56983257830376,17.981889790607006,17.552154319169986,-48.13010605368674,5713.0,5688.5,24.0,76.0,-52.0,5904.96,6099.0,0.0,1.0,57.04006326792235,0.889986533267984,0.7519094433733219,0.5935940206507714,8.604052371620813,51.721973475072666,72.6027397260274,63.95626492396631,-27.3972602739726,22.22941176470613,0.1487603305785124,0.4538229510462093,0.6042181350991559,-0.1503951840529466,-4.563401932607017,-10.312240062388652,5.748838129781636,5976.4988126742655,0.3145695364238365,0.3140758016128231,12.203703703703695,-0.314556807314986,4878.482421875,2,-2.01992836384683,-2.088003572073646,-1.4273786904291228,-2.268379995901612,-2.251734397638515,-1.3569447830722368,-0.8623363951251548,-2.829166937475165,-2.6445646682943504,5.636678778330705
2022-02-03,6021.0,6131.0,6021.0,6088.0,4878.482421875,469750,-6637458.804475697,3591890,-0.1609601765367883,3568545.56612398,2013837.14741884,118829.9682728529,4201.911317600985,6035.003303210044,52.07709015200513,1099.648470673531,6036.25,6140.892008772746,5931.607991227254,3.4671197771048456,0.7472716292764751,0.0,0.0,6004.533333333334,6112.533333333334,5896.533333333334,3.5972820535595327,0.8864197530864177,0.0,0.0,5900.0,6218.0,6059.0,5.268171464071236,0.5911949685534591,104.65861860223754,2.5886654155692934,30.91685820801285,35.03290222012591,-4.116044012113058,6010.25,6041.461538461538,6026.988985446082,5996.072127238069,0.9783420463032112,0.9596713965646004,0.0186706497386108,0.0890238396344658,24.093863256822225,18.75,15.199353274343874,30.434174088872705,-15.234820814528833,6015.5,6059.0,6037.25,5791.0,2.6168660399341706,26.3566771627394,20.09322886167493,16.246436607255347,65.11716725318595,5713.75,5688.5,20.0,72.0,-52.0,5900.0,6099.0,1.0,0.0,59.309721386624375,1.0,0.88372362326418,0.7579574714304697,9.925536957985289,52.73026697117204,81.38528138528139,72.58316300040569,-18.61471861471861,32.96470588235297,0.628099173553719,0.5156185174552576,0.5864982115703763,-0.0708796941151187,-1.0719792763717853,-8.46418790518528,7.392208628813496,5979.551184884364,0.4786268361115731,0.4774850596533042,12.74074074074074,-0.4786324064299379,4855.24365234375,3,1.543405662246343,-0.8796930998202441,2.0695387518763653,-0.1658510488991567,-0.2258593298487738,-0.6694046746086855,1.3721647700236872,-5.291008130987919,0.1153652036562391,9.749303437000847
