Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_RHCPA.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601628.SS_2021-09-15_2023-09-15_Close_percent,asx_BENPG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601066.SS_2021-09-15_2023-09-15_Close_percent,ssx_600309.SS_2021-09-15_2023-09-15_Close_percent,ssx_601319.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,asx_SEK.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,82440.0,82850.0,81634.0,82335.0,82237.921875,372191,56930.53124999999,372191,0.1529605263157894,0.0,0.0,0.0,101985.18737279832,82273.0,50.0,1000.0,82335.0,82335.0,82335.0,0.0,0.0,0.0,0.0,82273.0,83489.0,81057.0,2.956012300511711,0.5254934210526315,0.0,0.0,81634.0,82850.0,82242.0,1.476893180299994,0.5764802631578947,0.0,0.0,0.0,0.0,0.0,82335.0,82335.0,82335.0,82335.0,0.0,0.0,0.0,-14.059320455980414,1.0,14477.351979980464,-149.54033947005226,-149.54033947005226,0.0,82242.0,82242.0,82242.0,82242.0,0.0,0.0,0.0,0.0,0.0,98458.24722161866,101128.86971923828,4.0,4.0,0.0,81634.0,91007.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,57.64802631578947,57.64802631578947,-42.35197368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82335.0,-14.954033947005229,0.0,0.0,-0.0,83151.84375,2,0.0121844810403895,-0.0421498828724721,0.0576495504071999,0.0168593896987543,0.00272361415204,-0.0025173049382178,0.0565972103915057,0.0369763662740808,0.383450506896145,-0.046963851105427
2021-09-16,82230.0,84374.0,82229.0,83250.0,83151.84375,874898,14919.11213578088,1247089,0.0119631494911597,800531670.0,259759137.6366159,259759137.6366159,-45934.708586076784,82982.50309935109,100.0,1000.0,82792.5,83707.5,81877.5,2.2103451399583296,0.75,0.0,0.0,82778.66666666666,84459.16666666666,81098.16666666666,4.060224856645835,0.6402360408608578,0.0,0.0,81634.0,84374.0,83004.0,3.309478515566024,0.5897810218978102,0.0,0.0,72.99145299145312,14.598290598290625,58.39316239316249,82792.5,82792.5,82475.76923076923,82402.77777777778,0.1581680036961928,0.0358475658012174,0.1223204378949754,0.0021705342503188,2.118612148488621,14019.851979980464,-144.81470280651365,-147.17752113828294,2.36281833176929,83004.0,83004.0,83004.0,83004.0,0.0,0.0,0.0,0.0,66.66666666666762,98458.24722161866,101128.86971923828,8.0,4.0,4.0,81634.0,91007.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,30.377863731032427,58.97810218978102,58.313064252785246,-41.02189781021898,0.0,0.0,0.0885788743533562,0.0177157748706712,0.0708630994826849,9.794622861995618,1.958924572399124,7.835698289596495,82659.6911214661,1.1113135361632276,1.1051838190590857,1.1113135361632276,1.1113144084418138,84225.578125,3,-0.0095375290743078,0.7067034305538016,0.09733724617206,0.3497070088387772,-1.993572597341981,0.7594273932977842,-0.3853577529628609,-0.6814833759020331,0.383450506896145,-1.1889477604144076
2021-09-17,84239.0,84959.0,84011.0,84325.0,84225.578125,1136498,-368708.9047418562,2383587,-0.1546865731109694,860703624.2857144,98720631.27255832,179239884.4545871,24398.359601321125,83673.46654894493,100.0,1000.0,83303.33333333333,84929.91119976198,81676.75546690468,3.9051927488183305,0.814054029552814,0.0,0.0,83329.66666666667,84766.0,81893.33333333333,3.4473516834740785,0.8464841030401488,0.0,0.0,81634.0,84959.0,83296.5,3.991436917290224,0.8093233082706767,0.0,0.0,215.10166313585069,54.69896510580264,160.40269803004804,83303.33333333333,83303.33333333333,82760.26627218934,82545.16460905349,0.2874053614473777,0.0517014397923619,0.2357039216550158,0.0082475546141413,3.155223741738121,13509.018646647137,-139.53817225141498,-144.63107150932697,5.092899257911995,83296.5,83296.5,83296.5,83296.5,0.0,0.0,0.0,0.0,99.99999999999936,98458.24722161866,101128.86971923828,12.0,4.0,8.0,81634.0,91007.0,1.0,0.0,100.0,0.0,0.0,0.0,100.0,41.34122287968442,80.93233082706767,65.85281977754606,-19.06766917293233,0.0,0.0,0.260586630548991,0.0662899460063352,0.1942966845426558,19.843547572451754,5.53584917240965,14.307698400042105,83221.04138261566,1.2912912912912855,1.2830252087161045,2.416955122365949,1.2912935258876956,84262.53125,4,-0.0,-1.578937871536354,-0.0972425929100069,0.7260479334677825,4.888446557920744,0.5204169354111343,-0.7736872045125125,-1.8779352563114031,0.383450506896145,-0.4227540594627328
2021-09-20,84325.0,84672.0,82622.0,84362.0,84262.53125,457262,-49740.777912587975,2840849,-0.0175091241782255,740162919.9591838,-375692710.0874335,-5737647.059419751,14876.13645036676,83707.56854787658,81.48580638900117,1000.4387785354284,83568.0,85248.74328795329,81887.25671204671,4.022456653152609,0.7362050188422552,0.0,0.0,83468.58333333333,85058.33333333333,81878.83333333333,3.8092176397706528,0.7809928185773459,0.0,0.0,81634.0,84959.0,83296.5,3.978795711277044,0.8204511278195489,0.0,0.0,326.9418373158114,109.1475395478044,217.79429776800703,83568.0,83568.0,83006.68684569867,82679.74500838286,0.2908119552231136,0.157525118789098,0.1332868364340155,0.0167508800088069,4.274341673989859,13244.351979980464,-136.8043613145482,-142.67439396063227,5.87003264608407,83296.5,83296.5,83296.5,83296.5,0.0,0.0,0.0,0.0,40.2705640777871,98458.24722161866,101128.86971923828,16.0,4.0,12.0,81767.0,91007.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,53.87640449438202,82.04511278195488,73.98518193293452,-17.954887218045112,0.0,0.0,0.3954315984920648,0.1321182765034811,0.2633133219885836,16.703062616888626,7.769291861305446,8.933770755583181,83650.59988022376,0.0438778535428507,0.0438682300275772,2.461893483937572,0.043873993889548,85601.953125,0,0.3333412623410794,-1.578937871536354,-0.0972425929100069,0.3363716352633474,4.888446557920744,0.5204169354111343,-0.7736872045125125,-1.8779352563114031,0.383450506896145,-3.363826322922023
2021-09-21,84416.0,86268.0,84495.0,85703.0,85601.953125,485221,126230.51537562408,3326070,0.0379518516975361,727379840.1078718,633787181.5111052,154143560.08321148,7913.604212320413,83967.40258934216,84.57429976685034,1000.4387785354284,83995.0,86270.34225996882,81719.65774003118,5.41780405969122,0.8753281495381282,0.0,0.0,83872.6,85499.0,82246.2,3.878262984574227,1.0627151992129855,1.0,0.0,81634.0,86268.0,83951.0,5.516995059229716,0.8780750971083298,0.0,0.0,517.8144314759993,190.88091793344336,326.93351354255594,83995.0,83995.0,83421.50425405272,82903.68982257672,0.4253023447924564,0.1521640178054631,0.2731383269869933,0.0296587357607914,5.403863098222904,12817.351979980464,-132.3937670952455,-140.61826858755492,8.224501492309429,83951.0,83951.0,83951.0,83951.0,0.0,0.0,0.0,0.0,123.10825360066612,98458.24722161866,101128.86971923828,20.0,4.0,16.0,81894.68,91007.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,57.35652559273212,87.80750971083297,83.59498443995183,-12.192490289167026,0.0,0.0,0.6245975692809099,0.2306141350589668,0.393983434221943,14.467294381927164,9.108892365429789,5.358402016497374,84232.24165009684,1.5895782461297747,1.5770767577359734,4.090605453330909,1.5895818166511615,86160.2890625,1,-0.8068333035151767,-1.578937871536354,-0.0972425929100069,-0.622609483267297,4.888446557920744,0.5204169354111343,-0.7736872045125125,-1.8779352563114031,0.383450506896145,0.4055419378035054
2021-09-22,86499.0,86806.0,85737.0,86262.0,86160.2890625,225264,122226.7585935848,3551334,0.0344171397546907,641457373.8067473,422353327.6511116,207785513.5967915,9182.257638193263,84113.35249524075,85.69245490556511,1006.9641659454528,84372.83333333333,87050.42165535415,81695.24501131251,6.347039008260921,0.8527739218030512,0.0,0.0,84271.88888888889,85805.38888888889,82738.38888888889,3.639410532311421,1.1488787450639415,1.0,0.0,81634.0,86806.0,84220.0,6.129935188459161,0.8948182521268369,0.0,0.0,706.0500601601816,293.91474637879105,412.13531378139055,84372.83333333333,84372.83333333333,83858.50359958307,83152.45353942289,0.50175681340113,0.1672384349100887,0.3345183784910412,0.0462217571693925,6.453104828412062,12439.518646647137,-128.49102818222474,-138.59706185333323,10.106033671108491,84220.0,84220.0,84220.0,84220.0,0.0,0.0,0.0,0.0,118.37796883749976,98458.24722161866,101128.86971923828,24.0,4.0,20.0,82157.0792,91007.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,56.62947971171882,89.48182521268369,86.44481590182386,-10.51817478731632,395.8833333333314,0.0,0.8491030993155729,0.3543119279102881,0.4947911714052848,8.455587946402996,8.97823148162443,-0.5226435352214338,84764.91940834008,0.6522525465852969,0.6501345843160422,4.769539078156315,0.6522467269931269,86045.421875,2,0.7559786513313327,-3.030308834685428,-3.731338156296815,0.5301295134782293,2.0957135156785967,-0.8569169867622719,-0.779729676061379,-1.7298476747187834,0.383450506896145,0.5048765882420412
2021-09-23,86974.0,87230.0,85685.0,86147.0,86045.421875,345991,-16841.468590881224,3205343,-0.0043212892409232,544136468.2629263,83057073.73891228,186997440.287145,1008.033018115576,84312.26941154082,87.12707965983742,1006.9641659454528,84626.28571428571,87398.82652203088,81853.74490654054,6.552434115106487,0.7742456092018792,0.0,0.0,84569.33333333334,86104.4761904762,83034.19047619049,3.63049535011002,1.0138501147713854,1.0,0.0,81634.0,87230.0,84432.0,6.612602636127917,0.8064689063616869,0.0,0.0,836.3081731160491,402.3934317262427,433.91474138980647,84626.28571428571,84626.28571428571,84210.57996887798,83374.27179576193,0.5297555600190488,0.2008866161621457,0.328868943856903,0.0641441839497937,7.505168815155359,12186.066265694752,-125.87305252344936,-136.7793462347784,10.906293711329011,84432.0,84432.0,84432.0,84432.0,0.0,0.0,0.0,0.0,94.576929871047,98458.24722161866,101128.86971923828,24.0,4.0,20.0,82528.992864,91007.0,0.0,0.0,96.46248884658011,0.0,0.0,0.0,99.71558468504077,53.092341956484496,80.64689063616869,85.97874185322844,-19.353109363831308,707.6428571428551,0.0,1.0030770345613504,0.4840649492405006,0.5190120853208499,5.446208622850661,8.271826909869677,-2.825618287019016,85133.84277271826,-0.133314785189309,-0.133403728407444,4.629865792190446,-0.133318015468447,88595.4140625,3,-0.0094964568554445,-0.5514672511058194,1.1122300348265526,0.0095896150714338,-0.7046582504545853,-3.358246557482488,0.589387950175734,1.4981239390316858,0.383450506896145,2.1098468854391683
2021-09-27,87500.0,89277.0,86821.0,88700.0,88595.4140625,341066,163967.949975894,3546409,0.0386863670614377,590794329.6539369,1146031559.874042,324002314.51384455,9646.366995637907,84630.42860848217,88.30831125403711,1036.80594239337,85135.5,88875.35120024848,81395.64879975152,8.785644531948432,0.97655639344196,0.0,0.0,85031.41666666667,86681.66666666667,83381.16666666667,3.881506541209769,1.6115235065394118,1.0,0.0,81634.0,89277.0,85455.5,8.977453588690969,0.92450608399843,0.0,0.0,1132.4897924049292,548.41270386198,584.0770885429491,85135.5,85135.5,84901.25997366598,83768.77018126105,0.5969821968371696,0.1932466099235908,0.4037355869135787,0.0881092939674562,8.656860997982038,11676.851979980464,-120.61324553291593,-134.75858364704558,14.145338114129656,85455.5,85455.5,85455.5,85455.5,0.0,0.0,0.0,0.0,137.97945327219057,98458.24722161866,101128.86971923828,32.0,4.0,28.0,82999.0935776,91007.0,0.0,0.0,98.08341566912527,0.0,0.0,0.0,99.49829106950558,62.13526596270697,92.450608399843,87.5264414162318,-7.549391600157007,981.9250000000028,0.0,1.3519236225557787,0.6576366839035562,0.6942869386522225,2.871932272754572,7.191847982446657,-4.319915709692085,85748.05756246555,2.96353906694371,2.920474993109856,7.730612740632781,2.963541966479553,89533.3125,0,0.4223839267695979,1.149428104206763,2.9024667307135417,0.2409715732224953,-1.4990651111957618,-1.5086474545275763,0.3944786385463885,1.992612791380324,0.383450506896145,1.473948535876218
2021-09-28,89123.0,91007.0,89229.0,89639.0,89533.3125,319807,-8346.507841878745,3866216,-0.0018310981317351,549294964.4176602,1150281888.7641609,427287261.29513407,13493.179655753336,85004.23887875574,89.25091061168618,1047.781824917692,85635.88888888889,90157.49061536144,81114.28716241634,10.560062574557389,0.9426651608515358,0.0,0.0,85578.85185185185,87243.29629629629,83914.4074074074,3.889849906670437,1.7196706720071215,1.0,0.0,81634.0,91007.0,86320.5,10.945177450264232,0.8540488637576016,0.0,0.0,1426.5410349542944,724.038370080443,702.5026648738515,85635.88888888889,85635.88888888889,85630.14305464044,84203.60201968615,0.6873735416044237,0.1804440024240836,0.50692953918034,0.117101556623352,9.787574766062418,11176.463091091571,-115.44459836491446,-132.61258528236434,17.16798691744988,86320.5,86320.5,86320.5,86320.5,0.0,0.0,0.0,0.0,154.00357725836122,98458.24722161866,101128.86971923828,36.0,4.0,32.0,83752.442348288,91007.0,0.0,0.0,98.3778314180644,0.0,0.0,0.0,99.33496700831256,60.29711492645044,85.40488637576016,86.16746180392396,-14.595113624239838,1705.1666666666715,0.0,1.6941567827713355,0.8649407036771122,0.8292160790942236,0.3649341548743026,5.826465216932187,-5.461531062057884,86251.10056808015,1.058624577226608,1.0530603820919635,8.871075484301926,1.0586309093136066,87956.171875,1,0.2406076323230479,-1.515158416493108,-1.0823177301443965,0.048078459224925,1.3633426367332504,2.61754142071348,-0.1964692879830352,0.8321399839340415,0.383450506896145,-0.0968269710149627
2021-09-29,90300.0,88500.0,86757.0,88060.0,87956.171875,303782,142063.0538333938,3562434,0.0292191769265595,402299715.5008516,-1428392235.22131,221100650.5710848,-1965.594979684201,85177.19254569811,83.04568892943975,1029.3250426962811,85878.3,90407.74447366342,81348.85552633659,10.548519180429556,0.7408352738051601,0.0,0.0,85798.2,87470.5,84125.9,3.8982169789109866,1.1762542605991744,1.0,0.0,81634.0,91007.0,86320.5,10.9142821877005,0.6855862584017924,1999.3,0.0,1514.706070741362,882.1719102126269,632.5341605287351,85878.3,85878.3,86003.96720008038,84489.26112933902,0.6505012821844031,0.2902929707756094,0.3602083114087936,0.1441949871266303,10.896013506487511,10934.05197998046,-112.94067085821324,-128.54595543660446,15.60528457839122,86618.0,86320.5,86469.25,86320.5,0.0,0.0,0.0,0.0,68.34695102248072,98458.24722161866,101128.86971923828,36.0,4.0,32.0,84768.08041952767,91007.0,0.0,0.0,76.96679354623458,0.0,0.0,0.0,95.43526916509026,57.63289305458,68.55862584017923,82.1380402052608,-31.44137415982076,1946.75,0.0,1.7927794023699637,1.0505084434156826,0.7422709589542811,-1.9909838406656688,4.262975405412616,-6.253959246078285,86542.10770108366,-1.7615100570064324,-1.777209280884584,6.953300540474894,-1.761512649272305,85892.609375,2,-0.5568917027290894,-3.269217598310931,0.9946927149960914,-0.2883321297041306,-2.7212932489260595,0.3401006543907527,-0.590548196011639,0.4305672876848945,0.383450506896145,0.161553897825442
