Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent,ssx_601919.SS_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,asx_BSL.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,6255.0,6447.0,6256.0,6338.0,5657.984375,5517816,-780005.4031413613,5517816,-0.1413612565445026,0.0,0.0,0.0,435024.8945455757,6347.0,50.0,1000.0,6338.0,6338.0,6338.0,0.0,0.0,0.0,0.0,6347.0,6538.0,6156.0,6.018591460532536,0.4764397905759162,0.0,0.0,6256.0,6447.0,6351.5,3.0135689491953297,0.4293193717277487,0.0,0.0,0.0,0.0,0.0,6338.0,6338.0,6338.0,6338.0,0.0,0.0,0.0,8.133570636574579,1.0,-464.27599999999984,79.04286956622406,79.04286956622406,0.0,6351.5,6351.5,6351.5,6351.5,0.0,0.0,0.0,0.0,0.0,5899.096877685547,5973.032450195313,4.0,4.0,0.0,6052.0,6447.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,42.93193717277487,42.93193717277487,-57.068062827225134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338.0,7.904286956622397,0.0,0.0,0.0,5554.4306640625,2,-0.02283645084723856,0.03423239730434684,-0.014493428583670608,0.04214988287247215,-0.005460956647689912,-0.07597638864810889,0.07610068455278457,0.03605903994681105,-0.04283829266576736,-0.009116768739475907
2021-09-16,6400.0,6361.0,6191.0,6222.0,5554.4306640625,19145295,-12942898.697259009,-13627479,-0.5247877567943073,-2220854220.0,-67039.96987249349,-67039.96987249349,85741.00943175325,6277.911746900057,0.0,1000.0,6280.0,6396.0,6164.0,3.694267515923567,0.25,0.0,0.0,6302.5,6483.0,6122.0,5.727885759619198,0.2770083102493075,0.0,0.0,6191.0,6447.0,6319.0,4.076433121019108,0.12109375,0.0,0.0,-9.253561253560292,-1.8507122507120584,-7.402849002848233,6280.0,6280.0,6320.153846153847,6329.407407407407,0.1412665012727439,0.3444211840554519,-0.2031546827827079,-0.003574668665194,1.9823306689103912,-406.27599999999984,69.16838448657101,74.10562702639754,-4.937242539826528,6319.0,6319.0,6319.0,6319.0,0.0,0.0,0.0,0.0,-66.66666666666667,5899.096877685547,5973.032450195313,4.0,8.0,-4.0,6052.0,6447.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,8.58725761772853,12.109375,27.52065608638744,-87.890625,0.0,0.0,-0.1461994884818237,-0.0292398976963647,-0.116959590785459,16.654653360400015,3.330930672080003,13.323722688320013,6282.429562900143,-1.8302303565793647,-1.8471862793283835,-1.8302303565793647,1.830222638914592,5617.8125,3,-0.9416850174973206,0.5138591435211595,-1.039268734542972,-0.7067034305538016,-0.6245092379802202,4.0899757612646965,5.542723018994352,5.318076650868235,-0.2132204644208428,-0.7142902455951656
2021-09-17,6288.0,6305.0,6193.0,6293.0,5617.8125,16192180,-220471.55440186523,2564701,-0.005396401518762,-1739354362.857143,-18675.68171796509,-42857.82579522929,-165632.0623417207,6272.265993373213,45.84402373490807,1011.4111218257796,6284.333333333333,6379.836678242759,6188.829988423907,3.039410541858365,0.5453736289283181,0.0,0.0,6289.555555555556,6447.222222222223,6131.88888888889,5.013602798289929,0.5109231853417883,0.0,0.0,6191.0,6447.0,6319.0,4.073622235188034,0.3984375,0.0,0.0,-10.734231053317671,-3.627416011233181,-7.10681504208449,6284.333333333333,6284.333333333333,6315.976331360947,6326.710562414265,0.2560576936567845,0.4957464023309436,-0.239688708674159,-0.0071958187208392,2.903744533014715,-410.60933333333287,69.90613337183245,72.70579580820917,-2.799662436376721,6319.0,6319.0,6319.0,6319.0,0.0,0.0,0.0,0.0,-45.06769825918735,5899.096877685547,5973.032450195313,4.0,8.0,-4.0,6052.0,6447.0,0.0,1.0,39.72821742605915,0.0,0.0,0.0,-98.64903434497194,27.695560253699792,39.84375,31.628354057591626,-60.15625,0.0,0.0,-0.1696652778315419,-0.0573249737234001,-0.1123403041081417,23.34386918778934,7.333518375221871,16.01035081256747,6286.307872019044,1.1411121825779524,1.1346506069351392,-0.7100031555695829,-1.1411040981676877,5449.0908203125,4,0.6099710339211271,-0.3262202529691791,-0.172351340789632,1.578937871536354,-0.853370822601434,0.3198265736159555,-1.1247004635723243,1.3706028201954863,1.099291398991724,4.046719933027376
2021-09-20,6293.0,6229.0,6052.0,6104.0,5449.0908203125,5172359,-2353704.3623114694,-2607658,-0.0511367485046807,-1630528861.1632657,-371290.9332086191,-152335.52826635924,29427.56485634061,6256.091554974745,40.098750962396046,981.035036965606,6239.25,6415.972239687029,6062.527760312971,5.664855220964997,0.1173373531267926,0.0,0.0,6249.25,6411.75,6086.75,5.200624074888987,0.053076923076923,0.0,0.0,6052.0,6447.0,6249.5,6.3308891293024,0.1316455696202531,0.0,0.0,-26.848895642264324,-8.271711937439411,-18.57718370482491,6239.25,6239.25,6283.364588074647,6310.213483716912,0.2326056576993385,0.6175452167154988,-0.3849395590161603,-0.0165038039650119,3.844436001536442,-365.52599999999984,62.23070746940098,70.08702372350713,-7.856316254106147,6249.5,6249.5,6249.5,6249.5,0.0,0.0,0.0,0.0,-133.33333333333334,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6052.0,6441.92,0.0,0.0,18.574098030760386,0.0,0.0,0.0,-97.60362269245556,25.63025210084033,13.164556962025316,21.70589398734177,-86.83544303797468,0.0,0.0,-0.4254831585578859,-0.1309566106902973,-0.2945265478675886,17.84984549701697,9.43678379958089,8.413061697436081,6223.552255770894,-3.0033370411568394,-3.0493610562640328,-3.692016408961818,3.0033341213773213,5479.4423828125,0,2.021664175683341,-0.3262202529691791,3.5966014881625483,1.578937871536354,1.4615318616593242,8.663105738712034,-1.1247004635723243,2.724790872052125,1.9720294676014447,5.000003938692544
2021-09-21,6200.0,6208.0,6096.0,6138.0,5479.4423828125,2549551,-2991092.1123114694,-58107,-0.0615739904880783,-1385212633.282799,50518.69917487432,-101621.97140605084,-141142.07394520196,6250.383432089196,43.59395853956323,986.4995178399228,6219.0,6396.610810481795,6041.389189518205,5.711876844566488,0.2719733394035086,0.0,0.0,6228.866666666667,6381.266666666666,6076.466666666666,4.893346034056492,0.2018810148731421,0.0,0.0,6052.0,6447.0,6249.5,6.351503457147452,0.2177215189873417,0.0,0.0,-36.4561240735793,-13.90859436466739,-22.54752970891192,6219.0,6219.0,6261.000805293932,6297.456929367511,0.3401540707586677,0.670376635801754,-0.3302225650430862,-0.0281451910210651,4.741403836582096,-345.27599999999984,58.78315017866005,67.82624901453771,-9.043098835877656,6249.5,6249.5,6249.5,6249.5,0.0,0.0,0.0,0.0,-74.63688514585645,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6052.0,6426.3232,0.0,0.0,26.188275904925906,0.0,0.0,0.0,-96.13533103511271,27.23970944309928,21.772151898734176,24.92681962025317,-78.22784810126582,0.0,0.0,-0.5789023169586138,-0.2205457519439606,-0.3583565650146532,10.492930305659591,9.648013100796632,0.844917204862961,6206.413822663399,0.5570117955439047,0.5554662215388362,-3.155569580309248,-0.5570023238896766,5588.353515625,1,-0.0368443594731644,0.4877350764075743,1.013294724046219,1.578937871536354,-0.5464376820530532,-1.4051508910433768,-1.1247004635723243,-0.0280062679848924,0.8778381331624132,1.4187493752219638
2021-09-22,6158.0,6286.0,6193.0,6260.0,5588.353515625,3022394,-1658638.843494265,2964287,-0.0321444159298976,-1134649104.5281136,269240.21156738664,-27449.534811363344,74274.95050396153,6250.146201657849,47.29811252540113,986.4995178399228,6225.833333333333,6390.8239054545575,6060.842761212109,5.300192385101575,0.6035412697446843,0.0,0.0,6231.777777777777,6374.277777777777,6089.277777777777,4.573333808793638,0.5990253411306057,0.0,0.0,6052.0,6447.0,6249.5,6.344532191139071,0.5265822784810127,0.0,0.0,-33.835506758243355,-17.893976843382582,-15.941529914860771,6225.833333333333,6225.833333333333,6260.846835248712,6294.682342006955,0.4431251456193282,0.6082832697769481,-0.1651581241576198,-0.0370393074610302,5.593226051395059,-352.10933333333287,59.94652342080308,66.51296141558194,-6.566437994778866,6249.5,6249.5,6249.5,6249.5,0.0,0.0,0.0,0.0,15.49379065641637,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6052.0,6411.350272,0.0,0.0,45.78042728832249,0.0,0.0,0.0,-92.67693889447357,35.62628336755647,52.65822784810127,29.19831223628692,-47.34177215189873,-23.350000000000364,0.0,-0.5375252462295891,-0.2839416508010863,-0.2535835954285027,4.662277601658467,8.650866000969,-3.988588399310533,6216.426537783073,1.9876181166503804,1.9681228914462776,-1.2306721363206097,-1.987631682269793,5637.4521484375,2,0.2210005030335224,0.3403731978827693,-0.3780493865914565,3.030308834685428,1.2422304606256347,-2.540418832623331,-2.030944492654484,0.252030246738073,0.7010981069712017,-0.928478917399488
2021-09-23,6263.0,6335.0,6178.0,6315.0,5637.4521484375,3037405,604905.0100089193,6001692,0.0110713437781891,-948691050.3098116,87871.06098791567,-8229.43551148351,86760.116355506,6251.583477795876,50.57541018211381,986.4995178399228,6238.571428571428,6403.578292992647,6073.56456415021,5.289892607962131,0.7315920967792882,0.0,0.0,6238.095238095238,6382.666666666666,6093.523809523809,4.635114503816791,0.7659749670619255,0.0,0.0,6052.0,6447.0,6249.5,6.331577742157088,0.6658227848101266,0.0,0.0,-27.00926234584768,-19.7170339438756,-7.292228401972075,6238.571428571428,6238.571428571428,6269.178091364295,6296.187353710143,0.4909877642941539,0.6165431818121745,-0.1255554175180205,-0.041944904540742,6.4807212227545685,-364.8474285714283,62.11518085824741,65.88470705024844,-3.769526192001024,6249.5,6249.5,6249.5,6249.5,0.0,0.0,0.0,0.0,44.10670466239248,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6052.0,6396.976261119999,0.0,0.0,51.969952502004766,0.0,0.0,0.0,-88.88714482820929,42.79398762157382,66.58227848101266,47.00421940928271,-33.41772151898734,-30.35714285714312,0.0,-0.4289780597131052,-0.3129489325834901,-0.116029127129615,-0.3032569543993418,6.860041409895332,-7.163298364294674,6228.521286698196,0.8785942492012699,0.8747570690447404,-0.3628905017355688,-0.8785885265708515,5601.744140625,3,-1.07051391699693,0.3403731978827693,-2.607500895103413,0.5514672511058194,-1.8081678995771284,-0.225219637743379,1.090040240728186,-5.951732380836532,-0.5945689686974305,0.2759830995076271
2021-09-27,6350.0,6352.0,6162.0,6275.0,5601.744140625,5653840,1676158.9047457615,347852,0.0278012199655165,-845471414.5512673,1680.2739377131293,-6813.762733026847,-9125.664194612447,6252.654074753865,45.33826188046353,986.4995178399228,6243.125,6399.344196963753,6086.905803036247,5.004519274041553,0.6020201121869669,0.0,0.0,6241.208333333333,6391.458333333333,6090.958333333333,4.814772780377732,0.6124514697726022,0.0,0.0,6052.0,6447.0,6249.5,6.326959655621184,0.5645569620253165,0.0,0.0,-24.54415048604187,-20.68245725230885,-3.8616932337330176,6243.125,6243.125,6270.073769615942,6294.617920101984,0.5383742857880931,0.6493369248436542,-0.1109626390555611,-0.0451192781077655,7.428976589007113,-369.40099999999984,62.89042522256747,65.51042182178831,-2.6199965992208405,6249.5,6249.5,6249.5,6249.5,0.0,0.0,0.0,0.0,28.106946123875048,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6052.0,6383.1772106752,0.0,0.0,47.7047031231531,0.0,0.0,0.0,-85.8645925409643,49.55807719509126,56.45569620253165,58.56540084388186,-43.54430379746835,-31.14999999999964,0.0,-0.389922800678015,-0.3283437062023951,-0.0615790944756198,-0.9921055724825047,5.289612013419765,-6.281717585902269,6234.476240274049,-0.6334125098970689,-0.6354270784607152,-0.9940044177974116,0.6334068453671335,5581.21142578125,0,-1.313393900417566,1.742801843352666,-1.2206033591736087,-1.149428104206763,-0.7843181149374772,0.1116096968667506,10.00466344114649,-1.2257472317223943,-0.8409423354599426,0.8784156316324214
2021-09-28,6300.0,6401.0,6173.0,6252.0,5581.21142578125,7004930,-474477.4987630106,-6657078,-0.0070506288695858,-747705982.4725149,97645.51537274464,6243.647030194587,-61487.57048701472,6255.014796962721,51.564604083488646,986.4995178399228,6244.111111111111,6391.501581010912,6096.720641211311,4.720943214400068,0.5267618689805784,0.0,0.0,6245.0,6403.888888888889,6086.111111111111,5.088515256649759,0.522027972027972,0.0,0.0,6052.0,6447.0,6249.5,6.325960460522803,0.5063291139240507,0.0,0.0,-24.16784745643781,-21.379535293134648,-2.788312163303164,6244.111111111111,6244.111111111111,6267.293189675029,6291.461037131467,0.5985679933888269,0.6653632106441545,-0.0667952172553275,-0.0476197370477031,8.45559334640744,-370.3871111111112,63.05831038555964,65.2379649955407,-2.17965460998105,6249.5,6249.5,6249.5,6249.5,0.0,0.0,0.0,0.0,42.4572317262826,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6052.0,6383.1772106752,1.0,0.0,45.39754679949482,0.0,0.0,0.0,-83.42312369798277,49.72784191635064,50.63291139240506,57.8902953586498,-49.36708860759494,-7.044444444444707,0.0,-0.3841372824817957,-0.3395024214582753,-0.0446348610235203,0.2228660123665361,4.27626281320912,-4.053396800842584,6236.5812778612,-0.3665338645418292,-0.3672072458616782,-1.3568949195329805,0.3665414615216491,5641.916015625,1,0.5401428439743938,-0.9540402604340272,-0.1604178477833642,1.515158416493108,1.3229590312053006,2.011165981424128,5.946215104067164,-0.4036215326557055,0.3263208931374493,2.2854521844210893
2021-09-29,6303.0,6379.0,6231.0,6320.0,5641.916015625,5222264,584089.5282640164,-1434814,0.0080544037951169,-590160277.5478699,51012.35785858394,11217.94823334896,31124.615664533165,6258.974463689956,55.37504250042748,997.2291990960192,6251.7,6398.7538676812,6104.6461323188,4.704444156987708,0.7322278260238232,0.0,0.0,6251.5,6409.3,6093.7,5.048388386787177,0.7170468948035486,0.0,0.0,6052.0,6447.0,6249.5,6.318281427451733,0.6784810126582278,169.7,0.0,-18.17310465596256,-20.738249165700232,2.565144509737671,6251.7,6251.7,6275.401929725024,6293.575034380987,0.6550356951169543,0.6997628020522528,-0.0447271069352985,-0.0473692738450083,9.45442749785895,-377.97599999999966,64.35031676667134,63.60545912892371,0.7448576377476286,6226.5,6249.5,6238.0,6249.5,0.0,0.0,0.0,0.0,83.87096774193532,5899.096877685547,5973.032450195313,4.0,16.0,-12.0,6058.98,6383.1772106752,0.0,0.0,52.68361367584538,0.0,0.0,0.0,-80.14255485948767,48.918314133746215,67.84810126582279,58.31223628691984,-32.151898734177216,17.600000000000364,0.0,-0.2887564628479876,-0.3293532297362178,0.0405967668882301,-1.1275057381794436,3.195509102931407,-4.323014841110851,6244.7720755670925,1.0876519513755678,1.0817795599535884,-0.2840012622278287,-1.087659742889116,5706.19091796875,2,0.4706836319418244,1.504057947699394,1.7120505953568994,3.269217598310931,-0.1577279889833107,3.192710057359648,9.070922010454652,3.844211102156336,0.9094290480840924,3.866333358477249
