Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_600900.SS_2021-09-15_2023-09-15_Close_percent,asx_PME.AX_2021-09-15_2023-09-15_Close_percent,asx_TPG.AX_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent,ssx_603259.SS_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,ssx_601985.SS_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,jpx_6758.T_2021-09-15_2023-09-15_Close_percent,jpx_6594.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,23360.0,23503.0,22747.0,22900.0,21686.1328125,1090331,-649006.5476190476,1090331,-0.5952380952380952,0.0,0.0,0.0,320502.79719137104,23050.0,50.0,1000.0,22900.0,22900.0,22900.0,0.0,0.0,0.0,0.0,23050.0,23806.0,22294.0,6.559652928416486,0.4007936507936508,0.0,0.0,22747.0,23503.0,23125.0,3.3013100436681224,0.2023809523809523,0.0,0.0,0.0,0.0,0.0,22900.0,22900.0,22900.0,22900.0,0.0,0.0,0.0,27.58978878835644,1.0,-5166.398000000001,291.333819265821,291.333819265821,0.0,23125.0,23125.0,23125.0,23125.0,0.0,0.0,0.0,0.0,0.0,17865.6955,18098.8605,4.0,4.0,0.0,22424.0,23503.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.23809523809524,20.23809523809524,-79.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22900.0,29.133381926582103,0.0,0.0,0.0,21804.505859375,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,23200.0,23408.0,22708.0,23025.0,21804.505859375,3174114,-948280.1533333332,4264445,-0.2223689491442223,396764250.0,-1477577.679944703,-1477577.679944703,334976.24427558127,23047.76703838366,0.0,1000.0,22962.5,23087.5,22837.5,1.0887316276537833,0.75,0.0,0.0,23048.5,23776.5,22320.5,6.3171139119682405,0.4838598901098901,0.0,0.0,22708.0,23503.0,23105.5,3.462166575939031,0.3987421383647799,0.0,0.0,9.971509971510386,1.9943019943020768,7.977207977208309,22962.5,22962.5,22919.23076923077,22909.25925925926,0.1021733397759729,0.1228862407290446,-0.0207129009530716,0.0010661162663755,1.988112927191679,-5228.898000000001,294.8582019603237,293.0960106130724,1.7621913472513595,23105.5,23105.5,23105.5,23105.5,0.0,0.0,0.0,0.0,-66.66666666666667,17865.6955,18098.8605,8.0,4.0,4.0,22424.0,23503.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.771978021978025,39.87421383647799,30.05615453728661,-60.125786163522015,0.0,0.0,0.0435261125585288,0.0087052225117057,0.0348208900468231,13.35499858464892,2.670999716929784,10.683998867719136,22958.62579987629,0.5458515283842891,0.544367158117609,0.5458515283842891,-0.5458467302513696,22369.861328125,3,-0.2536837549938013,0.7417412435704307,-2.318380949694202,4.0899757612646965,-1.7145279972780116,1.386792449302476,1.1940206172504162,0.5138591435211595,-0.8216934878597897,0.0
2021-09-17,22656.0,23716.0,22424.0,23622.0,22369.861328125,3817006,2313310.1129205367,8081451,0.2862493521176502,665619726.0,406182.2276412455,-535697.7261517285,116294.57440706655,23145.174354456893,54.819474396605926,1000.0,23182.33333333333,23812.436675827423,22552.22999083924,5.436064898506828,0.8488845694155251,0.0,0.0,23117.0,24033.0,22201.0,7.924903750486655,0.7756550218340611,0.0,0.0,22424.0,23716.0,23070.0,5.573209484233685,0.9272445820433436,0.0,0.0,65.29424274153644,14.65429014374895,50.639952597787484,23182.33333333333,23182.33333333333,23027.34911242604,22962.0548696845,0.21503857938995,0.2292112838434518,-0.0141727044535018,0.007890242368288,3.0919875498604954,-5448.731333333333,307.2546306911216,297.8155506390888,9.439080052032809,23070.0,23070.0,23070.0,23070.0,0.0,0.0,0.0,0.0,100.0,17865.6955,18098.8605,12.0,4.0,8.0,22424.0,23503.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,55.13100436681224,92.72445820433435,50.94558909296919,-7.275541795665634,0.0,0.0,0.2843571409967351,0.0638356062087116,0.2205215347880235,24.097473479141303,6.956294469372089,17.141179009769214,23275.7915341074,2.5928338762214898,2.559789904828591,3.152838427947602,-2.5928377941521745,22601.873046875,4,-2.783387501007596,-1.511555909933989,-0.9063553699537864,0.3198265736159555,-5.715864675623521,-1.819012051160556,-4.229608093999502,-0.3262202529691791,-0.3667485208244727,0.5769839444433273
2021-09-22,24000.0,24169.0,23477.0,24038.0,23016.474609375,704331,5175485.376260212,10801399,0.4238705585713463,500116280.1166181,17930490.067880016,10307213.272698617,11345.488880046712,23340.26515207418,71.84810525060828,1017.6107018880704,23582.33333333333,24505.27548873757,22659.39117792909,7.82740318660216,0.7468554849285711,0.0,0.0,23438.83333333333,24406.0,22471.666666666668,8.252686069414713,0.8097535757366878,0.0,0.0,22424.0,24368.0,23396.0,8.24345908660438,0.8302469135802469,0.0,0.0,234.111523182597,100.81893416857405,133.29258901402298,23582.33333333333,23582.33333333333,23407.406312534848,23173.29478935225,0.534096470932375,0.4050331727808092,0.1290632981515657,0.056929822027067,6.457041546573635,-5848.731333333333,329.81067993593945,310.80595533333343,19.00472460260601,23396.0,23396.0,23396.0,23396.0,0.0,0.0,0.0,0.0,94.42430519592662,17865.6955,18098.8605,20.0,4.0,16.0,22501.76,23503.0,0.0,0.0,99.57835924662557,0.0,0.0,0.0,99.93827955249137,69.61916250215405,83.0246913580247,87.14661353428089,-16.97530864197531,48.41666666666788,0.0,1.0102642947871503,0.4362019792820066,0.5740623155051439,12.630928648890247,12.02162979870908,0.6092988501811671,23918.984696310086,-0.0166375509525029,-0.0166389351464957,4.969432314410471,0.0166293425597956,23937.591796875,2,-5.169876959790699,2.062900018149336,0.0,-2.540418832623331,-0.6496125200570049,-1.8960339341526264,-10.000002171249804,0.3403731978827693,-0.1620827338910402,2.8849750785527
2021-09-27,25000.0,25975.0,24849.0,25975.0,24871.158203125,2584135,8966891.362783123,15575742,0.5279485440162117,985363021.1264948,35773905.00109321,19906667.55737275,188433.31991305432,23862.895581734865,80.75735038707488,1017.6107018880704,24058.625,25955.666891340305,22161.58310865969,15.770160525302709,1.005095593499529,1.0,0.0,23870.0,24921.625,22818.375,8.811269375785505,1.5008320456436468,1.0,0.0,22424.0,25975.0,24199.5,14.75977949695795,1.0,0.0,0.0,503.6236824137413,220.2591646792368,283.3645177345046,24058.625,24058.625,24009.7406143001,23506.11693188636,0.7268516842715372,0.3861795248435209,0.3406721594280163,0.1260464108341953,8.772097961903443,-6325.023000000001,356.6688256565136,320.3419475180777,36.32687813843592,24199.5,24199.5,24199.5,24199.5,0.0,0.0,0.0,0.0,176.60923207828125,17865.6955,18098.8605,32.0,4.0,28.0,22741.805024,23503.0,0.0,0.0,99.8716073910906,0.0,0.0,0.0,99.87754902935568,79.32246035333323,100.0,90.52581954400068,-0.0,414.8125,0.0,2.1425218119738405,0.9436822074800256,1.1988396044938148,17.275489509163542,13.46205056689319,3.813438942270352,25155.50540092782,3.899999999999992,3.825871211708965,13.427947598253276,-3.9000013625926897,26279.646484375,0,-2.3233808882028057,0.0689680707160818,-0.1447195300975892,0.1116096968667506,-0.4772077564563091,0.0452568127599448,2.890941459519852,1.742801843352666,0.2692310353745313,0.7933514358939675
2021-09-28,25958.0,27650.0,25823.0,27446.0,26279.646484375,2482879,10895301.489219904,18058621,0.5596724252285182,1366356162.2512813,97461918.20060502,29601073.887776785,241390.1200144369,24259.56177022752,83.63945941983768,1075.2393964974003,24435.0,27215.641173063028,21654.35882693697,22.75949394772276,1.0414218902403756,1.0,0.0,24214.777777777777,25352.555555555555,23077.0,9.397383599546648,1.9199707031250008,1.0,0.0,22424.0,27650.0,25037.0,21.387354205033763,0.9609644087256028,0.0,0.0,740.4357822907768,324.2944882015448,416.1412940892321,24435.0,24435.0,24538.39590440777,23797.960122117,0.8234230825157778,0.3498892509065848,0.4735338316091929,0.1859009503766676,10.00831678509573,-6701.398000000001,377.89265824280943,326.7364709319368,51.15618731087267,25037.0,25037.0,25037.0,25037.0,0.0,0.0,0.0,0.0,177.73322832390642,17865.6955,18098.8605,36.0,4.0,32.0,23000.46062208,23503.0,0.0,0.0,99.91923577083556,0.0,0.0,0.0,99.87513896665745,82.82119072014052,96.09644087256028,94.8830693821792,-3.903559127439725,735.9333333333307,0.0,3.111341385947788,1.3772140431735782,1.7341273427742097,18.548384595955365,14.479317372705626,4.069067223249739,26176.438344627182,5.663137632338788,5.508590086215115,19.851528384279483,-5.663139085629823,25852.599609375,1,-0.9731211890385368,6.728775457247068,-1.589592245507646,2.011165981424128,0.408985485621713,-2.385263791788816,-4.194861674395568,-0.9540402604340272,0.3470886587282535,1.5993916685559952
2021-09-29,26925.0,28167.0,26772.0,27000.0,25852.599609375,2470066,9232654.912875818,15588555,0.4208646593020796,1013783933.9296696,41397071.98107257,30911740.342587423,100470.05752117748,24603.36784973426,85.78435115769716,1057.7666583629605,24691.5,27745.56119781513,21637.438802184868,24.737753460220173,0.8779393814458426,0.0,0.0,24524.6,25688.1,23361.1,9.48843202335614,1.5637730984099705,1.0,0.0,22424.0,28167.0,25295.5,23.2590162606565,0.7967960995995125,1163.5,0.0,881.955965587138,435.82678367866345,446.1291819084746,24691.5,24691.5,24917.10422680658,24035.14826121944,0.8952212699384048,0.3733091916711746,0.5219120782672302,0.2514855957553791,11.216311806545718,-6957.898000000001,392.3567248210488,337.9612382158509,54.395486605197846,25295.5,25295.5,25295.5,25295.5,0.0,0.0,0.0,0.0,142.67440313552137,17865.6955,18098.8605,36.0,4.0,32.0,23465.414559872,23503.0,0.0,0.0,89.12410661396147,0.0,0.0,0.0,95.49822663554924,72.86493760242058,79.67960995995125,91.92535027750384,-20.32039004004876,1165.25,0.0,3.669442584675745,1.835659751474012,1.8337828332017336,19.107005937596544,15.40485508568381,3.7021508519127337,26490.83507286763,-1.62500910879545,-1.6383571843112676,17.903930131004376,1.6250099682806225,25941.646484375,2,-1.514448945310107,2.756202742925865,0.9957372376949252,3.192710057359648,0.5828482181619279,1.1390599141827806,5.454543449920422,1.504057947699394,3.49107821285601,2.909227061053514
2021-09-30,27000.0,27500.0,26361.0,27093.0,25941.646484375,2870933,10051841.23860014,18459488,0.4051808681713686,907100053.2254312,-21384023.939255983,25682163.91440309,-30250.02827103728,24878.94313368146,74.55967352283398,1057.7666583629605,24909.81818181818,28132.52938577863,21687.10697785773,25.875027914195908,0.8387181909906892,0.0,0.0,24918.066666666666,26119.866666666665,23716.266666666663,9.646013200596082,1.4048649248349707,1.0,0.0,22424.0,28167.0,25295.5,23.055166272517592,0.8129897266237158,1161.05,0.0,990.2016252570828,546.7017519943474,443.4998732627355,24909.81818181818,24909.81818181818,25251.857422682493,24261.65579742541,0.8788244351422282,0.4509372309541845,0.4278872041880437,0.3181182606491699,12.360675558508849,-7176.216181818181,408.02097596577306,350.534879772012,57.48609619376106,25295.5,25295.5,25295.5,25295.5,0.0,0.0,0.0,0.0,104.09856140661304,17865.6955,18098.8605,36.0,4.0,32.0,24029.60481268736,23503.0,0.0,0.0,89.38171841299517,0.0,0.0,0.0,92.6737927174042,70.90886202664339,81.29897266237158,85.69167449829438,-18.701027337628418,1560.445454545457,0.0,4.081343967307297,2.2847965946406688,1.796547372666628,20.68637170716,16.46115840997905,4.22521329718095,26679.84854645939,0.3444444444444361,0.3438525932441649,18.31004366812228,-0.3444406997573566,25899.517578125,3,0.5424904015369094,-3.880545026694378,-1.436784219386169,-2.355710419987404,-1.7987895664615934,3.037558456850149,0.9615403743444092,3.013511055063063,-0.1205763946476707,0.7590963103789505
2021-10-08,24420.0,24801.0,23888.0,24036.0,23014.55859375,1383158,2266670.958113962,11229398,0.0582141287815131,-441934906.7971362,-35050442.53801807,9818769.246634511,-111812.98242208436,25661.862945215988,49.38073964901074,1037.9345420226066,25063.529411764703,27928.09221529395,22198.966608235463,22.85841516147068,0.3206481263914421,0.0,0.0,26009.466666666667,27111.06666666667,24907.866666666665,8.47076192770839,-0.3957274267731768,0.0,1.0,22424.0,28167.0,25295.5,22.91377206158468,0.2806895350861919,1053.51871405,5.540847414247119,533.1218568594923,710.9610240276636,-177.83916716817134,25718.666666666668,25063.529411764703,25152.09345627408,24618.971599414588,1.0941176470588236,0.9302475088396014,0.1638701382192222,0.4479823064755797,18.29241972986593,-1025.5294117647063,411.9295512058146,413.388552463803,-1.4590012579884046,26027.5,25295.5,25661.5,25295.5,0.0,0.0,27.865224289744432,19.66224595366582,-40.75859805943368,17865.6955,18098.8605,36.0,4.0,32.0,25347.481026911675,27953.276800000003,0.0,0.0,44.37378260060414,0.0,0.0,0.0,40.39240562341865,38.37411967988396,21.37419109250095,36.36032151861588,-78.62580890749905,350.61764705882524,-0.0249563264287496,2.1654919853442185,2.905319689963256,-0.7398277046190374,12.032207712157284,16.98211600885553,-4.949908296698247,26504.29144382857,-1.5724815724815766,-1.584976221087686,4.960698689956322,1.5724825206630868,23218.5078125,4,0.2272682590073458,-0.7013039513604582,-0.8596092139554372,0.4801916232819252,2.0811492333675687,-2.84081406000874,1.248267814643711,-0.1882613788817622,-1.4108568394620988,-1.8646955358780275
2021-10-11,24075.0,24640.0,23937.0,24249.0,23218.5078125,1054860,2148130.502921928,12284258,0.0537144835286572,-346703465.82611674,-3732059.230608801,8102378.978632967,-12402.043959368077,25740.07699645908,48.18075486436636,1047.1324142746791,25018.277777777777,27827.03035226549,22209.525203290064,22.453604516155448,0.3630570409146691,0.0,0.0,25877.033333333333,26936.33333333333,24817.733333333334,8.187182714144198,-0.2684477170458482,0.0,1.0,22424.0,28167.0,25295.5,22.9552171856576,0.3177781647222706,1018.466842645,6.3555228930351335,421.589705708433,653.0867603638176,-231.4970546553845,25736.25,25018.277777777777,25013.15600146268,24591.566295754248,1.058957654723127,0.9543973941368078,0.1045602605863191,0.419071643756071,19.215330219377243,-18.277777777777374,395.8768860343582,415.3867999961974,-19.50991396183917,26027.5,25295.5,25661.5,25295.5,0.0,0.0,26.55481007518689,18.737592115609576,-37.85261813201289,17865.6955,18098.8605,36.0,4.0,32.0,25347.481026911675,27709.360192000004,0.0,0.0,46.70388225802834,0.0418885152785798,0.0139628384261932,0.0069631823235201,33.66539469225527,34.76379046512784,25.428245146555007,27.18593019449176,-74.571754853445,-10.088888888891232,0.8777768533155837,1.7143670339583892,2.6671291587622825,-0.9527621248038932,6.699237292171864,14.925540265518798,-8.226302973346934,26358.43355730541,0.8861707438841737,0.882267294813488,5.890829694323152,-0.8861748006993508,23326.705078125,0,1.5034189838118976,3.613788017952501,1.7045440966459466,-2.533172968797359,5.186478516395653,-4.870871478689665,2.949437158047587,-2.948392053270595,-4.426656851955926,-1.404855516405945
