Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_600905.SS_2021-09-15_2023-09-15_Close_percent,jpx_7270.T_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_300124.SZ_2021-09-15_2023-09-15_Close_percent,asx_AMC.AX_2021-09-15_2023-09-15_Close_percent,jpx_8591.T_2021-09-15_2023-09-15_Close_percent,ssx_601985.SS_2021-09-15_2023-09-15_Close_percent,jpx_8309.T_2021-09-15_2023-09-15_Close_percent,ssx_601818.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,6025.0,6099.0,5830.0,5830.0,5487.18603515625,62954,-62954.0,62954,-1.0,0.0,0.0,0.0,-5102.15296521197,5919.666666666667,50.0,1000.0,5830.0,5830.0,5830.0,0.0,0.0,0.0,0.0,5919.666666666667,6188.666666666667,5650.666666666667,9.088349569232502,0.3333333333333327,0.0,0.0,5830.0,6099.0,5964.5,4.614065180102916,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,5830.0,5830.0,5830.0,0.0,0.0,0.0,-8.009614251466209,1.0,519.2520000000004,-81.78160199028174,-81.78160199028174,0.0,5964.5,5964.5,5964.5,5964.5,0.0,0.0,0.0,0.0,0.0,6362.6075,6365.704,4.0,4.0,0.0,5769.0,6099.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,-8.178160199028174,0.0,0.0,0.0,5553.06982421875,2,0.06170025929089868,-0.09994579084587554,-0.1452433221557323,-0.014493428583670608,0.003040459231020069,0.003686934833841726,-0.0888584266558086,-0.04859171709059645,-0.10983744381802814,-0.004733635733465379
2021-09-16,5869.0,5998.0,5768.0,5900.0,5553.06982421875,103992,-47581.269565217386,166946,-0.2850099407306398,7279440.0,-18025425.032694824,-18025425.032694824,-3899.861475984362,5900.356518475036,0.0,1000.0,5865.0,5935.0,5795.0,2.387041773231032,0.75,0.0,0.0,5904.166666666667,6153.666666666667,5654.666666666667,8.45165843330981,0.4916499665998658,0.0,0.0,5768.0,6099.0,5933.5,5.643648763853368,0.3987915407854985,0.0,0.0,5.584045584045271,1.116809116809054,4.467236467236217,5865.0,5865.0,5840.769230769231,5835.185185185185,0.2242236256960273,0.4417739291987206,-0.2175503035026932,0.0023450900514579,1.976667663775052,484.2520000000004,-76.26914162487178,-79.02537180757676,2.756230182704982,5933.5,5933.5,5933.5,5933.5,0.0,0.0,0.0,0.0,-66.66666666666667,6362.6075,6365.704,8.0,4.0,4.0,5769.0,6099.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,26.452905811623246,39.879154078549846,19.939577039274923,-60.12084592145016,0.0,0.0,0.095696116007123,0.0191392232014246,0.0765568928056984,4.960593324717015,0.9921186649434032,3.968474659773612,5837.755566624399,1.2006861063464935,1.1935350549272528,1.2006861063464935,-1.200684442633886,5545.54052734375,3,2.272724932056633,0.2866747724090857,-0.408160558980839,-1.039268734542972,0.3670240836338081,0.4149672220072773,0.138031671398835,1.1940206172504162,-0.8551500026122909,0.86956706168138
2021-09-17,5972.0,5991.0,5769.0,5892.0,5545.54052734375,179843,-28138.7830787309,-12897,-0.0811409331862628,6033985.142857143,-370323.0039534483,-9197874.018324137,1004.762580457598,5891.874111731726,0.0,1000.0,5874.0,5936.567297102134,5811.432702897866,2.130313146140076,0.6438451142504769,0.0,0.0,5897.444444444445,6137.777777777778,5657.111111111112,8.15042297040148,0.4886731391585743,0.0,0.0,5768.0,6099.0,5933.5,5.635001702417433,0.3746223564954682,0.0,0.0,9.25719758768082,2.744886810983408,6.512310776697413,5874.0,5874.0,5848.650887573964,5839.393689986283,0.4025731735944943,0.5765753892913474,-0.1740022156968531,0.0058877130213096,2.934101607786177,475.2520000000004,-74.8516518166235,-77.63413181059234,2.7824799939688347,5933.5,5933.5,5933.5,5933.5,0.0,0.0,0.0,0.0,-60.50000000000254,6362.6075,6365.704,8.0,4.0,4.0,5769.0,6099.0,0.0,1.0,89.04109589041096,0.0,0.0,0.0,99.74635383639824,35.36754507628294,37.46223564954683,25.78046324269889,-62.53776435045317,0.0,0.0,0.158530115952887,0.047017401751717,0.1115127142011699,15.924337139359931,3.978562359826709,11.945774779533222,5843.464296819222,-0.1355932203389809,-0.1356852311289458,1.0634648370497324,0.1355880101158106,5506.01025390625,4,-9.966773853624176,-0.3833402416539258,0.4065013806732196,-0.172351340789632,-0.6600067087228325,1.964272187589856,0.2303646959118026,-4.229608093999502,0.7708124578201421,0.5847912900187708
2021-09-20,5773.0,5892.0,5773.0,5850.0,5506.01025390625,97938,666.51103891616,-110835,0.0014986970409175,4584359.265306123,-5771508.505380956,-8055752.180676409,-941.9872981462944,5880.083335019762,0.0,992.8716904276986,5868.0,5926.034472514188,5809.965527485812,1.9779983815333213,0.3449197587209951,0.0,0.0,5882.666666666667,6092.666666666667,5672.666666666667,7.13961922030825,0.4222222222222215,0.0,0.0,5768.0,6099.0,5933.5,5.640763462849352,0.2477341389728096,0.0,0.0,8.679100751924125,3.9317295991715513,4.7473711527525735,5868.0,5868.0,5848.858443331816,5840.179342579891,0.4714506371004133,0.7135964896189135,-0.2421458525185002,0.0086614632843984,3.815388845603924,481.2520000000004,-75.79664502212236,-77.17476011347485,1.378115091352484,5933.5,5933.5,5933.5,5933.5,0.0,0.0,0.0,0.0,-133.3333333333347,6362.6075,6365.704,8.0,4.0,4.0,5769.0,6092.4,0.0,0.0,54.9772283669486,0.0,0.0,0.0,98.19495730746031,39.523809523809526,24.773413897280967,34.03826787512588,-75.22658610271904,0.0,0.0,0.1486101751815406,0.0673359564376818,0.0812742187438588,15.62866871686412,6.308583631234192,9.320085085629929,5844.003380012289,-0.7128309572301372,-0.7153837356618453,0.3430531732418584,0.7128299440349508,5675.42578125,0,-9.966773853624176,-0.3833402416539258,0.4065013806732196,3.5966014881625483,-0.6600067087228325,0.6071654331849459,0.2303646959118026,-4.229608093999502,0.7708124578201421,0.5847912900187708
2021-09-21,5775.0,6046.0,5807.0,6030.0,5675.42578125,44333,39063.71187573625,-66502,0.0798750907367935,5069442.227405248,50675568.98924051,6627078.111802821,665.9599248002506,5887.418382884172,10.54278360325165,1023.4215885947044,5900.4,6040.008595723903,5760.791404276097,4.732173944949594,0.9641548012426968,0.0,0.0,5898.333333333334,6114.133333333333,5682.533333333334,7.317321277196938,0.8050664195242508,0.0,0.0,5768.0,6099.0,5933.5,5.609789166836147,0.7915407854984894,0.0,0.0,22.486243108503004,7.642632301037842,14.84361080746516,5900.4,5900.4,5876.726375126921,5854.240132018418,0.5920623027085908,0.6492373154225081,-0.0571750127139172,0.0168129731244275,4.726265857254728,448.8520000000008,-70.69368171242854,-75.87854443326559,5.184862720837046,5933.5,5933.5,5933.5,5933.5,0.0,0.0,0.0,0.0,124.33862433862248,6362.6075,6365.704,20.0,4.0,16.0,5769.0,6085.932,0.0,0.0,83.72088814896581,0.0,0.0,0.0,97.01425408247992,51.43651529193698,79.15407854984895,47.12990936555892,-20.845921450151057,0.0,0.0,0.3841018236597381,0.130689129882093,0.253412693777645,10.206063952391506,7.088079695465655,3.117984256925851,5847.027477961551,3.076923076923066,3.0305349495328926,3.430531732418518,-3.076919938962291,5692.3671875,1,-9.966773853624176,1.8138445116399424,2.551019535155106,1.013294724046219,-0.6600067087228325,0.2443459761477555,2.1703939464712505,-4.229608093999502,0.8285904931147883,0.5847912900187708
2021-09-22,6002.0,6069.0,6000.0,6048.0,5692.3671875,82179,71220.71187573625,15677,0.1246776075788527,4556553.6234902125,9068010.07556675,7115264.504555607,1609.402755453502,5909.225062247734,25.32700626383756,1023.4215885947044,5925.0,6093.360723844172,5756.639276155828,5.683062408242088,0.8652870966325972,0.0,0.0,5921.777777777777,6113.11111111111,5730.444444444444,6.462023416391465,0.8298490127758437,0.0,0.0,5768.0,6099.0,5933.5,5.586497890295359,0.8459214501510574,0.0,0.0,34.48344873706537,13.010795588243347,21.472653148822022,5925.0,5925.0,5903.076163568934,5868.592714831869,0.7502224205651054,0.6500974073343001,0.1001250132308052,0.0287832948683715,5.54531006774183,424.2520000000004,-66.81920956988326,-74.36865528936853,7.549445719485277,5933.5,5933.5,5933.5,5933.5,0.0,0.0,0.0,0.0,149.85795454545473,6362.6075,6365.704,24.0,4.0,20.0,5769.0,6079.59336,0.0,0.0,84.7681317035368,0.0,0.0,0.0,96.09466878151603,52.52613240418118,84.59214501510574,62.83987915407855,-15.40785498489426,-8.866666666666788,0.0,0.5875931490340832,0.2220699337124911,0.3655232153215921,9.46088859292294,7.562641474957113,1.898247117965827,5852.837559596653,0.2985074626865591,0.298062813813793,3.739279588336197,-0.2985045863161417,5506.951171875,2,-9.969794131989502,1.5070538082181315,1.5706756869614082,-0.3780493865914565,3.644403691990462,0.6123771114106802,1.4869069244148818,-10.000002171249804,1.3054793513851737,1.4705939789795082
2021-09-23,6050.0,6200.0,5780.0,5851.0,5506.951171875,23082,55942.626161450535,-7405,0.0941286378261083,3256023.962991611,-80972186.11905381,-7565977.266045962,-506.533798270552,5910.56269142994,24.22046505470269,990.0859316910742,5914.428571428572,6078.678753921559,5750.178388935584,5.554219837447956,0.3069147611714846,0.0,0.0,5924.904761904762,6148.904761904762,5700.904761904762,7.561302974530432,0.3350340136054411,0.0,0.0,5768.0,6200.0,5984.0,7.304171396826163,0.1921296296296296,0.0,0.0,27.77489532654181,15.963615535903042,11.811279790638768,5914.428571428572,5914.428571428572,5895.064446096791,5867.289550770249,0.6869234847534884,0.6588745674416966,0.0280489173117918,0.0361384376943161,6.54889573790739,434.8234285714289,-68.48419759861932,-73.52801847640436,5.043820877785038,5984.0,5984.0,5984.0,5984.0,0.0,0.0,0.0,0.0,25.911311537015887,6362.6075,6365.704,24.0,4.0,20.0,5769.0,6079.59336,1.0,0.0,48.21246399470927,0.0,0.0,0.0,89.33569837442725,42.984693877551024,19.21296296296296,60.986395509305886,-80.78703703703704,2.557142857142935,0.0,0.473385454837414,0.2723330379374757,0.2010524168999383,2.6367593427597367,6.577465048517638,-3.940705705757901,5852.649928689994,-3.257275132275128,-3.311505207113364,0.360205831903948,3.257274338032147,5452.36181640625,3,4.395605426905746,1.5070538082181315,1.5706756869614082,-2.607500895103413,-3.4973952736991407,0.6161502746646192,1.4869069244148818,-3.689058611900293,1.3054793513851737,-0.5970189098999015
2021-09-27,5920.0,5929.0,5776.0,5793.0,5452.36181640625,16844,42841.73727256165,-24249,0.0700984795800833,2651313.1111356667,-124896105.4381382,-24327424.147773422,-918.8160457241064,5908.415839694136,23.48566184246826,980.2713728057412,5899.25,6072.618826494269,5725.881173505731,5.877656532415793,0.1935723620315557,0.0,0.0,5913.375,6128.5,5698.25,7.275878833999197,0.220220801859384,0.0,0.0,5768.0,6200.0,5984.0,7.32296478365894,0.0578703703703703,0.0,0.0,17.575602536798215,16.286012936082077,1.2895896007161376,5899.25,5899.25,5879.362223620362,5861.786621083564,0.7091939538932616,0.8228273198961876,-0.113633366002926,0.03807341675961,7.492085418223558,450.0020000000004,-70.87480541014916,-73.19636684312246,2.321561432973297,5984.0,5984.0,5984.0,5984.0,0.0,0.0,0.0,0.0,-102.56817580089972,6362.6075,6365.704,24.0,32.0,-8.0,5769.0,6200.0,0.0,1.0,42.41323851191646,0.0,0.0,0.0,82.45871781971796,44.40162165586073,5.787037037037037,36.530715005035255,-94.21296296296296,6.762499999999818,0.0,0.2998335434726098,0.2778331390445025,0.0220004044281073,-4.073364844583964,4.447299069897318,-8.520663914481283,5845.031027232739,-0.991283541275001,-0.9962294691611362,-0.634648370497426,0.9912809059856472,5435.419921875,0,3.234886512556073,-0.6009614259113931,-1.5706866612680417,-1.2206033591736087,-0.536971381086417,-0.3715214692413013,-2.877366575362373,2.890941459519852,-2.415833753467396,0.8928590872718303
2021-09-28,5876.0,5964.0,5698.0,5775.0,5435.419921875,106777,-2116.9995695436155,-131026,-0.0029487055633235,1997984.6666877144,-5356022.364366858,-21955998.924847603,-498.7491171444576,5894.1258249273615,19.70855558622144,980.2713728057412,5885.444444444444,6066.596587035781,5704.292301853107,6.155937560920663,0.1951610870714427,0.0,0.0,5902.148148148149,6122.925925925926,5681.37037037037,7.481268590218251,0.2120449588995133,0.0,0.0,5698.0,6200.0,5949.0,8.52951726481527,0.1533864541832669,0.0,0.0,7.948514424756468,14.618513233816955,-6.669998809060488,5885.444444444444,5885.444444444444,5863.306496909538,5855.357982484781,0.7089053892900754,0.8282482259486189,-0.1193428366585435,0.0356212863635226,8.474959835357181,463.80755555555606,-73.04916477650532,-73.18001105794278,0.1308462814374564,5949.0,5949.0,5949.0,5949.0,0.0,0.0,0.0,0.0,-105.77202675196357,6362.6075,6365.704,24.0,36.0,-12.0,5769.0,6200.0,0.0,0.0,40.77406882479108,0.0,0.0,0.0,76.59056005865494,40.98877728275264,15.338645418326694,13.446215139442236,-84.66135458167331,16.399999999999636,0.0,0.1357477108749452,0.2494160534105911,-0.1136683425356458,1.299429258868393,3.817725107691533,-2.5182958488231404,5835.864711234065,-0.3107198342827577,-0.3112035706630323,-0.943396226415094,0.3107257937334822,5506.01025390625,1,-8.430226372213966,-2.054954078136035,-0.7216392480127922,-0.1604178477833642,2.3348019176321912,-0.4935347985160234,-0.6648256414249261,-4.194861674395568,-1.2547150321009894,-1.801813899400301
2021-09-29,5736.0,5959.0,5736.0,5850.0,5506.01025390625,46606,-1072.0219910682792,-84420,-0.0014021644044171,2211908.285732327,7894906.23524868,-18639231.68483691,273.49540982063,5891.334365315628,25.00556970320713,993.0021698551664,5881.9,6055.066855951131,5708.733144048868,5.888126488078062,0.4078923047231338,0.0,0.0,5896.766666666666,6117.766666666666,5675.766666666666,7.495633200115318,0.3941930618401212,0.0,0.0,5698.0,6200.0,5949.0,8.534657168601983,0.3027888446215139,221.0,0.0,6.298248645523927,12.95446031615835,-6.656211670634423,5881.9,5881.9,5861.25934353884,5854.961094893316,0.7507361034560686,0.8458483114737838,-0.0951122080177152,0.0327787417097335,9.45486304749284,467.3520000000008,-73.60741076271668,-72.27176758821332,-1.3356431745033603,5949.0,5949.0,5949.0,5949.0,0.0,0.0,0.0,0.0,-58.437902187902026,6362.6075,6365.704,24.0,36.0,-12.0,5769.0,6179.92,0.0,0.0,49.527026216935006,0.0,0.0,0.0,72.23587505302844,41.16624259870813,30.2788844621514,17.134855639171715,-69.7211155378486,6.900000000000546,0.0,0.1075711442560608,0.221047071579685,-0.1134759273236242,-1.5757306740654853,2.73903395134013,-4.314764625405616,5837.682742513802,1.298701298701288,1.290340483590846,0.3430531732418584,-1.2987098153568155,5458.9501953125,2,5.36192847094317,-0.6642987027477716,1.7616510945433248,1.7120505953568994,1.8593736614515703,0.5524927006873668,0.5332685891703619,5.454543449920422,1.2895045787260386,-0.294983199092357
