Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,ssx_002352.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601628.SS_2021-09-15_2023-09-15_Close_percent,ssx_300999.SZ_2021-09-15_2023-09-15_Close_percent,ssx_000333.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent,asx_EVN.AX_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent
2021-09-16,17790.0,17787.0,16316.0,16748.0,15781.3046875,2859453,-1179937.4377974167,2859453,-0.4126444595513256,0.0,0.0,0.0,-175552.32911224643,16950.333333333332,50.0,1000.0,16748.0,16748.0,16748.0,0.0,0.0,0.0,0.0,16950.333333333332,18421.33333333333,15479.333333333334,17.356590824172574,0.4312259234081124,0.0,0.0,16316.0,17787.0,17051.5,8.783138285168377,0.2936777702243371,0.0,0.0,0.0,0.0,0.0,16748.0,16748.0,16748.0,16748.0,0.0,0.0,0.0,-7.273642882202148,1.0,1119.7034068136272,-62.66633049139612,-62.66633049139612,0.0,17051.5,17051.5,17051.5,17051.5,0.0,0.0,0.0,0.0,0.0,18027.647795591183,18362.882765531063,4.0,4.0,0.0,16381.0,17787.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.36777702243372,29.36777702243372,-70.63222297756629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16748.0,-6.266633049139614,0.0,0.0,0.0,16601.087890625,3,-0.012194226714173396,-0.035948426191858805,0.004285347517403231,0.11188980517958125,-0.05714574925699153,0.15577594181608095,0.022164783599382048,-0.000742145867361337,-0.043237456388539305,0.061631427095129754
2021-09-17,16700.0,17618.0,16593.0,17618.0,16601.087890625,4037057,2857119.562202583,6896510,0.4142848429426743,3512239590.0,1371048.266100776,1371048.266100776,30519.55906673387,17141.16617226201,100.0,1000.0,17183.0,18053.0,16313.0,10.126287609846942,0.75,0.0,0.0,17113.333333333332,18361.33333333333,15865.333333333334,14.585118815738207,0.7021901709401712,0.0,0.0,16316.0,17787.0,17051.5,8.560786824186696,0.8851121685927941,0.0,0.0,69.4017094017072,13.88034188034144,55.52136752136576,17183.0,17183.0,16881.846153846152,16812.444444444445,0.5052968054286325,0.4633827847018335,0.041914020726799,0.0101458009911631,1.9508932257975724,684.7034068136272,-38.32072825612967,-50.4935293737629,12.172801117633227,17051.5,17051.5,17051.5,17051.5,0.0,0.0,0.0,0.0,66.66666666666667,18027.647795591183,18362.882765531063,8.0,4.0,4.0,16381.0,17787.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,41.06570512820512,88.5112168592794,58.93949694085656,-11.488783140720598,0.0,0.0,0.4127996355975499,0.0825599271195099,0.3302397084780399,3.187988751738609,0.6375977503477218,2.550391001390888,17057.627923741522,5.194650107475529,5.064225853070781,5.194650107475529,-5.194647840329267,16034.77734375,4,1.6764324819191927,1.8779352563114031,-2.535832679376142,0.6250055605476916,0.0972425929100069,-0.1319534441757213,-3.5026658530707806,-1.844588426968216,3.316330571704654,0.061631427095129754
2021-09-20,17200.0,17300.0,16381.0,17017.0,16034.77734375,1016074,3247406.963725978,5880436,0.4104104251817078,2923253866.571429,-23968234.59708644,-11298593.165492827,175049.8168711961,17110.11183401023,80.24429178748758,965.8871608582132,17127.666666666668,17855.05529884497,16400.278034488365,8.493727094700226,0.42392879007797,0.0,0.0,17042.0,18180.33333333333,15903.666666666666,13.359151899229351,0.4890190336749638,0.0,0.0,16316.0,17787.0,17051.5,8.588443648677577,0.4765465669612508,0.0,0.0,75.04234543550774,26.1127425913747,48.92960284413304,17127.666666666668,17127.666666666668,16902.63905325444,16827.59670781893,0.5267845413491481,0.6374381383871472,-0.1106535970379991,0.0196219708236365,2.8585683766027112,740.0367401469593,-41.41756348299115,-47.46820741017231,6.050643927181163,17051.5,17051.5,17051.5,17051.5,0.0,0.0,0.0,0.0,-60.88193456614545,18027.647795591183,18362.882765531063,8.0,4.0,4.0,16381.0,17787.0,0.0,1.0,57.34131007909146,0.0,0.0,0.0,98.47657190656646,44.49504420037504,47.65465669612509,55.17788352594607,-52.34534330387491,0.0,0.0,0.4459480859833024,0.1552375588922684,0.2907105270910339,-2.657978126256242,-0.0215174249730708,-2.636460701283171,17045.035107674397,-3.4112839141786755,-3.470826229830415,1.606161929782668,3.4112857579340243,16069.6416015625,0,1.6764324819191927,1.8779352563114031,-2.535832679376142,0.6250055605476916,0.0972425929100069,-0.1319534441757213,-3.5026658530707806,-1.844588426968216,2.1108171013550816,0.061631427095129754
2021-09-21,17779.0,17591.0,16824.0,17054.0,16069.6416015625,1181345,2774560.920701206,7061781,0.3051003499918688,2511890423.489796,23827840.30067424,410217.9898961919,-32092.57486514607,17116.11622849339,83.97991964605937,965.8871608582132,17109.25,17742.40934013485,16476.09065986515,7.4013687348639,0.4563695925355592,0.0,0.0,17070.583333333332,18116.08333333333,16025.083333333334,12.249142042597637,0.4920691853977365,0.0,0.0,16316.0,17787.0,17051.5,8.597688384937973,0.5016995241332427,0.0,0.0,81.55803069918693,37.20180021293715,44.35623048624978,17109.25,17109.25,16925.925352753755,16844.367322054568,0.702730500999444,0.634618691023729,0.0681118099757149,0.0286322269686359,3.721327570205784,758.4534068136272,-42.4482872557869,-46.21322737157596,3.7649401157890594,17051.5,17051.5,17051.5,17051.5,0.0,0.0,0.0,0.0,39.22241280731847,18027.647795591183,18362.882765531063,8.0,4.0,4.0,16381.0,17758.88,0.0,0.0,58.5146246738273,0.0,0.0,0.0,97.25163650026133,42.02222222222223,50.16995241332427,62.111941989576245,-49.83004758667573,0.0,0.0,0.484185776407297,0.2210272023952741,0.2631585740120228,-7.172451980449475,-1.451704336068352,-5.720747644381123,17047.614749077085,0.2174296291943322,0.2171935930556756,1.827083830905174,-0.2174290111118324,16651.029296875,1,1.6764324819191927,1.8779352563114031,-2.535832679376142,0.6250055605476916,0.0972425929100069,-0.1319534441757213,-3.5026658530707806,-1.844588426968216,-0.808625838207476,0.061631427095129754
2021-09-22,17499.0,17671.0,16565.0,17671.0,16651.029296875,2332538,5107098.920701206,9394319,0.4469534564534432,2358645498.1341114,-4243746.511310855,-753273.1354055698,86957.94235838873,17154.12959459239,88.3620087772801,965.8871608582132,17221.6,17944.56124377452,16498.63875622548,8.395982298677476,0.8108050423655643,0.0,0.0,17116.93333333333,18174.533333333333,16059.333333333334,12.35735373158743,0.7619452849218357,0.0,0.0,16316.0,17787.0,17051.5,8.541598922283644,0.9211420802175392,0.0,0.0,134.9528492881218,56.75201002797408,78.20083926014772,17221.6,17221.6,17040.55222156087,16905.599372272747,0.7150012422185141,0.6916133511179086,0.0233878911006055,0.0440746889444842,4.598707671142574,646.1034068136287,-36.160405850885326,-44.20266306743783,8.042257216552507,17051.5,17051.5,17051.5,17051.5,0.0,0.0,0.0,0.0,80.42686100989117,18027.647795591183,18362.882765531063,20.0,4.0,16.0,16381.0,17731.3224,0.0,0.0,72.23091464414883,0.0,0.0,0.0,96.27795219137074,53.46057795219407,92.11420802175392,63.31293904373442,-7.8857919782460915,0.0,0.0,0.7982730828784516,0.3364763784919097,0.4617967043865418,-7.18188114962625,-2.5977396987799315,-4.584141450846318,17244.794791448905,3.6179195496657712,3.554009750606113,5.51110580367804,-3.6179257118962056,16667.990234375,2,1.8488137008711192,1.7298476747187834,1.3978486347405408,-5.534604449968853,3.731338156296815,1.9326472500616632,3.1936759995948734,1.0019317758029302,-1.6042856500930895,0.061631427095129754
2021-09-23,17500.0,17899.0,17249.0,17689.0,16667.990234375,1044209,5476588.2591627445,10438528,0.4391572885994909,2024381250.1149528,28385122.135511182,5074405.918777782,85452.99846666411,17192.496437562804,89.65188672245641,966.871030978492,17299.5,18045.77675831424,16553.223241685766,8.62772633098337,0.7609621669579006,0.0,0.0,17199.5,18189.166666666668,16209.833333333334,11.50808647538204,0.747305490063994,0.0,0.0,16316.0,17899.0,17107.5,9.150553484204746,0.8673404927353127,0.0,0.0,176.68436984311847,80.73848199100297,95.9458878521155,17299.5,17299.5,17140.31341824381,16963.629048400693,0.8521781205971509,0.6872658731852949,0.164912247411856,0.0632709874490235,5.431582054211837,568.2034068136272,-31.800584209213472,-42.13564992440044,10.335065715186968,17107.5,17107.5,17107.5,17107.5,0.0,0.0,0.0,0.0,139.35302390998552,18027.647795591183,18362.882765531063,24.0,4.0,20.0,16381.0,17731.3224,1.0,0.0,72.51640223937059,0.0,0.0,0.0,95.48044895593534,54.939258312020456,86.73404927353127,76.33940323620315,-13.26595072646873,19.599999999998545,0.0,1.0415481813413978,0.4774907390618073,0.5640574422795905,-11.433874820339945,-4.364966723091934,-7.068908097248011,17397.091715826846,0.1018618074811739,0.1018099635452074,5.618581323143057,-0.1018611954708603,15960.337890625,3,-0.9209012155496624,-1.4981239390316858,-2.508179078460884,1.8772427761714283,-1.1122300348265526,-0.2836597619242553,-1.0744548711475517,-1.9852110545524653,1.05264079398097,0.061631427095129754
2021-09-27,17519.0,17742.0,16701.0,16938.0,15960.337890625,1307114,4764644.32256332,9131414,0.34582065211934,1594949269.5271027,-28073488.61690717,-450243.1705030445,-54430.87264950517,17186.282718926617,78.99434525560639,966.871030978492,17247.85714285714,17983.639275651065,16512.075010063218,8.531867196020153,0.2894368937170662,0.0,0.0,17189.14285714286,18186.14285714286,16192.142857142857,11.600345733187073,0.3740507235993693,0.0,0.0,16316.0,17899.0,17107.5,9.177951712428046,0.3929248262792166,0.0,0.0,147.4576766045211,94.0823209137066,53.37535569081452,17247.85714285714,17247.85714285714,17109.188276975532,16961.73060037101,0.7987580518020772,0.752673249899361,0.0460848019027161,0.0752676107327364,6.290011496792967,619.8462639564859,-34.690874917932305,-41.07211063776214,6.381235719829832,17107.5,17107.5,17107.5,17107.5,0.0,0.0,0.0,0.0,-23.25315005727439,18027.647795591183,18362.882765531063,24.0,4.0,20.0,16411.36,17731.3224,0.0,0.0,49.60313906462835,0.0,0.0,0.0,92.8322107529061,50.34945868164999,39.29248262792167,72.7135799744023,-60.707517372078335,32.514285714285506,0.0,0.86935513880462,0.5558636190103698,0.3134915197942501,-14.048307939113142,-6.301634966296176,-7.746672972816967,17284.094206655678,-4.24557634688224,-4.338335896196277,1.1344638165751153,4.245576903990397,16065.873046875,0,-1.9134603455977413,-1.992612791380324,1.6189978719937983,-1.5744711493390326,-2.9024667307135417,-5.017917959948733,-2.2321494025025856,1.4976956842803446,1.108029421489675,0.061631427095129754
2021-09-28,16938.0,17475.0,16951.0,17050.0,16065.873046875,1834158,3623546.0248533967,10965572,0.2321008259093226,1396445901.880374,-242836.22239741616,-420613.6064879548,-43366.42645938715,17183.038267742115,82.00211500843395,966.871030978492,17223.125,17923.71791853401,16522.53208146599,8.135491306415183,0.3764439409676993,0.0,0.0,17185.333333333332,18123.20833333333,16247.458333333334,10.914830475599338,0.4278510817895065,0.0,0.0,16316.0,17899.0,17107.5,9.19113111006278,0.4636765634870499,0.0,0.0,131.8133137924633,101.62851948945794,30.18479430300536,17223.125,17223.125,17100.082388210067,16968.269074417603,0.8423562649562457,0.8015461444251422,0.0408101205311035,0.083080179205479,7.098531404617367,644.5784068136272,-36.07505632580767,-40.44747884876783,4.372422522960157,17107.5,17107.5,17107.5,17107.5,0.0,0.0,0.0,0.0,-11.198600174977075,18027.647795591183,18362.882765531063,24.0,4.0,20.0,16441.1128,17731.3224,0.0,0.0,52.03712823482819,0.0,0.0,0.0,90.65499253804592,54.71204980272011,46.36765634870499,57.46472941671931,-53.63234365129501,100.36249999999929,0.0,0.7768223925161175,0.6000553737115194,0.1767670188045981,-14.14685336316624,-7.870678645670189,-6.276174717496051,17224.353987159855,0.6612350926909816,0.6590585230117796,1.8032003821351728,-0.6612338471354775,16213.810546875,1,-0.5306143139394379,-0.8321399839340415,-1.6456407608933148,3.4188058005856874,1.0823177301443965,3.290104849265461,-2.285285108672284,-0.8187127566539232,6.442571829819698,0.061631427095129754
2021-09-29,17101.0,17575.0,17080.0,17207.0,16213.810546875,1324779,2978552.6127321846,12290351,0.1758635309367733,1226666530.6117492,4278260.751415896,166745.6882500266,24326.94110213236,17191.196155195747,83.70049172295799,975.7741835804642,17221.333333333332,17881.93642479177,16560.730241874895,7.671915741620127,0.4891513273865492,0.0,0.0,17196.666666666668,18085.33333333333,16308.0,10.335336305485551,0.5058139534883724,0.0,0.0,16316.0,17899.0,17107.5,9.192087333539796,0.5628553379658876,0.0,0.0,130.5784048794012,107.4184965674466,23.15990831195461,17221.333333333332,17221.333333333332,17116.531251562366,16985.952846682965,0.8638929176247776,0.7984877755964033,0.0654051420283743,0.0894153760588536,7.870914574526402,646.3700734802951,-36.17533035800273,-39.97279568312726,3.797465325124527,17107.5,17107.5,17107.5,17107.5,0.0,0.0,0.0,0.0,39.32530120481815,18027.647795591183,18362.882765531063,24.0,4.0,20.0,16470.270544,17731.3224,0.0,0.0,55.29642372841991,0.0,0.0,0.0,88.8582006685241,48.655873201638094,56.28553379658876,47.31522425773847,-43.71446620341124,106.46666666666717,0.0,0.7687434791443019,0.6337929947980759,0.1349504843462259,-16.08097264717559,-9.512737445971268,-6.56823520120432,17219.44849581155,0.9208211143695078,0.9166074041495164,2.740625746357783,-0.9208183057862273,16896.962890625,2,0.1421132424381426,-0.4305672876848945,2.104693874466108,0.584971613555652,-0.9946927149960914,2.3150732193016523,0.0,0.9667417194861656,-4.191609300361378,0.061631427095129754
2021-09-30,17550.0,18098.0,16821.0,17932.0,16896.962890625,2165423,4580999.546953015,14455774,0.2398159132324379,1275704408.3814993,7784345.137185668,1013145.6270206532,103436.81040424624,17239.4653520677,85.91453894775555,975.7741835804642,17292.4,18050.406437967384,16534.39356203262,8.766931576500452,0.921896152831568,0.0,0.0,17238.7,18166.2,16311.2,10.760672208461196,0.8737466307277624,0.0,0.0,16316.0,18098.0,17207.0,10.305105132890748,0.9068462401795736,963.6,0.0,185.9575684958945,123.1263109531362,62.83125754275832,17292.4,17292.4,17241.987982091232,17056.030413595337,0.85512541158491,0.7711463123126405,0.0839790992722694,0.1027282812715038,8.744558282503405,575.3034068136258,-32.19794921121437,-36.58741998532928,4.389470774114912,17239.5,17207.0,17223.25,17207.0,0.0,0.0,0.0,0.0,139.8262798004065,18027.647795591183,18362.882765531063,40.0,4.0,36.0,16498.845133119998,17731.3224,0.0,0.0,66.58779587240814,0.0,0.0,0.0,87.47725047894448,55.323491204828535,90.68462401795736,64.44593805441703,-9.31537598204265,147.25,0.0,1.0902746066146085,0.7250893171613825,0.3651852894532258,-14.214770236357058,-10.453144004048427,-3.761626232308631,17400.055630656825,4.21340152263614,4.127054852217249,7.069500835920706,-4.213397842382392,16504.974609375,3,1.6873213917822767,3.036809579708816,1.708924253856864,1.4031376025414062,2.1667803529118004,-0.3179112307132499,0.9534557320926352,1.2885613935376767,-0.2873588652815755,0.061631427095129754
