Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_WTC.AX_2021-09-15_2023-09-15_Close_percent,asx_CEN.AX_2021-09-15_2023-09-15_Close_percent,asx_WOW.AX_2021-09-15_2023-09-15_Close_percent,asx_EBO.AX_2021-09-15_2023-09-15_Close_percent,ssx_601985.SS_2021-09-15_2023-09-15_Close_percent,asx_SCG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601633.SS_2021-09-15_2023-09-15_Close_percent,asx_MQGPC.AX_2021-09-15_2023-09-15_Close_percent,asx_RHC.AX_2021-09-15_2023-09-15_Close_percent,ssx_300999.SZ_2021-09-15_2023-09-15_Close_percent
2023-08-02,2742.0,2784.0,2740.0,2742.0,2705.747314453125,652036,-592760.0,652036,-0.9090909090909092,0.0,0.0,0.0,-19372.74113306256,2755.333333333333,50.0,1000.0,2742.0,2742.0,2742.0,0.0,0.0,0.0,0.0,2755.333333333333,2799.333333333333,2711.333333333333,3.1938059520929105,0.3484848484848468,0.0,0.0,2740.0,2784.0,2762.0,1.604668125455872,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,2742.0,2742.0,2742.0,2742.0,0.0,0.0,0.0,-1.6264926458987232,1.0,85.0666666666666,-30.09008159222749,-30.09008159222749,0.0,2762.0,2762.0,2762.0,2762.0,0.0,0.0,0.0,0.0,0.0,2850.116666666667,2859.2166666666667,4.0,4.0,0.0,2822.0,2784.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,4.545454545454546,-95.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742.0,-3.009008159222748,0.0,0.0,-0.0,2803.4384765625,2,-0.8109126551494686,0.0705698541574576,-0.0281738052283358,-0.0375830121486752,0.2372578340038785,-0.1749356782492635,-0.3247167777080174,0.013189882480889,-0.4541773959072595,-0.519136486972803
2023-08-03,2719.0,2861.0,2719.0,2841.0,2803.4384765625,744219,-58180.15492957749,1396255,-0.0416687173400113,73677681.0,534251.3426827318,534251.3426827318,7250.234981249832,2782.8722248681893,100.0,1000.0,2791.5,2890.5,2692.5,7.092960773777539,0.75,0.0,0.0,2781.166666666667,2874.166666666667,2688.166666666667,6.687840834182297,0.8216845878136184,0.0,0.0,2719.0,2861.0,2790.0,5.086870857961669,0.8591549295774648,0.0,0.0,7.89743589743648,1.5794871794872962,6.317948717949184,2791.5,2791.5,2757.230769230769,2749.333333333333,0.5282305005820723,0.2837601862630967,0.2444703143189756,0.0070517642231947,2.327212020033389,35.566666666666606,-12.580766872612346,-21.33542423241992,8.754657359807572,2790.0,2790.0,2790.0,2790.0,0.0,0.0,0.0,0.0,66.66666666666609,2850.116666666667,2859.2166666666667,8.0,4.0,4.0,2822.0,2784.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,65.59139784946237,85.91549295774648,45.23047375160051,-14.084507042253522,0.0,0.0,0.2872491233306188,0.0574498246661237,0.229799298664495,1.1161067376425011,0.2232213475285002,0.8928853901140009,2759.3007191390343,3.610503282275701,3.5468521731928604,3.610503282275701,3.610505740412052,2869.552490234375,3,-1.3747674701814674,0.5174614131923505,-0.0773781830480118,-0.4897695245626892,2.2284168255515056,-1.071429261074755,-1.224351225320035,0.6240356556036772,-1.2305598990207756,0.6719524989151893
2023-08-04,2924.0,2943.0,2822.0,2908.0,2869.552490234375,308059,71662.89465719936,1704314,0.0420479410819833,66100862.71428573,3633232.595054844,2083741.968868788,34135.082397328275,2802.4165895095234,100.0,1023.5832453361492,2830.333333333333,2966.708632497889,2693.958034168777,9.636695265426171,0.7847534236128447,0.0,0.0,2817.777777777778,2920.111111111112,2715.444444444445,7.263406940063086,0.9408251900108568,0.0,0.0,2719.0,2943.0,2831.0,7.914262159934047,0.84375,0.0,0.0,19.33961574987279,5.131512893564396,14.208102856308397,2830.333333333333,2830.333333333333,2780.4260355029587,2761.086419753086,0.9855265663683108,0.2970862692820415,0.6884402970862693,0.0232816454095895,3.734469479922428,-3.266666666666879,1.1554968636513914,-13.838450533729484,14.993947397380875,2831.0,2831.0,2831.0,2831.0,0.0,0.0,0.0,0.0,100.0,2850.116666666667,2859.2166666666667,12.0,4.0,8.0,2822.0,2784.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,67.75244299674267,84.375,58.27864916773368,-15.625,0.0,0.0,0.7004350031029548,0.18604686035349,0.5143881427494648,-3.438600317992868,-0.5091429855757733,-2.929457332417094,2784.505032681432,2.3583245336149306,2.3309456799221806,6.053975200583506,2.358318694153837,2893.2353515625,4,1.909334505358899,0.2573987672973885,-0.0,0.3184687980655525,-0.4087221959766935,-1.444041303394613,-0.0670032077322559,0.7060430009030796,-0.4326006984103117,-0.3337291706848333
2023-08-07,2913.0,2940.0,2867.0,2932.0,2893.2353515625,241598,260307.9083558295,1945912,0.1337716753665271,57486218.32653063,634525.1202410616,1600669.685992879,9258.962199217878,2816.146260125501,100.0,1032.0309750087995,2855.75,3003.061744270441,2708.4382557295585,10.31685156406839,0.7588048915503194,0.0,0.0,2841.583333333333,2936.583333333333,2746.583333333333,6.686413091292999,0.9758771929824552,0.0,0.0,2719.0,2943.0,2831.0,7.843823864133766,0.9508928571428572,0.0,0.0,29.99842200748072,10.10489471634766,19.89352729113305,2855.75,2855.75,2803.745106964042,2773.746684956561,1.0943901670343523,0.4254648597541759,0.6689253072801766,0.0466169852008595,5.030395498417803,-28.6833333333334,10.14596990991843,-7.842345422817504,17.988315332735933,2831.0,2831.0,2831.0,2831.0,0.0,0.0,0.0,0.0,78.8045977011493,2850.116666666667,2859.2166666666667,16.0,4.0,12.0,2822.0,2784.0,1.0,0.0,100.0,0.0,0.0,0.0,100.0,71.8421052631579,95.08928571428572,88.45992622401074,-4.910714285714286,0.0,0.0,1.0815126763441452,0.365140023551621,0.7163726527925242,-8.217889804569536,-2.050892349374526,-6.16699745519501,2819.627154615084,0.8253094910591452,0.8219224353132049,6.929248723559445,0.8253154946188346,2901.12939453125,0,0.6436728202388906,-0.0,-0.7227722900937152,-0.7503629280589053,2.051984904809672,1.0989017913914123,-0.3352342665956627,-0.5116004435463708,-0.1737921052251039,0.5740202245552837
2023-08-08,2922.0,2970.0,2889.0,2940.0,2901.12939453125,345500,349881.9824299036,2291412,0.1526927424792676,49668758.56559768,609551.3748191028,1352890.108199435,2936.6324520399103,2833.7655128511738,100.0,1032.0309750087995,2872.6,3020.597837822044,2724.602162177956,10.304103447889991,0.7277060293307914,0.0,0.0,2859.866666666667,2952.0666666666666,2767.666666666667,6.447853046762074,0.9345625451916126,0.0,0.0,2719.0,2970.0,2844.5,8.73772888672283,0.8804780876494024,0.0,0.0,38.64565287019377,15.813046347116885,22.832606523076887,2872.6,2872.6,2824.707398200343,2786.0617453301493,1.122867345589208,0.4582727152493057,0.6645946303399023,0.0741647956310906,6.2695269549201305,-45.5333333333333,16.106211385181364,-3.0526340612177307,19.15884544639909,2844.5,2844.5,2844.5,2844.5,0.0,0.0,0.0,0.0,77.43893830297891,2850.116666666667,2859.2166666666667,20.0,4.0,16.0,2822.0,2784.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,70.2819956616052,88.04780876494024,89.17069815974197,-11.95219123505976,0.0,0.0,1.3871068340452106,0.569533385650339,0.8175734483948717,-10.706224752841909,-3.781958830068002,-6.9242659227739045,2846.206308633384,0.2728512960436635,0.2724797326185246,7.221006564551424,0.2728448262768097,2905.07666015625,1,0.148480392169688,-0.7702137811140091,-0.1820110972700632,-2.2099477427830863,0.1340449328893243,-0.7246411010120966,-0.9081751157785618,-1.0665706817601404,-0.0696338625742782,-0.4994033015048842
2023-08-10,2936.0,2999.0,2930.0,2944.0,2905.07666015625,2105873,-901433.8581498066,4397285,-0.2049978243734046,43776577.62765516,114679.28027948504,1105247.942615445,3807.834561164165,2893.10214772676,100.0,1032.0309750087995,2884.5,3029.7067491544385,2739.293250845561,10.068070664200972,0.7048802839622736,0.0,0.0,2876.1666666666665,2964.5,2787.833333333333,6.142434953931733,0.8839622641509433,0.0,0.0,2719.0,2999.0,2859.0,9.707054948864622,0.8035714285714286,0.0,0.0,45.29923086382723,21.71028325045896,23.58894761336828,2884.5,2884.5,2843.060106169521,2797.760875305694,1.1796184271754306,0.472894369474174,0.7067240577012566,0.1034530541357443,7.435545424775224,-57.433333333333394,20.315521388482782,0.8420585137323547,19.473462874750428,2859.0,2859.0,2859.0,2859.0,0.0,0.0,0.0,0.0,85.78947368421053,2850.116666666667,2859.2166666666667,24.0,4.0,20.0,2827.92,2784.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,63.77358490566037,80.35714285714286,87.83141244545628,-19.642857142857142,22.0,0.0,1.6191244671286524,0.7794516019460017,0.8396728651826507,9.803016702343903,-1.064963723585621,10.867980425929524,2870.293334689686,0.1360544217687165,0.1359619516039245,7.366885485047403,0.1360596198308457,2713.6416015625,3,-1.0180975827635308,-0.0,-0.2603413684985298,-1.051678583880005,0.4098324080282509,0.3662975963391375,-1.3058455777794933,-0.5148269891700323,0.4376749760255478,-0.0237998617773769
2023-08-11,2976.0,2980.0,2750.0,2750.0,2713.6416015625,189734,-1091167.8581498065,4207551,-0.2378816957483294,32264438.537990145,-12061623.114465516,-1089230.5668980486,-9637.71856884058,2890.3541605125247,95.32074132830589,964.0234990741166,2865.285714285714,3029.3996617585053,2701.171766812923,11.455328636481404,0.1487632036733875,0.0,0.0,2869.095238095238,2977.666666666667,2760.5238095238096,7.568339114703497,-0.0484649122807022,0.0,1.0,2719.0,2999.0,2859.0,9.772149374283291,0.1107142857142857,0.0,0.0,34.52013406836795,24.272253414040755,10.247880654327195,2865.285714285714,2865.285714285714,2828.7431667588253,2794.2230326904573,0.90403453428524,0.6475178482483812,0.2565166860368587,0.1186148404369554,8.897186772626245,-38.219047619047615,13.518976425168963,2.653046786794728,10.865929638374237,2859.0,2859.0,2859.0,2859.0,0.0,0.0,0.0,0.0,-45.35340314136141,2850.116666666667,2859.2166666666667,24.0,4.0,20.0,2827.92,2999.0,0.0,1.0,43.2725348736322,0.0,0.0,0.0,95.38420074333324,44.47368421052632,11.071428571428571,59.825460064503886,-88.92857142857143,38.0,0.0,1.235410833870686,0.8706434483309387,0.3647673855397473,2.629626336381646,-0.3260457115921676,2.9556720479738137,2868.182776887524,-6.589673913043481,-6.816828918814988,0.2917578409919796,-6.589673216522058,2929.74609375,4,-1.4514263236146403,-0.0,0.0782971769046128,0.6377091382397708,-2.176868700518824,-0.0,-2.54178119668994,-0.5749852341417778,-0.0871535459437922,-1.9047600882394
2023-08-14,2806.0,3008.0,2806.0,2969.0,2929.74609375,376977,-859756.2343874302,4584528,-0.1731984140171407,39449227.746848695,2250535.178538744,-612121.1746927926,17518.225552371536,2893.187755993357,95.7317436462263,964.0234990741166,2878.25,3046.395026688273,2710.104973311727,11.683837518511108,0.7698563311308726,0.0,0.0,2876.4166666666665,2996.6666666666665,2756.1666666666665,8.36109743025176,0.8849618849618855,0.0,0.0,2719.0,3008.0,2863.5,10.040823417006862,0.8650519031141869,0.0,0.0,43.15166639023482,28.04813600927957,15.103530380955252,2878.25,2878.25,2850.3211411036214,2807.1694747133865,0.9273686855993968,0.654058808745916,0.2733098768534808,0.1389821389149645,10.405756364841023,-51.183333333333394,18.104749327925315,4.584509604436051,13.520239723489263,2863.5,2863.5,2863.5,2863.5,0.0,0.0,0.0,0.0,56.88518903919539,2850.116666666667,2859.2166666666667,32.0,4.0,28.0,2750.0,2999.0,1.0,0.0,66.4262377696388,0.0,0.0,0.0,91.84632904585618,56.127545195573255,86.50519031141869,59.31125391333004,-13.494809688581316,38.40000000000009,0.0,1.5371949139137968,1.0039537414475104,0.5332411724662864,-1.2336909058203591,-0.507574750437806,-0.7261161553825531,2873.012230627934,7.963636363636373,7.662428410314348,8.278628738147331,7.963634256751817,2943.56103515625,0,0.3363015282833288,4.44443776924318,-0.0782359203876268,-0.0,1.529904487329432,-1.459851984999375,-4.537336434972545,-0.3373465062175569,-1.5352390874083,-10.097086821304488
2023-08-15,2965.0,3001.0,2953.0,2983.0,2943.56103515625,261923,-794275.4843874302,4846451,-0.1519877143881163,34337469.78301317,1282819.7600058033,-375253.557855468,31256.147174990045,2897.4886646731416,95.98129557993845,968.5692481435128,2889.8888888888887,3061.5460263446503,2718.231751433127,11.87984341652393,0.7712124659981218,0.0,0.0,2887.814814814815,3000.037037037037,2775.5925925925926,7.772120403739849,0.9240924092409244,0.0,0.0,2719.0,3008.0,2863.5,10.000384482294592,0.9134948096885812,0.0,0.0,50.53931517357569,32.5463718421388,17.99294333143689,2889.8888888888887,2889.8888888888887,2870.733273241526,2820.1939580679505,1.0630560230824715,0.6753426304400096,0.3877133926424621,0.1626267279054273,11.648334353120829,-62.82222222222208,22.221698187363447,6.544197224761318,15.67750096260213,2863.5,2863.5,2863.5,2863.5,0.0,0.0,0.0,0.0,99.6761133603242,2850.116666666667,2859.2166666666667,36.0,4.0,32.0,2750.0,2999.0,0.0,0.0,67.34385302461729,0.0,0.0,0.0,89.0732847369869,53.79437635535197,91.34948096885812,62.975366617235125,-8.650519031141869,41.82222222222208,0.0,1.7920510406383183,1.161573201285672,0.6304778393526465,-6.013443009873399,-1.6087484023249248,-4.404694607548474,2880.6304991792967,0.4715392388009443,0.4704309750987789,8.789204959883289,0.471540569188619,2922.838623046875,1,1.259826057906125,-0.8760900795684137,0.3654373659479262,-0.5431491695439945,0.8219170029021683,0.7407442468505536,-0.3742457959986183,0.2901264675773944,0.7087170581503841,-2.4838065899099604
2023-08-16,2970.0,3004.0,2954.0,2962.0,2922.838623046875,524818,-1151151.7243874304,4321633,-0.2001746427262158,27857662.95686844,19054.22451211658,-331441.5820368475,-2459.5926999375715,2904.410324856333,85.93328590665281,968.5692481435128,2897.1,3065.5979525098155,2728.6020474901843,11.632180629582384,0.6925839425147301,0.0,0.0,2896.366666666667,3002.366666666667,2790.366666666667,7.3195152547444495,0.8095911949685529,0.0,0.0,2719.0,3008.0,2863.5,9.975492734113423,0.8408304498269896,111.6,0.0,54.07619880526909,36.85233723476486,17.223861570504226,2897.1,2897.1,2884.774308127445,2830.698109322176,1.061198665593006,0.6867594616357989,0.374439203957207,0.1855819912510091,12.732533346146552,-70.0333333333333,24.772437862566644,12.640032719738445,12.1324051428282,2863.5,2863.5,2863.5,2863.5,0.0,0.0,0.0,0.0,83.98806925651108,2850.116666666667,2859.2166666666667,36.0,4.0,32.0,2755.16,2999.0,0.0,0.0,64.49630290143149,0.0,0.0,0.0,86.37202702734767,50.18479699388029,84.08304498269896,87.31257208765858,-15.91695501730104,42.5,0.0,1.910348497679178,1.3113282605643737,0.5990202371148046,-6.278486245460341,-2.5426959709520083,-3.7357902745083327,2884.029813972032,-0.7039892725444141,-0.7064789687003525,8.023340627279364,-0.703991249438289,2889.2880859375,2,-3.6639600590757615,0.8838332550356967,-0.3120987226602381,0.4551020436986448,-1.9021785432482543,1.47058610930101,-1.9534201403828604,0.019294792546546,-1.7769145581903985,-0.0
