Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,jpx_7267.T_2021-09-15_2023-09-15_Close_percent,ssx_600905.SS_2021-09-15_2023-09-15_Close_percent,ssx_600018.SS_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent,jpx_8411.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,15012.0,15188.0,14888.0,15092.0,13160.7197265625,1519968,547188.48,1519968,0.36,0.0,0.0,0.0,-209625.91431433588,15056.0,50.0,1000.0,15092.0,15092.0,15092.0,0.0,0.0,0.0,0.0,15056.0,15356.0,14756.0,3.9851222104144526,0.56,0.0,0.0,14888.0,15188.0,15038.0,1.98780811025709,0.68,0.0,0.0,0.0,0.0,0.0,15092.0,15092.0,15092.0,15092.0,0.0,0.0,0.0,-12.49634962991656,1.0,2280.0200000000004,-131.2466828843163,-131.2466828843163,0.0,15038.0,15038.0,15038.0,15038.0,0.0,0.0,0.0,0.0,0.0,17258.1325,17151.8705,4.0,4.0,0.0,13746.0,15188.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15092.0,-13.124668288431629,0.0,0.0,0.0,12557.2734375,2,-0.012716182525624743,0.03605903994681105,-0.11021916574974175,0.06170025929089868,-0.008510500399840774,-0.02283645084723856,-0.01656002419242683,0.03423239730434684,0.015648443038015478,-0.11935214434135825
2021-09-16,14986.0,15161.0,14388.0,14400.0,12557.2734375,8372727,-7565583.218576973,-6852759,-0.7647646287060273,-5793927084.0,-2432725.9207185428,-2432725.9207185428,-583397.9330174222,14712.097951973654,0.0,1000.0,14746.0,15438.0,14054.0,9.38559609385596,0.25,0.0,0.0,14852.833333333332,15389.333333333332,14316.333333333332,7.224210868857794,0.0779745262503894,0.0,0.0,14388.0,15188.0,14788.0,5.4252000542520005,0.015,0.0,0.0,-55.2022792022799,-11.04045584045598,-44.16182336182392,14746.0,14746.0,14985.53846153846,15040.74074074074,0.083818951065698,0.2456232998262214,-0.1618043487605234,-0.0089554896633978,2.237300890505456,2626.0200000000004,-151.1637679440848,-141.20522541420056,-9.958542529884255,14788.0,14788.0,14788.0,14788.0,0.0,0.0,0.0,0.0,-66.66666666666637,17258.1325,17151.8705,4.0,8.0,-4.0,13746.0,15188.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,1.1183597390493942,1.5,34.75,-98.5,0.0,0.0,-0.367018354706121,-0.0734036709412242,-0.2936146837648968,26.96115060912545,5.39223012182509,21.56892048730036,14575.090322547603,-4.585210707659693,-4.69365955201102,-4.585210707659693,4.585207356437763,12524.1357421875,3,0.3851056882939332,5.318076650868235,-0.946184759721362,2.272724932056633,2.076680216600081,-0.9416850174973206,-0.368323785612958,0.5138591435211595,2.8963419285350085,-0.062022332215065
2021-09-17,14600.0,14700.0,14103.0,14362.0,12524.1357421875,7204873,-8518991.873518348,-14057632,-0.4982575225621764,-5005335382.571429,-3090699.863828273,-2761712.892273408,-402920.0342326693,14575.664339941994,0.0,997.3611111111112,14618.0,15289.054890949068,13946.945109050932,9.181213448475416,0.3092555441791497,0.0,0.0,14698.0,15254.666666666666,14141.333333333334,7.574726720188679,0.1982035928143709,0.0,0.0,14103.0,15188.0,14645.5,7.422355999452729,0.2387096774193548,0.0,0.0,-100.8541813783977,-29.003200948044324,-71.85098043035337,14618.0,14618.0,14889.609467455624,14990.46364883402,0.1517895599919045,0.4820940213076216,-0.330304461315717,-0.0240020853146324,3.50889947826762,2754.0200000000004,-158.5319381396061,-146.98079632266908,-11.55114181693702,14645.5,14645.5,14645.5,14645.5,0.0,0.0,0.0,0.0,-86.49906890130337,17258.1325,17151.8705,4.0,12.0,-8.0,13746.0,15188.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,16.227544910179642,23.870967741935484,31.123655913978496,-76.12903225806451,0.0,0.0,-0.6727889392950316,-0.1932807246119857,-0.4795082146830459,36.31401048299018,11.576586194058107,24.73742428893207,14427.83287932408,-0.2638888888888857,-0.2642376893827958,-4.836999734958914,0.2638924403249802,12116.8974609375,4,2.8350549038644743,1.3706028201954863,-0.995891080901984,-9.966773853624176,-1.6313224235276778,0.6099710339211271,-1.4678973090459664,-0.3262202529691791,-1.844588426968216,-0.7747109741443694
2021-09-20,14333.0,14298.0,13746.0,13895.0,12116.8974609375,3093805,-9942590.55105458,-17151437,-0.4924177544070222,-4496688461.489797,-6771079.625251107,-4098168.46993264,-119612.1445722315,14484.343131544349,0.0,964.9305555555557,14437.25,15291.5232291252,13582.9767708748,11.834292945335177,0.1826249603096666,0.0,0.0,14518.416666666666,15073.916666666666,13962.916666666666,7.652349601942361,-0.0611311131113105,0.0,1.0,13746.0,15188.0,14467.0,9.988051741155692,0.1033287101248266,0.0,0.0,-172.72556705622992,-57.747674169681446,-114.97789288654847,14437.25,14437.25,14736.592626308604,14909.318193364834,0.1744958635531832,0.6290799593737835,-0.4545840958206003,-0.0484898325891159,4.763540784138434,2934.7700000000004,-168.93660034929732,-152.46974732932614,-16.466853019971182,14467.0,14467.0,14467.0,14467.0,0.0,0.0,0.0,0.0,-107.40094692250192,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,15166.3,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,18.37270341207349,10.332871012482665,11.901279584806048,-89.66712898751733,0.0,0.0,-1.158507483817059,-0.3863260764530004,-0.7721814073640587,32.3084025436783,15.722949463982149,16.58545307969615,14116.82194584766,-3.2516362623590034,-3.305676649365985,-7.931354359925791,3.251627813951416,12226.7734375,0,11.803711816821677,2.724790872052125,-0.995891080901984,-9.966773853624176,-1.6313224235276778,2.021664175683341,2.712479017656861,-0.3262202529691791,-1.844588426968216,-0.7747109741443694
2021-09-21,14144.0,14156.0,13886.0,14021.0,12226.7734375,1613535,-9942590.55105458,-15537902,-0.4559794772376283,-3825260765.562683,-16733.445509393972,-3077809.713826829,-85967.73362939635,14450.056338875633,7.742493825058347,973.6805555555554,14354.0,15187.4957708351,13520.5042291649,11.613428602969224,0.3002389384253512,0.0,0.0,14418.933333333334,14917.333333333334,13920.533333333336,6.913132732888235,0.1007891920813256,0.0,0.0,13746.0,15188.0,14467.0,10.045980214574335,0.1907073509015256,0.0,0.0,-217.0153926778221,-89.60121787130959,-127.4141748065125,14354.0,14354.0,14626.501453030358,14843.51684570818,0.2510537930219703,0.6801659064729684,-0.429112113450998,-0.0765501992625613,5.881169243711513,3018.0200000000004,-173.7287891678688,-156.72155569703466,-17.007233470834137,14467.0,14467.0,14467.0,14467.0,0.0,0.0,0.0,0.0,-76.42569972599968,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,15109.488,0.0,0.0,10.990332789555396,0.0,0.0,0.0,-99.5831283146682,21.71361502347418,19.070735090152567,17.75819128152357,-80.92926490984743,0.0,0.0,-1.4620213991980573,-0.6014651410020118,-0.8605562581960455,25.233453163425075,17.625050203870735,7.60840295955434,14068.166352759612,0.906801007556668,0.9027142544526968,-7.096474953617815,-0.9067995905446792,12502.3349609375,1,-1.5037579428341843,-0.0280062679848924,3.190263288322214,-9.966773853624176,-1.6313224235276778,-0.0368443594731644,-2.23048109677508,0.4877350764075743,-1.844588426968216,1.4760115819720738
2021-09-22,14200.0,14400.0,14200.0,14337.0,12502.3349609375,1131323,-9524001.04105458,-14406579,-0.41523827698869,-3227723789.3394427,4932278.40325,-1475792.0904114633,40128.88192755847,14443.263191222077,12.586440484377306,995.6249999999998,14351.166666666666,15112.146225451846,13590.187107881486,10.605124676765149,0.490691821808406,0.0,0.0,14401.166666666666,14849.833333333334,13952.5,6.230976656983814,0.428491827637444,0.0,0.0,13746.0,15188.0,14467.0,10.047963580196733,0.4098474341192787,0.0,0.0,-224.03431141066176,-116.48783657918004,-107.54647483148172,14351.166666666666,14351.166666666666,14581.962767948764,14805.997079359426,0.3328762145879484,0.6384034444092814,-0.3055272298213329,-0.1015912764773382,6.881448013046886,3020.8533333333344,-173.8918866852176,-159.5832775283985,-14.308609156819102,14467.0,14467.0,14467.0,14467.0,0.0,0.0,0.0,0.0,-19.66789667896659,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,15054.94848,0.0,0.0,31.363812675951067,0.0,0.0,0.0,-98.17481926973127,29.676320272572404,40.98474341192788,23.46278317152104,-59.01525658807212,-122.3666666666668,0.0,-1.513132213993078,-0.783798555600225,-0.729333658392853,17.834372095480113,17.66691458219261,0.167457513287502,14180.42965636961,2.253762213822119,2.2287402525137168,-5.002650410813681,-2.2537550470375294,12629.65234375,2,-2.074072096082901,0.252030246738073,1.5877652895844108,-9.969794131989502,0.160525147718161,0.2210005030335224,0.5454583601518124,0.3403731978827693,1.0019317758029302,1.217232108446467
2021-09-23,14338.0,14564.0,14194.0,14483.0,12629.65234375,1802984,-8510431.657270797,-12603595,-0.344005727638116,-2729015296.0052366,1621201.297404747,-959626.5257754284,43857.91228093242,14441.10620846296,19.3801780125913,995.6249999999998,14370.0,15080.545866620463,13659.454133379537,9.88929529047272,0.5795163305484109,0.0,0.0,14402.952380952382,14840.380952380952,13965.523809523813,6.074151463654927,0.5914979316350962,0.0,0.0,13746.0,15188.0,14467.0,10.034794711203896,0.5110957004160888,0.0,0.0,-215.3336430513682,-136.25699787361765,-79.07664517775055,14370.0,14370.0,14566.737726725876,14782.071369777244,0.3767521342607605,0.6328998619061326,-0.256147727645372,-0.1214721838396872,7.878857453159783,3002.0200000000004,-172.80776789342863,-161.47249043768852,-11.335277455740112,14467.0,14467.0,14467.0,14467.0,0.0,0.0,0.0,0.0,2.7458158995812614,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,15002.5905408,0.0,0.0,38.38143619863868,0.0,0.0,0.0,-96.50648002281407,35.09833585476551,51.10957004160888,37.055016181229774,-48.89042995839112,-194.72857142856992,0.0,-1.45672171148916,-0.918383186778012,-0.5383385247111478,13.57233065500174,16.847997796754438,-3.275667141752697,14300.04740786755,1.0183441445211772,1.0131939554588243,-4.035250463821893,-1.0183488381193797,12320.0810546875,3,0.0,-5.951732380836532,1.5877652895844108,4.395605426905746,-1.1254092998138532,-1.07051391699693,-4.5703840875511474,0.3403731978827693,-1.9852110545524653,1.217232108446467
2021-09-27,14439.0,14509.0,13981.0,14128.0,12320.0810546875,2439709,-9591666.327725342,-15043304,-0.3529082434508938,-2462884067.290203,-2900017.9939492783,-1236825.306943121,-41440.33598214213,14420.001961188753,17.560060385754355,995.6249999999998,14339.75,15023.407626301352,13656.092373698648,9.5351401007877,0.3451344709298526,0.0,0.0,14378.333333333334,14827.083333333334,13929.583333333334,6.242030833429929,0.2210770659238619,0.0,0.0,13746.0,15188.0,14467.0,10.05596331874684,0.2649098474341192,0.0,0.0,-234.38202376073787,-155.8820030510417,-78.50002070969617,14339.75,14339.75,14499.239614921897,14733.621638682633,0.3960432240544322,0.6742540327271639,-0.2782108086727317,-0.1414368248225033,8.940747484739726,3032.2700000000004,-174.54907374041707,-163.1070633505296,-11.442010389887486,14467.0,14467.0,14467.0,14467.0,0.0,0.0,0.0,0.0,-46.21745446418612,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,14952.326919168,0.0,0.0,30.27571732552522,0.0,0.0,0.0,-95.13938422057862,35.7531537121847,26.49098474341193,39.52843273231623,-73.50901525658807,-204.2250000000004,0.0,-1.590797086477202,-1.0528659667178502,-0.5379311197593517,12.0216189046605,15.882722018335652,-3.861103113675153,14235.531124089652,-2.4511496236967467,-2.481690395711489,-6.387490060959444,2.451146560781595,12823.2431640625,0,-2.745665536498308,-1.2257472317223943,-1.318096098068111,3.234886512556073,1.1326933777080512,-1.313393900417566,-2.8368852488815293,1.742801843352666,1.4976956842803446,-2.3853776354285543
2021-09-28,14180.0,14874.0,14180.0,14705.0,12823.2431640625,3664787,-7711746.771529376,-11378517,-0.2500265539230792,-1808960329.2487457,5340228.504412399,-414693.5805236811,89872.220404894,14439.765116482473,27.99079180359076,995.6249999999998,14380.333333333334,15064.555519468802,13696.111147197866,9.516082420001414,0.7372523671735965,0.0,0.0,14401.444444444443,14877.444444444443,13925.444444444443,6.61044802604677,0.8188608776844063,0.0,0.0,13746.0,15188.0,14467.0,10.02758396884634,0.6650485436893204,0.0,0.0,-200.60645851866863,-164.8268941445671,-35.77956437410157,14380.333333333334,14380.333333333334,14530.895058780065,14731.501517298731,0.4843989815200901,0.6485268415589485,-0.1641278600388583,-0.1528566540274909,10.103956984698607,2991.6866666666665,-172.21294165368604,-164.11882760643584,-8.094114047250201,14467.0,14467.0,14467.0,14467.0,0.0,0.0,0.0,0.0,50.42933629659561,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,14904.07384240128,0.0,0.0,49.093729335712005,0.0,0.0,0.0,-91.9608601080614,48.14425565728639,66.50485436893204,48.03513638465095,-33.49514563106796,-117.60000000000036,0.0,-1.3617516061285595,-1.114643094599992,-0.2471085115285676,14.368348108935155,15.579847236455551,-1.2114991275203977,14304.082601723385,4.084088335220848,4.002892814435377,-2.564272462231642,-4.08408116100469,13117.990234375,1,1.2658249071425018,-0.4036215326557055,-2.775373631566538,-8.430226372213966,-0.1636695597206596,0.5401428439743938,1.0344899593718253,-0.9540402604340272,-0.8187127566539232,-0.9984870149506548
2021-09-29,14600.0,15100.0,14670.0,15043.0,13117.990234375,1390055,-6690217.980831702,-9988462,-0.2075530976067673,-1483417626.498925,11074381.94891569,861870.3671918046,181624.0795541603,14461.236716770854,31.364042883082647,1018.5098180890852,14446.6,15207.802837619514,13685.397162380486,10.53815898023776,0.8917484082594219,0.0,0.0,14455.066666666666,14926.466666666664,13983.666666666666,6.522280538311821,1.123603450714186,1.0,0.0,13746.0,15188.0,14467.0,9.98158736311658,0.8994452149791956,500.9,0.0,-144.89504462794685,-160.84052424124306,15.945479613296214,14446.6,14446.6,14609.680434352362,14754.575478980309,0.5833432966959635,0.6381186205515903,-0.0547753238556267,-0.1533543996215514,11.2177528097798,2925.42,-168.39837854204634,-168.2467937906281,-0.1515847514182553,14453.5,14467.0,14460.25,14467.0,0.0,0.0,0.0,0.0,114.13840404900448,17258.1325,17151.8705,4.0,16.0,-12.0,13746.0,14904.07384240128,1.0,0.0,56.500071907822864,0.0,0.0,0.0,-88.12878560146376,53.29888936405293,89.94452149791955,60.980120203421166,-10.055478502080444,7.900000000001455,0.0,-0.9820346565332732,-1.0881214069866485,0.1060867504533752,9.115176505432023,14.286913090250849,-5.171736584818824,14381.362412651655,2.298537912274745,2.272519470972867,-0.3246753246753275,-2.298537636239616,13313.3251953125,2,4.843307030080879,3.844211102156336,-1.3428569450873482,5.36192847094317,2.614375887886027,0.4706836319418244,3.4843173735210087,1.504057947699394,0.9667417194861656,1.7802378335394309
