Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600036.SS_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,ssx_601166.SS_2021-09-15_2023-09-15_Close_percent,ssx_600019.SS_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,ssx_601319.SS_2021-09-15_2023-09-15_Close_percent,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,5620.0,5687.0,5490.0,5508.0,5184.44970703125,61303,-50100.42131979695,61303,-0.8172588832487309,0.0,0.0,0.0,94.54124256334973,5561.666666666667,50.0,1000.0,5508.0,5508.0,5508.0,0.0,0.0,0.0,0.0,5561.666666666667,5758.666666666667,5364.666666666667,7.08420737189092,0.3637901861252107,0.0,0.0,5490.0,5687.0,5588.5,3.5766158315177923,0.0913705583756345,0.0,0.0,0.0,0.0,0.0,5508.0,5508.0,5508.0,5508.0,0.0,0.0,0.0,-0.2075148272679257,1.0,19.329999999999927,-3.497167710268778,-3.497167710268778,0.0,5588.5,5588.5,5588.5,5588.5,0.0,0.0,0.0,0.0,0.0,5552.9774501953125,5578.758,4.0,4.0,0.0,4669.0,5687.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.137055837563452,9.137055837563452,-90.86294416243656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5508.0,-0.3497167710268756,0.0,0.0,0.0,5129.8564453125,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,5520.0,5547.0,5389.0,5450.0,5129.8564453125,163317,-87311.88967422734,-102014,-0.388709329864782,-9472386.0,-11657696.381883085,-11657696.381883085,-1934.1374168049165,5489.200897812602,0.0,1000.0,5479.0,5537.0,5421.0,2.11717466691002,0.25,0.0,0.0,5511.833333333334,5689.333333333334,5334.333333333334,6.4406882162619805,0.3258215962441297,0.0,0.0,5389.0,5687.0,5538.0,5.438948713268845,0.2046979865771812,0.0,0.0,-4.626780626780601,-0.9253561253561202,-3.701424501424481,5479.0,5479.0,5499.076923076923,5503.703703703704,0.1605633802816901,0.8394366197183099,-0.6788732394366197,-0.0020566675744371,1.96807204257061,48.32999999999993,-8.743823871561846,-6.120495790915312,-2.6233280806465338,5538.0,5538.0,5538.0,5538.0,0.0,0.0,0.0,0.0,-66.66666666666727,5552.9774501953125,5578.758,4.0,8.0,-4.0,4669.0,5687.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.183098591549296,20.469798657718123,14.803427247640789,-79.53020134228188,0.0,0.0,-0.0840666735686919,-0.0168133347137383,-0.0672533388549535,11.818061419585511,2.3636122839171025,9.45444913566841,5487.910030175213,-1.0530137981118348,-1.0585972191256232,-1.0530137981118348,1.0530194100390131,4800.41650390625,3,2.2541086365454674,1.3618716156501307,-0.0808567381525904,1.3262539934940634,0.1813230690095366,-0.7067034305538016,0.761694781764561,0.3853577529628609,3.1986534529700634,-0.9687029527514426
2021-09-17,5518.0,5615.0,5100.0,5100.0,4800.41650390625,198578,-285889.88967422734,-300592,-0.6755464101300747,-18048088.0,-28657504.859551407,-20157600.62071725,-14472.466140992585,5387.1268980477225,0.0,1000.0,5352.666666666667,5713.115769253364,4992.21756407997,13.468019775315629,0.1495113112316681,0.0,0.0,5431.777777777778,5721.777777777778,5141.777777777778,10.677903694309208,-0.072030651340997,0.0,1.0,5100.0,5687.0,5393.5,10.966496450367416,0.0,0.0,0.0,-36.11925227879601,-7.964135356044099,-28.155116922751912,5352.666666666667,5352.666666666667,5437.680473372781,5473.799725651577,0.3252873563218391,0.8563218390804598,-0.5310344827586206,-0.0178100436944466,3.1955360428794544,174.66333333333296,-31.599946689148872,-14.613646090326498,-16.986300598822375,5393.5,5393.5,5393.5,5393.5,0.0,0.0,0.0,0.0,-100.00000000000028,5552.9774501953125,5578.758,4.0,12.0,-8.0,4669.0,5687.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,7.011494252873564,0.0,9.868951498427192,-100.0,0.0,0.0,-0.6598570296522227,-0.1454220737014352,-0.5144349559507875,21.962731832801616,6.283436193694006,15.679295639107613,5308.419803982038,-6.422018348623848,-6.6375068944871884,-7.4074074074074066,6.422010926003239,4599.9287109375,4,2.8825895632038936,-1.084803945693665,1.6764324819191927,-0.4301120691335995,5.0862784509143495,1.578937871536354,0.1096437851641667,0.7736872045125125,11.478257884147894,3.665448789519303
2021-09-22,4999.0,5149.0,4930.0,5123.0,4822.06591796875,246701,-219052.0804395052,-126080,-0.1822299648267523,-10108077.431486882,12561157.02814338,-14628863.011170944,11681.4996200542,5127.273187062697,21.47093985648931,1008.7988541027216,5166.333333333333,5640.577527346877,4692.089139319789,18.3590242214418,0.4543132695346235,0.0,0.0,5208.333333333333,5469.0,4947.666666666667,10.009599999999995,0.3363171355498717,0.0,0.0,4835.0,5687.0,5261.0,16.491386541067165,0.3380281690140845,0.0,0.0,-110.72932468100134,-52.98829312560441,-57.74103155539694,5166.333333333333,5166.333333333333,5262.521943586331,5373.251268267332,0.5159846547314578,1.2180306905370843,-0.7020460358056265,-0.1252758535585941,6.566697230539756,360.9966666666669,-65.31122018527329,-37.592894459591385,-27.7183257256819,5261.0,5261.0,5261.0,5261.0,0.0,0.0,0.0,0.0,-42.06862257583291,5552.9774501953125,5578.758,4.0,16.0,-12.0,4669.0,5593.814624000001,0.0,0.0,31.479498254978253,0.0,0.0,0.0,-91.80666063605864,24.680306905370845,33.80281690140845,16.457867075010796,-66.19718309859155,-71.83333333333303,0.0,-2.06075091509181,-0.9816156558169652,-1.0791352592748449,37.76331038869056,20.95687859498561,16.806431793704945,5081.601159479124,3.914807302231238,3.840121690246612,-6.989832970225129,-3.914812840892523,4616.87109375,2,2.9681705937382645,3.590245297036361,1.8488137008711192,2.997855529874087,-0.0956934591944502,3.030308834685428,0.8781592698958605,0.779729676061379,-4.203384106516253,-2.4105968826433326
2021-09-23,5250.0,5438.0,4897.0,4905.0,4616.87109375,167376,-381477.9584432021,-293456,-0.2785649305140802,-13876633.226988755,41372717.71341172,-5295266.2237405,2535.48578395408,5121.495353088368,31.477619798111547,965.8712432898398,5129.0,5604.634914013439,4653.365085986561,18.546886879057865,0.2645252762146147,0.0,0.0,5190.0,5490.714285714285,4889.285714285715,11.588219102669957,0.0261282660332535,0.0,0.0,4835.0,5687.0,5261.0,16.61142522908949,0.0821596244131455,0.0,0.0,-131.04742148644618,-68.60011879777277,-62.44730268867342,5129.0,5129.0,5207.518567649972,5338.5659891364185,0.6247030878859857,1.0247030878859855,-0.4,-0.1651064229274774,7.802670054106971,398.3299999999999,-72.06553616302989,-42.5175575600826,-29.54797860294729,5261.0,5261.0,5261.0,5261.0,0.0,0.0,0.0,0.0,-35.3860294117647,5552.9774501953125,5578.758,4.0,16.0,-12.0,4669.0,5548.285746560001,0.0,0.0,23.89730112441758,0.0,0.0,0.0,-87.26095086530296,18.71733966745844,8.215962441314554,17.723004694835677,-91.78403755868544,-123.10000000000036,0.0,-2.454730760153904,-1.276238676684353,-1.178492083469551,34.3903199841083,23.643566872810155,10.746753111298148,5069.36022901589,-4.255319148936165,-4.34851119397397,-10.94771241830066,4.255330136697637,4612.1650390625,3,1.668518818306964,1.153611245626735,-0.9209012155496624,-0.5518642961335729,1.0516321811082605,0.5514672511058194,0.0,-0.589387950175734,-1.040987824745642,0.7242738047048363
2021-09-27,4950.0,4990.0,4900.0,4900.0,4612.1650390625,134709,-516186.9584432021,-428165,-0.3431754157621366,-11990477.765990363,-14865376.478186311,-6662424.831518473,-7259.70102153686,5104.345358294513,28.628296372678875,964.8866650601864,5100.375,5570.367486642074,4630.382513357926,18.42972278085726,0.2868316987026679,0.0,0.0,5157.5,5431.875,4883.125,10.63984488608822,0.030751708428246,0.0,0.0,4835.0,5687.0,5261.0,16.70465406955371,0.0762910798122065,0.0,0.0,-145.87160079001114,-84.05441519622045,-61.8171855937907,5100.375,5100.375,5160.208018780746,5306.079619570757,0.6414578587699317,1.2277904328018223,-0.5863325740318907,-0.2056725694157941,8.852530447286199,426.9549999999999,-77.24434763258209,-46.85840631914504,-30.38594131343705,5261.0,5261.0,5261.0,5261.0,0.0,0.0,0.0,0.0,-73.72898521369252,5552.9774501953125,5578.758,4.0,16.0,-12.0,4669.0,5505.488601766401,0.0,0.0,23.755969864780084,0.0,0.0,0.0,-84.01000649605538,18.96121959903281,7.629107981220657,16.549295774647884,-92.37089201877934,-171.16250000000036,0.0,-2.749140820503022,-1.570819105448087,-1.1783217150549352,29.840543718860683,24.882962242020263,4.957581476840421,5062.122366820641,-0.1019367991845099,-0.1019887900744365,-11.038489469862023,0.1019316890582189,4470.97607421875,0,-1.2680116992191586,-0.6561319095852838,-1.9134603455977413,-1.004462887566547,3.7460858691548538,-1.149428104206763,0.0,-0.3944786385463885,-2.6727522362141087,0.0
2021-09-28,4900.0,4987.0,4721.0,4750.0,4470.97607421875,146918,-631070.2065635028,-575083,-0.3822196231670203,-13425795.22799174,-16475857.280932222,-7889103.887695192,-4634.807838731823,5078.983942505059,26.10863344597884,964.8866650601864,5061.444444444444,5556.265724065109,4566.62316482378,19.5525718024542,0.1852960278070486,0.0,0.0,5119.925925925926,5393.37037037037,4846.481481481482,10.681578147831996,-0.176418799945822,0.0,1.0,4721.0,5687.0,5204.0,19.08546089170856,0.0300207039337474,0.0,0.0,-167.78944382511327,-100.801420921999,-66.98802290311426,5061.444444444444,5061.444444444444,5097.099092814477,5264.888536639591,0.6074766355140186,1.2043884599756196,-0.596911824461601,-0.2500610107888903,9.8974974505049,465.8855555555556,-84.28763174182751,-51.017209143887534,-33.27042259793998,5204.0,5204.0,5204.0,5204.0,0.0,0.0,0.0,0.0,-96.3895486935868,5552.9774501953125,5578.758,4.0,36.0,-32.0,4669.0,5465.259285660417,0.0,0.0,19.94504539919616,0.0,0.0,0.0,-81.93917341624288,17.188620019447594,3.002070393374741,6.2823802719699815,-96.99792960662526,-168.3666666666668,0.0,-3.186951493035936,-1.8940455829656568,-1.292905910070279,26.56678139682724,25.219726072981658,1.347055323845581,5039.896193009389,-3.0612244897959218,-3.1090587070032427,-13.76180101670298,3.0612296751733084,4543.453125,1,-2.276597864833164,-2.7093090220165834,-0.5306143139394379,-1.988953498183136,0.2162154999087135,1.515158416493108,-0.1108593400830955,0.1964692879830352,5.587298893184737,2.253472022673833
2021-09-29,4859.0,4895.0,4670.0,4827.0,4543.453125,324110,-502866.6954523917,-250973,-0.2545932316204531,-7942614.481135778,-4963592.607448088,-7564047.078778848,756.503888292159,5032.767436876121,21.87979949611899,964.8866650601864,5038.0,5528.051425872836,4547.948574127164,19.45420507633332,0.2847164717211204,0.0,0.0,5087.666666666666,5356.266666666666,4819.066666666667,10.558867850357071,0.0147679324894515,0.0,0.0,4670.0,5687.0,5178.5,20.186581976974992,0.1543756145526057,268.6,0.0,-176.90696251272766,-116.02252924014472,-60.884433272582925,5038.0,5038.0,5055.5453862276345,5232.452348740362,0.6213700670141474,1.2215189873417722,-0.6001489203276248,-0.2920339398696874,10.911392149356471,489.3299999999999,-88.52918135881157,-60.46521066039228,-28.06397069841929,5142.5,5178.5,5160.5,5178.5,0.0,0.0,0.0,0.0,-93.74663652997504,5552.9774501953125,5578.758,4.0,36.0,-32.0,4669.0,5405.718542807584,0.0,0.0,26.466258450581165,0.0,0.0,0.0,-78.5960569148778,25.585360447641943,15.437561455260573,8.689579943285322,-84.56243854473944,-154.80000000000018,0.0,-3.380956972409228,-2.191427860854371,-1.1895291115548567,31.74316612370057,26.524414083125443,5.218752040575126,5028.899760822617,1.6210526315789453,1.6080538631806365,-12.363834422657948,-1.621056556289318,4470.97607421875,2,-1.0016817589493598,-2.261021486227577,0.1421132424381426,-0.2708616942583717,6.717227848673133,3.269217598310931,0.1107365782432339,0.590548196011639,0.4707493594965513,1.3018574658669309
2021-09-30,4890.0,4891.0,4750.0,4750.0,4470.97607421875,76406,-579272.6954523916,-327379,-0.2823540141697371,-7648421.2695449535,7012538.282333848,-6106388.542667578,4035.1699841898094,5023.986877287765,21.07514058018484,949.494853746817,5011.818181818182,5507.537910683976,4516.098452952388,19.782031625335527,0.2359211601107531,0.0,0.0,5011.2,5274.2,4748.2,10.496487867177525,0.0034220532319395,0.0,0.0,4670.0,5687.0,5178.5,20.2920370034464,0.0786627335299901,255.84,0.0,-188.1767339914832,-130.4533701904124,-57.72336380107075,5011.818181818182,5011.818181818182,5008.538403731075,5196.715137722558,0.6685532366466218,1.2118853908737175,-0.5433321542270959,-0.3329325194286732,11.850010669089968,515.511818181818,-98.62194383799998,-70.45166843444096,-28.170275403559017,5142.5,5178.5,5160.5,5178.5,0.0,0.0,0.0,0.0,-85.2554017900789,5552.9774501953125,5578.758,4.0,36.0,-32.0,4669.0,5332.1466885268255,0.0,0.0,24.331748536321683,0.0,0.0,0.0,-76.28401851752923,25.921406158353715,7.866273352999016,8.768635067211441,-92.13372664700098,-172.0545454545454,0.0,-3.621070791922433,-2.4773564470679834,-1.1437143448544491,24.111253529024456,26.041781972305245,-1.9305284432807888,4985.537053718897,-1.5951937020924012,-1.6080538631806365,-13.76180101670298,1.5951975025878653,4447.44482421875,3,1.2121213449901376,2.15283434973432,1.6873213917822767,1.1345367358862148,-1.0452990682705234,-0.3976084692384205,0.2217420066975108,-0.1980054140882288,-1.0810798414113665,-3.35257545411902
2021-10-08,4926.0,5000.0,4845.0,4984.0,4691.23046875,83959,-324883.09790728224,-9728,-0.1198727113257683,631440.0560320151,-923069.5934920616,-1684264.8283107255,966.4347546280778,4925.911032591237,40.01237528511339,935.1949238468544,4976.529411764706,5399.291821828943,4553.767001700469,16.990250637916876,0.508835445225793,0.0,0.0,4871.066666666667,5029.466666666666,4712.666666666666,6.503708975446861,0.856481481481483,0.0,0.0,4669.0,5687.0,5178.0,20.45602297845179,0.3094302554027505,202.03210244,10.617083843196948,-136.9394021393,-151.64393469006504,14.704532550765038,4893.833333333333,4976.529411764706,4957.23686042937,5094.17626256867,0.9095423909187657,1.2181624689606243,-0.3086200780418587,-0.4269932221993736,16.982880282477666,146.4705882352937,-110.75946362578864,-102.73403210986946,-8.02543151591918,4837.0,5178.0,5007.5,5178.0,0.0,0.0,19.86859519122893,30.073965590213163,-23.52374165136292,5552.9774501953125,5578.758,4.0,48.0,-44.0,4669.0,5026.977362434011,1.0,0.0,43.05259001196196,1.0,0.9687222733321006,0.0,-52.90852922006615,49.17140541148687,40.96228868660598,31.94162265592997,-59.03771131339402,-97.42352941176524,1.0953346855983772,-2.6881559467329885,-2.94354820223322,0.2553922555002312,2.168229168271435,14.21617916136056,-12.047949993089128,4946.179817626489,1.1774259033698664,1.1705481786805194,-9.513435003631075,-1.1774215935114256,4894.54248046875,4,-3.959829145374016,-0.9514279329102636,-7.733661656506271,-2.0765190009438754,0.9195497443049874,-5.148510397141308,-0.8888924216205112,-2.9644422774442205,-2.444283078227912,-3.0021851331934784
