Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,asx_RIO.AX_2021-09-15_2023-09-15_Close_percent,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent,asx_S32.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,ssx_600905.SS_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent
2022-01-31,51500.0,51200.0,48807.0,48958.0,41549.01953125,873937,-763644.9089009612,873937,-0.8737985791893021,0.0,0.0,0.0,-48581.49605413168,49655.0,50.0,1000.0,48958.0,48958.0,48958.0,0.0,0.0,0.0,0.0,49655.0,52048.0,47262.0,9.638505689255863,0.3543669034684496,0.0,0.0,48807.0,51200.0,50003.5,4.887863066301728,0.0631007104053489,0.0,0.0,0.0,0.0,0.0,48958.0,48958.0,48958.0,48958.0,0.0,0.0,0.0,-5.256659283233554,1.0,2980.2153633004928,-57.38001089283309,-57.38001089283309,0.0,50003.5,50003.5,50003.5,50003.5,0.0,0.0,0.0,0.0,0.0,51272.77035507427,50624.17838381312,4.0,4.0,0.0,48722.0,51200.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.310071040534893,6.310071040534893,-93.6899289594651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48958.0,-5.738001089283307,0.0,0.0,-0.0,41448.03515625,0,0.0337425761770063,0.0353764320351755,0.0858107014439522,-0.0828872869813864,-0.0110443391181166,-0.0196670938210446,-0.0072260624517467,-0.0878450081411553,0.2065405298290684,0.0073785964745631
2022-02-01,49158.0,49900.0,48098.0,48839.0,41448.03515625,719526,-891418.6713870877,154411,-0.559422259184611,-85623594.0,-251569644.46038085,-251569644.46038085,-51895.43393910082,49334.7015205248,0.0,997.5693451529884,48898.5,49017.5,48779.5,0.4867224966001002,0.25,0.0,0.0,49300.33333333333,51397.83333333333,47202.83333333333,8.509070256455333,0.3900278108859765,0.0,0.0,48098.0,51200.0,49649.0,6.343752875855088,0.2388781431334622,0.0,0.0,-9.49287749287032,-1.898575498574064,-7.594301994296257,48898.5,48898.5,48939.69230769231,48949.18518518518,0.2215593521683888,0.6287988201521886,-0.4072394679837997,-0.0004747372748069,1.9600904885707533,3039.7153633004928,-58.52560281553983,-57.95280685418646,-0.5727959613533642,49649.0,49649.0,49649.0,49649.0,0.0,0.0,0.0,0.0,-66.66666666666599,51272.77035507427,50624.17838381312,4.0,8.0,-4.0,48722.0,51200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.66388557806913,23.88781431334623,15.09894267694056,-76.11218568665377,0.0,0.0,-0.019393330975698,-0.0038786661951396,-0.0155146647805584,-1.4281389884423192,-0.2856277976884638,-1.1425111907538554,48897.83727937457,-0.243065484701177,-0.243361368408479,-0.243065484701177,-0.2430487557571581,42341.67578125,1,-3.0636405226917134,-2.384354969131593,-0.7045958655164242,-0.0828872869813864,-0.5194851783870007,-0.0196670938210446,-0.0072260624517467,-0.0878450081411553,-0.3253836037022779,0.0073785964745631
2022-02-02,48740.0,50164.0,48722.0,49892.0,42341.67578125,1109649,-200388.9890015121,1264060,-0.0741326992745813,93531261.85714284,57698245.1207544,-96935699.66981325,22175.821052924395,49440.59826710843,60.97683277265912,997.5693451529884,49229.66666666666,50171.37339147835,48287.95994185498,3.825769250837993,0.8516664561707268,0.0,0.0,49397.777777777774,51276.777777777774,47518.777777777774,7.60762967294975,0.6315120335876068,0.0,0.0,48098.0,51200.0,49649.0,6.301078617906547,0.5783365570599613,0.0,0.0,67.17786381604674,11.916712364350095,55.26115145169664,49229.66666666666,49229.66666666666,49086.20118343196,49019.02331961591,0.4955126721185092,0.6713498691570813,-0.175837197038572,0.0029546551541932,2.869937817342133,2708.5486966338285,-52.14943712809364,-56.01835027882219,3.868913150728552,49649.0,49649.0,49649.0,49649.0,0.0,0.0,0.0,0.0,43.106414352420906,51272.77035507427,50624.17838381312,12.0,8.0,4.0,48722.0,51200.0,0.0,1.0,90.50279329608938,0.0,0.0,0.0,-82.09640397857689,33.901011176157525,57.83365570599613,29.343847019959085,-42.16634429400387,0.0,0.0,0.1370444763414211,0.0243059623121725,0.1127385140292486,1.0550557161781349,-0.0174910949151441,1.0725468110932788,49211.506879124296,2.156063801470132,2.133149525104905,1.9077576698394605,2.1560506345624617,42874.63671875,2,1.5802379274938687,2.3232164162365763,3.699960717096303,-0.0828872869813864,2.610976289285702,-0.0196670938210446,-0.0072260624517467,-0.0878450081411553,2.829166937475165,0.0073785964745631
2022-02-03,50180.0,51573.0,50520.0,50520.0,42874.63671875,1699021,-1899409.989001512,2963081,-0.431474921135166,232596108.4489796,99379907.60561524,-31497163.911337063,45310.63771053939,49992.66758955261,80.06685923608892,997.5693451529884,49552.25,50935.66199575542,48168.83800424458,5.583649564875142,0.84976926720646,0.0,0.0,49766.08333333333,51438.58333333333,48093.58333333333,6.72144516094462,0.7253861484803203,0.0,0.0,48098.0,51573.0,49835.5,7.012799620602496,0.696978417266187,0.0,0.0,176.57883932797995,44.84913775707607,131.72970157090387,49552.25,49552.25,49306.78561675012,49130.206777422136,0.7460078621256975,0.5754563142786578,0.1705515478470396,0.0113513998400923,3.719497577666038,2385.9653633004928,-45.93853190008554,-53.498395684138025,7.559863784052482,49835.5,49835.5,49835.5,49835.5,0.0,0.0,0.0,0.0,133.33333333333422,51272.77035507427,50624.17838381312,16.0,8.0,8.0,48722.0,51200.0,1.0,0.0,93.99393749346712,0.0,0.0,0.0,-61.5010489693728,34.69527193222192,69.6978417266187,50.47310391532036,-30.30215827338129,0.0,0.0,0.3594099249936945,0.0913267548484769,0.2680831701452176,7.768515963813674,1.5397103168306197,6.228805646983054,49364.14126699876,1.2587188326785848,1.2508628218828477,3.19048980759018,1.2587147949775073,43475.49609375,3,3.089400932205251,2.4320259734619043,3.274668215326926,-0.0828872869813864,1.2722597639120463,-0.0196670938210446,-0.0072260624517467,-0.0878450081411553,5.291008130987919,0.0073785964745631
2022-02-04,50240.0,51425.0,50499.0,51228.0,43475.49609375,611799,-1547922.8745306698,3574880,-0.3087243453901389,261247191.81341103,-12789658.0412848,-26820287.443824,29959.80252381724,50121.76442959338,83.06123862240428,1011.5495331254411,49887.4,51711.75505316263,48063.04494683738,7.313891095397332,0.8674175149393183,0.0,0.0,50023.0,51546.2,48499.8,6.089998600643693,0.8955488445378159,0.0,0.0,48098.0,51573.0,49835.5,6.965686726508095,0.9007194244604316,0.0,0.0,316.7581923435646,99.23094867437378,217.5272436691908,49887.4,49887.4,49602.35706032702,49285.598867983455,0.7698546205263888,0.6357006338692234,0.1341539866571653,0.025514643539083,4.520093135444078,2050.815363300492,-39.48567252369625,-50.69585105204967,11.210178528353415,49835.5,49835.5,49835.5,49835.5,0.0,0.0,0.0,0.0,91.31568035069004,51272.77035507427,50624.17838381312,20.0,8.0,12.0,48722.0,51200.0,0.0,0.0,95.84730111820107,0.0,0.0,0.0,-40.4615072550863,39.64095099466278,90.07194244604317,72.53447995955266,-9.928057553956837,0.0,0.0,0.6426992866456467,0.2016012612079109,0.4410980254377358,3.880968122702317,2.00796187800496,1.8730062446973577,49430.01693728581,1.4014251781472753,1.3916960081534313,4.636627313207242,1.401433157186915,44504.078125,4,-0.5101020472020252,0.4117767442134408,0.9938538857978614,-0.0828872869813864,3.266338527360631,-0.0196670938210446,-0.0072260624517467,-0.0878450081411553,-2.713569846754765,0.0073785964745631
2022-02-07,51210.0,52500.0,51300.0,52440.0,44504.078125,946397,-696165.5745306697,4521277,-0.1167998569425731,387788044.98292375,118935288.25640824,2330827.6962224483,30964.65177051149,50432.698317492206,86.30728553726857,1011.5495331254411,50312.833333333336,52841.35659581064,47784.31007085603,10.051206004342053,0.920634189574864,0.0,0.0,50365.833333333336,51835.16666666666,48896.5,5.834643193964157,1.2058189655172424,1.0,0.0,48098.0,52500.0,50299.0,8.749258804082457,0.9863698318945934,0.0,0.0,519.6593014886093,183.3166192372209,336.34268225138845,50312.833333333336,50312.833333333336,50038.917512584405,49519.2582110958,0.8694960739668174,0.5690342745173148,0.3004617994495026,0.0477075552570452,5.312495016174191,1625.382029967157,-31.29452982929508,-47.462297514923904,16.167767685628824,50299.0,50299.0,50299.0,50299.0,0.0,0.0,0.0,0.0,118.04878048780466,51272.77035507427,50624.17838381312,24.0,8.0,16.0,48779.02,51200.0,0.0,0.0,97.35308982634156,0.0,0.0,0.0,-17.472541248601537,47.07860445565364,98.63698318945934,86.13558912070705,-1.3630168105406633,77.76666666666279,0.0,1.0494084933044678,0.3711627076272222,0.6782457856772456,3.5312508292503977,2.312619668254047,1.2186311609963507,49446.49726304695,2.3658936519091123,2.338340133167449,7.112218636382206,2.365889118394364,44750.1953125,0,1.2390470836545262,0.0697947418752846,0.890363302758729,3.537583978359564,0.9732260685531884,1.6494815340931552,1.9852604211167064,1.0204037587461698,2.0661232147531905,2.764223263116378
2022-02-08,53840.0,54034.0,52384.0,52730.0,44750.1953125,1764511,-1720651.3551367302,6285788,-0.2227426529399612,405490922.8425061,122405017.59410964,22343192.679203648,32148.72118253944,51030.391119988686,89.96093191960438,1011.5495331254411,50658.142857142855,53546.36216590565,47769.92354838007,11.40278401799148,0.8586737919401028,0.0,0.0,50749.19047619047,52244.33333333333,49254.04761904762,5.8922825886033285,1.16241480349067,1.0,0.0,48098.0,54034.0,51066.0,11.717760788704116,0.7803234501347709,0.0,0.0,695.8392667562221,285.82114874102115,410.0181180152009,50658.142857142855,50658.142857142855,50452.93020295604,49757.09093619981,0.9786449290824986,0.4999069504695235,0.478737978612975,0.0753655954458638,6.143321104474897,1280.0725061576377,-24.6460625803892,-44.20283538141894,19.556772801029744,51066.0,51066.0,51066.0,51066.0,0.0,0.0,0.0,0.0,132.37999036869138,51272.77035507427,50624.17838381312,28.000000000000004,8.0,20.000000000000004,48927.8592,51200.0,0.0,0.0,97.5792726081173,0.0,0.0,0.0,-1.5233040710690202,43.2204907755687,78.03234501347708,88.9137568829932,-21.96765498652292,517.385714285716,0.0,1.39847256675124,0.5766246794520258,0.8218478872992141,9.665867423673802,3.783269219337998,5.882598204335804,49485.55733030684,0.5530129672006057,0.5514894646879043,7.704563094897665,0.5530216507546157,44453.16015625,1,3.713875878726298,2.171073318643664,3.2512753382418538,2.684570316589728,0.963864092056042,1.0142099411983452,2.3915473818264275,1.7316023380638228,0.1012123160929832,0.356016883268353
2022-02-09,52695.0,53097.0,51634.0,52380.0,44453.16015625,1098434,-1698877.8855536818,5187354,-0.1925450672339634,292641948.1507195,-112345439.05232356,3101959.5746997595,2467.0226179580422,51197.20426499279,77.28732480094405,1004.8352843753196,50873.375,53805.2994426656,47941.4505573344,11.52636105886665,0.7569344861135355,0.0,0.0,50951.833333333336,52442.958333333336,49460.708333333336,5.853076925593125,0.9788889820325808,0.0,0.0,48098.0,54034.0,51066.0,11.668185961713764,0.7213611859838275,0.0,0.0,798.021982943028,388.26131558142254,409.76066736160544,50873.375,50873.375,50749.40247942434,49951.38049648131,0.9248747524441364,0.6247374470323532,0.3001373054117832,0.1039155705251178,6.990046505184767,1064.8403633004928,-20.50205914570003,-41.24023835195408,20.738179206254053,51066.0,51066.0,51066.0,51066.0,0.0,0.0,0.0,0.0,79.75261789303529,51272.77035507427,50624.17838381312,28.000000000000004,8.0,20.000000000000004,49234.227648,51200.0,0.0,0.0,87.82503361218461,0.0,0.0,0.0,7.202090557605578,50.01476130150833,72.13611859838275,82.93514893377305,-27.86388140161725,905.5374999999984,0.0,1.5975974537865725,0.7808192343189351,0.8167782194676374,9.046911692263324,4.835997713923064,4.210913978340262,49540.75346078527,-0.6637587710980442,-0.6659714462813326,6.989664610482449,-0.6637628152810038,45203.3828125,2,-1.6887082304443055,-0.5547023750494304,-3.598751889887282,0.1782552898519185,5.489257356375532,0.6024161997339235,-0.5431948553480765,0.5673783769919964,1.5166811057161311,-0.2365052295135257
2022-02-10,52840.0,53888.0,52500.0,53264.0,45203.3828125,1212720,-1576557.4244585808,6400074,-0.1570903115783629,403985166.9863311,94824691.60234845,14567301.078155844,13175.723810746527,51441.3107205923,80.38717551609741,1004.8352843753196,51139.0,54285.24573455765,47992.75426544235,12.304682275983682,0.8377040732482341,0.0,0.0,51203.55555555556,52683.22222222222,49723.88888888889,5.779546559266708,1.1962529098145245,1.0,0.0,48098.0,54034.0,51066.0,11.607579342576116,0.8702830188679245,0.0,0.0,939.503917471804,498.5098359594989,440.9940815123051,51139.0,51139.0,51136.26363643598,50196.759718964175,0.982641235303554,0.6015375093039749,0.3811037259995791,0.1351049243709213,7.845783159150825,799.2153633004928,-15.387809490759242,-38.36774625626577,22.97993676550653,51066.0,51066.0,51066.0,51066.0,0.0,0.0,0.0,0.0,102.34729411764718,51272.77035507427,50624.17838381312,36.0,8.0,28.0,49522.21398912,51200.0,0.0,0.0,90.4277118629018,0.0,0.0,0.0,16.659675446709223,52.419401113448565,87.02830188679245,79.06558849955076,-12.971698113207546,1090.2666666666628,0.0,1.8716425576706348,0.9989838989892752,0.8726586586813596,9.290967981805592,5.72699176749957,3.563976214306022,49559.3826295965,1.6876670484917922,1.6735841753103389,8.795293925405456,1.687670018538654,44195.1640625,3,-0.0827933657972295,2.0853013725566143,3.966405089155586,0.7710493911292957,-0.4524984964375704,-0.1996131728760986,0.3276992124861806,0.2820852550495516,-0.1992090613573367,0.0790193315037441
2022-02-11,52840.0,52998.0,51607.0,52076.0,44195.1640625,1703866,-2131446.926974756,4696208,-0.1815564177915883,57102599.13114095,-72780165.8111612,4862026.97934284,-17536.343244327585,51555.34182911892,67.65532966890791,1004.8352843753196,51232.7,54269.97589132103,48195.42410867896,11.856786354500288,0.6388250574157123,0.0,0.0,51305.9,52776.7,49835.1,5.733453657376634,0.761796301332609,0.0,0.0,48098.0,54034.0,51066.0,11.586350124041871,0.6701482479784366,1579.4,0.0,944.8757588550724,587.7830205386136,357.09273831645885,51232.7,51232.7,51280.83846159968,50335.96270274461,0.914275532216539,0.6792193153330808,0.2350562168834582,0.1616705683493239,8.712568033498886,705.5153633004957,-13.583742883068128,-33.50149425518077,19.917751372112647,51066.0,51066.0,51066.0,51066.0,0.0,0.0,0.0,0.0,47.86551303037376,51272.77035507427,50624.17838381312,36.0,8.0,28.0,49792.9211497728,51200.0,0.0,0.0,69.06112248334247,0.0,0.0,0.0,17.218132764078973,46.99959607550983,67.01482479784367,75.39308176100629,-32.985175202156334,1251.699999999997,0.0,1.8771385469171773,1.1746148285748557,0.7025237183423219,12.730595340737684,7.127712482147192,5.60288285859049,49693.46469911043,-2.2303995193751924,-2.255649079751798,6.368724212590382,-2.230405530006479,43714.81640625,4,1.2013400401236254,2.8581056851116813,2.4685864834228823,0.6474397737795812,0.4545553525734362,-0.0,-0.1088687543625468,-2.812945033576341,-0.1992090613573367,1.4212407286638324
